MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHREZ,KTWRT
100,4501500698,C004,K,ZNB,"","",B,20250905,USER76,00076,00046,V285585,E,PT44,27,54,64,4.006,2.216,P002,001,USD,8.82864,X,20250905,20250806,20260905,20250915,20250925,20251005,20260905,5941946393,9436012929,REF5273,99853.79
100,4526664521,C004,F,UB,"","",B,20250105,USER3,00086,00034,V809003,D,PT47,13,44,88,2.725,1.362,P002,001,INR,3.09728,X,20250105,20241206,20260105,20250115,20250125,20250204,20260105,9801524714,5090330179,REF9365,117408.04
200,4506048936,C004,F,NB,"",X,A,20250915,USER96,00076,00032,V453887,E,PT50,15,32,87,4.733,0.633,P001,001,EUR,38.92952,"",20250915,20250816,20260915,20250925,20251005,20251015,20260915,2264716489,4383032639,REF1486,237789.69
300,4507048545,C002,K,NB,"","",B,20240506,USER41,00086,00096,V189966,E,PT16,15,55,65,0.466,0.585,P002,003,EUR,62.18542,X,20240506,20240406,20250506,20240516,20240526,20240605,20250506,7746234131,5821411650,REF2558,219717.64
300,4560560169,C002,F,NB,"","",A,20240713,USER41,00058,00055,V843489,E,PT43,0,30,78,2.949,2.917,P003,004,INR,29.85064,"",20240713,20240613,20250713,20240723,20240802,20240812,20250713,4004506708,6040920801,REF5239,139132.98
300,4585829529,C004,K,UB,"","",C,20230813,USER88,00097,00043,V247309,D,PT25,9,45,66,2.487,0.535,P003,003,INR,55.02796,"",20230813,20230714,20240812,20230823,20230902,20230912,20240812,9629262278,1002706420,REF9544,485521.19
200,4570795859,C002,F,ZNB,"",X,A,20240515,USER4,00096,00019,V857292,F,PT23,20,44,74,1.065,0.929,P001,001,EUR,46.4403,X,20240515,20240415,20250515,20240525,20240604,20240614,20250515,5681388908,5132612493,REF7849,370368.26
300,4590084398,C002,F,ZNB,"","",A,20240227,USER87,00052,00033,V230777,F,PT49,6,34,83,1.173,1.541,P001,004,EUR,4.27103,"",20240227,20240128,20250226,20240308,20240318,20240328,20250226,3143446256,1793708136,REF5862,11632.87
200,4506409441,C002,K,FO,"","",B,20240722,USER87,00064,00029,V863443,E,PT46,11,43,84,3.324,1.615,P001,002,INR,81.61075,"",20240722,20240622,20250722,20240801,20240811,20240821,20250722,8495709000,8019379442,REF2823,362049.22
100,4569645017,C001,F,ZNB,X,X,B,20230921,USER53,00054,00095,V204411,E,PT53,27,30,88,1.492,0.96,P002,004,INR,6.6715,X,20230921,20230822,20240920,20231001,20231011,20231021,20240920,1502515215,5418134438,REF5812,396260.36
100,4551985942,C004,F,UB,X,"",A,20260117,USER51,00012,00018,V111989,E,PT19,26,46,82,0.809,0.722,P003,002,EUR,19.17274,"",20260117,20251218,20270117,20260127,20260206,20260216,20270117,4733075376,4103469077,REF9908,88787.85
200,4535274942,C001,K,ZNB,X,X,B,20230913,USER36,00036,00045,V213750,D,PT41,22,38,80,4.966,0.868,P001,001,EUR,18.83763,X,20230913,20230814,20240912,20230923,20231003,20231013,20240912,2488483108,5405589745,REF6491,430390.44
300,4515193258,C001,K,ZNB,"",X,C,20240407,USER58,00086,00052,V472341,D,PT16,21,41,71,2.966,2.324,P001,002,INR,40.23872,X,20240407,20240308,20250407,20240417,20240427,20240507,20250407,2009674239,3907578518,REF9479,412977.56
100,4599706208,C001,F,NB,X,"",C,20240205,USER14,00078,00092,V468177,D,PT35,19,40,69,0.597,1.57,P003,002,INR,56.12913,X,20240205,20240106,20250204,20240215,20240225,20240306,20250204,3328205259,5206652429,REF1758,264955.48
300,4528772135,C003,F,FO,"",X,C,20251207,USER59,00010,00029,V529909,E,PT40,7,40,81,2.26,2.197,P002,001,USD,24.10059,"",20251207,20251107,20261207,20251217,20251227,20260106,20261207,9222738102,1022452883,REF4465,350957.91
300,4517462726,C004,K,ZNB,X,"",B,20241103,USER91,00046,00078,V591245,F,PT43,18,55,75,2.883,2.189,P001,001,USD,62.44289,"",20241103,20241004,20251103,20241113,20241123,20241203,20251103,5853502118,7597702515,REF8403,318081.04
100,4533686505,C001,K,UB,"",X,A,20250307,USER32,00042,00061,V308476,F,PT44,28,32,76,3.801,0.67,P002,004,EUR,11.37426,X,20250307,20250205,20260307,20250317,20250327,20250406,20260307,7950454337,5664686249,REF9437,433838.72
300,4508166026,C003,F,UB,"","",C,20251212,USER46,00084,00049,V531530,E,PT23,15,44,63,3.416,1.509,P003,001,USD,76.17224,X,20251212,20251112,20261212,20251222,20260101,20260111,20261212,6763780276,9369173161,REF3385,464888.31
200,4586214714,C004,F,NB,"",X,B,20260119,USER87,00079,00067,V972545,D,PT10,3,43,70,4.399,2.922,P002,001,USD,27.29437,X,20260119,20251220,20270119,20260129,20260208,20260218,20270119,9044238012,8352226849,REF8105,288426.28
300,4529220058,C002,F,NB,"","",B,20231207,USER86,00084,00077,V737615,E,PT21,27,43,62,1.887,2.933,P003,003,EUR,59.41046,X,20231207,20231107,20241206,20231217,20231227,20240106,20241206,4892822132,9889064438,REF5157,368896.25
300,4590574570,C002,F,NB,"","",B,20251231,USER97,00058,00019,V762756,F,PT50,17,39,65,3.145,1.31,P003,002,INR,80.40085,X,20251231,20251201,20261231,20260110,20260120,20260130,20261231,5055874992,3920075432,REF2940,33336.89
300,4576567334,C002,K,NB,"",X,C,20260202,USER35,00051,00020,V406716,D,PT39,3,34,66,3.579,2.575,P003,002,EUR,27.47263,"",20260202,20260103,20270202,20260212,20260222,20260304,20270202,5994926915,4889117408,REF6095,386825.27
200,4527966677,C001,K,NB,"",X,B,20240327,USER65,00064,00088,V999174,F,PT36,26,48,81,1.628,2.218,P001,004,USD,16.227,X,20240327,20240226,20250327,20240406,20240416,20240426,20250327,8906154860,2601252567,REF9604,51096.27
300,4516573011,C004,K,FO,"",X,B,20250331,USER71,00044,00084,V140266,E,PT18,18,34,75,1.693,2.487,P001,004,EUR,16.16974,X,20250331,20250301,20260331,20250410,20250420,20250430,20260331,6723559208,2411542976,REF4942,336616.57
300,4545293444,C002,K,FO,X,X,A,20251026,USER85,00056,00064,V298598,F,PT57,26,50,69,2.596,2.814,P001,003,INR,27.48206,X,20251026,20250926,20261026,20251105,20251115,20251125,20261026,8052998053,2447505294,REF1622,203534.54
100,4586135647,C004,F,UB,"",X,A,20240303,USER66,00064,00055,V284078,E,PT17,16,57,61,4.048,0.741,P001,003,INR,53.08581,X,20240303,20240202,20250303,20240313,20240323,20240402,20250303,5053631471,7422154780,REF7658,119634.34
200,4534098373,C001,F,UB,X,X,B,20240410,USER49,00099,00016,V442305,E,PT47,29,37,68,0.688,0.235,P003,002,EUR,52.4224,X,20240410,20240311,20250410,20240420,20240430,20240510,20250410,6720296803,6194741851,REF9424,167191.58
100,4546052102,C004,F,ZNB,X,"",B,20250102,USER5,00075,00045,V868095,F,PT25,26,60,81,3.878,0.823,P003,004,EUR,25.55028,"",20250102,20241203,20260102,20250112,20250122,20250201,20260102,9332495419,2753663212,REF2384,399338.6
100,4537007930,C004,K,FO,X,"",A,20241125,USER28,00039,00087,V497664,D,PT10,16,37,82,2.453,2.997,P003,004,USD,68.09155,X,20241125,20241026,20251125,20241205,20241215,20241225,20251125,2168446447,4074576162,REF7749,349742.23
100,4537395721,C001,K,NB,X,"",C,20250327,USER17,00010,00041,V601282,E,PT55,3,60,79,4.74,0.653,P001,002,EUR,84.82876,"",20250327,20250225,20260327,20250406,20250416,20250426,20260327,2999265738,9740053799,REF8500,435606.68
100,4554075546,C002,F,ZNB,"","",A,20250828,USER56,00099,00044,V412667,F,PT20,23,31,77,3.235,2.374,P002,003,INR,8.91112,X,20250828,20250729,20260828,20250907,20250917,20250927,20260828,2821868429,8901758698,REF2377,180522.29
100,4517537137,C001,K,UB,"",X,C,20260122,USER81,00025,00038,V563746,F,PT57,16,47,64,0.03,0.221,P003,002,INR,73.95068,"",20260122,20251223,20270122,20260201,20260211,20260221,20270122,9889483172,8773205026,REF8269,11101.93
300,4505561334,C004,F,FO,"",X,B,20251006,USER30,00095,00084,V805333,D,PT37,28,33,73,1.237,1.57,P002,001,EUR,46.47618,X,20251006,20250906,20261006,20251016,20251026,20251105,20261006,2698125279,2533557265,REF1833,378297.86
200,4582090818,C001,K,FO,X,"",B,20240630,USER79,00083,00076,V405592,E,PT13,12,40,73,0.139,1.383,P003,002,INR,15.59448,X,20240630,20240531,20250630,20240710,20240720,20240730,20250630,5181786455,6893361835,REF3248,456859.94
200,4556228895,C001,F,UB,"",X,A,20240501,USER90,00057,00084,V512468,D,PT23,3,51,81,1.575,0.564,P002,002,EUR,69.16535,"",20240501,20240401,20250501,20240511,20240521,20240531,20250501,7806447904,1551305794,REF2143,94560.03
200,4559189686,C001,F,NB,X,"",C,20250502,USER44,00037,00075,V773423,F,PT33,9,56,78,0.313,1.408,P002,001,INR,75.62614,X,20250502,20250402,20260502,20250512,20250522,20250601,20260502,1824357928,3214820801,REF3712,354221.84
100,4545974684,C004,K,UB,"","",A,20250422,USER42,00057,00045,V727776,E,PT58,11,34,72,3.043,0.944,P002,004,EUR,66.09757,"",20250422,20250323,20260422,20250502,20250512,20250522,20260422,2422262206,9943968808,REF1602,361469.0
100,4514293991,C004,K,UB,"",X,B,20260128,USER39,00090,00096,V258415,E,PT60,15,44,61,0.425,0.523,P003,002,USD,34.90125,X,20260128,20251229,20270128,20260207,20260217,20260227,20270128,8455930526,7936197601,REF5025,352299.58
300,4557135416,C001,F,NB,"","",B,20241113,USER98,00086,00045,V603572,E,PT31,7,43,81,2.462,0.597,P002,001,USD,80.26509,X,20241113,20241014,20251113,20241123,20241203,20241213,20251113,2155748679,9933089704,REF1176,243256.18
300,4576166942,C004,F,FO,"","",C,20250721,USER55,00014,00036,V523935,F,PT26,4,59,87,1.455,2.214,P001,002,USD,74.61927,"",20250721,20250621,20260721,20250731,20250810,20250820,20260721,6795199159,7856014667,REF9333,37555.58
300,4539749620,C001,F,NB,X,"",C,20240523,USER30,00019,00024,V811016,D,PT57,23,35,66,2.594,2.898,P002,003,EUR,14.79723,X,20240523,20240423,20250523,20240602,20240612,20240622,20250523,9172933722,4655124184,REF4128,58031.1
100,4574519667,C002,F,ZNB,X,X,B,20241020,USER41,00062,00087,V457595,F,PT10,12,30,87,3.503,1.149,P002,001,EUR,81.8422,X,20241020,20240920,20251020,20241030,20241109,20241119,20251020,2770518352,9416366979,REF3032,289178.06
300,4505838369,C001,K,NB,"","",B,20240616,USER42,00097,00035,V162560,E,PT55,19,40,90,4.221,2.606,P001,002,EUR,55.8744,"",20240616,20240517,20250616,20240626,20240706,20240716,20250616,7726726892,1224598479,REF5474,400240.39
100,4565721939,C004,K,NB,X,"",C,20240712,USER60,00061,00091,V356549,F,PT37,6,54,85,4.488,2.621,P002,002,USD,32.44678,"",20240712,20240612,20250712,20240722,20240801,20240811,20250712,2738136232,4984657883,REF3451,44525.98
300,4547671900,C004,K,ZNB,X,X,A,20251125,USER16,00035,00089,V185464,D,PT30,9,48,61,3.165,0.618,P003,004,EUR,1.63461,"",20251125,20251026,20261125,20251205,20251215,20251225,20261125,1842202438,5880424336,REF3891,179185.72
100,4592543873,C001,F,NB,"","",C,20240316,USER76,00017,00066,V302587,F,PT17,22,48,71,0.855,1.368,P003,001,INR,64.51944,X,20240316,20240215,20250316,20240326,20240405,20240415,20250316,6173153391,4749905538,REF5920,321378.1
200,4546577195,C003,K,UB,X,X,C,20250617,USER81,00040,00070,V597854,D,PT27,8,35,76,4.472,2.292,P001,001,USD,13.62666,X,20250617,20250518,20260617,20250627,20250707,20250717,20260617,6412675419,4487607947,REF3999,375817.74
300,4500306104,C003,F,NB,X,X,C,20240523,USER32,00096,00088,V235483,E,PT47,0,34,77,3.207,1.409,P003,003,INR,36.48588,X,20240523,20240423,20250523,20240602,20240612,20240622,20250523,5822593228,1388962333,REF3222,80020.91
200,4503065057,C001,K,UB,"","",B,20230922,USER52,00027,00073,V945823,E,PT37,19,37,80,4.39,2.191,P002,002,INR,73.53936,X,20230922,20230823,20240921,20231002,20231012,20231022,20240921,4448022763,7698856920,REF1127,144274.41
300,4503998580,C002,F,ZNB,"","",C,20250304,USER20,00080,00034,V295386,E,PT28,0,54,80,0.086,1.067,P001,002,USD,41.67778,"",20250304,20250202,20260304,20250314,20250324,20250403,20260304,9961940305,6111928528,REF8168,38100.67
300,4506327152,C001,K,UB,"",X,C,20240930,USER97,00040,00052,V436989,F,PT12,9,43,67,2.225,1.583,P001,001,EUR,73.61086,X,20240930,20240831,20250930,20241010,20241020,20241030,20250930,6708316825,6235832306,REF9005,458495.96
300,4559058350,C001,F,FO,X,"",A,20240724,USER65,00059,00092,V946324,E,PT37,3,30,72,3.251,2.785,P002,004,INR,83.49192,X,20240724,20240624,20250724,20240803,20240813,20240823,20250724,9806763733,1513886289,REF2342,208541.45
300,4592109987,C004,K,UB,X,"",A,20250502,USER90,00055,00066,V150102,F,PT11,2,45,64,0.174,1.732,P002,001,USD,72.79672,"",20250502,20250402,20260502,20250512,20250522,20250601,20260502,1352968574,1890599828,REF4382,27701.51
200,4542320643,C003,F,NB,"",X,A,20240216,USER57,00014,00099,V365083,D,PT27,29,54,83,3.326,2.478,P001,001,USD,40.91384,"",20240216,20240117,20250215,20240226,20240307,20240317,20250215,7444187250,9223858843,REF9217,160998.18
300,4571450331,C003,F,ZNB,X,"",B,20250102,USER51,00028,00014,V755980,F,PT44,14,56,60,3.365,2.279,P002,002,INR,83.06462,"",20250102,20241203,20260102,20250112,20250122,20250201,20260102,5657354892,1451081365,REF7248,447553.96
300,4580938496,C004,F,ZNB,"",X,C,20231024,USER44,00041,00014,V197603,D,PT24,7,37,71,3.902,2.879,P002,003,INR,54.21238,"",20231024,20230924,20241023,20231103,20231113,20231123,20241023,6305546846,7328245934,REF4993,54188.99
100,4568589371,C004,K,NB,"",X,A,20240612,USER66,00072,00024,V961538,F,PT58,11,39,69,1.007,0.928,P002,002,USD,79.71922,"",20240612,20240513,20250612,20240622,20240702,20240712,20250612,4081913646,9422152364,REF5062,426581.46
300,4591158359,C003,F,ZNB,"","",C,20250421,USER31,00064,00084,V690345,D,PT37,22,55,82,0.769,0.524,P003,001,EUR,44.85645,"",20250421,20250322,20260421,20250501,20250511,20250521,20260421,7591007702,7794888055,REF1525,417645.06
200,4562259225,C002,K,NB,"","",A,20241224,USER67,00017,00099,V976039,D,PT10,22,45,79,2.433,0.478,P001,002,INR,67.95147,"",20241224,20241124,20251224,20250103,20250113,20250123,20251224,4425427819,8791722591,REF1901,211841.54
300,4503699761,C004,F,ZNB,"",X,A,20231228,USER6,00082,00049,V917075,F,PT40,15,55,75,1.468,2.033,P001,002,INR,23.3628,X,20231228,20231128,20241227,20240107,20240117,20240127,20241227,4257121271,9471105825,REF8649,443035.45
100,4520214922,C004,F,NB,"","",B,20230913,USER82,00027,00076,V246274,F,PT11,25,48,86,1.473,1.498,P001,004,EUR,53.96959,"",20230913,20230814,20240912,20230923,20231003,20231013,20240912,6815790586,5613170032,REF3205,152369.62
200,4569862634,C003,K,UB,"",X,A,20250623,USER13,00074,00014,V468278,E,PT14,22,45,80,1.365,0.067,P003,004,USD,41.2159,"",20250623,20250524,20260623,20250703,20250713,20250723,20260623,8323580874,9249400462,REF7161,479462.99
300,4595662641,C004,K,NB,X,X,B,20250428,USER51,00060,00096,V654200,F,PT42,9,51,77,1.285,0.582,P003,002,EUR,11.78395,"",20250428,20250329,20260428,20250508,20250518,20250528,20260428,1402549200,9029559566,REF5216,256379.7
200,4512362796,C002,F,NB,X,X,B,20240423,USER40,00045,00022,V262814,E,PT23,7,40,63,4.989,1.385,P003,002,EUR,1.62905,"",20240423,20240324,20250423,20240503,20240513,20240523,20250423,7298757524,2245231276,REF3210,398406.64
300,4565150540,C002,K,UB,"",X,B,20231129,USER29,00061,00063,V581501,E,PT40,0,50,75,3.653,2.783,P002,004,USD,76.37292,"",20231129,20231030,20241128,20231209,20231219,20231229,20241128,6108508620,2253995820,REF9224,438756.34
100,4515773821,C001,F,ZNB,X,X,C,20240228,USER34,00054,00083,V160864,E,PT46,5,57,80,0.652,1.687,P003,004,INR,44.82314,"",20240228,20240129,20250227,20240309,20240319,20240329,20250227,8052631335,5251223803,REF1911,64284.0
200,4520304128,C003,K,ZNB,X,X,B,20251208,USER96,00098,00017,V398807,D,PT11,6,35,88,2.633,2.993,P001,003,INR,34.59118,"",20251208,20251108,20261208,20251218,20251228,20260107,20261208,7190552197,1735985081,REF4522,451709.46
300,4590713605,C004,K,FO,X,X,A,20230910,USER57,00094,00090,V460535,D,PT60,18,57,87,2.565,0.448,P002,002,EUR,55.90357,"",20230910,20230811,20240909,20230920,20230930,20231010,20240909,4401847591,7608476392,REF2428,91781.17
300,4568556904,C002,K,NB,X,X,C,20250525,USER82,00087,00034,V439124,D,PT50,20,33,68,2.963,2.948,P002,002,USD,55.37497,X,20250525,20250425,20260525,20250604,20250614,20250624,20260525,2042028505,8490790096,REF1110,322773.79
100,4543809865,C004,K,FO,X,"",B,20251031,USER24,00050,00026,V112254,D,PT30,12,33,65,2.045,0.956,P002,003,USD,27.71339,"",20251031,20251001,20261031,20251110,20251120,20251130,20261031,4308570168,7093206178,REF8171,450699.9
300,4514970095,C002,F,ZNB,"",X,C,20240720,USER78,00075,00076,V327278,E,PT42,20,59,76,3.697,1.856,P003,001,EUR,37.19351,"",20240720,20240620,20250720,20240730,20240809,20240819,20250720,5959513882,2070086544,REF6096,479886.93
300,4583823278,C004,F,FO,"",X,A,20250824,USER73,00085,00024,V562284,E,PT17,21,48,62,2.787,0.046,P002,003,INR,0.80946,"",20250824,20250725,20260824,20250903,20250913,20250923,20260824,4085125699,7388933907,REF1925,388978.29
200,4513158917,C004,F,FO,"",X,A,20251207,USER94,00048,00077,V800492,F,PT36,26,47,87,1.953,0.438,P002,002,EUR,75.66568,X,20251207,20251107,20261207,20251217,20251227,20260106,20261207,6212511777,5143374362,REF7413,205645.41
200,4506671135,C002,F,NB,X,"",A,20250212,USER14,00097,00064,V985040,D,PT53,8,57,78,3.06,1.894,P002,003,INR,41.09143,X,20250212,20250113,20260212,20250222,20250304,20250314,20260212,7116837723,5144199839,REF9060,231953.69
200,4512446157,C004,F,UB,"",X,A,20260212,USER98,00077,00076,V462005,F,PT21,1,46,89,3.104,1.547,P001,004,EUR,68.28541,"",20260212,20260113,20270212,20260222,20260304,20260314,20270212,1147924611,1953349941,REF6083,459201.8
200,4580048029,C002,F,NB,"","",A,20231013,USER90,00034,00079,V236037,E,PT40,13,49,65,0.266,2.279,P002,003,INR,35.85653,"",20231013,20230913,20241012,20231023,20231102,20231112,20241012,6895327882,8484764802,REF4488,261624.32
200,4550561202,C002,K,NB,X,"",A,20230613,USER73,00043,00014,V974945,F,PT22,7,59,72,2.098,2.227,P001,003,EUR,44.76477,"",20230613,20230514,20240612,20230623,20230703,20230713,20240612,5149335481,2141511606,REF4616,99857.99
300,4556998414,C001,K,ZNB,"",X,B,20240406,USER46,00084,00048,V891903,F,PT44,28,50,89,3.55,2.632,P002,003,INR,13.16309,"",20240406,20240307,20250406,20240416,20240426,20240506,20250406,4217982288,1368851344,REF2291,92230.93
100,4558314675,C004,K,FO,"","",A,20241120,USER71,00086,00032,V541191,F,PT38,27,30,69,1.399,0.624,P003,003,EUR,69.60011,X,20241120,20241021,20251120,20241130,20241210,20241220,20251120,5496461524,1560170630,REF5354,248127.53
100,4539209093,C001,F,ZNB,"",X,C,20250830,USER2,00068,00052,V926763,F,PT42,27,50,90,0.413,0.041,P001,001,EUR,58.79795,X,20250830,20250731,20260830,20250909,20250919,20250929,20260830,3239412133,4447591561,REF7770,437928.19
200,4550947000,C002,K,FO,"","",A,20250109,USER32,00016,00089,V147057,D,PT45,28,37,70,0.357,2.392,P003,003,EUR,12.79823,X,20250109,20241210,20260109,20250119,20250129,20250208,20260109,4591451378,2627535320,REF9429,290361.48
200,4542504378,C003,F,ZNB,"","",C,20251220,USER15,00080,00039,V105084,D,PT39,4,38,82,3.672,1.348,P003,003,EUR,18.40811,"",20251220,20251120,20261220,20251230,20260109,20260119,20261220,9431732748,6206953532,REF1592,203278.07
300,4555787270,C004,K,ZNB,X,X,A,20250826,USER89,00053,00018,V108451,F,PT42,10,50,75,3.054,0.379,P001,004,INR,55.94996,X,20250826,20250727,20260826,20250905,20250915,20250925,20260826,1519052773,2810114772,REF9675,497681.42
100,4527558870,C003,K,FO,X,"",A,20230704,USER24,00060,00073,V673348,D,PT57,12,47,63,3.809,1.581,P001,002,INR,25.82383,X,20230704,20230604,20240703,20230714,20230724,20230803,20240703,5144299062,4822187102,REF8682,369790.82
200,4517232465,C001,K,ZNB,X,X,B,20250323,USER63,00041,00048,V172408,D,PT19,20,47,66,1.626,1.215,P002,003,EUR,75.627,"",20250323,20250221,20260323,20250402,20250412,20250422,20260323,8103406850,2194095961,REF1892,84860.39
100,4555730117,C002,K,FO,"",X,C,20250615,USER28,00030,00095,V609954,E,PT22,25,52,83,0.742,1.426,P001,003,EUR,37.08675,X,20250615,20250516,20260615,20250625,20250705,20250715,20260615,1410103982,1185514447,REF5249,354918.28
200,4596656084,C001,K,UB,"","",B,20230807,USER86,00094,00077,V549450,D,PT54,30,40,75,4.91,1.243,P001,004,EUR,56.17721,"",20230807,20230708,20240806,20230817,20230827,20230906,20240806,5109049965,5667372587,REF7258,145707.44
300,4568409383,C001,F,NB,X,X,C,20250119,USER42,00086,00021,V235454,D,PT29,28,31,72,1.851,2.225,P002,002,EUR,53.21975,"",20250119,20241220,20260119,20250129,20250208,20250218,20260119,4165758995,7081920458,REF1165,403139.5
300,4537715700,C003,K,UB,X,X,A,20230717,USER46,00073,00053,V136605,F,PT58,6,32,78,4.484,0.121,P001,002,INR,33.5584,"",20230717,20230617,20240716,20230727,20230806,20230816,20240716,7336781112,9452689758,REF5251,107648.49
100,4545121785,C003,F,FO,"","",C,20251208,USER8,00070,00021,V338198,F,PT52,1,37,63,1.918,0.95,P001,004,EUR,27.02929,"",20251208,20251108,20261208,20251218,20251228,20260107,20261208,2318648898,8263602742,REF1170,267020.27
100,4550737699,C001,K,FO,"",X,C,20240716,USER25,00041,00075,V776535,E,PT31,12,58,72,4.484,1.995,P002,001,USD,81.49796,"",20240716,20240616,20250716,20240726,20240805,20240815,20250716,9629079406,7658915167,REF2814,482264.38
