MANDT,WERKS,LGORT,LGOBE,SPART,XLONG,XBUFX,DISKZ,XBLGO,XRESS,XHUPF,PARLG,VKORG,VTWEG,VSTEL,LIFNR,KUNNR,MESBS,MESST,OIH_LICNO,OIG_ITRFL,OIB_TNKASSIGN
100,PL16,SL36,Storage Location 36,01,"","",1,"","","",SL36,SO06,01,SP01,VEND000636,CUST000036,MES_SYSTEM_16,2,LIC000136,"",X
200,PL17,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,02,SP02,VEND000637,CUST000037,MES_SYSTEM_17,1,LIC000137,X,""
300,PL18,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,03,SP03,VEND000638,CUST000038,MES_SYSTEM_18,2,LIC000138,"",""
100,PL19,SL39,Storage Location 39,04,"","",1,X,X,X,SL39,SO09,01,SP04,VEND000639,CUST000039,MES_SYSTEM_19,1,LIC000139,"",""
200,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,02,SP05,VEND000640,CUST000040,MES_SYSTEM_20,2,LIC000140,"",""
300,PL01,SL41,Storage Location 41,01,X,X,2,"","","",SL41,SO01,03,SP06,VEND000641,CUST000041,MES_SYSTEM_01,1,LIC000141,X,X
100,PL02,SL42,Storage Location 42,02,"","",1,"","","",SL42,SO02,01,SP07,VEND000642,CUST000042,MES_SYSTEM_02,2,LIC000142,"",""
200,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,02,SP08,VEND000643,CUST000043,MES_SYSTEM_03,1,LIC000143,"",""
300,PL04,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,03,SP09,VEND000644,CUST000044,MES_SYSTEM_04,2,LIC000144,"",""
100,PL05,SL45,Storage Location 45,05,"","",1,X,"","",SL45,SO05,01,SP10,VEND000645,CUST000045,MES_SYSTEM_05,1,LIC000145,X,""
200,PL06,SL46,Storage Location 46,01,"","",2,"",X,"",SL46,SO06,02,SP11,VEND000646,CUST000046,MES_SYSTEM_06,2,LIC000146,"",X
300,PL07,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,03,SP12,VEND000647,CUST000047,MES_SYSTEM_07,1,LIC000147,"",""
100,PL08,SL48,Storage Location 48,03,"","",1,"","",X,SL48,SO08,01,SP13,VEND000648,CUST000048,MES_SYSTEM_08,2,LIC000148,"",""
200,PL09,SL49,Storage Location 49,04,"",X,2,"","","",SL49,SO09,02,SP14,VEND000649,CUST000049,MES_SYSTEM_09,1,LIC000149,X,""
300,PL10,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,03,SP15,VEND000650,CUST000050,MES_SYSTEM_10,2,LIC000150,"",""
100,PL11,SL01,Storage Location 01,01,X,"",1,X,"","",SL01,SO01,01,SP01,VEND000651,CUST000051,MES_SYSTEM_11,1,LIC000151,"",X
200,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,02,SP02,VEND000652,CUST000052,MES_SYSTEM_12,2,LIC000152,"",""
300,PL13,SL03,Storage Location 03,03,"","",2,"",X,"",SL03,SO03,03,SP03,VEND000653,CUST000053,MES_SYSTEM_13,1,LIC000153,X,""
100,PL14,SL04,Storage Location 04,04,"","",1,"","","",SL04,SO04,01,SP04,VEND000654,CUST000054,MES_SYSTEM_14,2,LIC000154,"",""
200,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,02,SP05,VEND000655,CUST000055,MES_SYSTEM_15,1,LIC000155,"",""
300,PL16,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000656,CUST000056,MES_SYSTEM_16,2,LIC000156,"",X
100,PL17,SL07,Storage Location 07,02,"",X,1,X,"",X,SL07,SO07,01,SP07,VEND000657,CUST000057,MES_SYSTEM_17,1,LIC000157,X,""
200,PL18,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,02,SP08,VEND000658,CUST000058,MES_SYSTEM_18,2,LIC000158,"",""
300,PL19,SL09,Storage Location 09,04,"","",2,"","","",SL09,SO09,03,SP09,VEND000659,CUST000059,MES_SYSTEM_19,1,LIC000159,"",""
100,PL20,SL10,Storage Location 10,05,"","",1,"",X,"",SL10,SO10,01,SP10,VEND000660,CUST000060,MES_SYSTEM_20,2,LIC000160,"",""
200,PL01,SL11,Storage Location 11,01,X,"",2,"","","",SL11,SO01,02,SP11,VEND000661,CUST000061,MES_SYSTEM_01,1,LIC000161,X,X
300,PL02,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,03,SP12,VEND000662,CUST000062,MES_SYSTEM_02,2,LIC000162,"",""
100,PL03,SL13,Storage Location 13,03,"","",1,X,"","",SL13,SO03,01,SP13,VEND000663,CUST000063,MES_SYSTEM_03,1,LIC000163,"",""
200,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,02,SP14,VEND000664,CUST000064,MES_SYSTEM_04,2,LIC000164,"",""
300,PL05,SL15,Storage Location 15,05,"",X,2,"","","",SL15,SO05,03,SP15,VEND000665,CUST000065,MES_SYSTEM_05,1,LIC000165,X,""
100,PL06,SL16,Storage Location 16,01,"","",1,"","",X,SL16,SO06,01,SP01,VEND000666,CUST000066,MES_SYSTEM_06,2,LIC000166,"",X
200,PL07,SL17,Storage Location 17,02,"","",2,"",X,"",SL17,SO07,02,SP02,VEND000667,CUST000067,MES_SYSTEM_07,1,LIC000167,"",""
300,PL08,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,03,SP03,VEND000668,CUST000068,MES_SYSTEM_08,2,LIC000168,"",""
100,PL09,SL19,Storage Location 19,04,"","",1,X,"","",SL19,SO09,01,SP04,VEND000669,CUST000069,MES_SYSTEM_09,1,LIC000169,X,""
200,PL10,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,02,SP05,VEND000670,CUST000070,MES_SYSTEM_10,2,LIC000170,"",""
300,PL11,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,03,SP06,VEND000671,CUST000071,MES_SYSTEM_11,1,LIC000171,"",X
100,PL12,SL22,Storage Location 22,02,"","",1,"","","",SL22,SO02,01,SP07,VEND000672,CUST000072,MES_SYSTEM_12,2,LIC000172,"",""
200,PL13,SL23,Storage Location 23,03,"",X,2,"","","",SL23,SO03,02,SP08,VEND000673,CUST000073,MES_SYSTEM_13,1,LIC000173,X,""
300,PL14,SL24,Storage Location 24,04,"","",2,"",X,"",SL24,SO04,03,SP09,VEND000674,CUST000074,MES_SYSTEM_14,2,LIC000174,"",""
100,PL15,SL25,Storage Location 25,05,"","",1,X,"",X,SL25,SO05,01,SP10,VEND000675,CUST000075,MES_SYSTEM_15,1,LIC000175,"",""
200,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,02,SP11,VEND000676,CUST000076,MES_SYSTEM_16,2,LIC000176,"",X
300,PL17,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,03,SP12,VEND000677,CUST000077,MES_SYSTEM_17,1,LIC000177,X,""
100,PL18,SL28,Storage Location 28,03,"","",1,"","","",SL28,SO08,01,SP13,VEND000678,CUST000078,MES_SYSTEM_18,2,LIC000178,"",""
200,PL19,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,02,SP14,VEND000679,CUST000079,MES_SYSTEM_19,1,LIC000179,"",""
300,PL20,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,03,SP15,VEND000680,CUST000080,MES_SYSTEM_20,2,LIC000180,"",""
100,PL01,SL31,Storage Location 31,01,X,X,1,X,X,"",SL31,SO01,01,SP01,VEND000681,CUST000081,MES_SYSTEM_01,1,LIC000181,X,X
200,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000682,CUST000082,MES_SYSTEM_02,2,LIC000182,"",""
300,PL03,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,03,SP03,VEND000683,CUST000083,MES_SYSTEM_03,1,LIC000183,"",""
100,PL04,SL34,Storage Location 34,04,"","",1,"","",X,SL34,SO04,01,SP04,VEND000684,CUST000084,MES_SYSTEM_04,2,LIC000184,"",""
200,PL05,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,02,SP05,VEND000685,CUST000085,MES_SYSTEM_05,1,LIC000185,X,""
300,PL06,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,03,SP06,VEND000686,CUST000086,MES_SYSTEM_06,2,LIC000186,"",X
100,PL07,SL37,Storage Location 37,02,"","",1,X,"","",SL37,SO07,01,SP07,VEND000687,CUST000087,MES_SYSTEM_07,1,LIC000187,"",""
200,PL08,SL38,Storage Location 38,03,"","",2,"",X,"",SL38,SO08,02,SP08,VEND000688,CUST000088,MES_SYSTEM_08,2,LIC000188,"",""
300,PL09,SL39,Storage Location 39,04,"",X,2,"","","",SL39,SO09,03,SP09,VEND000689,CUST000089,MES_SYSTEM_09,1,LIC000189,X,""
100,PL10,SL40,Storage Location 40,05,"","",1,"","","",SL40,SO10,01,SP10,VEND000690,CUST000090,MES_SYSTEM_10,2,LIC000190,"",""
200,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,02,SP11,VEND000691,CUST000091,MES_SYSTEM_11,1,LIC000191,"",X
300,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000692,CUST000092,MES_SYSTEM_12,2,LIC000192,"",""
100,PL13,SL43,Storage Location 43,03,"","",1,X,"",X,SL43,SO03,01,SP13,VEND000693,CUST000093,MES_SYSTEM_13,1,LIC000193,X,""
200,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,02,SP14,VEND000694,CUST000094,MES_SYSTEM_14,2,LIC000194,"",""
300,PL15,SL45,Storage Location 45,05,"","",2,"",X,"",SL45,SO05,03,SP15,VEND000695,CUST000095,MES_SYSTEM_15,1,LIC000195,"",""
100,PL16,SL46,Storage Location 46,01,"","",1,"","","",SL46,SO06,01,SP01,VEND000696,CUST000096,MES_SYSTEM_16,2,LIC000196,"",X
200,PL17,SL47,Storage Location 47,02,"",X,2,"","","",SL47,SO07,02,SP02,VEND000697,CUST000097,MES_SYSTEM_17,1,LIC000197,X,""
300,PL18,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,03,SP03,VEND000698,CUST000098,MES_SYSTEM_18,2,LIC000198,"",""
100,PL19,SL49,Storage Location 49,04,"","",1,X,"","",SL49,SO09,01,SP04,VEND000699,CUST000099,MES_SYSTEM_19,1,LIC000199,"",""
200,PL20,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,02,SP05,VEND000700,CUST000100,MES_SYSTEM_20,2,LIC000200,"",""
300,PL01,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,03,SP06,VEND000701,CUST000101,MES_SYSTEM_01,1,LIC000201,X,X
100,PL02,SL02,Storage Location 02,02,"","",1,"",X,X,SL02,SO02,01,SP07,VEND000702,CUST000102,MES_SYSTEM_02,2,LIC000202,"",""
200,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,02,SP08,VEND000703,CUST000103,MES_SYSTEM_03,1,LIC000203,"",""
300,PL04,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,03,SP09,VEND000704,CUST000104,MES_SYSTEM_04,2,LIC000204,"",""
100,PL05,SL05,Storage Location 05,05,"",X,1,X,"","",SL05,SO05,01,SP10,VEND000705,CUST000105,MES_SYSTEM_05,1,LIC000205,X,""
200,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,02,SP11,VEND000706,CUST000106,MES_SYSTEM_06,2,LIC000206,"",X
300,PL07,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,03,SP12,VEND000707,CUST000107,MES_SYSTEM_07,1,LIC000207,"",""
100,PL08,SL08,Storage Location 08,03,"","",1,"","","",SL08,SO08,01,SP13,VEND000708,CUST000108,MES_SYSTEM_08,2,LIC000208,"",""
200,PL09,SL09,Storage Location 09,04,"","",2,"",X,"",SL09,SO09,02,SP14,VEND000709,CUST000109,MES_SYSTEM_09,1,LIC000209,X,""
300,PL10,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,03,SP15,VEND000710,CUST000110,MES_SYSTEM_10,2,LIC000210,"",""
100,PL11,SL11,Storage Location 11,01,X,"",1,X,"",X,SL11,SO01,01,SP01,VEND000711,CUST000111,MES_SYSTEM_11,1,LIC000211,"",X
200,PL12,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,02,SP02,VEND000712,CUST000112,MES_SYSTEM_12,2,LIC000212,"",""
300,PL13,SL13,Storage Location 13,03,"",X,2,"","","",SL13,SO03,03,SP03,VEND000713,CUST000113,MES_SYSTEM_13,1,LIC000213,X,""
100,PL14,SL14,Storage Location 14,04,"","",1,"","","",SL14,SO04,01,SP04,VEND000714,CUST000114,MES_SYSTEM_14,2,LIC000214,"",""
200,PL15,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,02,SP05,VEND000715,CUST000115,MES_SYSTEM_15,1,LIC000215,"",""
300,PL16,SL16,Storage Location 16,01,"","",2,"",X,"",SL16,SO06,03,SP06,VEND000716,CUST000116,MES_SYSTEM_16,2,LIC000216,"",X
100,PL17,SL17,Storage Location 17,02,"","",1,X,"","",SL17,SO07,01,SP07,VEND000717,CUST000117,MES_SYSTEM_17,1,LIC000217,X,""
200,PL18,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,02,SP08,VEND000718,CUST000118,MES_SYSTEM_18,2,LIC000218,"",""
300,PL19,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,03,SP09,VEND000719,CUST000119,MES_SYSTEM_19,1,LIC000219,"",""
100,PL20,SL20,Storage Location 20,05,"","",1,"","",X,SL20,SO10,01,SP10,VEND000720,CUST000120,MES_SYSTEM_20,2,LIC000220,"",""
200,PL01,SL21,Storage Location 21,01,X,X,2,"","","",SL21,SO01,02,SP11,VEND000721,CUST000121,MES_SYSTEM_01,1,LIC000221,X,X
300,PL02,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,03,SP12,VEND000722,CUST000122,MES_SYSTEM_02,2,LIC000222,"",""
100,PL03,SL23,Storage Location 23,03,"","",1,X,X,"",SL23,SO03,01,SP13,VEND000723,CUST000123,MES_SYSTEM_03,1,LIC000223,"",""
200,PL04,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,02,SP14,VEND000724,CUST000124,MES_SYSTEM_04,2,LIC000224,"",""
300,PL05,SL25,Storage Location 25,05,"","",2,"","","",SL25,SO05,03,SP15,VEND000725,CUST000125,MES_SYSTEM_05,1,LIC000225,X,""
100,PL06,SL26,Storage Location 26,01,"","",1,"","","",SL26,SO06,01,SP01,VEND000726,CUST000126,MES_SYSTEM_06,2,LIC000226,"",X
200,PL07,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,02,SP02,VEND000727,CUST000127,MES_SYSTEM_07,1,LIC000227,"",""
300,PL08,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,03,SP03,VEND000728,CUST000128,MES_SYSTEM_08,2,LIC000228,"",""
100,PL09,SL29,Storage Location 29,04,"",X,1,X,"",X,SL29,SO09,01,SP04,VEND000729,CUST000129,MES_SYSTEM_09,1,LIC000229,X,""
200,PL10,SL30,Storage Location 30,05,"","",2,"",X,"",SL30,SO10,02,SP05,VEND000730,CUST000130,MES_SYSTEM_10,2,LIC000230,"",""
300,PL11,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,03,SP06,VEND000731,CUST000131,MES_SYSTEM_11,1,LIC000231,"",X
100,PL12,SL32,Storage Location 32,02,"","",1,"","","",SL32,SO02,01,SP07,VEND000732,CUST000132,MES_SYSTEM_12,2,LIC000232,"",""
200,PL13,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,02,SP08,VEND000733,CUST000133,MES_SYSTEM_13,1,LIC000233,X,""
300,PL14,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,03,SP09,VEND000734,CUST000134,MES_SYSTEM_14,2,LIC000234,"",""
100,PL15,SL35,Storage Location 35,05,"","",1,X,"","",SL35,SO05,01,SP10,VEND000735,CUST000135,MES_SYSTEM_15,1,LIC000235,"",""
200,PL16,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,02,SP11,VEND000736,CUST000136,MES_SYSTEM_16,2,LIC000236,"",X
300,PL17,SL37,Storage Location 37,02,"",X,2,"",X,"",SL37,SO07,03,SP12,VEND000737,CUST000137,MES_SYSTEM_17,1,LIC000237,X,""
100,PL18,SL38,Storage Location 38,03,"","",1,"","",X,SL38,SO08,01,SP13,VEND000738,CUST000138,MES_SYSTEM_18,2,LIC000238,"",""
200,PL19,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,02,SP14,VEND000739,CUST000139,MES_SYSTEM_19,1,LIC000239,"",""
300,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,03,SP15,VEND000740,CUST000140,MES_SYSTEM_20,2,LIC000240,"",""
100,PL01,SL41,Storage Location 41,01,X,"",1,X,"","",SL41,SO01,01,SP01,VEND000741,CUST000141,MES_SYSTEM_01,1,LIC000241,X,X
200,PL02,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,02,SP02,VEND000742,CUST000142,MES_SYSTEM_02,2,LIC000242,"",""
300,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,03,SP03,VEND000743,CUST000143,MES_SYSTEM_03,1,LIC000243,"",""
100,PL04,SL44,Storage Location 44,04,"","",1,"",X,"",SL44,SO04,01,SP04,VEND000744,CUST000144,MES_SYSTEM_04,2,LIC000244,"",""
200,PL05,SL45,Storage Location 45,05,"",X,2,"","","",SL45,SO05,02,SP05,VEND000745,CUST000145,MES_SYSTEM_05,1,LIC000245,X,""
300,PL06,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,03,SP06,VEND000746,CUST000146,MES_SYSTEM_06,2,LIC000246,"",X
100,PL07,SL47,Storage Location 47,02,"","",1,X,"",X,SL47,SO07,01,SP07,VEND000747,CUST000147,MES_SYSTEM_07,1,LIC000247,"",""
200,PL08,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,02,SP08,VEND000748,CUST000148,MES_SYSTEM_08,2,LIC000248,"",""
300,PL09,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,03,SP09,VEND000749,CUST000149,MES_SYSTEM_09,1,LIC000249,X,""
100,PL10,SL50,Storage Location 50,05,"","",1,"","","",SL50,SO10,01,SP10,VEND000750,CUST000150,MES_SYSTEM_10,2,LIC000250,"",""
200,PL11,SL01,Storage Location 01,01,X,"",2,"",X,"",SL01,SO01,02,SP11,VEND000751,CUST000151,MES_SYSTEM_11,1,LIC000251,"",X
300,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,03,SP12,VEND000752,CUST000152,MES_SYSTEM_12,2,LIC000252,"",""
100,PL13,SL03,Storage Location 03,03,"",X,1,X,"","",SL03,SO03,01,SP13,VEND000753,CUST000153,MES_SYSTEM_13,1,LIC000253,X,""
200,PL14,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,02,SP14,VEND000754,CUST000154,MES_SYSTEM_14,2,LIC000254,"",""
300,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,03,SP15,VEND000755,CUST000155,MES_SYSTEM_15,1,LIC000255,"",""
100,PL16,SL06,Storage Location 06,01,"","",1,"","",X,SL06,SO06,01,SP01,VEND000756,CUST000156,MES_SYSTEM_16,2,LIC000256,"",X
200,PL17,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,02,SP02,VEND000757,CUST000157,MES_SYSTEM_17,1,LIC000257,X,""
300,PL18,SL08,Storage Location 08,03,"","",2,"",X,"",SL08,SO08,03,SP03,VEND000758,CUST000158,MES_SYSTEM_18,2,LIC000258,"",""
100,PL19,SL09,Storage Location 09,04,"","",1,X,"","",SL09,SO09,01,SP04,VEND000759,CUST000159,MES_SYSTEM_19,1,LIC000259,"",""
200,PL20,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,02,SP05,VEND000760,CUST000160,MES_SYSTEM_20,2,LIC000260,"",""
300,PL01,SL11,Storage Location 11,01,X,X,2,"","","",SL11,SO01,03,SP06,VEND000761,CUST000161,MES_SYSTEM_01,1,LIC000261,X,X
100,PL02,SL12,Storage Location 12,02,"","",1,"","","",SL12,SO02,01,SP07,VEND000762,CUST000162,MES_SYSTEM_02,2,LIC000262,"",""
200,PL03,SL13,Storage Location 13,03,"","",2,"","","",SL13,SO03,02,SP08,VEND000763,CUST000163,MES_SYSTEM_03,1,LIC000263,"",""
300,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,03,SP09,VEND000764,CUST000164,MES_SYSTEM_04,2,LIC000264,"",""
100,PL05,SL15,Storage Location 15,05,"","",1,X,X,X,SL15,SO05,01,SP10,VEND000765,CUST000165,MES_SYSTEM_05,1,LIC000265,X,""
200,PL06,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,02,SP11,VEND000766,CUST000166,MES_SYSTEM_06,2,LIC000266,"",X
300,PL07,SL17,Storage Location 17,02,"","",2,"","","",SL17,SO07,03,SP12,VEND000767,CUST000167,MES_SYSTEM_07,1,LIC000267,"",""
100,PL08,SL18,Storage Location 18,03,"","",1,"","","",SL18,SO08,01,SP13,VEND000768,CUST000168,MES_SYSTEM_08,2,LIC000268,"",""
200,PL09,SL19,Storage Location 19,04,"",X,2,"","","",SL19,SO09,02,SP14,VEND000769,CUST000169,MES_SYSTEM_09,1,LIC000269,X,""
300,PL10,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,03,SP15,VEND000770,CUST000170,MES_SYSTEM_10,2,LIC000270,"",""
100,PL11,SL21,Storage Location 21,01,X,"",1,X,"","",SL21,SO01,01,SP01,VEND000771,CUST000171,MES_SYSTEM_11,1,LIC000271,"",X
200,PL12,SL22,Storage Location 22,02,"","",2,"",X,"",SL22,SO02,02,SP02,VEND000772,CUST000172,MES_SYSTEM_12,2,LIC000272,"",""
300,PL13,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,03,SP03,VEND000773,CUST000173,MES_SYSTEM_13,1,LIC000273,X,""
100,PL14,SL24,Storage Location 24,04,"","",1,"","",X,SL24,SO04,01,SP04,VEND000774,CUST000174,MES_SYSTEM_14,2,LIC000274,"",""
200,PL15,SL25,Storage Location 25,05,"","",2,"","","",SL25,SO05,02,SP05,VEND000775,CUST000175,MES_SYSTEM_15,1,LIC000275,"",""
300,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,03,SP06,VEND000776,CUST000176,MES_SYSTEM_16,2,LIC000276,"",X
100,PL17,SL27,Storage Location 27,02,"",X,1,X,"","",SL27,SO07,01,SP07,VEND000777,CUST000177,MES_SYSTEM_17,1,LIC000277,X,""
200,PL18,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,02,SP08,VEND000778,CUST000178,MES_SYSTEM_18,2,LIC000278,"",""
300,PL19,SL29,Storage Location 29,04,"","",2,"",X,"",SL29,SO09,03,SP09,VEND000779,CUST000179,MES_SYSTEM_19,1,LIC000279,"",""
100,PL20,SL30,Storage Location 30,05,"","",1,"","","",SL30,SO10,01,SP10,VEND000780,CUST000180,MES_SYSTEM_20,2,LIC000280,"",""
200,PL01,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,02,SP11,VEND000781,CUST000181,MES_SYSTEM_01,1,LIC000281,X,X
300,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,03,SP12,VEND000782,CUST000182,MES_SYSTEM_02,2,LIC000282,"",""
100,PL03,SL33,Storage Location 33,03,"","",1,X,"",X,SL33,SO03,01,SP13,VEND000783,CUST000183,MES_SYSTEM_03,1,LIC000283,"",""
200,PL04,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,02,SP14,VEND000784,CUST000184,MES_SYSTEM_04,2,LIC000284,"",""
300,PL05,SL35,Storage Location 35,05,"",X,2,"","","",SL35,SO05,03,SP15,VEND000785,CUST000185,MES_SYSTEM_05,1,LIC000285,X,""
100,PL06,SL36,Storage Location 36,01,"","",1,"",X,"",SL36,SO06,01,SP01,VEND000786,CUST000186,MES_SYSTEM_06,2,LIC000286,"",X
200,PL07,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,02,SP02,VEND000787,CUST000187,MES_SYSTEM_07,1,LIC000287,"",""
300,PL08,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,03,SP03,VEND000788,CUST000188,MES_SYSTEM_08,2,LIC000288,"",""
100,PL09,SL39,Storage Location 39,04,"","",1,X,"","",SL39,SO09,01,SP04,VEND000789,CUST000189,MES_SYSTEM_09,1,LIC000289,X,""
200,PL10,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,02,SP05,VEND000790,CUST000190,MES_SYSTEM_10,2,LIC000290,"",""
300,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,03,SP06,VEND000791,CUST000191,MES_SYSTEM_11,1,LIC000291,"",X
100,PL12,SL42,Storage Location 42,02,"","",1,"","",X,SL42,SO02,01,SP07,VEND000792,CUST000192,MES_SYSTEM_12,2,LIC000292,"",""
200,PL13,SL43,Storage Location 43,03,"",X,2,"",X,"",SL43,SO03,02,SP08,VEND000793,CUST000193,MES_SYSTEM_13,1,LIC000293,X,""
300,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,03,SP09,VEND000794,CUST000194,MES_SYSTEM_14,2,LIC000294,"",""
100,PL15,SL45,Storage Location 45,05,"","",1,X,"","",SL45,SO05,01,SP10,VEND000795,CUST000195,MES_SYSTEM_15,1,LIC000295,"",""
200,PL16,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,02,SP11,VEND000796,CUST000196,MES_SYSTEM_16,2,LIC000296,"",X
300,PL17,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,03,SP12,VEND000797,CUST000197,MES_SYSTEM_17,1,LIC000297,X,""
100,PL18,SL48,Storage Location 48,03,"","",1,"","","",SL48,SO08,01,SP13,VEND000798,CUST000198,MES_SYSTEM_18,2,LIC000298,"",""
200,PL19,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,02,SP14,VEND000799,CUST000199,MES_SYSTEM_19,1,LIC000299,"",""
300,PL20,SL50,Storage Location 50,05,"","",2,"",X,"",SL50,SO10,03,SP15,VEND000800,CUST000200,MES_SYSTEM_20,2,LIC000300,"",""
100,PL01,SL01,Storage Location 01,01,X,X,1,X,"",X,SL01,SO01,01,SP01,VEND000801,CUST000201,MES_SYSTEM_01,1,LIC000301,X,X
200,PL02,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,02,SP02,VEND000802,CUST000202,MES_SYSTEM_02,2,LIC000302,"",""
300,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,03,SP03,VEND000803,CUST000203,MES_SYSTEM_03,1,LIC000303,"",""
100,PL04,SL04,Storage Location 04,04,"","",1,"","","",SL04,SO04,01,SP04,VEND000804,CUST000204,MES_SYSTEM_04,2,LIC000304,"",""
200,PL05,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,02,SP05,VEND000805,CUST000205,MES_SYSTEM_05,1,LIC000305,X,""
300,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000806,CUST000206,MES_SYSTEM_06,2,LIC000306,"",X
100,PL07,SL07,Storage Location 07,02,"","",1,X,X,"",SL07,SO07,01,SP07,VEND000807,CUST000207,MES_SYSTEM_07,1,LIC000307,"",""
200,PL08,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,02,SP08,VEND000808,CUST000208,MES_SYSTEM_08,2,LIC000308,"",""
