AENAM,BISMT,BREIT,BRGEW,BSTME,DATAB,EAN11,ERNAM,ERSDA,GEWEI,HERKL,HOEHE,KZKFG,LAEDA,LAENG,LIQDT,LVORM,MANDT,MATKL,MATNR,MBRSH,MEINS,MFRNR,MSTAE,MSTDE,MTART,NTGEW,PRDHA,PSTAT,QMPUR,SPART,VOLEH,VOLUM,VPSTA,XCHPF
morenorobert,498533521912989315,99.305,331.936,KG,20230508,3753560734089,kaitlyn98,20221229,KG,US,49.264,X,20221111,61.972,20230228,"",100,315764346,391092214624579093,M,KG,1000000298,01,20230417,HAWA,297.386,324693334941283112,K,X,02,M3,0.303,K,X
birdkatherin,301514168543909099,12.491,227.41,KG,20211224,1912460316710,bwang,20210612,KG,DE,90.59,X,20211202,85.047,20230121,"",100,229767110,582524949046289842,M,EA,1000000200,01,20230419,FERT,189.682,714898135452252668,K,X,03,M3,0.096,K,""
ebeard,666740250662927359,29.16,55.368,EA,20210907,7309428500325,dhudson,20250415,KG,US,56.825,"",20210301,95.973,20220105,"",100,628370190,854605060405145399,M,L,1000000482,01,20260201,HAWA,44.228,707044355715726104,K,"",02,M3,0.159,K,X
jerrywalker,331106254863936958,18.547,273.298,EA,20241221,4759954908489,tonya84,20211023,KG,IN,96.132,"",20250630,53.968,20210926,"",100,972216340,180075908909408223,C,KG,1000000342,02,20250804,ROH,256.765,945200802470490497,K,"",03,M3,0.096,K,X
steven15,733697981838493788,94.004,262.7,KG,20260115,4645486331679,gregorywhite,20231120,KG,IN,41.922,"",20220922,24.239,20240121,"",100,561892320,519306140081719185,C,EA,1000000113,01,20250310,HALB,199.967,549705044321144131,K,"",01,M3,0.096,K,""
dcollins,357987023240559931,42.103,214.731,M,20240820,5425902957906,lacosta,20220116,KG,US,99.296,X,20220216,62.399,20230408,"",100,875009063,395218633129668179,A,EA,1000000307,02,20211010,ROH,197.933,163390602592646497,K,X,02,M3,0.261,K,""
francis12,222376900418685312,44.289,337.936,EA,20240316,8568751978431,donna33,20260118,KG,US,7.993,"",20201219,47.663,20210522,"",100,971136934,729822046602483136,A,L,1000000089,02,20230421,ROH,276.947,305895549896219848,K,"",01,M3,0.017,K,""
tina59,899154214781943803,44.587,216.921,L,20240617,5095345910700,smithluis,20211217,KG,US,26.166,"",20230205,85.049,20230728,"",100,651764809,784690381502449963,C,L,1000000144,02,20210929,HALB,160.429,985618778169309850,K,"",02,M3,0.099,K,X
vthornton,329011721152853834,61.645,486.51,EA,20250921,5611435954198,icollier,20211017,KG,CN,10.346,"",20240328,68.005,20250912,"",100,612761894,255862504949983683,M,M,1000000115,01,20240820,ROH,451.485,584088377862150719,K,"",03,M3,0.043,K,X
williamsjami,185069061810305800,92.805,452.182,L,20210215,3430408453930,acook,20210813,KG,DE,15.268,"",20220215,15.973,20211113,"",100,606834982,705251023418156018,C,M,1000000405,02,20210525,HAWA,377.415,170972957429612644,K,"",03,M3,0.023,K,""
cmejia,148217101439639949,49.122,132.18,L,20250708,5930196530866,joseph81,20211030,KG,DE,96.159,X,20240328,47.387,20240308,"",100,804421986,878900584266686788,M,L,1000000415,03,20220301,ROH,101.986,499431751148352639,K,X,01,M3,0.224,K,X
tmartin,699455792624015510,9.45,76.922,M,20220303,2207568581797,kimberlyberr,20230607,KG,CN,12.978,"",20220521,1.577,20220621,"",100,247201618,437713418178868863,A,EA,1000000191,03,20240823,HALB,60.484,108105458583845217,K,X,01,M3,0.0,K,X
brentstevens,151727518796594522,66.816,361.789,KG,20241026,3753176125399,hadkins,20251202,KG,US,8.328,"",20210213,45.1,20230224,"",100,426902578,574569677371815572,A,KG,1000000472,03,20210801,FERT,268.848,633958891552063523,K,X,01,M3,0.025,K,""
whitetoni,705426004781026165,10.904,401.316,L,20231229,7606438399214,brian46,20250123,KG,IN,54.874,X,20220512,26.228,20230519,"",100,983029652,893053364712126965,M,L,1000000364,02,20221212,HALB,285.021,623480168450134510,K,"",01,M3,0.016,K,""
gavila,931163067633684949,51.409,260.751,EA,20230203,5820638949061,elizabeth42,20240103,KG,US,14.486,"",20250214,99.94,20220812,"",100,721679746,835693363449333348,A,KG,1000000204,03,20231110,HAWA,196.022,586744837676224428,K,"",03,M3,0.074,K,X
pgreen,397846229741011575,69.661,480.353,L,20231007,1786265337809,esimmons,20220822,KG,US,18.901,"",20230402,74.885,20220116,"",100,324177855,278683942650407197,C,L,1000000123,02,20210107,ROH,366.086,617564408565554330,K,"",03,M3,0.099,K,""
phillipsrand,573163807886539416,59.709,345.364,M,20251024,8152444388759,thomas89,20260118,KG,CN,23.404,X,20200829,69.892,20250220,"",100,825226640,275520631629585951,M,M,1000000313,01,20230505,ROH,267.059,623679813177720032,K,X,03,M3,0.098,K,""
samantha48,193049242070974572,36.779,245.035,EA,20220317,7702591434231,ryancarrie,20220902,KG,DE,21.278,X,20250818,55.585,20220604,"",100,686380213,835343885003607107,A,KG,1000000226,02,20220913,FERT,217.63,109449633892096434,K,X,02,M3,0.043,K,X
jcollins,398020144390562946,88.463,296.941,M,20230605,8130895731317,davidwilson,20251102,KG,US,83.678,"",20251117,40.215,20200827,"",100,421979938,136941622134262003,M,L,1000000351,01,20231212,HALB,213.774,245874043244417230,K,"",02,M3,0.298,K,""
lindahoward,855004667073586937,63.935,38.249,KG,20251228,5450081660854,paulapeterso,20220219,KG,US,13.526,"",20250207,51.255,20240728,"",100,315764346,953371535302165206,A,KG,1000000129,03,20201127,HAWA,35.015,708047652321888545,K,X,01,M3,0.044,K,X
zwhitney,395198174050617892,37.542,307.419,L,20250210,6342765664996,savagediane,20240304,KG,US,32.428,X,20220508,19.34,20221219,"",100,577908254,338486037853908762,M,L,1000000277,03,20220321,ROH,253.176,490345035417239544,K,X,03,M3,0.024,K,X
nmason,911614300786380208,33.045,430.337,M,20220516,5523487320770,amandamills,20241204,KG,CN,15.639,X,20230919,94.418,20250409,"",100,508330462,945188033525386232,M,EA,1000000260,02,20250224,ROH,305.372,132718446645513733,K,"",02,M3,0.049,K,""
bsanchez,954030265409472008,70.135,230.529,KG,20220317,9423233988501,craig74,20210823,KG,CN,4.631,"",20210824,60.45,20240708,"",100,845532012,317315728147914347,A,L,1000000213,02,20211216,HALB,208.2,499290702990268223,K,X,01,M3,0.02,K,X
clucas,236961003344351074,58.704,470.656,KG,20231007,1750182429188,vrichmond,20211028,KG,IN,11.985,"",20221203,19.325,20210526,"",100,486550732,444477181764608516,A,L,1000000317,01,20231206,FERT,411.548,963747466985960205,K,X,03,M3,0.014,K,""
tracyodom,457237517220573184,77.192,428.863,EA,20251208,8882741479682,pollardchris,20230810,KG,IN,57.571,"",20220806,53.795,20241205,"",100,107994864,298130137087353486,M,M,1000000059,02,20220714,FERT,329.495,537631192209340151,K,"",02,M3,0.239,K,""
marissabeard,438747424948487763,18.767,443.154,EA,20221031,1391700399337,lopezandre,20220209,KG,IN,29.926,"",20240926,10.51,20211023,"",100,875009063,395694172083302711,M,L,1000000249,01,20210612,ROH,349.847,560570626537437087,K,X,01,M3,0.006,K,""
whayes,521716777198334308,77.582,357.0,KG,20220901,4803230658703,zhoffman,20250412,KG,DE,50.763,X,20211017,21.257,20211103,"",100,954103624,663041124164657488,C,KG,1000000417,02,20240514,ROH,283.294,865999484532260039,K,X,02,M3,0.084,K,X
jennifer82,647667015997540555,22.507,15.565,EA,20231128,3883046843792,traci45,20231127,KG,IN,27.128,X,20221116,38.107,20230106,"",100,545253832,720796295954661814,M,L,1000000244,01,20250703,ROH,12.151,673724147691665695,K,"",02,M3,0.023,K,X
bradley38,435869373418800974,24.447,320.622,EA,20200921,3287512930079,ramirezcassa,20211019,KG,US,43.271,"",20241117,36.199,20241005,"",100,744392036,834445652087863550,M,KG,1000000265,01,20230115,ROH,292.641,672319011266323503,K,"",03,M3,0.038,K,""
wwebb,509389423038228350,22.356,270.774,L,20250113,5536762957180,usimpson,20240122,KG,CN,58.131,X,20210716,72.965,20241015,"",100,347110948,112229463251597336,M,EA,1000000100,02,20230409,HALB,230.314,541365197180927334,K,X,03,M3,0.095,K,""
melissa41,794988098571758499,85.19,178.256,M,20210602,7693630753156,noah86,20260110,KG,CN,9.701,X,20250110,66.716,20240305,"",100,739789895,862983779598992993,C,L,1000000411,03,20250918,HAWA,132.242,986112693502869025,K,"",02,M3,0.055,K,""
qsmith,502492638319256615,45.146,191.067,EA,20250320,8072442029731,vmarks,20220809,KG,IN,61.998,X,20201014,79.801,20221210,"",100,647468968,256279323183292827,A,EA,1000000296,01,20230817,HALB,164.278,870746202580420608,K,"",03,M3,0.223,K,""
kimberlygrah,670772524702696745,64.813,118.951,KG,20240113,4376934437680,vgaines,20210314,KG,CN,27.45,"",20250125,39.919,20220806,"",100,810632012,972190868059745674,C,EA,1000000305,02,20201123,FERT,107.829,476255781280904990,K,X,01,M3,0.071,K,X
fitzpatrickk,371525170679843168,59.695,142.538,L,20210111,8963769093017,ernest64,20251115,KG,US,97.955,X,20221203,24.429,20220604,"",100,189209837,940505236578426664,A,EA,1000000340,01,20221030,HALB,117.577,958159130727405188,K,"",02,M3,0.143,K,X
jbrowning,997877615639751629,59.795,15.808,EA,20210605,1598453510791,krystal69,20210416,KG,CN,4.227,"",20230612,21.815,20200914,"",100,309171268,282496202593991873,A,KG,1000000184,01,20221019,ROH,12.985,850931952294858271,K,"",03,M3,0.006,K,X
dillon18,107220976624301609,87.917,62.879,KG,20240623,6780712165408,richardklein,20220331,KG,IN,66.545,"",20230429,52.177,20230117,"",100,547911914,364925467509529856,M,KG,1000000485,03,20220402,FERT,51.949,562455860253363102,K,"",03,M3,0.305,K,X
leerobin,253883527780026270,68.172,355.154,M,20200920,9222065116957,jillbentley,20210621,KG,CN,52.334,"",20240113,96.217,20220301,"",100,917499485,823432437517070842,M,L,1000000343,01,20240215,ROH,259.003,580391843857720686,K,X,01,M3,0.343,K,""
eholt,538406750142429241,70.247,205.723,M,20260125,9553739259184,derek77,20230212,KG,US,8.614,X,20210421,51.139,20211020,"",100,415008388,311781218557560747,C,EA,1000000195,02,20211005,HALB,167.577,138570285787657088,K,X,02,M3,0.031,K,""
sblackwell,919986498347326161,4.578,367.862,KG,20210111,5907473988022,stephanie01,20240123,KG,CN,25.082,"",20211228,7.515,20220613,"",100,985771357,261081182410518151,M,KG,1000000390,03,20210517,HALB,295.579,747562585880540803,K,X,02,M3,0.001,K,X
walter52,807207149357433617,14.088,457.755,M,20230202,6687901984766,barberkennet,20220922,KG,CN,88.867,X,20251201,88.817,20240301,"",100,627500130,239733945268339396,C,L,1000000495,03,20250619,HALB,392.775,441133252815596396,K,X,03,M3,0.111,K,""
josephdavid,859311010203409508,33.741,382.188,EA,20250719,3061569506032,bethbailey,20251013,KG,IN,96.29,X,20231113,6.595,20221029,"",100,679178145,912615989349817696,C,KG,1000000023,01,20221219,HAWA,329.297,899983821790133005,K,X,02,M3,0.021,K,X
julie07,366238024375948469,81.998,315.811,L,20230130,5814837340690,renee70,20230331,KG,DE,22.934,X,20201217,47.759,20230811,"",100,955924228,938699373688679823,M,L,1000000420,02,20230330,ROH,290.602,487601284625815224,K,"",03,M3,0.09,K,""
daniel72,377349920135371971,56.489,131.278,KG,20211018,8126121923815,christopher8,20221231,KG,CN,10.867,X,20201109,14.724,20250928,"",100,812306831,904969552059126385,A,L,1000000073,01,20230908,ROH,97.668,997278742673691094,K,"",01,M3,0.009,K,X
zsmith,657751216142976071,86.502,132.127,L,20240216,1246436375772,solisthomas,20240902,KG,IN,80.113,X,20220619,87.332,20220320,"",100,351152247,671242971644887999,M,M,1000000417,03,20201028,FERT,125.098,526446881190978533,K,"",01,M3,0.605,K,""
carsonlisa,577526546936934190,84.79,410.151,L,20201106,2244881555752,michael91,20201225,KG,IN,3.236,"",20230524,16.019,20250519,"",100,377693974,242513129388356356,M,EA,1000000234,02,20211227,ROH,374.157,471134269217219729,K,"",01,M3,0.004,K,X
nhenson,959527225753265354,29.822,284.901,EA,20240319,8114665507078,robinsonlisa,20201215,KG,CN,58.121,"",20210424,20.24,20240901,"",100,714691230,589266093176039574,C,L,1000000182,03,20230104,ROH,268.543,622964887892918916,K,X,01,M3,0.035,K,X
fdelacruz,349981682468486078,8.062,469.621,M,20210629,7420106220146,riveraalexis,20230807,KG,US,36.297,"",20220322,99.704,20250518,"",100,508330462,103025811761942783,C,EA,1000000436,01,20210411,FERT,430.527,160714216987809775,K,"",02,M3,0.029,K,X
ihurst,158099047639019161,27.492,101.906,M,20260212,9871539059391,shawn30,20241020,KG,US,23.582,"",20210623,59.577,20220526,"",100,651764809,166614520248772028,C,KG,1000000202,02,20230211,HAWA,92.202,645273158359024013,K,X,03,M3,0.039,K,X
kimberly43,456862338632701819,45.442,162.165,M,20241026,1184345116510,gnovak,20201005,KG,CN,13.74,X,20230124,10.179,20220515,"",100,561892320,337574173783061002,C,L,1000000299,03,20240814,FERT,146.151,889900271449437386,K,X,03,M3,0.006,K,X
adennis,155884935737261871,22.126,364.804,EA,20201125,8641477835209,griffithcurt,20250209,KG,CN,50.366,"",20200906,64.878,20250805,"",100,128822045,345698466102597130,A,KG,1000000367,02,20230516,HAWA,287.678,521796125397242047,K,X,01,M3,0.072,K,X
shawrebecca,209312967040192302,90.748,85.327,EA,20221005,7880167853884,daniel82,20231001,KG,US,26.422,X,20220825,98.47,20210321,"",100,621172320,698410280451428461,M,KG,1000000020,03,20220414,ROH,79.952,564102006560452178,K,"",03,M3,0.236,K,X
sara46,152790563305131777,58.117,356.107,L,20240708,7892005629496,kathleenmart,20221220,KG,DE,81.408,"",20211115,81.272,20251110,"",100,315764346,684299848942763859,M,KG,1000000252,02,20240802,FERT,269.32,933100733695150557,K,X,03,M3,0.385,K,X
matthew24,154933497948840326,16.68,242.483,KG,20220105,5739804916183,pjohnson,20231009,KG,IN,77.182,"",20231012,77.774,20220922,"",100,421979938,882321261161369767,C,M,1000000250,02,20210906,FERT,217.757,133879205591378350,K,X,01,M3,0.1,K,""
annbond,465662722146658547,94.02,365.69,KG,20220714,7927716116335,linjimmy,20230622,KG,IN,87.739,X,20200930,12.458,20210831,"",100,868985876,624845247646536239,A,KG,1000000303,02,20230922,ROH,266.851,926677659531161893,K,X,03,M3,0.103,K,X
jenniferward,349443767922507316,30.018,478.302,EA,20240102,2645258785933,ybell,20210521,KG,CN,79.989,"",20210204,1.818,20200920,"",100,769544721,776257877752318843,M,L,1000000233,01,20231119,FERT,450.952,514263698892321379,K,X,03,M3,0.004,K,X
owhite,425152841890519818,6.572,257.884,M,20210104,6321916389929,sabrina72,20210627,KG,DE,54.66,"",20211016,66.444,20251209,"",100,508330462,168465692226737174,M,L,1000000034,03,20220611,HAWA,197.25,321630050049871888,K,X,02,M3,0.024,K,X
johnsontodd,277883347040528264,96.617,362.839,L,20230527,4595081078521,dillonericks,20250618,KG,DE,78.233,"",20251021,49.343,20211005,"",100,273739642,748154905585762978,M,EA,1000000218,02,20250925,HALB,303.437,294864853909702606,K,"",03,M3,0.373,K,X
dstewart,273327888713832642,80.882,401.187,KG,20250120,7043789469629,jacobchapman,20210815,KG,CN,55.399,"",20221121,79.61,20201026,"",100,875009063,143227567089207847,C,KG,1000000227,01,20241107,HAWA,351.158,602243295589453312,K,"",03,M3,0.357,K,X
michele72,175987951547188749,1.253,470.833,L,20260123,8165694899205,eric78,20250702,KG,CN,71.898,"",20251101,72.085,20220129,"",100,249311213,555794277366023383,M,M,1000000275,02,20210518,FERT,393.477,305182794480552162,K,"",03,M3,0.006,K,X
swarner,100471102472345199,97.226,50.785,M,20241128,5516284402181,nicholas29,20210719,KG,CN,52.083,X,20241117,36.993,20230408,"",100,273599279,496760588399456099,A,M,1000000473,02,20201025,HAWA,39.372,271696798918926183,K,"",02,M3,0.187,K,""
carrillovane,968879233814561835,20.482,247.806,EA,20230308,6923124670351,wcolon,20210818,KG,IN,96.091,"",20201031,18.053,20260122,"",100,791229055,754311323610342176,C,EA,1000000026,02,20240602,ROH,173.664,270904939706777664,K,"",02,M3,0.036,K,X
egregory,472330973106834463,82.905,97.738,EA,20210309,7241026956936,ronaldramire,20251217,KG,DE,67.791,X,20201204,79.979,20231224,"",100,804421986,350721474816533437,M,L,1000000240,02,20251111,HALB,72.351,902172041581523954,K,"",01,M3,0.449,K,""
kjacobs,652069008127550394,25.048,55.385,KG,20240720,8466140936637,samantha53,20231130,KG,CN,70.695,X,20220114,72.856,20240101,"",100,902101685,189415514187140886,C,KG,1000000336,03,20250216,HAWA,51.114,693172043900239881,K,"",01,M3,0.129,K,""
tcontreras,406093994968779212,99.335,281.218,EA,20211211,1315411390213,amendoza,20210709,KG,DE,33.554,X,20240306,62.685,20211208,"",100,195672506,659694888397069041,M,EA,1000000202,01,20240928,HAWA,208.638,111840144683818842,K,"",03,M3,0.209,K,X
shane01,165761133372157302,78.137,98.478,EA,20210502,2164804738867,mallory14,20210324,KG,IN,49.545,X,20250320,86.328,20241026,"",100,679178145,426801823874425666,C,EA,1000000223,03,20220922,ROH,78.413,228468284546341309,K,X,01,M3,0.334,K,""
fray,473639743323598787,73.717,181.861,M,20210504,1980064803531,johnnyvaldez,20230302,KG,CN,58.931,"",20251210,50.676,20220810,"",100,917857949,886312777968925117,A,EA,1000000416,01,20230918,HALB,149.978,886736639986916405,K,"",01,M3,0.22,K,""
brandon96,629864271566204371,91.445,309.931,KG,20240724,9659285549555,spaul,20211029,KG,DE,67.675,"",20211219,13.536,20210331,"",100,426902578,792033836334486164,C,KG,1000000210,01,20250116,HAWA,254.079,714234918553443815,K,X,02,M3,0.084,K,""
olawrence,921899141956446011,51.38,443.432,KG,20220921,1705516300498,kathleen02,20250817,KG,US,62.958,"",20250831,90.166,20210425,"",100,436070316,718049498827801085,C,KG,1000000119,01,20220112,FERT,325.834,184127982081590791,K,"",03,M3,0.292,K,X
fwhite,179273352633424534,59.866,100.228,L,20231203,2330001598657,lisaharris,20211212,KG,DE,60.662,X,20241208,59.106,20240605,"",100,292847923,720740191237389177,A,M,1000000119,03,20240124,FERT,94.659,476282568752959009,K,"",02,M3,0.215,K,""
adam10,304369283933468066,35.138,360.111,EA,20240305,1943724454840,laura67,20221129,KG,CN,93.812,"",20250708,77.29,20241209,"",100,199636801,953705024222622573,C,KG,1000000222,02,20241115,HALB,260.81,453468223237573109,K,"",01,M3,0.255,K,""
zchen,726977486417689991,49.196,77.731,M,20241102,6898568887576,brenda35,20220809,KG,US,71.873,X,20210125,16.302,20220827,"",100,798786176,539145136082232273,A,M,1000000439,01,20221112,HAWA,69.765,612907309240574422,K,"",02,M3,0.058,K,""
lonnie17,846345479729143093,25.878,379.384,EA,20250404,8938064290170,tammy12,20240612,KG,DE,42.062,X,20230627,53.602,20220301,"",100,436070316,135172280031896307,A,KG,1000000360,03,20240326,HAWA,330.549,437579780254367496,K,"",02,M3,0.058,K,X
cartertodd,840351846102623700,25.858,25.506,EA,20220621,8990085703017,matthewcraig,20200928,KG,US,8.494,"",20240813,28.542,20230207,"",100,254169795,647954091116056288,M,KG,1000000460,02,20210304,FERT,23.773,800914975482878255,K,"",01,M3,0.006,K,X
mburns,285707280785006258,14.675,83.188,L,20250111,6726790239488,casey41,20240929,KG,DE,27.391,X,20210810,75.13,20230913,"",100,830824082,270496414480242744,A,KG,1000000033,02,20220420,FERT,59.66,428430483982387894,K,"",03,M3,0.03,K,X
molinarobin,747860876529323919,46.731,222.918,L,20210531,2695264831307,kim30,20231020,KG,DE,24.134,X,20251201,49.038,20250716,"",100,810867627,539764718110708241,C,L,1000000092,03,20210619,HAWA,183.331,852393830899599031,K,X,03,M3,0.055,K,""
lindseycory,422434381059820007,23.057,419.62,L,20240817,8326468888710,petersmeliss,20240601,KG,DE,90.748,X,20250330,94.038,20210703,"",100,791229055,475471524821296737,M,M,1000000019,02,20251114,HALB,298.51,912665912489625943,K,X,01,M3,0.197,K,""
sanchezlinda,938204565453464712,41.056,256.518,KG,20220626,5127753948683,xturner,20220915,KG,CN,40.975,"",20230116,48.459,20250212,"",100,612761894,953127962217482383,A,EA,1000000131,02,20201027,FERT,183.704,130382568789384507,K,X,03,M3,0.082,K,X
stephaniephi,750717023987715914,45.168,219.907,L,20211019,8214981229011,masseymeliss,20250425,KG,DE,56.183,X,20230319,93.23,20201223,"",100,709813845,320143946700777511,M,L,1000000159,02,20251028,HALB,189.731,291104925962099829,K,X,01,M3,0.237,K,""
melendezjess,425989859058600430,86.88,135.108,KG,20211101,2462853481826,meredith46,20211210,KG,US,43.72,X,20201124,48.948,20210913,"",100,651764809,247618603708090457,M,L,1000000031,02,20230323,ROH,101.979,864072025996906522,K,"",03,M3,0.186,K,""
