CHARG,ERSDA,LBDLL,LBEIN,LBFLL,LBFLQ,LBILL,LBILQ,LBINS,LBJIN,LBLAB,LBRUE,LBSPR,LBUML,LBVEI,LBVIN,LBVLA,LBVLL,LBVLQ,LFGJA,LFMON,LIFNR,MANDT,MATNR,SOBKZ,WERKS
B563545,20251019,20241119,17.246,001,003,002,001,80.512,2025,598.578,X,"",32.483,15.195,68.917,489.031,003,001,2026,04,V000798,100,251108267217859331,"",P009
B660836,20260125,20240919,104.017,001,003,003,001,181.279,2026,1574.799,X,"",176.73,94.743,163.754,1350.581,003,002,2023,02,V000023,100,369605289236875930,K,P037
B403644,20230802,20231218,177.865,001,001,001,002,368.009,2023,2506.933,"",X,435.731,166.316,341.23,2356.324,001,002,2026,07,V000283,100,466927122215795426,"",P047
B594668,20230922,20250716,78.39,001,003,001,001,104.03,2023,1844.699,"",X,164.129,67.02,88.251,1562.672,002,001,2022,12,V000100,100,375638547740959674,K,P027
B283416,20241202,20231005,248.837,001,003,003,002,327.083,2024,3530.357,"",X,309.548,227.338,263.518,2997.299,003,003,2026,02,V000849,100,878740478666220988,K,P037
B928202,20231005,20231117,10.237,001,002,001,001,22.323,2026,197.529,"",X,19.935,8.238,20.012,184.244,003,002,2026,12,V000657,100,998891987786182700,K,P041
B983708,20231022,20250525,80.468,001,001,002,002,43.547,2023,867.511,X,X,51.777,64.674,38.702,819.474,003,003,2024,10,V000911,100,682665100008605340,"",P006
B607925,20250201,20231219,24.11,002,001,003,002,75.392,2024,394.761,"",X,48.091,21.787,60.721,346.926,001,001,2026,09,V000191,100,802945612562406338,O,P026
B601853,20251214,20230610,16.303,001,001,003,003,205.777,2023,1236.715,X,X,129.686,13.194,186.407,990.322,001,002,2024,11,V000989,100,324754499678764136,K,P028
B145883,20240522,20251120,108.455,001,002,002,003,217.455,2025,2249.2,"","",268.086,92.398,192.89,2009.478,003,002,2022,12,V000202,100,531310013096995279,"",P023
B790529,20250621,20230519,36.371,003,001,001,001,184.647,2022,1505.385,"",X,179.119,32.378,164.302,1407.174,002,002,2024,02,V000511,100,961093582166922487,O,P042
B895655,20241027,20240107,406.699,001,002,003,002,842.907,2023,4746.113,"","",712.684,357.347,677.297,4206.807,002,002,2023,12,V000386,100,753977102762836181,O,P033
B986870,20250823,20240324,22.456,003,001,003,003,81.695,2024,415.613,"",X,58.0,21.049,73.566,379.284,001,001,2023,01,V000549,100,812648802627344940,O,P043
B414611,20250208,20250704,50.365,001,002,003,002,469.557,2025,3014.042,"","",542.095,43.078,445.433,2710.696,003,001,2022,07,V000627,100,712442254879925196,K,P001
B112304,20250523,20251228,244.6,003,001,002,001,309.912,2026,3374.022,X,X,578.431,203.779,291.576,2818.936,002,003,2023,11,V000322,100,911129390666116371,K,P005
B705758,20251019,20240812,47.082,002,001,002,003,321.14,2025,1716.353,"","",177.326,42.091,285.264,1444.207,001,001,2025,02,V000610,100,276129615018697515,"",P033
B616254,20241011,20251112,209.778,001,002,002,003,575.48,2024,3595.357,"",X,694.031,171.266,475.306,3157.407,002,001,2025,01,V000679,100,157142383620255824,K,P020
B840709,20251214,20230718,7.64,001,003,003,003,78.941,2022,550.497,"","",71.963,6.923,72.791,508.788,003,002,2025,08,V000226,100,718245180556564737,K,P017
B127480,20250502,20250331,39.067,003,002,001,003,74.023,2022,503.429,"",X,63.445,35.055,60.086,415.217,002,002,2025,12,V000815,100,737373962439364260,O,P002
B355315,20250107,20230706,394.277,003,003,001,003,591.301,2022,4282.066,"","",514.213,315.601,553.837,3852.674,002,002,2026,11,V000929,100,682221462935067091,O,P015
B585874,20250315,20241219,93.449,002,003,003,002,156.666,2022,2016.611,X,X,349.197,81.071,148.821,1684.821,001,001,2025,05,V000826,100,638187097753830606,O,P006
B630576,20250504,20251106,9.712,001,002,001,003,147.69,2025,889.649,"",X,75.164,8.21,131.555,809.512,003,003,2026,11,V000801,100,669888242118265707,K,P020
B886545,20240121,20250215,359.207,003,003,001,003,788.329,2023,3976.326,X,"",255.487,325.287,654.58,3363.513,002,002,2024,05,V000957,100,121275957188555989,K,P004
B296104,20251229,20240923,32.31,003,001,002,001,123.088,2026,1980.001,X,X,118.261,29.917,112.752,1864.48,003,003,2026,07,V000566,100,830172583712022241,"",P006
B860838,20241122,20241105,80.048,001,003,001,003,297.342,2023,2295.28,"","",418.296,69.183,269.094,1991.741,002,003,2022,02,V000777,100,826332969382563694,"",P037
B995778,20250728,20250330,5.961,002,003,002,003,14.756,2023,110.857,X,X,8.586,4.973,11.819,93.958,002,002,2023,01,V000166,100,564407764935802528,"",P038
B492436,20260125,20240305,55.867,003,002,003,001,327.077,2022,1963.176,"","",271.828,47.513,266.851,1636.5,003,003,2024,12,V000531,100,513612984636913320,K,P044
B489297,20250929,20231221,74.521,002,001,002,003,166.407,2023,848.587,"","",51.428,65.719,141.614,753.267,002,001,2023,07,V000291,100,270322582065391338,"",P021
B837052,20240101,20250301,268.881,002,003,002,001,239.629,2023,3085.286,"",X,474.723,253.399,216.723,2868.453,002,002,2022,06,V000246,100,523651668495854679,K,P018
B415117,20240319,20250808,41.412,001,001,003,003,81.647,2025,1057.405,X,"",133.415,34.535,68.581,927.359,003,001,2023,03,V000662,100,884914361657866249,"",P024
B624775,20241127,20250920,45.014,002,001,003,001,518.864,2023,2963.431,"","",172.439,39.92,440.538,2385.426,003,002,2025,10,V000227,100,327690444470456911,O,P010
B385871,20250101,20250417,94.651,001,002,001,002,239.528,2023,1931.749,"","",288.049,87.261,203.239,1551.503,001,003,2023,07,V000244,100,719918735278090643,K,P043
B339219,20231109,20230813,45.053,001,001,002,002,233.79,2024,2029.98,"","",251.042,39.169,219.908,1759.829,002,001,2023,12,V000193,100,324654228982639009,"",P050
B880880,20240103,20250213,119.072,003,003,002,001,678.904,2022,3542.122,X,X,438.395,95.733,560.715,3279.661,003,003,2022,06,V000012,100,693475485436331334,K,P013
B580556,20250202,20231004,72.705,003,002,003,002,141.783,2023,1305.756,"","",164.084,60.225,130.052,1114.109,002,002,2023,12,V000165,100,835671934376922885,"",P008
B669746,20230709,20250914,56.282,002,002,001,003,455.92,2022,2852.561,X,"",433.245,45.108,366.479,2547.733,002,001,2025,12,V000069,100,269489875723597750,K,P050
B941421,20230812,20240102,263.016,002,001,001,001,727.143,2023,4366.464,X,X,686.789,239.218,602.892,3900.714,003,001,2022,11,V000219,100,450965553683442126,O,P002
B302475,20240623,20250927,222.467,003,001,002,001,328.102,2024,3071.784,"","",595.978,182.372,266.759,2533.055,001,002,2023,11,V000621,100,874132919522273961,O,P006
B733829,20250106,20231129,77.88,003,002,002,001,958.426,2025,4882.985,"",X,776.767,66.271,838.614,4065.955,003,003,2023,02,V000980,100,217657373405920649,K,P043
B325682,20251202,20250712,265.069,002,001,003,001,283.225,2022,3639.414,X,X,564.344,215.875,254.422,3206.324,001,003,2023,11,V000378,100,371348707063061142,O,P032
B547056,20251119,20240928,152.198,002,003,003,001,481.075,2024,2603.401,"","",328.539,139.698,442.841,2283.53,001,003,2025,05,V000557,100,758085523101501253,O,P003
B209703,20240427,20250131,184.994,002,002,002,003,284.436,2022,2006.685,X,X,246.956,168.73,263.349,1856.002,003,002,2024,10,V000752,100,632970433200842611,"",P027
B859877,20250319,20240725,44.556,003,002,002,002,60.982,2025,645.843,"",X,115.821,39.888,57.18,521.997,003,003,2022,08,V000846,100,290712980108751681,O,P009
B374549,20240509,20250601,184.928,003,001,001,002,179.301,2022,2397.406,X,"",336.686,174.983,151.967,2259.949,002,001,2026,05,V000778,100,120529887688921470,O,P038
B845333,20251017,20251225,25.874,001,003,002,001,135.219,2026,1099.272,X,X,95.797,20.911,127.314,985.205,002,002,2024,05,V000841,100,695272741957631697,O,P018
B493417,20240110,20230901,100.903,001,002,002,002,247.897,2023,1239.543,X,"",79.198,81.632,212.699,1166.931,003,001,2026,06,V000791,100,950675118997870630,"",P032
B690796,20250504,20231027,328.267,002,001,002,003,285.564,2023,4161.168,X,"",516.709,306.77,234.472,3795.407,002,003,2023,09,V000865,100,932779754176903922,O,P043
B330430,20251111,20230708,41.905,003,003,002,003,445.821,2026,3396.297,X,X,430.361,37.838,358.462,2753.375,002,001,2026,04,V000796,100,448692812661008699,K,P017
B570422,20240831,20231223,33.882,003,001,001,002,253.553,2024,1678.462,"",X,128.155,29.805,227.072,1591.114,002,001,2023,01,V000223,100,412169105930060642,O,P017
B340948,20231124,20230816,86.52,001,003,002,003,163.882,2026,2273.642,X,"",164.371,69.48,151.85,1937.562,001,002,2024,03,V000151,100,636545334701997608,"",P007
B375708,20250621,20250820,235.745,001,002,002,002,623.602,2022,3526.402,X,X,435.004,196.953,513.423,2861.483,002,001,2025,05,V000590,100,345373126467325496,K,P010
B293158,20231128,20241202,91.751,002,002,003,002,721.686,2023,4445.249,X,"",354.397,80.94,632.909,3986.672,003,003,2022,03,V000086,100,222833688084705621,K,P041
B323489,20240210,20230714,10.804,001,001,001,003,18.228,2022,110.013,X,"",19.495,9.461,14.694,91.078,002,001,2026,11,V000821,100,356370560281791727,K,P029
B549658,20231104,20241006,45.244,003,003,003,002,679.915,2025,3959.033,X,"",585.875,41.018,592.58,3210.317,002,002,2022,11,V000548,100,773891768548504865,O,P044
B626609,20230629,20250204,75.14,003,003,003,003,158.435,2025,2892.211,"",X,317.137,67.708,128.274,2513.718,002,001,2022,03,V000271,100,783811720209375539,"",P013
B373035,20240311,20230519,8.216,002,003,001,002,21.072,2022,200.691,"",X,11.331,6.954,19.51,175.592,001,002,2022,06,V000833,100,560077770085303250,O,P038
B672924,20250212,20260106,41.474,003,001,002,003,97.894,2025,553.322,X,X,29.761,35.278,82.502,499.999,003,001,2022,10,V000521,100,593178877970376808,K,P028
B311322,20230713,20231208,121.494,001,003,001,001,481.057,2025,3875.001,X,X,212.365,114.654,388.446,3191.411,003,001,2022,08,V000443,100,856655919996995144,K,P040
B443082,20250602,20250125,188.275,002,003,002,003,240.71,2024,2076.513,X,X,280.138,177.92,200.528,1814.27,001,001,2023,06,V000490,100,277361188569793691,"",P034
B137375,20250824,20250102,150.317,003,002,003,001,341.695,2022,3581.125,X,"",296.348,125.476,319.518,3251.137,002,001,2026,11,V000024,100,854802358911040374,"",P032
B829189,20240329,20230531,89.748,002,002,001,001,643.061,2023,4896.492,"",X,724.588,75.675,565.302,3997.261,001,002,2023,01,V000435,100,844584759518920714,O,P028
B673956,20250213,20250119,255.902,002,002,002,001,539.613,2026,3382.755,"",X,570.653,225.393,494.848,2990.265,001,002,2024,02,V000438,100,904372546250956008,"",P039
B541874,20251017,20250410,80.655,002,002,003,002,157.963,2026,1346.821,X,X,151.548,65.168,142.65,1171.611,003,002,2026,01,V000839,100,424886714656476103,O,P045
B530338,20230619,20251007,62.217,003,001,001,001,222.806,2025,3210.394,X,"",351.009,56.187,211.635,2820.814,003,003,2023,03,V000517,100,798164763709031792,O,P046
B891004,20240602,20250724,292.204,001,002,002,001,693.619,2025,4587.242,X,X,913.491,237.041,611.773,4019.275,003,001,2022,10,V000728,100,173379287481010775,O,P033
B595542,20251009,20240725,36.89,003,002,003,002,166.252,2023,1245.954,X,"",76.639,33.4,141.704,1120.15,003,001,2026,11,V000737,100,283218519212564963,K,P023
B248458,20241112,20231220,247.791,002,003,002,002,308.927,2026,4599.424,"","",666.133,206.836,261.636,4328.323,002,002,2024,09,V000470,100,776257877752318843,"",P018
B304320,20231128,20230611,28.045,002,001,001,001,323.287,2024,2127.608,X,"",156.351,26.119,265.923,1852.824,001,001,2022,01,V000287,100,329574081668638951,"",P031
B365243,20231029,20250315,123.982,002,003,002,002,159.446,2022,1660.25,X,"",269.272,106.836,147.817,1450.031,003,002,2022,07,V000783,100,507042142273265702,O,P022
B249172,20240901,20251221,84.995,001,003,002,002,153.896,2023,1481.305,X,X,165.674,74.134,140.774,1343.812,003,002,2025,06,V000323,100,856131084360848613,K,P044
B507240,20230520,20250108,33.679,002,003,003,001,38.949,2025,348.908,"","",45.657,27.999,32.403,325.458,002,003,2026,01,V000651,100,256273470925877067,O,P002
B157080,20231104,20240803,102.256,003,003,001,001,564.34,2023,4643.428,X,"",854.004,89.565,518.212,4407.92,003,003,2024,03,V000233,100,628902632128079414,O,P011
B153151,20230726,20240404,189.031,001,002,002,002,239.323,2023,2933.607,X,"",556.641,178.762,196.105,2354.511,002,003,2022,07,V000201,100,494829029229529515,K,P033
B669617,20240815,20231027,299.106,003,003,001,001,820.977,2023,4156.089,"",X,789.087,262.327,679.167,3544.218,003,003,2022,11,V000296,100,707318463082326164,K,P030
B964913,20241026,20251218,332.649,002,001,003,002,241.554,2026,3394.998,X,X,508.854,287.414,217.504,2771.155,001,003,2026,08,V000625,100,340120489053514655,"",P030
B799122,20240121,20250325,33.702,002,002,003,002,167.598,2024,857.35,"",X,50.384,31.142,135.947,686.06,001,003,2025,06,V000015,100,571588174593821278,K,P049
B411936,20240423,20231212,459.714,002,001,001,002,330.07,2023,4801.595,"",X,938.644,431.55,298.678,3922.143,003,001,2024,05,V000263,100,974550682135106706,O,P010
B380650,20230921,20250319,75.671,001,001,002,001,259.678,2026,2851.45,X,X,388.6,68.643,238.806,2432.124,001,002,2024,02,V000595,100,601757457125397714,O,P013
B886430,20260209,20241127,232.863,002,003,001,003,495.411,2022,3115.056,X,"",588.683,207.336,443.645,2629.664,003,002,2022,07,V000471,100,220224665948836726,O,P041
B849723,20260113,20240325,264.941,001,001,002,001,383.93,2024,2990.583,"","",575.964,244.495,349.793,2548.643,002,001,2025,05,V000090,100,189859979993095539,K,P040
B997976,20240828,20241021,110.241,002,003,001,002,282.513,2024,2542.57,"","",468.351,95.315,236.595,2288.597,002,001,2023,05,V000192,100,125459282549598801,K,P026
B751164,20231217,20250831,93.18,003,002,001,001,429.533,2022,2577.354,"","",460.635,75.576,346.994,2188.971,001,001,2023,09,V000101,100,245769593827514754,K,P008
B443390,20250523,20240524,137.894,001,002,003,001,404.197,2026,3055.913,X,X,559.339,128.258,368.923,2664.595,001,003,2026,11,V000830,100,114489016647636944,K,P015
B498271,20241122,20251019,88.172,002,001,001,003,229.059,2026,2282.751,"",X,129.225,76.272,211.111,1830.134,003,001,2025,08,V000994,100,779421140521767035,K,P003
B554963,20231218,20241220,87.216,003,001,001,001,89.294,2025,874.4,"","",101.991,72.797,80.844,798.099,001,003,2023,11,V000015,100,195293614802232848,K,P009
B456788,20260122,20250102,106.873,003,002,003,003,318.564,2023,4617.936,X,X,737.587,99.427,298.019,3754.327,002,001,2024,11,V000614,100,760608859397032786,K,P019
B691423,20250614,20250313,62.37,001,002,003,002,189.709,2024,1603.425,X,X,287.002,57.115,154.268,1490.441,002,003,2025,04,V000841,100,705021855427965158,O,P019
B301031,20230611,20250303,306.791,003,001,002,003,220.003,2024,3827.057,X,X,681.344,259.852,198.475,3098.767,003,003,2024,03,V000750,100,755675480423409323,O,P023
B695269,20240201,20241207,46.814,002,003,001,003,363.434,2022,1868.899,X,X,369.689,41.249,338.617,1612.687,003,001,2026,07,V000890,100,311276770208357531,"",P026
B677538,20241002,20250613,17.997,003,003,003,002,16.707,2022,249.503,X,"",45.146,14.688,15.462,224.551,003,003,2026,02,V000702,100,727856774736718335,O,P015
B166177,20250122,20250917,164.66,001,001,001,002,615.907,2022,3540.261,"",X,295.485,133.596,519.613,2874.895,001,001,2026,05,V000093,100,574151888209543103,O,P034
B434971,20240504,20240128,115.718,001,002,001,002,316.561,2026,2006.701,X,"",343.513,98.62,287.664,1830.641,002,003,2026,04,V000256,100,848290384760428312,"",P023
B114307,20250120,20250422,310.153,001,002,001,003,482.043,2023,4357.265,"",X,665.4,253.373,444.82,3857.565,001,003,2022,04,V000828,100,460530929556851974,"",P033
B118700,20230731,20251105,34.805,001,001,003,002,213.676,2025,1109.071,"",X,148.954,28.459,194.397,953.182,001,003,2023,05,V000615,100,622414133552121499,K,P037
B823950,20231228,20260128,219.706,001,003,002,003,309.189,2023,2367.188,X,X,417.868,200.425,257.506,2190.075,002,003,2024,10,V000975,100,673413870864449214,O,P033
B133983,20230905,20240509,84.592,001,003,002,003,237.21,2026,1330.789,X,"",208.604,69.994,202.129,1090.51,001,002,2024,08,V000255,100,653637745380380261,O,P044
B559977,20240205,20230910,143.149,003,001,002,002,211.747,2024,1678.628,X,X,94.631,120.654,189.719,1501.996,003,002,2022,10,V000498,100,347148336085432756,O,P009
B657078,20241107,20250423,42.94,001,002,003,001,354.059,2022,2035.839,X,"",227.318,36.067,287.95,1704.466,003,001,2022,10,V000826,100,577231986259895227,O,P003
B944551,20240707,20250224,65.299,003,002,003,003,134.298,2022,1191.199,"",X,129.797,56.248,118.593,991.595,003,002,2022,09,V000738,100,852769476677693642,"",P047
B458600,20250826,20250511,123.498,001,002,001,002,260.178,2026,1599.816,"",X,299.3,108.955,218.614,1469.132,001,001,2022,01,V000212,100,491094522703204481,O,P049
B307107,20250824,20241207,180.382,003,003,002,001,340.984,2022,1943.369,"",X,154.919,157.754,292.775,1794.081,003,003,2023,11,V000308,100,388759383134341468,K,P048
B118646,20240831,20230701,32.238,001,003,002,003,252.176,2023,1682.315,X,X,207.603,26.849,237.718,1569.417,003,002,2025,07,V000550,100,267240308126367059,K,P044
B712928,20241230,20230607,246.289,003,002,002,001,520.116,2022,3419.364,X,"",408.858,210.429,466.06,3126.663,002,003,2025,01,V000061,100,738956477769146631,O,P014
B357421,20250803,20240403,333.08,001,002,002,002,352.956,2026,4217.704,X,X,319.627,275.26,304.727,3834.832,001,001,2025,11,V000397,100,412922309314465525,K,P050
B357604,20250924,20230618,214.82,002,003,003,001,255.133,2026,3762.197,X,"",460.262,187.62,221.012,3198.935,003,003,2023,06,V000471,100,926455643411524344,O,P028
B855688,20240316,20250728,123.274,003,002,002,003,280.326,2026,3386.169,"",X,183.64,105.095,233.835,2870.629,003,002,2025,11,V000710,100,316746743435691966,K,P008
B839384,20251221,20240112,3.189,002,001,003,003,28.087,2023,180.196,"","",24.697,2.808,24.335,156.127,001,003,2022,06,V000774,100,731281510595069237,"",P016
B115150,20251203,20230827,67.081,003,003,002,003,350.104,2026,2460.599,X,X,178.237,58.509,296.053,2194.071,001,003,2026,11,V000509,100,525389845718666322,K,P027
B967959,20260104,20250818,149.05,001,003,002,001,321.413,2022,1906.186,X,X,151.431,134.213,270.089,1720.082,001,001,2025,01,V000904,100,600263611661510158,"",P017
B457659,20250719,20250703,53.055,003,002,003,001,534.716,2024,2869.134,"","",412.46,47.182,462.919,2451.569,002,001,2024,04,V000099,100,592246619193827426,"",P026
B626642,20230806,20241225,50.914,001,002,001,003,140.437,2024,1088.942,"","",169.254,44.763,124.689,875.213,001,002,2024,11,V000357,100,994575645232961584,O,P024
B228072,20230913,20250927,139.201,001,001,002,003,391.721,2022,3156.542,X,X,573.015,129.873,351.359,2568.139,003,002,2022,11,V000670,100,741251161339735796,K,P025
B545650,20250929,20231223,37.484,003,001,003,003,23.734,2026,383.898,X,"",40.447,33.737,21.253,307.937,003,001,2022,11,V000630,100,915193642571604655,K,P050
B751800,20251029,20260128,214.5,003,002,002,003,394.604,2022,3004.264,X,"",442.025,173.923,344.254,2523.629,001,003,2025,09,V000989,100,732704419083086882,K,P048
