MANDT,SPRACHE,ART,KURZTEXT,LTXA1
300,E,INSP0397,Inspection Type 0397,Quality Inspection Operation 0397
100,D,INSP0398,Inspection Type 0398,Quality Inspection Operation 0398
200,F,INSP0399,Inspection Type 0399,Quality Inspection Operation 0399
300,S,INSP0400,Inspection Type 0400,Quality Inspection Operation 0400
100,E,INSP0401,Inspection Type 0401,Quality Inspection Operation 0401
200,D,INSP0402,Inspection Type 0402,Quality Inspection Operation 0402
300,F,INSP0403,Inspection Type 0403,Quality Inspection Operation 0403
100,S,INSP0404,Inspection Type 0404,Quality Inspection Operation 0404
200,E,INSP0405,Inspection Type 0405,Quality Inspection Operation 0405
300,D,INSP0406,Inspection Type 0406,Quality Inspection Operation 0406
100,F,INSP0407,Inspection Type 0407,Quality Inspection Operation 0407
200,S,INSP0408,Inspection Type 0408,Quality Inspection Operation 0408
300,E,INSP0409,Inspection Type 0409,Quality Inspection Operation 0409
100,D,INSP0410,Inspection Type 0410,Quality Inspection Operation 0410
200,F,INSP0411,Inspection Type 0411,Quality Inspection Operation 0411
300,S,INSP0412,Inspection Type 0412,Quality Inspection Operation 0412
100,E,INSP0413,Inspection Type 0413,Quality Inspection Operation 0413
200,D,INSP0414,Inspection Type 0414,Quality Inspection Operation 0414
300,F,INSP0415,Inspection Type 0415,Quality Inspection Operation 0415
100,S,INSP0416,Inspection Type 0416,Quality Inspection Operation 0416
200,E,INSP0417,Inspection Type 0417,Quality Inspection Operation 0417
300,D,INSP0418,Inspection Type 0418,Quality Inspection Operation 0418
100,F,INSP0419,Inspection Type 0419,Quality Inspection Operation 0419
200,S,INSP0420,Inspection Type 0420,Quality Inspection Operation 0420
300,E,INSP0421,Inspection Type 0421,Quality Inspection Operation 0421
100,D,INSP0422,Inspection Type 0422,Quality Inspection Operation 0422
200,F,INSP0423,Inspection Type 0423,Quality Inspection Operation 0423
300,S,INSP0424,Inspection Type 0424,Quality Inspection Operation 0424
100,E,INSP0425,Inspection Type 0425,Quality Inspection Operation 0425
200,D,INSP0426,Inspection Type 0426,Quality Inspection Operation 0426
300,F,INSP0427,Inspection Type 0427,Quality Inspection Operation 0427
100,S,INSP0428,Inspection Type 0428,Quality Inspection Operation 0428
200,E,INSP0429,Inspection Type 0429,Quality Inspection Operation 0429
300,D,INSP0430,Inspection Type 0430,Quality Inspection Operation 0430
100,F,INSP0431,Inspection Type 0431,Quality Inspection Operation 0431
200,S,INSP0432,Inspection Type 0432,Quality Inspection Operation 0432
300,E,INSP0433,Inspection Type 0433,Quality Inspection Operation 0433
100,D,INSP0434,Inspection Type 0434,Quality Inspection Operation 0434
200,F,INSP0435,Inspection Type 0435,Quality Inspection Operation 0435
300,S,INSP0436,Inspection Type 0436,Quality Inspection Operation 0436
100,E,INSP0437,Inspection Type 0437,Quality Inspection Operation 0437
200,D,INSP0438,Inspection Type 0438,Quality Inspection Operation 0438
300,F,INSP0439,Inspection Type 0439,Quality Inspection Operation 0439
100,S,INSP0440,Inspection Type 0440,Quality Inspection Operation 0440
200,E,INSP0441,Inspection Type 0441,Quality Inspection Operation 0441
300,D,INSP0442,Inspection Type 0442,Quality Inspection Operation 0442
100,F,INSP0443,Inspection Type 0443,Quality Inspection Operation 0443
200,S,INSP0444,Inspection Type 0444,Quality Inspection Operation 0444
300,E,INSP0445,Inspection Type 0445,Quality Inspection Operation 0445
100,D,INSP0446,Inspection Type 0446,Quality Inspection Operation 0446
200,F,INSP0447,Inspection Type 0447,Quality Inspection Operation 0447
300,S,INSP0448,Inspection Type 0448,Quality Inspection Operation 0448
100,E,INSP0449,Inspection Type 0449,Quality Inspection Operation 0449
200,D,INSP0450,Inspection Type 0450,Quality Inspection Operation 0450
300,F,INSP0451,Inspection Type 0451,Quality Inspection Operation 0451
100,S,INSP0452,Inspection Type 0452,Quality Inspection Operation 0452
200,E,INSP0453,Inspection Type 0453,Quality Inspection Operation 0453
300,D,INSP0454,Inspection Type 0454,Quality Inspection Operation 0454
100,F,INSP0455,Inspection Type 0455,Quality Inspection Operation 0455
200,S,INSP0456,Inspection Type 0456,Quality Inspection Operation 0456
300,E,INSP0457,Inspection Type 0457,Quality Inspection Operation 0457
100,D,INSP0458,Inspection Type 0458,Quality Inspection Operation 0458
200,F,INSP0459,Inspection Type 0459,Quality Inspection Operation 0459
300,S,INSP0460,Inspection Type 0460,Quality Inspection Operation 0460
100,E,INSP0461,Inspection Type 0461,Quality Inspection Operation 0461
200,D,INSP0462,Inspection Type 0462,Quality Inspection Operation 0462
300,F,INSP0463,Inspection Type 0463,Quality Inspection Operation 0463
100,S,INSP0464,Inspection Type 0464,Quality Inspection Operation 0464
200,E,INSP0465,Inspection Type 0465,Quality Inspection Operation 0465
300,D,INSP0466,Inspection Type 0466,Quality Inspection Operation 0466
100,F,INSP0467,Inspection Type 0467,Quality Inspection Operation 0467
200,S,INSP0468,Inspection Type 0468,Quality Inspection Operation 0468
300,E,INSP0469,Inspection Type 0469,Quality Inspection Operation 0469
100,D,INSP0470,Inspection Type 0470,Quality Inspection Operation 0470
200,F,INSP0471,Inspection Type 0471,Quality Inspection Operation 0471
300,S,INSP0472,Inspection Type 0472,Quality Inspection Operation 0472
100,E,INSP0473,Inspection Type 0473,Quality Inspection Operation 0473
200,D,INSP0474,Inspection Type 0474,Quality Inspection Operation 0474
300,F,INSP0475,Inspection Type 0475,Quality Inspection Operation 0475
100,S,INSP0476,Inspection Type 0476,Quality Inspection Operation 0476
200,E,INSP0477,Inspection Type 0477,Quality Inspection Operation 0477
300,D,INSP0478,Inspection Type 0478,Quality Inspection Operation 0478
100,F,INSP0479,Inspection Type 0479,Quality Inspection Operation 0479
200,S,INSP0480,Inspection Type 0480,Quality Inspection Operation 0480
300,E,INSP0481,Inspection Type 0481,Quality Inspection Operation 0481
100,D,INSP0482,Inspection Type 0482,Quality Inspection Operation 0482
200,F,INSP0483,Inspection Type 0483,Quality Inspection Operation 0483
300,S,INSP0484,Inspection Type 0484,Quality Inspection Operation 0484
100,E,INSP0485,Inspection Type 0485,Quality Inspection Operation 0485
200,D,INSP0486,Inspection Type 0486,Quality Inspection Operation 0486
300,F,INSP0487,Inspection Type 0487,Quality Inspection Operation 0487
100,S,INSP0488,Inspection Type 0488,Quality Inspection Operation 0488
200,E,INSP0489,Inspection Type 0489,Quality Inspection Operation 0489
300,D,INSP0490,Inspection Type 0490,Quality Inspection Operation 0490
100,F,INSP0491,Inspection Type 0491,Quality Inspection Operation 0491
200,S,INSP0492,Inspection Type 0492,Quality Inspection Operation 0492
300,E,INSP0493,Inspection Type 0493,Quality Inspection Operation 0493
100,D,INSP0494,Inspection Type 0494,Quality Inspection Operation 0494
200,F,INSP0495,Inspection Type 0495,Quality Inspection Operation 0495
300,S,INSP0496,Inspection Type 0496,Quality Inspection Operation 0496
100,E,INSP0497,Inspection Type 0497,Quality Inspection Operation 0497
200,D,INSP0498,Inspection Type 0498,Quality Inspection Operation 0498
300,F,INSP0499,Inspection Type 0499,Quality Inspection Operation 0499
100,S,INSP0500,Inspection Type 0500,Quality Inspection Operation 0500
200,E,INSP0001,Inspection Type 0001,Quality Inspection Operation 0001
300,D,INSP0002,Inspection Type 0002,Quality Inspection Operation 0002
100,F,INSP0003,Inspection Type 0003,Quality Inspection Operation 0003
200,S,INSP0004,Inspection Type 0004,Quality Inspection Operation 0004
300,E,INSP0005,Inspection Type 0005,Quality Inspection Operation 0005
100,D,INSP0006,Inspection Type 0006,Quality Inspection Operation 0006
200,F,INSP0007,Inspection Type 0007,Quality Inspection Operation 0007
300,S,INSP0008,Inspection Type 0008,Quality Inspection Operation 0008
100,E,INSP0009,Inspection Type 0009,Quality Inspection Operation 0009
200,D,INSP0010,Inspection Type 0010,Quality Inspection Operation 0010
300,F,INSP0011,Inspection Type 0011,Quality Inspection Operation 0011
100,S,INSP0012,Inspection Type 0012,Quality Inspection Operation 0012
200,E,INSP0013,Inspection Type 0013,Quality Inspection Operation 0013
300,D,INSP0014,Inspection Type 0014,Quality Inspection Operation 0014
100,F,INSP0015,Inspection Type 0015,Quality Inspection Operation 0015
200,S,INSP0016,Inspection Type 0016,Quality Inspection Operation 0016
300,E,INSP0017,Inspection Type 0017,Quality Inspection Operation 0017
100,D,INSP0018,Inspection Type 0018,Quality Inspection Operation 0018
200,F,INSP0019,Inspection Type 0019,Quality Inspection Operation 0019
300,S,INSP0020,Inspection Type 0020,Quality Inspection Operation 0020
100,E,INSP0021,Inspection Type 0021,Quality Inspection Operation 0021
200,D,INSP0022,Inspection Type 0022,Quality Inspection Operation 0022
300,F,INSP0023,Inspection Type 0023,Quality Inspection Operation 0023
100,S,INSP0024,Inspection Type 0024,Quality Inspection Operation 0024
200,E,INSP0025,Inspection Type 0025,Quality Inspection Operation 0025
300,D,INSP0026,Inspection Type 0026,Quality Inspection Operation 0026
100,F,INSP0027,Inspection Type 0027,Quality Inspection Operation 0027
200,S,INSP0028,Inspection Type 0028,Quality Inspection Operation 0028
300,E,INSP0029,Inspection Type 0029,Quality Inspection Operation 0029
100,D,INSP0030,Inspection Type 0030,Quality Inspection Operation 0030
200,F,INSP0031,Inspection Type 0031,Quality Inspection Operation 0031
300,S,INSP0032,Inspection Type 0032,Quality Inspection Operation 0032
100,E,INSP0033,Inspection Type 0033,Quality Inspection Operation 0033
200,D,INSP0034,Inspection Type 0034,Quality Inspection Operation 0034
300,F,INSP0035,Inspection Type 0035,Quality Inspection Operation 0035
100,S,INSP0036,Inspection Type 0036,Quality Inspection Operation 0036
200,E,INSP0037,Inspection Type 0037,Quality Inspection Operation 0037
300,D,INSP0038,Inspection Type 0038,Quality Inspection Operation 0038
100,F,INSP0039,Inspection Type 0039,Quality Inspection Operation 0039
200,S,INSP0040,Inspection Type 0040,Quality Inspection Operation 0040
300,E,INSP0041,Inspection Type 0041,Quality Inspection Operation 0041
100,D,INSP0042,Inspection Type 0042,Quality Inspection Operation 0042
200,F,INSP0043,Inspection Type 0043,Quality Inspection Operation 0043
300,S,INSP0044,Inspection Type 0044,Quality Inspection Operation 0044
100,E,INSP0045,Inspection Type 0045,Quality Inspection Operation 0045
200,D,INSP0046,Inspection Type 0046,Quality Inspection Operation 0046
300,F,INSP0047,Inspection Type 0047,Quality Inspection Operation 0047
100,S,INSP0048,Inspection Type 0048,Quality Inspection Operation 0048
200,E,INSP0049,Inspection Type 0049,Quality Inspection Operation 0049
300,D,INSP0050,Inspection Type 0050,Quality Inspection Operation 0050
100,F,INSP0051,Inspection Type 0051,Quality Inspection Operation 0051
200,S,INSP0052,Inspection Type 0052,Quality Inspection Operation 0052
300,E,INSP0053,Inspection Type 0053,Quality Inspection Operation 0053
100,D,INSP0054,Inspection Type 0054,Quality Inspection Operation 0054
200,F,INSP0055,Inspection Type 0055,Quality Inspection Operation 0055
300,S,INSP0056,Inspection Type 0056,Quality Inspection Operation 0056
100,E,INSP0057,Inspection Type 0057,Quality Inspection Operation 0057
200,D,INSP0058,Inspection Type 0058,Quality Inspection Operation 0058
300,F,INSP0059,Inspection Type 0059,Quality Inspection Operation 0059
100,S,INSP0060,Inspection Type 0060,Quality Inspection Operation 0060
200,E,INSP0061,Inspection Type 0061,Quality Inspection Operation 0061
300,D,INSP0062,Inspection Type 0062,Quality Inspection Operation 0062
100,F,INSP0063,Inspection Type 0063,Quality Inspection Operation 0063
200,S,INSP0064,Inspection Type 0064,Quality Inspection Operation 0064
300,E,INSP0065,Inspection Type 0065,Quality Inspection Operation 0065
100,D,INSP0066,Inspection Type 0066,Quality Inspection Operation 0066
200,F,INSP0067,Inspection Type 0067,Quality Inspection Operation 0067
300,S,INSP0068,Inspection Type 0068,Quality Inspection Operation 0068
100,E,INSP0069,Inspection Type 0069,Quality Inspection Operation 0069
200,D,INSP0070,Inspection Type 0070,Quality Inspection Operation 0070
300,F,INSP0071,Inspection Type 0071,Quality Inspection Operation 0071
100,S,INSP0072,Inspection Type 0072,Quality Inspection Operation 0072
200,E,INSP0073,Inspection Type 0073,Quality Inspection Operation 0073
300,D,INSP0074,Inspection Type 0074,Quality Inspection Operation 0074
100,F,INSP0075,Inspection Type 0075,Quality Inspection Operation 0075
200,S,INSP0076,Inspection Type 0076,Quality Inspection Operation 0076
300,E,INSP0077,Inspection Type 0077,Quality Inspection Operation 0077
100,D,INSP0078,Inspection Type 0078,Quality Inspection Operation 0078
200,F,INSP0079,Inspection Type 0079,Quality Inspection Operation 0079
300,S,INSP0080,Inspection Type 0080,Quality Inspection Operation 0080
100,E,INSP0081,Inspection Type 0081,Quality Inspection Operation 0081
200,D,INSP0082,Inspection Type 0082,Quality Inspection Operation 0082
300,F,INSP0083,Inspection Type 0083,Quality Inspection Operation 0083
100,S,INSP0084,Inspection Type 0084,Quality Inspection Operation 0084
200,E,INSP0085,Inspection Type 0085,Quality Inspection Operation 0085
300,D,INSP0086,Inspection Type 0086,Quality Inspection Operation 0086
100,F,INSP0087,Inspection Type 0087,Quality Inspection Operation 0087
200,S,INSP0088,Inspection Type 0088,Quality Inspection Operation 0088
300,E,INSP0089,Inspection Type 0089,Quality Inspection Operation 0089
100,D,INSP0090,Inspection Type 0090,Quality Inspection Operation 0090
200,F,INSP0091,Inspection Type 0091,Quality Inspection Operation 0091
300,S,INSP0092,Inspection Type 0092,Quality Inspection Operation 0092
100,E,INSP0093,Inspection Type 0093,Quality Inspection Operation 0093
200,D,INSP0094,Inspection Type 0094,Quality Inspection Operation 0094
300,F,INSP0095,Inspection Type 0095,Quality Inspection Operation 0095
100,S,INSP0096,Inspection Type 0096,Quality Inspection Operation 0096
200,E,INSP0097,Inspection Type 0097,Quality Inspection Operation 0097
300,D,INSP0098,Inspection Type 0098,Quality Inspection Operation 0098
100,F,INSP0099,Inspection Type 0099,Quality Inspection Operation 0099
200,S,INSP0100,Inspection Type 0100,Quality Inspection Operation 0100
300,E,INSP0101,Inspection Type 0101,Quality Inspection Operation 0101
100,D,INSP0102,Inspection Type 0102,Quality Inspection Operation 0102
200,F,INSP0103,Inspection Type 0103,Quality Inspection Operation 0103
300,S,INSP0104,Inspection Type 0104,Quality Inspection Operation 0104
100,E,INSP0105,Inspection Type 0105,Quality Inspection Operation 0105
200,D,INSP0106,Inspection Type 0106,Quality Inspection Operation 0106
300,F,INSP0107,Inspection Type 0107,Quality Inspection Operation 0107
100,S,INSP0108,Inspection Type 0108,Quality Inspection Operation 0108
200,E,INSP0109,Inspection Type 0109,Quality Inspection Operation 0109
300,D,INSP0110,Inspection Type 0110,Quality Inspection Operation 0110
100,F,INSP0111,Inspection Type 0111,Quality Inspection Operation 0111
200,S,INSP0112,Inspection Type 0112,Quality Inspection Operation 0112
300,E,INSP0113,Inspection Type 0113,Quality Inspection Operation 0113
100,D,INSP0114,Inspection Type 0114,Quality Inspection Operation 0114
200,F,INSP0115,Inspection Type 0115,Quality Inspection Operation 0115
300,S,INSP0116,Inspection Type 0116,Quality Inspection Operation 0116
100,E,INSP0117,Inspection Type 0117,Quality Inspection Operation 0117
200,D,INSP0118,Inspection Type 0118,Quality Inspection Operation 0118
300,F,INSP0119,Inspection Type 0119,Quality Inspection Operation 0119
100,S,INSP0120,Inspection Type 0120,Quality Inspection Operation 0120
200,E,INSP0121,Inspection Type 0121,Quality Inspection Operation 0121
300,D,INSP0122,Inspection Type 0122,Quality Inspection Operation 0122
100,F,INSP0123,Inspection Type 0123,Quality Inspection Operation 0123
200,S,INSP0124,Inspection Type 0124,Quality Inspection Operation 0124
300,E,INSP0125,Inspection Type 0125,Quality Inspection Operation 0125
100,D,INSP0126,Inspection Type 0126,Quality Inspection Operation 0126
200,F,INSP0127,Inspection Type 0127,Quality Inspection Operation 0127
300,S,INSP0128,Inspection Type 0128,Quality Inspection Operation 0128
100,E,INSP0129,Inspection Type 0129,Quality Inspection Operation 0129
