ABWCT,ABWGA,FCURR,FFACT,GDATU,KURST,MANDT,TCURR,TFACT
P,20210412,AED,50,20210412,B,100,EUR,21
P,20220418,AUD,61,20220418,G,100,INR,29
P,20220109,GBP,18,20220109,G,100,INR,72
B,20200701,INR,30,20200701,B,100,USD,27
P,20180111,EUR,79,20180111,M,100,CAD,22
G,20190430,INR,8,20190430,P,100,AED,74
M,20240424,INR,16,20240424,M,100,JPY,53
G,20240601,GBP,90,20240601,G,100,SGD,53
P,20190226,GBP,92,20190226,M,100,AUD,69
B,20190310,EUR,46,20190310,G,100,AED,65
B,20210331,AUD,56,20210331,P,100,GBP,73
M,20200411,GBP,29,20200411,M,100,CAD,2
M,20210723,AUD,50,20210723,G,100,SGD,78
B,20240605,INR,50,20240605,P,100,EUR,34
P,20210427,EUR,44,20210427,P,100,CAD,67
B,20221120,JPY,1,20221120,P,100,INR,62
B,20200803,GBP,6,20200803,B,100,AUD,79
B,20190729,AED,20,20190729,P,100,JPY,36
B,20210328,CAD,70,20210328,P,100,GBP,92
G,20181128,CAD,36,20181128,G,100,USD,54
P,20180519,GBP,42,20180519,G,100,SGD,10
P,20210222,EUR,62,20210222,M,100,JPY,1
M,20180127,JPY,28,20180127,M,100,AUD,28
M,20211125,GBP,18,20211125,B,100,JPY,85
P,20221221,GBP,76,20221221,P,100,SGD,7
G,20220909,USD,56,20220909,G,100,GBP,40
B,20230812,INR,11,20230812,P,100,AED,27
M,20230717,EUR,12,20230717,G,100,SGD,5
M,20190622,SGD,1,20190622,M,100,CAD,76
G,20210404,GBP,49,20210404,M,100,AED,14
P,20190222,CAD,93,20190222,B,100,USD,87
P,20221224,EUR,69,20221224,M,100,INR,50
B,20180813,GBP,100,20180813,G,100,AED,58
M,20240129,AED,48,20240129,B,100,AUD,56
G,20240627,EUR,94,20240627,G,100,CAD,46
P,20200108,SGD,74,20200108,B,100,INR,93
P,20200617,USD,73,20200617,G,100,AUD,53
P,20190227,CAD,30,20190227,P,100,GBP,73
B,20210821,JPY,45,20210821,G,100,CAD,74
M,20191213,JPY,67,20191213,P,100,AED,66
M,20230621,INR,34,20230621,G,100,GBP,67
G,20180515,USD,23,20180515,M,100,GBP,70
G,20210321,AUD,69,20210321,P,100,AED,58
G,20240816,SGD,20,20240816,P,100,AUD,74
G,20220611,INR,76,20220611,B,100,JPY,55
G,20190411,EUR,53,20190411,B,100,AUD,59
B,20240911,USD,22,20240911,B,100,INR,10
P,20190708,GBP,49,20190708,B,100,JPY,78
P,20200911,USD,27,20200911,P,100,CAD,50
P,20241004,GBP,77,20241004,M,100,EUR,9
P,20201208,JPY,62,20201208,P,100,GBP,28
P,20231230,INR,85,20231230,M,100,AUD,26
P,20240116,INR,88,20240116,P,100,AUD,84
G,20180520,AED,48,20180520,P,100,JPY,98
M,20201223,USD,65,20201223,P,100,GBP,9
G,20180818,AUD,76,20180818,G,100,EUR,87
P,20180103,JPY,91,20180103,M,100,EUR,6
M,20200112,AED,71,20200112,B,100,EUR,42
G,20190302,AED,96,20190302,P,100,JPY,37
P,20191016,GBP,69,20191016,M,100,AUD,79
B,20190131,EUR,19,20190131,P,100,CAD,39
G,20211003,JPY,34,20211003,B,100,CAD,22
P,20220605,EUR,33,20220605,M,100,INR,67
G,20220918,CAD,29,20220918,P,100,JPY,66
M,20211017,AUD,80,20211017,G,100,INR,3
M,20200902,EUR,19,20200902,M,100,INR,33
P,20221030,GBP,74,20221030,B,100,SGD,21
B,20201013,AED,84,20201013,G,100,CAD,96
M,20220712,INR,6,20220712,G,100,AED,13
G,20181230,INR,90,20181230,M,100,JPY,19
P,20180511,EUR,68,20180511,G,100,INR,87
M,20201103,CAD,58,20201103,B,100,JPY,60
P,20230525,EUR,86,20230525,P,100,AED,87
M,20200427,CAD,60,20200427,M,100,SGD,80
B,20221122,EUR,14,20221122,P,100,INR,55
G,20220813,GBP,35,20220813,M,100,JPY,39
B,20200910,EUR,85,20200910,P,100,GBP,3
B,20191207,AUD,59,20191207,G,100,SGD,47
M,20241025,AUD,78,20241025,G,100,USD,22
G,20180729,EUR,87,20180729,G,100,INR,5
M,20191005,EUR,10,20191005,P,100,INR,77
P,20180208,GBP,71,20180208,P,100,INR,73
G,20190221,CAD,1,20190221,G,100,USD,62
G,20210530,AED,51,20210530,B,100,INR,37
P,20231107,AED,84,20231107,G,100,AUD,32
G,20231011,INR,51,20231011,B,100,EUR,20
M,20230619,JPY,63,20230619,G,100,AUD,84
G,20190522,INR,19,20190522,G,100,CAD,56
G,20220128,CAD,86,20220128,G,100,AUD,37
B,20200124,CAD,60,20200124,M,100,JPY,24
B,20200804,SGD,69,20200804,G,100,AED,54
M,20220829,GBP,69,20220829,G,100,CAD,70
B,20230704,GBP,56,20230704,M,100,CAD,26
G,20221017,CAD,17,20221017,M,100,INR,74
P,20191013,EUR,38,20191013,P,100,USD,5
B,20220928,USD,55,20220928,M,100,INR,21
P,20230207,SGD,54,20230207,B,100,AUD,22
G,20201023,SGD,3,20201023,P,100,CAD,40
B,20221022,INR,48,20221022,P,100,GBP,55
M,20181010,AUD,7,20181010,B,100,EUR,25
M,20220222,USD,4,20220222,M,100,SGD,82
P,20191228,GBP,80,20191228,M,100,AUD,50
G,20200315,AED,52,20200315,B,100,GBP,15
B,20230110,INR,85,20230110,M,100,JPY,100
M,20231227,GBP,73,20231227,P,100,SGD,74
B,20240714,AUD,12,20240714,M,100,SGD,29
M,20230716,GBP,87,20230716,B,100,JPY,5
P,20240629,SGD,98,20240629,M,100,CAD,20
M,20210704,USD,36,20210704,B,100,AED,20
P,20180620,CAD,98,20180620,B,100,JPY,26
M,20230122,SGD,12,20230122,B,100,GBP,40
P,20210820,USD,65,20210820,P,100,AED,49
B,20230727,USD,70,20230727,G,100,CAD,12
P,20210630,AUD,21,20210630,G,100,SGD,28
P,20220112,SGD,60,20220112,G,100,AED,30
M,20220424,EUR,44,20220424,P,100,GBP,78
G,20180504,AUD,9,20180504,M,100,USD,51
P,20210307,JPY,63,20210307,G,100,INR,80
P,20210619,SGD,62,20210619,P,100,AUD,71
B,20221116,INR,7,20221116,P,100,GBP,15
P,20230322,EUR,12,20230322,G,100,CAD,78
M,20190830,SGD,24,20190830,G,100,EUR,62
P,20230910,USD,74,20230910,G,100,SGD,2
G,20240729,AED,97,20240729,M,100,EUR,55
G,20230824,INR,30,20230824,B,100,AED,17
G,20180326,JPY,72,20180326,G,100,GBP,41
P,20220205,INR,86,20220205,G,100,SGD,92
M,20190220,AED,35,20190220,G,100,AUD,11
G,20200301,JPY,69,20200301,P,100,GBP,58
M,20200224,USD,36,20200224,P,100,JPY,85
B,20180114,EUR,67,20180114,P,100,CAD,69
M,20201028,EUR,81,20201028,P,100,SGD,39
M,20211219,USD,30,20211219,B,100,GBP,85
P,20210815,CAD,45,20210815,G,100,GBP,66
G,20240828,AUD,47,20240828,G,100,USD,42
M,20210518,SGD,30,20210518,M,100,JPY,74
P,20210322,INR,10,20210322,P,100,AUD,90
M,20211110,USD,50,20211110,M,100,SGD,36
M,20191010,CAD,60,20191010,G,100,USD,15
P,20220306,GBP,56,20220306,G,100,AUD,72
M,20181224,AED,82,20181224,P,100,CAD,100
P,20200530,SGD,3,20200530,G,100,INR,75
P,20221027,INR,85,20221027,P,100,SGD,65
P,20220423,CAD,58,20220423,M,100,SGD,3
G,20200731,SGD,72,20200731,P,100,CAD,5
G,20191226,GBP,79,20191226,G,100,AUD,10
G,20221022,SGD,90,20221022,G,100,CAD,38
M,20201030,EUR,31,20201030,B,100,GBP,35
M,20201217,INR,28,20201217,P,100,CAD,48
B,20230314,GBP,68,20230314,B,100,EUR,1
G,20231227,GBP,43,20231227,B,100,EUR,97
B,20200429,EUR,89,20200429,G,100,JPY,66
G,20231113,USD,83,20231113,B,100,CAD,83
G,20200727,AUD,72,20200727,P,100,SGD,88
P,20190123,INR,61,20190123,P,100,GBP,79
P,20210403,USD,45,20210403,P,100,AUD,50
P,20190302,AED,55,20190302,G,100,GBP,3
M,20220614,AED,90,20220614,M,100,AUD,98
M,20240505,USD,32,20240505,P,100,CAD,28
M,20200605,GBP,84,20200605,B,100,INR,81
M,20200818,INR,33,20200818,M,100,EUR,24
M,20200730,SGD,44,20200730,G,100,GBP,13
M,20180318,JPY,1,20180318,P,100,USD,26
B,20230509,JPY,75,20230509,P,100,SGD,8
M,20211220,AUD,55,20211220,G,100,EUR,6
M,20240715,SGD,85,20240715,P,100,GBP,95
B,20220203,INR,69,20220203,B,100,AED,81
G,20240129,AUD,23,20240129,M,100,CAD,30
B,20230328,JPY,67,20230328,B,100,INR,44
B,20180918,SGD,74,20180918,G,100,USD,87
P,20200524,AED,50,20200524,M,100,SGD,74
P,20221202,EUR,27,20221202,M,100,GBP,29
M,20240303,INR,82,20240303,P,100,AED,59
M,20180817,AUD,76,20180817,B,100,CAD,38
M,20240817,JPY,32,20240817,B,100,GBP,72
B,20200915,AUD,51,20200915,B,100,GBP,96
B,20180827,INR,53,20180827,P,100,SGD,98
G,20240531,CAD,56,20240531,B,100,INR,78
P,20190316,AUD,15,20190316,M,100,EUR,39
M,20220306,JPY,97,20220306,B,100,EUR,71
B,20220919,AUD,65,20220919,M,100,GBP,80
B,20220602,AUD,6,20220602,G,100,USD,46
M,20181201,EUR,84,20181201,B,100,AUD,16
B,20220505,USD,94,20220505,P,100,SGD,15
G,20210701,SGD,22,20210701,M,100,AED,71
B,20221003,SGD,26,20221003,G,100,AUD,99
M,20220705,AED,62,20220705,G,100,JPY,70
M,20220403,EUR,32,20220403,P,100,USD,40
M,20230501,EUR,42,20230501,P,100,JPY,98
G,20221217,INR,60,20221217,B,100,EUR,27
P,20200430,USD,58,20200430,G,100,JPY,7
M,20190602,USD,82,20190602,G,100,INR,18
G,20220629,INR,25,20220629,B,100,USD,22
G,20181026,CAD,77,20181026,M,100,AED,10
B,20190416,INR,31,20190416,P,100,JPY,69
G,20190409,USD,19,20190409,M,100,AED,11
G,20190616,INR,49,20190616,P,100,AED,71
P,20191228,CAD,57,20191228,P,100,GBP,54
M,20200605,EUR,33,20200605,G,100,SGD,18
G,20230508,INR,12,20230508,M,100,EUR,63
P,20180730,AUD,30,20180730,G,100,SGD,5
M,20230924,SGD,89,20230924,B,100,CAD,24
M,20200104,USD,11,20200104,B,100,AED,89
B,20240601,CAD,75,20240601,B,100,GBP,24
G,20211018,GBP,7,20211018,B,100,SGD,4
M,20220430,INR,44,20220430,M,100,AED,44
B,20200703,GBP,37,20200703,B,100,AED,24
G,20200229,CAD,57,20200229,P,100,AED,41
B,20230416,EUR,42,20230416,B,100,JPY,53
P,20211129,EUR,50,20211129,G,100,AED,47
G,20200804,INR,2,20200804,M,100,SGD,36
B,20191112,EUR,91,20191112,G,100,USD,35
M,20181117,AED,90,20181117,P,100,AUD,61
M,20220306,AED,4,20220306,B,100,AUD,72
P,20240707,AED,10,20240707,G,100,GBP,83
P,20190814,GBP,69,20190814,M,100,USD,83
G,20220915,GBP,34,20220915,B,100,CAD,76
P,20191122,JPY,3,20191122,M,100,CAD,4
M,20200821,AED,95,20200821,G,100,CAD,20
M,20230715,USD,8,20230715,M,100,JPY,67
B,20220912,EUR,93,20220912,P,100,AUD,38
M,20230221,INR,19,20230221,P,100,SGD,7
G,20190517,INR,62,20190517,M,100,EUR,51
M,20241102,JPY,18,20241102,P,100,SGD,45
P,20240915,USD,82,20240915,P,100,EUR,56
G,20180806,AED,60,20180806,B,100,GBP,77
B,20211220,CAD,32,20211220,M,100,EUR,95
B,20190526,AUD,11,20190526,P,100,EUR,3
B,20220818,AUD,72,20220818,M,100,USD,22
M,20210605,INR,5,20210605,G,100,AED,29
M,20210127,GBP,13,20210127,P,100,AUD,84
M,20230127,JPY,9,20230127,B,100,AUD,43
G,20190120,SGD,43,20190120,B,100,AUD,89
G,20201106,INR,1,20201106,G,100,AED,57
G,20190916,SGD,45,20190916,P,100,USD,45
P,20181202,INR,5,20181202,P,100,CAD,32
P,20180108,INR,1,20180108,P,100,JPY,73
P,20190625,SGD,94,20190625,M,100,EUR,61
P,20210430,GBP,6,20210430,G,100,JPY,23
B,20220510,GBP,24,20220510,B,100,USD,54
B,20230627,GBP,49,20230627,B,100,AED,63
B,20210413,GBP,55,20210413,G,100,CAD,87
G,20190315,CAD,76,20190315,B,100,AED,70
B,20230518,CAD,33,20230518,B,100,INR,75
P,20240717,AED,97,20240717,G,100,INR,73
P,20180419,AED,65,20180419,B,100,EUR,88
G,20181113,INR,32,20181113,G,100,USD,36
M,20210605,CAD,8,20210605,P,100,GBP,64
M,20201029,SGD,43,20201029,P,100,JPY,39
G,20210107,CAD,84,20210107,M,100,INR,51
P,20211221,CAD,41,20211221,P,100,GBP,47
B,20240922,AUD,16,20240922,G,100,USD,85
G,20201019,AED,49,20201019,G,100,GBP,66
B,20200420,CAD,57,20200420,B,100,GBP,62
P,20230218,CAD,98,20230218,P,100,AED,6
B,20210313,GBP,83,20210313,M,100,INR,42
P,20190920,USD,75,20190920,B,100,INR,96
G,20230901,JPY,43,20230901,B,100,GBP,54
P,20200412,INR,45,20200412,M,100,AED,32
G,20241017,USD,15,20241017,B,100,SGD,63
G,20210729,INR,55,20210729,P,100,AED,60
P,20180307,EUR,66,20180307,B,100,JPY,94
M,20220225,SGD,76,20220225,M,100,EUR,22
P,20220911,AUD,88,20220911,P,100,GBP,61
B,20211219,EUR,52,20211219,G,100,AUD,59
P,20240826,CAD,73,20240826,B,100,USD,29
B,20230207,AED,13,20230207,B,100,SGD,97
P,20240324,CAD,15,20240324,G,100,SGD,81
P,20180826,AED,12,20180826,B,100,GBP,47
M,20200729,USD,47,20200729,B,100,CAD,36
G,20181007,JPY,63,20181007,B,100,AUD,97
M,20200606,INR,90,20200606,P,100,AUD,88
M,20221013,GBP,89,20221013,P,100,AUD,78
B,20180310,AED,93,20180310,M,100,AUD,71
B,20211015,AUD,27,20211015,B,100,USD,21
G,20200601,GBP,31,20200601,M,100,JPY,40
M,20220323,EUR,65,20220323,P,100,INR,95
M,20211222,GBP,68,20211222,P,100,AUD,21
P,20191123,EUR,73,20191123,P,100,AED,99
B,20191007,EUR,45,20191007,P,100,AUD,98
B,20200113,USD,65,20200113,B,100,SGD,5
P,20220227,GBP,93,20220227,P,100,SGD,23
B,20210412,EUR,56,20210412,M,100,SGD,38
G,20200124,AED,23,20200124,M,100,CAD,45
B,20240908,CAD,73,20240908,P,100,GBP,36
B,20210506,CAD,19,20210506,M,100,INR,88
G,20221003,AED,27,20221003,P,100,AUD,82
M,20220729,AUD,98,20220729,M,100,SGD,88
G,20221130,AED,58,20221130,P,100,AUD,4
M,20180910,SGD,71,20180910,M,100,INR,84
B,20231022,USD,66,20231022,B,100,AED,16
P,20231122,GBP,40,20231122,P,100,AUD,8
B,20240605,AUD,18,20240605,P,100,INR,68
G,20201115,EUR,67,20201115,P,100,JPY,39
M,20180519,AED,21,20180519,B,100,AUD,8
G,20230312,SGD,11,20230312,G,100,GBP,39
P,20240904,AUD,63,20240904,M,100,EUR,37
M,20200308,CAD,24,20200308,M,100,INR,5
G,20240724,INR,43,20240724,P,100,CAD,7
M,20190828,AUD,12,20190828,B,100,JPY,84
G,20191211,SGD,87,20191211,B,100,AUD,5
M,20210530,CAD,17,20210530,B,100,EUR,37
M,20230430,USD,44,20230430,P,100,JPY,43
M,20230923,CAD,56,20230923,P,100,JPY,25
M,20210521,CAD,87,20210521,P,100,AED,31
G,20190816,CAD,30,20190816,B,100,GBP,19
B,20240207,GBP,38,20240207,G,100,SGD,84
B,20210807,INR,82,20210807,G,100,SGD,22
P,20241103,AED,46,20241103,B,100,SGD,88
M,20180326,CAD,43,20180326,P,100,INR,78
G,20201204,EUR,36,20201204,M,100,USD,28
B,20230312,SGD,52,20230312,P,100,JPY,85
P,20231207,SGD,60,20231207,P,100,GBP,56
G,20210413,EUR,28,20210413,M,100,INR,61
P,20190420,EUR,18,20190420,G,100,AUD,73
B,20230323,SGD,46,20230323,M,100,EUR,29
P,20220325,AED,90,20220325,P,100,USD,66
P,20190726,EUR,89,20190726,M,100,GBP,3
B,20201222,GBP,38,20201222,P,100,EUR,80
B,20230923,INR,4,20230923,B,100,CAD,21
B,20240105,AED,85,20240105,M,100,USD,50
B,20200905,JPY,80,20200905,M,100,GBP,52
M,20220620,INR,23,20220620,G,100,AED,62
M,20181207,INR,52,20181207,P,100,AUD,51
M,20211012,SGD,30,20211012,G,100,GBP,83
B,20180629,GBP,71,20180629,G,100,INR,2
M,20190424,CAD,86,20190424,G,100,INR,95
G,20201118,INR,13,20201118,B,100,USD,61
M,20200318,AUD,48,20200318,B,100,GBP,23
B,20240108,USD,74,20240108,B,100,AUD,31
P,20240608,SGD,58,20240608,G,100,EUR,88
B,20220930,AUD,79,20220930,G,100,SGD,67
M,20191016,EUR,44,20191016,P,100,AED,64
G,20190119,GBP,41,20190119,M,100,AED,85
P,20191231,INR,82,20191231,P,100,JPY,84
G,20220612,JPY,86,20220612,M,100,AED,31
M,20230712,EUR,2,20230712,P,100,JPY,28
B,20200608,JPY,90,20200608,P,100,USD,87
G,20200327,AUD,24,20200327,M,100,AED,5
B,20190602,CAD,80,20190602,B,100,AED,33
B,20230615,INR,59,20230615,B,100,SGD,89
G,20191106,JPY,13,20191106,P,100,INR,37
M,20191022,JPY,88,20191022,M,100,AED,59
G,20220911,EUR,16,20220911,B,100,JPY,43
G,20240904,JPY,19,20240904,B,100,SGD,36
P,20220204,CAD,86,20220204,P,100,AUD,52
P,20181126,EUR,17,20181126,B,100,JPY,58
M,20220417,JPY,51,20220417,G,100,SGD,66
B,20200714,GBP,77,20200714,G,100,JPY,88
M,20210327,AED,17,20210327,B,100,GBP,19
G,20221109,CAD,75,20221109,M,100,AED,77
G,20240713,EUR,81,20240713,B,100,INR,53
G,20180213,INR,41,20180213,P,100,SGD,19
B,20180321,GBP,70,20180321,M,100,AED,36
B,20221002,USD,66,20221002,G,100,CAD,88
B,20200218,USD,56,20200218,B,100,GBP,93
P,20200726,SGD,83,20200726,P,100,AUD,32
P,20221027,AED,41,20221027,P,100,CAD,88
B,20190104,SGD,82,20190104,B,100,CAD,70
B,20210712,GBP,69,20210712,G,100,AED,5
B,20230207,AED,31,20230207,B,100,AUD,41
M,20191024,AUD,90,20191024,G,100,INR,1
B,20190124,EUR,48,20190124,P,100,SGD,66
P,20181010,INR,47,20181010,M,100,AED,59
G,20240206,INR,99,20240206,M,100,AED,8
M,20200823,AED,45,20200823,M,100,AUD,34
G,20200326,JPY,20,20200326,G,100,EUR,98
B,20210407,JPY,83,20210407,B,100,SGD,52
B,20200913,USD,61,20200913,G,100,GBP,89
P,20240126,AED,34,20240126,B,100,USD,79
G,20210718,EUR,73,20210718,M,100,INR,43
B,20230426,AUD,4,20230426,G,100,AED,89
P,20230224,EUR,19,20230224,B,100,AUD,39
B,20180923,JPY,24,20180923,M,100,EUR,29
G,20220426,SGD,95,20220426,P,100,JPY,30
G,20201108,USD,70,20201108,P,100,EUR,82
B,20240315,JPY,33,20240315,B,100,AED,89
G,20190818,AED,17,20190818,G,100,USD,68
P,20221125,AUD,47,20221125,B,100,AED,86
P,20180313,INR,14,20180313,G,100,SGD,70
B,20200629,INR,36,20200629,G,100,AED,14
M,20230719,GBP,99,20230719,M,100,INR,48
B,20240601,USD,70,20240601,B,100,SGD,34
G,20221217,CAD,38,20221217,M,100,EUR,75
B,20200516,AUD,67,20200516,G,100,SGD,78
P,20180925,JPY,35,20180925,P,100,GBP,2
G,20200217,INR,70,20200217,B,100,AUD,11
B,20191225,AUD,46,20191225,B,100,AED,38
P,20231130,JPY,35,20231130,G,100,GBP,67
G,20220701,AED,23,20220701,G,100,EUR,44
P,20210327,AUD,40,20210327,G,100,SGD,16
P,20220304,AUD,42,20220304,P,100,AED,49
P,20200613,GBP,21,20200613,G,100,JPY,62
G,20181222,CAD,57,20181222,M,100,JPY,66
G,20190228,AUD,42,20190228,G,100,EUR,57
G,20240703,USD,91,20240703,B,100,AUD,53
P,20180626,CAD,97,20180626,M,100,AED,54
G,20180310,SGD,4,20180310,P,100,AED,61
B,20190119,SGD,48,20190119,P,100,CAD,16
B,20190527,GBP,36,20190527,P,100,AED,20
P,20181116,GBP,71,20181116,B,100,AUD,96
B,20230903,EUR,9,20230903,M,100,CAD,40
B,20181001,INR,73,20181001,P,100,AUD,53
P,20201116,AED,72,20201116,B,100,SGD,6
B,20230725,SGD,68,20230725,M,100,AUD,73
G,20190301,JPY,67,20190301,G,100,AUD,68
P,20180810,INR,85,20180810,P,100,CAD,27
G,20231022,GBP,73,20231022,P,100,USD,93
M,20200630,INR,36,20200630,M,100,AUD,94
P,20220930,GBP,1,20220930,P,100,INR,11
M,20231209,INR,89,20231209,G,100,EUR,83
P,20210421,EUR,28,20210421,B,100,SGD,31
G,20180104,CAD,56,20180104,M,100,SGD,50
P,20200213,INR,47,20200213,M,100,EUR,22
P,20181110,AUD,73,20181110,P,100,INR,36
B,20231002,INR,62,20231002,P,100,CAD,34
G,20240428,GBP,46,20240428,G,100,USD,10
B,20240427,AED,61,20240427,P,100,GBP,94
B,20210303,SGD,9,20210303,M,100,USD,87
P,20220115,USD,68,20220115,B,100,SGD,80
G,20181006,AUD,8,20181006,M,100,GBP,45
P,20190203,GBP,66,20190203,G,100,SGD,51
P,20240609,JPY,33,20240609,M,100,INR,66
G,20240524,INR,81,20240524,B,100,SGD,40
B,20240925,CAD,43,20240925,M,100,AED,31
P,20231015,JPY,38,20231015,M,100,EUR,82
G,20230714,JPY,30,20230714,B,100,SGD,82
G,20230507,SGD,42,20230507,P,100,CAD,21
B,20220314,GBP,59,20220314,P,100,CAD,14
M,20211004,INR,50,20211004,G,100,GBP,70
B,20210814,AUD,89,20210814,M,100,JPY,9
G,20220305,AED,94,20220305,M,100,SGD,81
M,20220221,USD,6,20220221,B,100,CAD,82
P,20210205,AUD,20,20210205,M,100,USD,22
M,20200331,GBP,67,20200331,B,100,AED,26
P,20180323,INR,46,20180323,M,100,EUR,72
B,20190802,JPY,94,20190802,P,100,GBP,57
M,20240731,USD,81,20240731,M,100,GBP,59
P,20240829,AED,23,20240829,B,100,GBP,62
G,20200414,JPY,17,20200414,B,100,AED,65
G,20190205,SGD,50,20190205,P,100,CAD,66
M,20211216,AUD,34,20211216,P,100,CAD,48
B,20240208,CAD,26,20240208,B,100,INR,54
M,20180404,AED,6,20180404,M,100,INR,67
B,20191002,USD,29,20191002,G,100,SGD,92
M,20221128,CAD,2,20221128,G,100,USD,31
G,20230824,INR,34,20230824,P,100,GBP,92
B,20211202,GBP,75,20211202,B,100,JPY,26
B,20190522,CAD,30,20190522,B,100,EUR,75
M,20210428,USD,67,20210428,G,100,GBP,40
P,20200529,AED,93,20200529,B,100,EUR,53
B,20180317,AUD,69,20180317,P,100,CAD,76
P,20221020,CAD,21,20221020,G,100,AED,82
B,20210510,INR,70,20210510,B,100,AUD,16
P,20211128,EUR,49,20211128,G,100,INR,31
G,20190729,AUD,21,20190729,M,100,SGD,4
G,20231109,INR,85,20231109,M,100,AED,3
P,20230307,EUR,23,20230307,P,100,AUD,81
M,20201121,AED,21,20201121,M,100,JPY,30
G,20190724,SGD,93,20190724,P,100,EUR,96
B,20210825,GBP,14,20210825,M,100,AUD,46
M,20180108,AUD,33,20180108,P,100,INR,55
B,20230102,JPY,75,20230102,G,100,AUD,72
B,20181216,JPY,78,20181216,M,100,AED,4
M,20200830,CAD,96,20200830,G,100,GBP,26
P,20241006,GBP,84,20241006,P,100,JPY,52
M,20230709,GBP,32,20230709,G,100,EUR,37
P,20240121,INR,65,20240121,P,100,AUD,83
M,20200429,USD,30,20200429,B,100,GBP,49
P,20180516,JPY,4,20180516,P,100,GBP,27
M,20200815,JPY,82,20200815,M,100,AED,53
B,20200616,AUD,27,20200616,M,100,EUR,93
P,20230625,AUD,92,20230625,G,100,INR,25
B,20180901,CAD,55,20180901,P,100,EUR,24
G,20190708,CAD,54,20190708,B,100,AUD,85
M,20240308,INR,71,20240308,M,100,GBP,63
P,20221006,EUR,90,20221006,G,100,GBP,83
M,20211226,EUR,90,20211226,G,100,AED,60
P,20240121,INR,93,20240121,M,100,EUR,99
B,20221015,GBP,64,20221015,M,100,USD,31
G,20210630,GBP,68,20210630,B,100,USD,70
B,20190830,EUR,21,20190830,M,100,USD,30
P,20240318,USD,88,20240318,G,100,AUD,62
B,20211009,AED,81,20211009,M,100,CAD,94
M,20240628,CAD,1,20240628,P,100,USD,19
G,20201211,SGD,72,20201211,B,100,USD,19
M,20190507,JPY,86,20190507,P,100,AED,15
B,20240609,EUR,42,20240609,M,100,JPY,95
G,20191114,JPY,18,20191114,B,100,CAD,19
M,20200223,AUD,91,20200223,G,100,EUR,38
B,20220214,SGD,22,20220214,P,100,AUD,66
M,20220317,EUR,52,20220317,M,100,INR,9
P,20200322,AED,83,20200322,M,100,CAD,98
G,20220827,USD,96,20220827,B,100,EUR,31
G,20200508,JPY,75,20200508,M,100,CAD,34
B,20200720,AED,89,20200720,P,100,EUR,58
B,20191011,GBP,14,20191011,G,100,CAD,77
P,20231022,INR,36,20231022,M,100,AED,40
M,20230624,AUD,8,20230624,G,100,EUR,29
M,20240807,SGD,64,20240807,P,100,USD,83
G,20231025,CAD,82,20231025,B,100,EUR,96
M,20220401,JPY,27,20220401,G,100,GBP,47
P,20220424,GBP,85,20220424,P,100,SGD,28
P,20200717,SGD,98,20200717,M,100,AED,4
G,20180624,AUD,7,20180624,B,100,AED,39
P,20230619,USD,16,20230619,M,100,EUR,79
P,20210922,SGD,89,20210922,P,100,INR,57
P,20230605,EUR,5,20230605,G,100,SGD,87
P,20200625,SGD,41,20200625,M,100,EUR,22
M,20201112,GBP,14,20201112,G,100,AUD,20
M,20201228,SGD,37,20201228,M,100,EUR,53
M,20180811,EUR,71,20180811,B,100,GBP,64
B,20191206,GBP,2,20191206,P,100,AUD,54
G,20230524,AED,85,20230524,P,100,INR,6
G,20200205,AED,27,20200205,G,100,EUR,61
P,20180331,INR,85,20180331,B,100,AUD,89
P,20210118,INR,23,20210118,P,100,AUD,84
G,20180721,INR,18,20180721,B,100,GBP,35
B,20240809,SGD,32,20240809,B,100,GBP,23
M,20240320,JPY,39,20240320,B,100,USD,85
M,20191001,SGD,41,20191001,M,100,GBP,7
B,20221126,GBP,99,20221126,G,100,JPY,79
M,20180328,JPY,62,20180328,P,100,AUD,95
G,20230902,GBP,21,20230902,B,100,AED,74
G,20190608,CAD,9,20190608,G,100,GBP,34
B,20210411,JPY,79,20210411,P,100,SGD,38
P,20221013,AED,15,20221013,M,100,SGD,22
B,20200215,GBP,29,20200215,P,100,JPY,40
M,20230121,JPY,68,20230121,G,100,EUR,50
M,20231101,EUR,66,20231101,B,100,GBP,16
B,20180901,GBP,93,20180901,M,100,AED,46
B,20200308,USD,96,20200308,M,100,EUR,11
B,20230321,EUR,37,20230321,M,100,INR,5
G,20211021,SGD,2,20211021,P,100,CAD,72
P,20240523,EUR,93,20240523,B,100,CAD,58
B,20200805,GBP,38,20200805,B,100,EUR,19
G,20230202,AED,60,20230202,P,100,EUR,57
B,20230227,EUR,95,20230227,B,100,SGD,26
M,20240609,AED,2,20240609,B,100,AUD,12
G,20200213,AUD,100,20200213,P,100,AED,49
P,20190327,SGD,51,20190327,G,100,JPY,100
G,20210319,AED,23,20210319,M,100,AUD,11
M,20240622,AED,48,20240622,B,100,EUR,31
G,20230424,INR,15,20230424,M,100,USD,18
B,20210414,INR,49,20210414,P,100,CAD,37
G,20210713,AUD,88,20210713,M,100,EUR,21
B,20230227,USD,76,20230227,B,100,AUD,99
B,20180708,USD,95,20180708,M,100,EUR,54
M,20200614,AUD,20,20200614,P,100,CAD,66
B,20240423,USD,69,20240423,M,100,GBP,32
