AENAM,CEINM,CHARG,CHDLL,CHJIN,CHRUE,CINSM,CLABS,CRETM,CSPEM,CUMLM,CVMEI,CVMIN,CVMLA,CVMRE,CVMSP,CVMUM,ERNAM,ERSDA,HERKL,KZICE,KZICL,KZICQ,KZICS,KZVCE,KZVCL,KZVCQ,KZVCS,LAEDA,LFGJA,LFMON,LGORT,LVORM,MANDT,MATNR,SPERC,WERKS
sheryl47,31.156,B852258193,20250619,2024,"",92.604,1572.67,22.889,51.672,207.161,26.79,86.473,1403.813,18.904,44.464,167.546,mckaynichola,20250228,IN,"","","","","","","","",20251217,2023,10,S006,"",100,351274226466367242,X,P042
jacobvalenci,30.137,B384854049,20230616,2025,X,23.818,848.792,9.426,42.235,92.824,27.61,21.714,800.301,8.153,34.777,79.5,jessica80,20241210,US,"","","","","","","","",20240724,2025,05,S048,"",100,689000034404292553,X,P011
weaverkimber,30.329,B825148823,20241009,2023,"",64.736,1757.021,34.956,66.608,147.09,26.759,58.117,1603.472,31.846,62.545,138.808,grantvirgini,20250209,IN,"","","","","","","","",20231122,2026,08,S022,"",100,539033376156977830,X,P042
andrew21,15.579,B268605468,20241128,2026,X,74.325,1512.883,21.646,15.264,168.098,12.871,68.987,1330.661,18.825,14.27,135.241,tylermason,20240624,DE,"","","","","","","","",20250125,2025,12,S010,"",100,502333450638338813,"",P021
erinfuller,175.717,B900489495,20240922,2024,"",123.611,4530.094,50.626,89.872,567.754,155.137,109.531,4028.138,47.495,72.54,501.113,bellcandice,20241109,IN,"","","","","","","","",20240613,2026,06,S064,"",100,626772553781832072,"",P019
rlopez,103.898,B406442748,20241023,2025,"",76.751,2807.797,27.032,116.738,397.225,83.428,71.452,2624.95,21.783,101.131,350.78,cynthiaking,20250328,DE,"","","","","","","","",20251101,2023,10,S064,"",100,406736620599046436,X,P017
hperez,58.94,B577578945,20230817,2026,"",157.33,1623.816,29.331,68.12,279.336,53.312,138.975,1397.776,25.898,58.38,231.213,johnsonkarl,20240214,IN,"","","","","","","","",20240411,2023,05,S073,"",100,675194292761746793,"",P024
zrogers,177.016,B228137839,20250924,2022,X,163.82,3969.63,54.59,78.525,247.655,147.201,141.614,3500.035,49.39,68.988,219.879,grahamdavid,20241031,DE,"","","","","","","","",20250919,2023,06,S087,"",100,670998993099157173,"",P010
ian69,164.321,B370628581,20240421,2022,X,331.891,3324.51,58.568,142.569,621.707,138.582,312.901,3023.025,47.225,116.181,547.126,stephanie82,20250612,DE,"","","","","","","","",20240918,2026,07,S008,"",100,429420641411477827,"",P046
hillrobert,226.031,B610394441,20250211,2026,X,127.062,4701.379,67.014,209.827,564.883,206.274,106.659,4581.91,60.164,185.031,524.665,jacobwarren,20230522,US,"","","","","","","","",20251106,2026,08,S032,"",100,631886833745796275,"",P012
heather29,193.667,B569492348,20240315,2022,"",325.748,4266.757,58.146,44.446,375.818,156.103,281.785,4042.552,51.822,37.884,332.616,jeanjenkins,20230711,DE,"","","","","","","","",20241120,2024,05,S089,"",100,988774547085072304,"",P030
tbrown,101.139,B381006759,20231104,2024,X,279.213,3819.675,50.129,147.536,483.836,87.559,263.587,3708.795,43.664,119.373,453.424,davidwalls,20250629,CN,"","","","","","","","",20250316,2026,03,S099,"",100,732631359323550166,X,P046
sdavis,96.3,B886690251,20250430,2026,X,182.191,2846.933,23.179,127.921,483.328,77.857,170.439,2526.12,19.883,102.575,421.247,joshua58,20241125,IN,"","","","","","","","",20240606,2023,12,S084,"",100,234103152638258603,"",P044
williamsjuan,21.707,B339446772,20231227,2022,"",73.289,798.692,10.311,21.941,125.37,17.899,65.832,759.394,9.085,18.242,102.555,nrodriguez,20250708,IN,"","","","","","","","",20250811,2022,09,S026,"",100,420908625975972016,"",P047
ashleylee,28.527,B865390953,20240408,2024,"",58.808,1228.408,13.742,13.243,152.432,26.096,51.989,1070.505,11.269,11.071,127.646,scottchristi,20241222,CN,"","","","","","","","",20240111,2025,04,S021,"",100,852081846402954078,X,P015
kbrown,79.123,B309847429,20230911,2025,X,230.995,2501.461,21.1,45.156,156.789,70.431,207.606,2402.623,17.467,39.424,129.584,shannon32,20240813,IN,"","","","","","","","",20230523,2022,03,S083,"",100,805876586424512707,X,P033
mjones,71.624,B255112898,20240731,2025,X,135.017,1657.143,19.468,78.541,99.644,57.746,122.605,1468.68,17.92,71.187,83.989,davisjason,20231225,US,"","","","","","","","",20240307,2024,07,S052,"",100,166376369137537771,"",P024
wyatt00,54.343,B768516752,20250904,2022,"",275.474,2888.766,46.323,66.772,207.0,43.533,255.388,2503.351,37.27,55.727,168.253,fwilliams,20250113,IN,"","","","","","","","",20240914,2022,04,S041,"",100,613319886296353534,X,P004
johnsonshawn,18.261,B734086011,20241201,2026,"",88.643,1118.945,19.097,21.226,121.715,15.261,72.798,1012.897,15.495,19.235,111.206,vsmith,20250929,DE,"","","","","","","","",20260208,2023,11,S093,"",100,515817795303707360,X,P012
ericbriggs,95.504,B918016033,20231016,2022,"",371.219,3972.201,44.011,77.79,710.049,83.083,311.765,3430.746,41.678,63.912,582.988,jamie28,20231107,CN,"","","","","","","","",20250706,2022,03,S093,"",100,907564178206351685,"",P037
gloverselena,29.89,B716364041,20250910,2024,"",134.835,1510.415,30.207,18.814,92.696,26.047,119.384,1467.382,27.747,17.008,85.26,johnedwards,20250928,US,"","","","","","","","",20230726,2024,01,S043,"",100,590493083195318350,X,P011
vsmith,152.352,B461631785,20231130,2024,"",225.781,4663.228,66.641,219.154,384.604,132.021,206.242,4226.28,55.401,180.148,352.644,jesseperez,20240819,DE,"","","","","","","","",20230723,2022,10,S053,"",100,783550683881196336,"",P017
sbarnett,33.976,B880163444,20240831,2023,X,99.636,1022.895,20.188,43.302,204.481,30.565,86.993,886.3,16.854,37.561,172.26,hayleyhenry,20250213,CN,"","","","","","","","",20250403,2024,12,S010,"",100,825123884213081281,X,P023
foleyrichard,63.722,B452732610,20250417,2024,"",201.677,2870.256,25.999,36.265,333.972,56.785,172.02,2748.631,22.429,32.382,280.09,johnhernande,20251205,DE,"","","","","","","","",20251106,2026,04,S060,"",100,645810060853108281,"",P038
whiteethan,27.142,B407880252,20240129,2026,X,236.004,2534.372,40.859,115.536,306.092,23.15,217.774,2393.83,35.593,95.231,289.299,callahansama,20241123,DE,"","","","","","","","",20230727,2022,10,S046,"",100,317272155207637237,"",P008
fmedina,19.352,B619244163,20240623,2023,X,17.229,646.794,11.177,27.234,50.86,17.715,15.598,556.779,8.989,22.968,47.002,paigefletche,20250413,CN,"","","","","","","","",20231220,2025,12,S052,"",100,731269168396903599,"",P049
martindonna,179.636,B376976298,20250618,2026,X,198.397,4786.951,74.901,191.773,472.07,168.342,185.594,4625.832,68.336,180.229,386.251,scott33,20240201,IN,"","","","","","","","",20230805,2024,01,S016,"",100,607683080539327224,X,P022
michaelowens,2.598,B578531353,20230520,2026,X,3.814,100.182,1.544,2.833,16.101,2.35,3.486,89.575,1.43,2.594,12.9,matthew02,20240320,CN,"","","","","","","","",20250427,2023,09,S007,"",100,556138426192494259,X,P036
melissa24,210.284,B987931427,20240318,2025,X,150.519,4637.71,61.547,100.095,880.601,191.806,141.231,4537.146,56.57,82.069,800.433,ekemp,20240520,CN,"","","","","","","","",20251204,2026,05,S028,"",100,389817671309061860,"",P020
ashley79,93.403,B472879216,20250730,2024,X,284.42,3023.96,24.189,74.856,290.763,82.719,234.681,2812.698,20.998,60.78,260.793,vickiwilkins,20250706,DE,"","","","","","","","",20230605,2023,01,S033,"",100,959743116580696365,"",P044
flarson,51.1,B786216930,20240920,2022,X,107.95,1564.543,17.056,54.462,280.73,48.381,95.306,1449.686,15.377,48.272,227.561,jessica58,20240110,DE,"","","","","","","","",20240828,2023,10,S039,"",100,511634727472810922,X,P014
joseph69,36.098,B658594785,20241017,2025,"",47.962,814.785,14.767,29.573,76.617,30.065,45.037,773.273,13.812,26.543,71.499,shelby23,20260121,DE,"","","","","","","","",20230801,2024,08,S023,"",100,963938395087294867,"",P030
sara15,152.242,B210662100,20240513,2023,"",119.666,3221.688,42.467,137.215,616.553,127.51,103.228,2826.126,36.694,127.162,499.944,kristen19,20230817,IN,"","","","","","","","",20250831,2022,05,S093,"",100,857704130291971174,X,P011
richardcunni,36.752,B483855431,20251013,2023,"",125.343,2245.265,43.475,61.968,251.146,32.326,118.025,2133.29,34.911,53.35,212.613,uoneal,20251217,CN,"","","","","","","","",20230923,2025,02,S062,"",100,620799289704082564,"",P012
gary73,139.403,B483709832,20251201,2026,X,343.304,4222.259,49.511,97.368,841.057,127.597,295.996,3752.659,45.02,81.407,720.924,denniscassan,20230911,IN,"","","","","","","","",20230920,2024,11,S053,"",100,829164901554994538,"",P039
nsanders,118.589,B401628785,20230812,2022,"",235.958,3596.444,52.727,169.194,678.283,100.656,197.296,3144.938,44.362,158.982,614.616,brianscott,20250809,DE,"","","","","","","","",20230708,2022,04,S033,"",100,326345068226334236,"",P027
kelsey23,83.59,B577093488,20250913,2025,X,51.933,2464.427,20.618,31.779,391.222,69.711,49.177,2245.585,17.668,28.35,337.194,fdorsey,20230613,IN,"","","","","","","","",20250131,2024,12,S034,"",100,739915192354000286,X,P011
franklin17,41.256,B636275968,20250802,2024,X,155.12,1928.534,20.798,48.174,131.533,37.653,142.981,1828.882,18.22,45.585,109.004,tsmith,20250620,CN,"","","","","","","","",20231129,2024,05,S013,"",100,128447529410902641,X,P013
samanthabrow,128.489,B838574328,20240416,2026,"",236.958,2695.03,45.101,108.2,537.713,106.403,198.45,2469.729,37.743,101.635,496.792,andrew51,20240829,IN,"","","","","","","","",20230616,2023,04,S090,"",100,656290948755405376,X,P038
steven61,53.6,B696634208,20250819,2024,X,91.334,1093.688,6.017,19.17,199.659,49.063,75.445,957.378,5.257,16.066,172.681,davidmalone,20240819,US,"","","","","","","","",20251008,2025,05,S059,"",100,385694502631384072,"",P043
vtorres,25.209,B278563954,20230521,2026,X,134.894,1486.573,19.56,24.421,110.039,22.351,110.499,1263.618,16.563,19.662,90.523,terricrawfor,20250610,IN,"","","","","","","","",20241125,2025,02,S076,"",100,707711084865238168,X,P040
lallison,27.097,B358252814,20250621,2022,X,38.854,1749.851,19.211,33.723,274.765,23.495,33.114,1668.848,15.952,31.791,250.484,stephenking,20240130,DE,"","","","","","","","",20241230,2024,12,S077,"",100,904363997439442310,X,P006
vperez,38.28,B852090358,20251204,2026,"",91.744,1074.109,16.861,19.402,157.541,35.236,81.958,1001.71,14.787,17.762,140.62,frenchdonna,20240430,US,"","","","","","","","",20240822,2024,09,S004,"",100,815503836367665272,"",P037
uwatkins,17.333,B688018310,20240723,2022,"",37.376,610.44,3.591,17.589,115.522,14.224,33.691,531.537,3.343,14.199,99.919,madelinesmit,20241118,CN,"","","","","","","","",20250729,2023,06,S097,"",100,300593872189814350,"",P042
fletcherrile,72.049,B773766540,20240717,2024,X,138.475,2803.717,19.508,134.159,257.92,68.432,114.925,2654.202,16.906,124.966,222.879,xfigueroa,20251206,US,"","","","","","","","",20240408,2024,06,S080,"",100,828930378627100688,"",P019
okent,60.862,B702740183,20250828,2025,X,110.398,1315.972,13.431,54.352,103.398,49.596,92.826,1227.386,12.629,51.145,87.161,walkerrobin,20250306,IN,"","","","","","","","",20250808,2025,05,S061,"",100,953606950846177277,"",P013
kenneth40,33.651,B820461147,20230622,2023,"",66.222,2383.023,13.591,68.187,408.072,31.125,55.523,2216.843,11.791,59.734,376.499,melissa24,20240223,CN,"","","","","","","","",20250504,2026,10,S013,"",100,614029869521584641,X,P044
heather61,35.971,B142556345,20240116,2025,"",15.274,736.456,11.636,15.491,113.573,33.693,13.553,707.981,9.553,13.084,106.122,nelsonrichar,20250817,CN,"","","","","","","","",20260201,2025,07,S082,"",100,940069890012911756,"",P043
mmontgomery,149.287,B608810174,20240413,2023,"",195.291,3260.305,35.143,133.866,496.113,132.125,163.109,3027.375,30.179,109.55,427.459,zgonzales,20251029,CN,"","","","","","","","",20231004,2024,09,S016,"",100,128649594447788135,X,P038
watsonkarla,66.362,B901152153,20241121,2022,"",98.863,2044.945,32.191,82.983,362.792,62.288,86.557,1818.297,28.086,72.036,301.766,smiller,20240411,DE,"","","","","","","","",20250529,2025,02,S054,"",100,408592643954012988,X,P050
ueverett,137.953,B503157114,20241212,2024,"",238.202,2929.29,39.75,140.487,390.974,117.039,200.842,2756.819,36.224,113.887,347.29,mackenzie32,20240103,IN,"","","","","","","","",20250413,2024,11,S058,"",100,687649809986587958,X,P038
garciamichea,131.149,B456764466,20241216,2026,"",200.057,3404.776,26.383,129.344,302.607,117.629,163.994,3033.858,21.967,108.07,242.173,morgancynthi,20240924,IN,"","","","","","","","",20230714,2023,02,S073,"",100,848636167550851114,X,P046
lferguson,78.497,B213250476,20260127,2023,X,263.553,3166.035,17.916,62.596,434.282,73.97,212.472,2895.388,15.323,52.341,362.182,michael38,20250204,DE,"","","","","","","","",20240609,2026,11,S008,"",100,367946547434152024,"",P044
wallacedavid,177.856,B184261994,20240828,2024,X,125.755,3904.053,52.278,134.665,402.35,164.326,104.931,3412.559,44.454,121.471,353.72,garythompson,20250426,DE,"","","","","","","","",20240705,2026,11,S078,"",100,332388569719163226,X,P030
molinajeffre,36.741,B705430750,20250612,2025,X,79.679,3387.567,20.035,41.114,545.076,30.664,69.7,2989.867,16.527,33.983,493.567,heidischmidt,20231010,DE,"","","","","","","","",20230606,2024,05,S057,"",100,691743318674108119,X,P003
wardalicia,6.644,B938446691,20240928,2022,"",11.444,261.021,4.76,6.739,42.892,5.442,9.678,250.039,4.033,5.757,39.528,cassandra40,20230812,US,"","","","","","","","",20250725,2024,04,S026,"",100,149594782088766252,"",P003
valerierusse,47.317,B558009306,20251227,2024,X,96.396,3028.222,18.879,134.73,450.977,38.567,88.901,2591.894,17.861,118.137,428.135,wandalee,20251226,IN,"","","","","","","","",20230802,2025,09,S080,"",100,876577364000723439,"",P022
lawsondiana,207.213,B606742909,20251123,2022,X,138.088,4553.44,63.054,151.767,705.921,172.355,122.955,4346.374,54.641,138.368,618.384,nicholas85,20241023,US,"","","","","","","","",20240525,2024,04,S016,"",100,799878984227865024,"",P031
james78,80.082,B520358206,20250414,2024,X,374.453,4942.999,95.52,219.007,295.681,70.913,350.306,4661.113,80.813,196.382,243.734,foxchristine,20240915,US,"","","","","","","","",20230930,2023,11,S048,"",100,886522395444192884,X,P008
austin47,131.647,B600473776,20231202,2022,"",182.769,4656.514,44.24,149.241,527.162,105.411,157.34,4173.074,40.976,122.859,438.963,zdavis,20250922,DE,"","","","","","","","",20240515,2022,04,S062,"",100,822577481649347590,X,P007
jenna70,46.639,B409086204,20251007,2024,X,76.651,1745.611,18.263,62.977,121.386,42.038,63.667,1515.768,15.539,50.725,105.955,davismark,20250613,IN,"","","","","","","","",20250319,2025,11,S004,"",100,806536083881407190,"",P027
john38,94.369,B619736525,20251005,2023,"",246.126,3093.493,19.886,112.629,305.134,86.916,221.673,2707.29,18.754,95.711,256.646,clarkkatie,20231104,US,"","","","","","","","",20251003,2026,11,S039,"",100,383948339495577146,"",P049
andrewrussel,5.244,B753648648,20231216,2024,"",10.225,115.778,1.694,5.618,22.26,4.549,9.518,110.737,1.459,5.334,19.882,april52,20240830,US,"","","","","","","","",20240219,2025,05,S009,"",100,565046360413618939,"",P028
michael80,35.625,B685815555,20240418,2025,X,51.74,1173.395,10.494,17.001,153.412,32.4,45.904,1009.759,9.854,15.033,122.851,gibsonjoseph,20250920,US,"","","","","","","","",20240729,2026,11,S068,"",100,853174487860035900,X,P041
rioswayne,148.105,B612232735,20250905,2025,"",414.148,4164.022,82.362,203.566,348.541,119.853,360.982,3613.938,66.261,181.238,323.184,millerleah,20250916,CN,"","","","","","","","",20250129,2026,11,S034,"",100,918252617219199128,"",P005
anthonywells,40.862,B343640910,20250526,2023,"",112.745,1145.021,10.333,27.083,221.4,37.86,102.517,1100.266,8.331,23.695,196.832,owilliams,20250707,IN,"","","","","","","","",20250210,2024,03,S097,"",100,436480527339656942,"",P037
dustin91,89.052,B966404840,20230820,2023,X,116.626,1975.984,28.206,27.394,274.278,78.792,99.276,1709.124,25.427,22.297,250.1,jamesgreer,20250214,DE,"","","","","","","","",20260111,2023,09,S092,"",100,498939660606363965,"",P019
pking,52.535,B727903546,20260116,2025,"",101.684,1578.582,20.978,74.418,310.196,43.878,96.294,1348.223,17.089,66.94,269.809,qrivera,20231001,DE,"","","","","","","","",20230812,2025,01,S049,"",100,692286208662691507,X,P012
aliciawillia,72.424,B570019636,20250730,2022,"",202.358,2496.292,26.528,67.725,253.964,61.87,168.889,2420.664,24.415,57.099,233.113,mary74,20241220,CN,"","","","","","","","",20250318,2026,10,S098,"",100,412117543807828636,X,P028
mlang,142.6,B696319069,20251005,2022,"",238.585,3287.236,41.252,71.972,280.969,127.403,221.802,3080.446,34.451,62.522,242.678,walkerbrian,20231028,US,"","","","","","","","",20230723,2026,06,S038,"",100,840415181351126211,X,P011
laurapatel,81.393,B906911456,20250411,2023,X,99.492,2523.009,16.051,125.762,174.684,71.999,80.175,2231.465,13.523,108.915,164.129,natalie15,20241110,DE,"","","","","","","","",20230930,2026,03,S076,"",100,279932403459527137,X,P046
ortegavictor,40.579,B570071713,20230923,2025,X,188.692,2086.886,40.693,90.778,117.586,37.794,160.584,1977.701,36.045,72.892,94.82,james85,20240828,US,"","","","","","","","",20231223,2025,06,S049,"",100,682168188995043309,X,P020
swheeler,121.369,B583057979,20251119,2023,X,123.664,2806.949,26.428,38.183,358.369,110.831,105.631,2646.138,22.353,32.9,336.653,robert94,20250708,DE,"","","","","","","","",20250926,2025,04,S010,"",100,623342542905845941,X,P050
amyross,26.699,B355374074,20240304,2025,X,40.637,802.604,12.051,28.905,59.84,24.403,34.828,749.673,11.331,24.379,50.729,jeffreywolfe,20251122,DE,"","","","","","","","",20251115,2026,02,S070,"",100,232875496113691766,"",P025
jeffreygarre,79.556,B197948329,20250825,2022,"",126.092,2042.755,16.173,50.602,194.61,72.545,103.67,2001.028,13.383,44.841,165.746,jhuffman,20250302,CN,"","","","","","","","",20260117,2025,08,S085,"",100,668886582262197563,X,P031
shaun39,173.231,B115037578,20231116,2024,X,138.591,4808.152,32.794,163.774,260.717,153.056,130.224,4614.704,27.957,154.784,212.113,patrick39,20231122,CN,"","","","","","","","",20251005,2023,04,S018,"",100,226159975329781088,X,P019
ashleynoble,27.025,B711374347,20240308,2023,"",136.353,2666.966,30.497,93.548,140.611,23.244,124.228,2490.627,27.191,85.51,132.238,kellymiller,20240331,DE,"","","","","","","","",20251006,2025,01,S040,"",100,109955178971998957,"",P045
karenjones,60.015,B885453024,20230708,2022,X,259.803,2958.264,22.611,121.119,568.313,52.101,243.43,2831.98,20.026,103.143,485.667,larsonjessic,20251227,DE,"","","","","","","","",20240127,2024,07,S058,"",100,561994133402907127,X,P032
jason76,16.87,B972385956,20251011,2025,X,35.136,561.491,6.539,10.483,51.81,16.018,28.319,544.275,5.9,9.7,48.361,legabriel,20231218,US,"","","","","","","","",20231020,2023,01,S081,"",100,856932303963842816,"",P033
ncarter,23.307,B221924088,20230615,2025,X,144.359,1778.916,32.589,67.692,322.381,19.124,131.404,1590.742,26.621,59.855,264.605,henrytheresa,20250720,US,"","","","","","","","",20240421,2025,02,S024,"",100,557633558881544131,X,P025
cheryl07,80.986,B212485850,20240201,2024,"",95.968,1665.648,21.767,70.883,225.818,66.0,82.964,1552.826,19.866,63.656,199.937,scottrichard,20251205,CN,"","","","","","","","",20250209,2025,11,S010,"",100,248905605299065775,"",P009
