MANDANT,PRUEFLOS,KZART,ZAEHLER,VKATART,VWERKS,VAUSWAHLMG,VCODEGRP,VCODE,VERSIONAM,VERSIONCD,VBEWERTUNG,DBEWERTUNG,VFOLGEAKTI,QKENNZAHL,LTEXTKZ,VNAME,VDATUM,VEZEITERF,VAENAME,VAEDATUM,VEZEITAEN,STAFO,TEILLOS,VORGLFNR
300,900000003146,S,003147,A,PL07,UDSET0146,UDGRP0146,R001,003146,003146,R,0,ACCEPT,46,Y,INSPECTOR_146,20250701,022626,QA_MANAGER_046,20260212,073131,STAT11,003146,00022022
100,900000003147,I,003148,B,PL08,UDSET0147,UDGRP0147,R002,003147,003147,R,0,RETURN,47,N,INSPECTOR_147,20250630,032727,QA_MANAGER_047,20260212,083232,STAT12,003147,00022029
200,900000003148,L,003149,A,PL09,UDSET0148,UDGRP0148,A002,003148,003148,R,0,SCRAP,48,Y,INSPECTOR_148,20250629,042828,QA_MANAGER_048,20260212,093333,STAT13,003148,00022036
300,900000003149,P,003150,B,PL10,UDSET0149,UDGRP0149,A003,003149,003149,R,0,REWORK,49,N,INSPECTOR_149,20250628,052929,QA_MANAGER_049,20260212,103434,STAT14,003149,00022043
100,900000003150,S,003151,A,PL11,UDSET0150,UDGRP0000,A001,003150,003150,R,1,ACCEPT,50,Y,INSPECTOR_150,20250627,063030,QA_MANAGER_050,20260212,113535,STAT00,003150,00022050
200,900000003151,I,003152,B,PL12,UDSET0151,UDGRP0001,R001,003151,003151,R,0,RETURN,51,N,INSPECTOR_151,20250626,073131,QA_MANAGER_051,20260212,123636,STAT01,003151,00022057
300,900000003152,L,003153,A,PL13,UDSET0152,UDGRP0002,R002,003152,003152,R,0,SCRAP,52,Y,INSPECTOR_152,20250625,083232,QA_MANAGER_052,20260212,133737,STAT02,003152,00022064
100,900000003153,P,003154,B,PL14,UDSET0153,UDGRP0003,A002,003153,003153,R,0,REWORK,53,N,INSPECTOR_153,20250624,093333,QA_MANAGER_053,20260212,143838,STAT03,003153,00022071
200,900000003154,S,003155,A,PL15,UDSET0154,UDGRP0004,A003,003154,003154,R,0,ACCEPT,54,Y,INSPECTOR_154,20250623,103434,QA_MANAGER_054,20260212,153939,STAT04,003154,00022078
300,900000003155,I,003156,B,PL16,UDSET0155,UDGRP0005,A001,003155,003155,R,0,RETURN,55,N,INSPECTOR_155,20250622,113535,QA_MANAGER_055,20260212,164040,STAT05,003155,00022085
100,900000003156,L,003157,A,PL17,UDSET0156,UDGRP0006,R001,003156,003156,R,0,SCRAP,56,Y,INSPECTOR_156,20250621,123636,QA_MANAGER_056,20260212,174141,STAT06,003156,00022092
200,900000003157,P,003158,B,PL18,UDSET0157,UDGRP0007,R002,003157,003157,R,1,REWORK,57,N,INSPECTOR_157,20250620,133737,QA_MANAGER_057,20260212,184242,STAT07,003157,00022099
300,900000003158,S,003159,A,PL19,UDSET0158,UDGRP0008,A002,003158,003158,R,0,ACCEPT,58,Y,INSPECTOR_158,20250619,143838,QA_MANAGER_058,20260212,194343,STAT08,003158,00022106
100,900000003159,I,003160,B,PL20,UDSET0159,UDGRP0009,A003,003159,003159,R,0,RETURN,59,N,INSPECTOR_159,20250618,153939,QA_MANAGER_059,20260212,204444,STAT09,003159,00022113
200,900000003160,L,003161,A,PL01,UDSET0160,UDGRP0010,A001,003160,003160,R,0,SCRAP,60,Y,INSPECTOR_160,20250617,164040,QA_MANAGER_060,20260212,214545,STAT10,003160,00022120
300,900000003161,P,003162,B,PL02,UDSET0161,UDGRP0011,R001,003161,003161,A,0,REWORK,61,N,INSPECTOR_161,20250616,174141,QA_MANAGER_061,20260212,224646,STAT11,003161,00022127
100,900000003162,S,003163,A,PL03,UDSET0162,UDGRP0012,R002,003162,003162,A,0,ACCEPT,62,Y,INSPECTOR_162,20250615,184242,QA_MANAGER_062,20260212,234747,STAT12,003162,00022134
200,900000003163,I,003164,B,PL04,UDSET0163,UDGRP0013,A002,003163,003163,A,0,RETURN,63,N,INSPECTOR_163,20250614,194343,QA_MANAGER_063,20260212,004848,STAT13,003163,00022141
300,900000003164,L,003165,A,PL05,UDSET0164,UDGRP0014,A003,003164,003164,A,1,SCRAP,64,Y,INSPECTOR_164,20250613,204444,QA_MANAGER_064,20260212,014949,STAT14,003164,00022148
100,900000003165,P,003166,B,PL06,UDSET0165,UDGRP0015,A001,003165,003165,A,0,REWORK,65,N,INSPECTOR_165,20250612,214545,QA_MANAGER_065,20260212,025050,STAT00,003165,00022155
200,900000003166,S,003167,A,PL07,UDSET0166,UDGRP0016,R001,003166,003166,A,0,ACCEPT,66,Y,INSPECTOR_166,20250611,224646,QA_MANAGER_066,20260212,035151,STAT01,003166,00022162
300,900000003167,I,003168,B,PL08,UDSET0167,UDGRP0017,R002,003167,003167,A,0,RETURN,67,N,INSPECTOR_167,20250610,234747,QA_MANAGER_067,20260212,045252,STAT02,003167,00022169
100,900000003168,L,003169,A,PL09,UDSET0168,UDGRP0018,A002,003168,003168,A,0,SCRAP,68,Y,INSPECTOR_168,20250609,004848,QA_MANAGER_068,20260212,055353,STAT03,003168,00022176
200,900000003169,P,003170,B,PL10,UDSET0169,UDGRP0019,A003,003169,003169,A,0,REWORK,69,N,INSPECTOR_169,20250608,014949,QA_MANAGER_069,20260212,065454,STAT04,003169,00022183
300,900000003170,S,003171,A,PL11,UDSET0170,UDGRP0020,A001,003170,003170,A,0,ACCEPT,70,Y,INSPECTOR_170,20250607,025050,QA_MANAGER_070,20260212,075555,STAT05,003170,00022190
100,900000003171,I,003172,B,PL12,UDSET0171,UDGRP0021,R001,003171,003171,A,1,RETURN,71,N,INSPECTOR_171,20250606,035151,QA_MANAGER_071,20260212,085656,STAT06,003171,00022197
200,900000003172,L,003173,A,PL13,UDSET0172,UDGRP0022,R002,003172,003172,A,0,SCRAP,72,Y,INSPECTOR_172,20250605,045252,QA_MANAGER_072,20260212,095757,STAT07,003172,00022204
300,900000003173,P,003174,B,PL14,UDSET0173,UDGRP0023,A002,003173,003173,A,0,REWORK,73,N,INSPECTOR_173,20250604,055353,QA_MANAGER_073,20260212,105858,STAT08,003173,00022211
100,900000003174,S,003175,A,PL15,UDSET0174,UDGRP0024,A003,003174,003174,A,0,ACCEPT,74,Y,INSPECTOR_174,20250603,065454,QA_MANAGER_074,20260212,115959,STAT09,003174,00022218
200,900000003175,I,003176,B,PL16,UDSET0175,UDGRP0025,A001,003175,003175,A,0,RETURN,75,N,INSPECTOR_175,20250602,075555,QA_MANAGER_075,20260212,120000,STAT10,003175,00022225
300,900000003176,L,003177,A,PL17,UDSET0176,UDGRP0026,R001,003176,003176,A,0,SCRAP,76,Y,INSPECTOR_176,20250601,085656,QA_MANAGER_076,20260212,130101,STAT11,003176,00022232
100,900000003177,P,003178,B,PL18,UDSET0177,UDGRP0027,R002,003177,003177,A,0,REWORK,77,N,INSPECTOR_177,20250531,095757,QA_MANAGER_077,20260212,140202,STAT12,003177,00022239
200,900000003178,S,003179,A,PL19,UDSET0178,UDGRP0028,A002,003178,003178,A,1,ACCEPT,78,Y,INSPECTOR_178,20250530,105858,QA_MANAGER_078,20260212,150303,STAT13,003178,00022246
300,900000003179,I,003180,B,PL20,UDSET0179,UDGRP0029,A003,003179,003179,A,0,RETURN,79,N,INSPECTOR_179,20250529,115959,QA_MANAGER_079,20260212,160404,STAT14,003179,00022253
100,900000003180,L,003181,A,PL01,UDSET0180,UDGRP0030,A001,003180,003180,A,0,SCRAP,80,Y,INSPECTOR_180,20250528,120000,QA_MANAGER_080,20260212,170505,STAT00,003180,00022260
200,900000003181,P,003182,B,PL02,UDSET0181,UDGRP0031,R001,003181,003181,A,0,REWORK,81,N,INSPECTOR_181,20250527,130101,QA_MANAGER_081,20260212,180606,STAT01,003181,00022267
300,900000003182,S,003183,A,PL03,UDSET0182,UDGRP0032,R002,003182,003182,A,0,ACCEPT,82,Y,INSPECTOR_182,20250526,140202,QA_MANAGER_082,20260212,190707,STAT02,003182,00022274
100,900000003183,I,003184,B,PL04,UDSET0183,UDGRP0033,A002,003183,003183,A,0,RETURN,83,N,INSPECTOR_183,20250525,150303,QA_MANAGER_083,20260212,200808,STAT03,003183,00022281
200,900000003184,L,003185,A,PL05,UDSET0184,UDGRP0034,A003,003184,003184,A,0,SCRAP,84,Y,INSPECTOR_184,20250524,160404,QA_MANAGER_084,20260212,210909,STAT04,003184,00022288
300,900000003185,P,003186,B,PL06,UDSET0185,UDGRP0035,A001,003185,003185,A,1,REWORK,85,N,INSPECTOR_185,20250523,170505,QA_MANAGER_085,20260212,221010,STAT05,003185,00022295
100,900000003186,S,003187,A,PL07,UDSET0186,UDGRP0036,R001,003186,003186,A,0,ACCEPT,86,Y,INSPECTOR_186,20250522,180606,QA_MANAGER_086,20260212,231111,STAT06,003186,00022302
200,900000003187,I,003188,B,PL08,UDSET0187,UDGRP0037,R002,003187,003187,A,0,RETURN,87,N,INSPECTOR_187,20250521,190707,QA_MANAGER_087,20260212,001212,STAT07,003187,00022309
300,900000003188,L,003189,A,PL09,UDSET0188,UDGRP0038,A002,003188,003188,A,0,SCRAP,88,Y,INSPECTOR_188,20250520,200808,QA_MANAGER_088,20260212,011313,STAT08,003188,00022316
100,900000003189,P,003190,B,PL10,UDSET0189,UDGRP0039,A003,003189,003189,A,0,REWORK,89,N,INSPECTOR_189,20250519,210909,QA_MANAGER_089,20260212,021414,STAT09,003189,00022323
200,900000003190,S,003191,A,PL11,UDSET0190,UDGRP0040,A001,003190,003190,A,0,ACCEPT,90,Y,INSPECTOR_190,20250518,221010,QA_MANAGER_090,20260212,031515,STAT10,003190,00022330
300,900000003191,I,003192,B,PL12,UDSET0191,UDGRP0041,R001,003191,003191,A,0,RETURN,91,N,INSPECTOR_191,20250517,231111,QA_MANAGER_091,20260212,041616,STAT11,003191,00022337
100,900000003192,L,003193,A,PL13,UDSET0192,UDGRP0042,R002,003192,003192,A,1,SCRAP,92,Y,INSPECTOR_192,20250516,001212,QA_MANAGER_092,20260212,051717,STAT12,003192,00022344
200,900000003193,P,003194,B,PL14,UDSET0193,UDGRP0043,A002,003193,003193,A,0,REWORK,93,N,INSPECTOR_193,20250515,011313,QA_MANAGER_093,20260212,061818,STAT13,003193,00022351
300,900000003194,S,003195,A,PL15,UDSET0194,UDGRP0044,A003,003194,003194,A,0,ACCEPT,94,Y,INSPECTOR_194,20250514,021414,QA_MANAGER_094,20260212,071919,STAT14,003194,00022358
100,900000003195,I,003196,B,PL16,UDSET0195,UDGRP0045,A001,003195,003195,A,0,RETURN,95,N,INSPECTOR_195,20250513,031515,QA_MANAGER_095,20260212,082020,STAT00,003195,00022365
200,900000003196,L,003197,A,PL17,UDSET0196,UDGRP0046,R001,003196,003196,A,0,SCRAP,96,Y,INSPECTOR_196,20250512,041616,QA_MANAGER_096,20260212,092121,STAT01,003196,00022372
300,900000003197,P,003198,B,PL18,UDSET0197,UDGRP0047,R002,003197,003197,A,0,REWORK,97,N,INSPECTOR_197,20250511,051717,QA_MANAGER_097,20260212,102222,STAT02,003197,00022379
100,900000003198,S,003199,A,PL19,UDSET0198,UDGRP0048,A002,003198,003198,A,0,ACCEPT,98,Y,INSPECTOR_198,20250510,061818,QA_MANAGER_098,20260212,112323,STAT03,003198,00022386
200,900000003199,I,003200,B,PL20,UDSET0199,UDGRP0049,A003,003199,003199,A,1,RETURN,99,N,INSPECTOR_199,20250509,071919,QA_MANAGER_099,20260212,122424,STAT04,003199,00022393
300,900000003200,L,003201,A,PL01,UDSET0200,UDGRP0050,A001,003200,003200,R,0,SCRAP,0,Y,INSPECTOR_000,20250508,082020,QA_MANAGER_000,20260212,132525,STAT05,003200,00022400
100,900000003201,P,003202,B,PL02,UDSET0201,UDGRP0051,R001,003201,003201,R,0,REWORK,1,N,INSPECTOR_001,20250507,092121,QA_MANAGER_001,20260212,142626,STAT06,003201,00022407
200,900000003202,S,003203,A,PL03,UDSET0202,UDGRP0052,R002,003202,003202,R,0,ACCEPT,2,Y,INSPECTOR_002,20250506,102222,QA_MANAGER_002,20260212,152727,STAT07,003202,00022414
300,900000003203,I,003204,B,PL04,UDSET0203,UDGRP0053,A002,003203,003203,R,0,RETURN,3,N,INSPECTOR_003,20250505,112323,QA_MANAGER_003,20260212,162828,STAT08,003203,00022421
100,900000003204,L,003205,A,PL05,UDSET0204,UDGRP0054,A003,003204,003204,R,0,SCRAP,4,Y,INSPECTOR_004,20250504,122424,QA_MANAGER_004,20260212,172929,STAT09,003204,00022428
200,900000003205,P,003206,B,PL06,UDSET0205,UDGRP0055,A001,003205,003205,R,0,REWORK,5,N,INSPECTOR_005,20250503,132525,QA_MANAGER_005,20260212,183030,STAT10,003205,00022435
300,900000003206,S,003207,A,PL07,UDSET0206,UDGRP0056,R001,003206,003206,R,1,ACCEPT,6,Y,INSPECTOR_006,20250502,142626,QA_MANAGER_006,20260212,193131,STAT11,003206,00022442
100,900000003207,I,003208,B,PL08,UDSET0207,UDGRP0057,R002,003207,003207,R,0,RETURN,7,N,INSPECTOR_007,20250501,152727,QA_MANAGER_007,20260212,203232,STAT12,003207,00022449
200,900000003208,L,003209,A,PL09,UDSET0208,UDGRP0058,A002,003208,003208,R,0,SCRAP,8,Y,INSPECTOR_008,20250430,162828,QA_MANAGER_008,20260212,213333,STAT13,003208,00022456
300,900000003209,P,003210,B,PL10,UDSET0209,UDGRP0059,A003,003209,003209,R,0,REWORK,9,N,INSPECTOR_009,20250429,172929,QA_MANAGER_009,20260212,223434,STAT14,003209,00022463
100,900000003210,S,003211,A,PL11,UDSET0210,UDGRP0060,A001,003210,003210,R,0,ACCEPT,10,Y,INSPECTOR_010,20250428,183030,QA_MANAGER_010,20260212,233535,STAT00,003210,00022470
200,900000003211,I,003212,B,PL12,UDSET0211,UDGRP0061,R001,003211,003211,R,0,RETURN,11,N,INSPECTOR_011,20250427,193131,QA_MANAGER_011,20260212,003636,STAT01,003211,00022477
300,900000003212,L,003213,A,PL13,UDSET0212,UDGRP0062,R002,003212,003212,R,0,SCRAP,12,Y,INSPECTOR_012,20250426,203232,QA_MANAGER_012,20260212,013737,STAT02,003212,00022484
100,900000003213,P,003214,B,PL14,UDSET0213,UDGRP0063,A002,003213,003213,R,1,REWORK,13,N,INSPECTOR_013,20250425,213333,QA_MANAGER_013,20260212,023838,STAT03,003213,00022491
200,900000003214,S,003215,A,PL15,UDSET0214,UDGRP0064,A003,003214,003214,R,0,ACCEPT,14,Y,INSPECTOR_014,20250424,223434,QA_MANAGER_014,20260212,033939,STAT04,003214,00022498
300,900000003215,I,003216,B,PL16,UDSET0215,UDGRP0065,A001,003215,003215,R,0,RETURN,15,N,INSPECTOR_015,20250423,233535,QA_MANAGER_015,20260212,044040,STAT05,003215,00022505
100,900000003216,L,003217,A,PL17,UDSET0216,UDGRP0066,R001,003216,003216,R,0,SCRAP,16,Y,INSPECTOR_016,20250422,003636,QA_MANAGER_016,20260212,054141,STAT06,003216,00022512
200,900000003217,P,003218,B,PL18,UDSET0217,UDGRP0067,R002,003217,003217,R,0,REWORK,17,N,INSPECTOR_017,20250421,013737,QA_MANAGER_017,20260212,064242,STAT07,003217,00022519
300,900000003218,S,003219,A,PL19,UDSET0218,UDGRP0068,A002,003218,003218,R,0,ACCEPT,18,Y,INSPECTOR_018,20250420,023838,QA_MANAGER_018,20260212,074343,STAT08,003218,00022526
100,900000003219,I,003220,B,PL20,UDSET0219,UDGRP0069,A003,003219,003219,R,0,RETURN,19,N,INSPECTOR_019,20250419,033939,QA_MANAGER_019,20260212,084444,STAT09,003219,00022533
200,900000003220,L,003221,A,PL01,UDSET0220,UDGRP0070,A001,003220,003220,R,1,SCRAP,20,Y,INSPECTOR_020,20250418,044040,QA_MANAGER_020,20260212,094545,STAT10,003220,00022540
300,900000003221,P,003222,B,PL02,UDSET0221,UDGRP0071,R001,003221,003221,R,0,REWORK,21,N,INSPECTOR_021,20250417,054141,QA_MANAGER_021,20260212,104646,STAT11,003221,00022547
100,900000003222,S,003223,A,PL03,UDSET0222,UDGRP0072,R002,003222,003222,R,0,ACCEPT,22,Y,INSPECTOR_022,20250416,064242,QA_MANAGER_022,20260212,114747,STAT12,003222,00022554
200,900000003223,I,003224,B,PL04,UDSET0223,UDGRP0073,A002,003223,003223,R,0,RETURN,23,N,INSPECTOR_023,20250415,074343,QA_MANAGER_023,20260212,124848,STAT13,003223,00022561
300,900000003224,L,003225,A,PL05,UDSET0224,UDGRP0074,A003,003224,003224,R,0,SCRAP,24,Y,INSPECTOR_024,20250414,084444,QA_MANAGER_024,20260212,134949,STAT14,003224,00022568
100,900000003225,P,003226,B,PL06,UDSET0225,UDGRP0075,A001,003225,003225,R,0,REWORK,25,N,INSPECTOR_025,20250413,094545,QA_MANAGER_025,20260212,145050,STAT00,003225,00022575
200,900000003226,S,003227,A,PL07,UDSET0226,UDGRP0076,R001,003226,003226,R,0,ACCEPT,26,Y,INSPECTOR_026,20250412,104646,QA_MANAGER_026,20260212,155151,STAT01,003226,00022582
300,900000003227,I,003228,B,PL08,UDSET0227,UDGRP0077,R002,003227,003227,R,1,RETURN,27,N,INSPECTOR_027,20250411,114747,QA_MANAGER_027,20260212,165252,STAT02,003227,00022589
100,900000003228,L,003229,A,PL09,UDSET0228,UDGRP0078,A002,003228,003228,R,0,SCRAP,28,Y,INSPECTOR_028,20250410,124848,QA_MANAGER_028,20260212,175353,STAT03,003228,00022596
200,900000003229,P,003230,B,PL10,UDSET0229,UDGRP0079,A003,003229,003229,R,0,REWORK,29,N,INSPECTOR_029,20250409,134949,QA_MANAGER_029,20260212,185454,STAT04,003229,00022603
300,900000003230,S,003231,A,PL11,UDSET0230,UDGRP0080,A001,003230,003230,R,0,ACCEPT,30,Y,INSPECTOR_030,20250408,145050,QA_MANAGER_030,20260212,195555,STAT05,003230,00022610
100,900000003231,I,003232,B,PL12,UDSET0231,UDGRP0081,R001,003231,003231,R,0,RETURN,31,N,INSPECTOR_031,20250407,155151,QA_MANAGER_031,20260212,205656,STAT06,003231,00022617
200,900000003232,L,003233,A,PL13,UDSET0232,UDGRP0082,R002,003232,003232,R,0,SCRAP,32,Y,INSPECTOR_032,20250406,165252,QA_MANAGER_032,20260212,215757,STAT07,003232,00022624
300,900000003233,P,003234,B,PL14,UDSET0233,UDGRP0083,A002,003233,003233,R,0,REWORK,33,N,INSPECTOR_033,20250405,175353,QA_MANAGER_033,20260212,225858,STAT08,003233,00022631
100,900000003234,S,003235,A,PL15,UDSET0234,UDGRP0084,A003,003234,003234,R,1,ACCEPT,34,Y,INSPECTOR_034,20250404,185454,QA_MANAGER_034,20260212,235959,STAT09,003234,00022638
200,900000003235,I,003236,B,PL16,UDSET0235,UDGRP0085,A001,003235,003235,R,0,RETURN,35,N,INSPECTOR_035,20250403,195555,QA_MANAGER_035,20260212,000000,STAT10,003235,00022645
300,900000003236,L,003237,A,PL17,UDSET0236,UDGRP0086,R001,003236,003236,R,0,SCRAP,36,Y,INSPECTOR_036,20250402,205656,QA_MANAGER_036,20260212,010101,STAT11,003236,00022652
100,900000003237,P,003238,B,PL18,UDSET0237,UDGRP0087,R002,003237,003237,R,0,REWORK,37,N,INSPECTOR_037,20250401,215757,QA_MANAGER_037,20260212,020202,STAT12,003237,00022659
200,900000003238,S,003239,A,PL19,UDSET0238,UDGRP0088,A002,003238,003238,R,0,ACCEPT,38,Y,INSPECTOR_038,20250331,225858,QA_MANAGER_038,20260212,030303,STAT13,003238,00022666
300,900000003239,I,003240,B,PL20,UDSET0239,UDGRP0089,A003,003239,003239,R,0,RETURN,39,N,INSPECTOR_039,20250330,235959,QA_MANAGER_039,20260212,040404,STAT14,003239,00022673
100,900000003240,L,003241,A,PL01,UDSET0240,UDGRP0090,A001,003240,003240,R,0,SCRAP,40,Y,INSPECTOR_040,20250329,000000,QA_MANAGER_040,20260212,050505,STAT00,003240,00022680
200,900000003241,P,003242,B,PL02,UDSET0241,UDGRP0091,R001,003241,003241,R,1,REWORK,41,N,INSPECTOR_041,20250328,010101,QA_MANAGER_041,20260212,060606,STAT01,003241,00022687
300,900000003242,S,003243,A,PL03,UDSET0242,UDGRP0092,R002,003242,003242,R,0,ACCEPT,42,Y,INSPECTOR_042,20250327,020202,QA_MANAGER_042,20260212,070707,STAT02,003242,00022694
100,900000003243,I,003244,B,PL04,UDSET0243,UDGRP0093,A002,003243,003243,R,0,RETURN,43,N,INSPECTOR_043,20250326,030303,QA_MANAGER_043,20260212,080808,STAT03,003243,00022701
200,900000003244,L,003245,A,PL05,UDSET0244,UDGRP0094,A003,003244,003244,R,0,SCRAP,44,Y,INSPECTOR_044,20250325,040404,QA_MANAGER_044,20260212,090909,STAT04,003244,00022708
300,900000003245,P,003246,B,PL06,UDSET0245,UDGRP0095,A001,003245,003245,R,0,REWORK,45,N,INSPECTOR_045,20250324,050505,QA_MANAGER_045,20260212,101010,STAT05,003245,00022715
100,900000003246,S,003247,A,PL07,UDSET0246,UDGRP0096,R001,003246,003246,R,0,ACCEPT,46,Y,INSPECTOR_046,20250323,060606,QA_MANAGER_046,20260212,111111,STAT06,003246,00022722
200,900000003247,I,003248,B,PL08,UDSET0247,UDGRP0097,R002,003247,003247,R,0,RETURN,47,N,INSPECTOR_047,20250322,070707,QA_MANAGER_047,20260212,121212,STAT07,003247,00022729
300,900000003248,L,003249,A,PL09,UDSET0248,UDGRP0098,A002,003248,003248,R,1,SCRAP,48,Y,INSPECTOR_048,20250321,080808,QA_MANAGER_048,20260212,131313,STAT08,003248,00022736
100,900000003249,P,003250,B,PL10,UDSET0249,UDGRP0099,A003,003249,003249,R,0,REWORK,49,N,INSPECTOR_049,20250320,090909,QA_MANAGER_049,20260212,141414,STAT09,003249,00022743
200,900000003250,S,003251,A,PL11,UDSET0250,UDGRP0100,A001,003250,003250,R,0,ACCEPT,50,Y,INSPECTOR_050,20250319,101010,QA_MANAGER_050,20260212,151515,STAT10,003250,00022750
300,900000003251,I,003252,B,PL12,UDSET0251,UDGRP0101,R001,003251,003251,R,0,RETURN,51,N,INSPECTOR_051,20250318,111111,QA_MANAGER_051,20260212,161616,STAT11,003251,00022757
100,900000003252,L,003253,A,PL13,UDSET0252,UDGRP0102,R002,003252,003252,R,0,SCRAP,52,Y,INSPECTOR_052,20250317,121212,QA_MANAGER_052,20260212,171717,STAT12,003252,00022764
200,900000003253,P,003254,B,PL14,UDSET0253,UDGRP0103,A002,003253,003253,R,0,REWORK,53,N,INSPECTOR_053,20250316,131313,QA_MANAGER_053,20260212,181818,STAT13,003253,00022771
300,900000003254,S,003255,A,PL15,UDSET0254,UDGRP0104,A003,003254,003254,R,0,ACCEPT,54,Y,INSPECTOR_054,20250315,141414,QA_MANAGER_054,20260212,191919,STAT14,003254,00022778
100,900000003255,I,003256,B,PL16,UDSET0255,UDGRP0105,A001,003255,003255,R,1,RETURN,55,N,INSPECTOR_055,20250314,151515,QA_MANAGER_055,20260212,202020,STAT00,003255,00022785
200,900000003256,L,003257,A,PL17,UDSET0256,UDGRP0106,R001,003256,003256,R,0,SCRAP,56,Y,INSPECTOR_056,20250313,161616,QA_MANAGER_056,20260212,212121,STAT01,003256,00022792
300,900000003257,P,003258,B,PL18,UDSET0257,UDGRP0107,R002,003257,003257,R,0,REWORK,57,N,INSPECTOR_057,20250312,171717,QA_MANAGER_057,20260212,222222,STAT02,003257,00022799
100,900000003258,S,003259,A,PL19,UDSET0258,UDGRP0108,A002,003258,003258,R,0,ACCEPT,58,Y,INSPECTOR_058,20250311,181818,QA_MANAGER_058,20260212,232323,STAT03,003258,00022806
200,900000003259,I,003260,B,PL20,UDSET0259,UDGRP0109,A003,003259,003259,R,0,RETURN,59,N,INSPECTOR_059,20250310,191919,QA_MANAGER_059,20260212,002424,STAT04,003259,00022813
300,900000003260,L,003261,A,PL01,UDSET0260,UDGRP0110,A001,003260,003260,R,0,SCRAP,60,Y,INSPECTOR_060,20250309,202020,QA_MANAGER_060,20260212,012525,STAT05,003260,00022820
100,900000003261,P,003262,B,PL02,UDSET0261,UDGRP0111,R001,003261,003261,A,0,REWORK,61,N,INSPECTOR_061,20250308,212121,QA_MANAGER_061,20260212,022626,STAT06,003261,00022827
200,900000003262,S,003263,A,PL03,UDSET0262,UDGRP0112,R002,003262,003262,A,1,ACCEPT,62,Y,INSPECTOR_062,20250307,222222,QA_MANAGER_062,20260212,032727,STAT07,003262,00022834
300,900000003263,I,003264,B,PL04,UDSET0263,UDGRP0113,A002,003263,003263,A,0,RETURN,63,N,INSPECTOR_063,20250306,232323,QA_MANAGER_063,20260212,042828,STAT08,003263,00022841
100,900000003264,L,003265,A,PL05,UDSET0264,UDGRP0114,A003,003264,003264,A,0,SCRAP,64,Y,INSPECTOR_064,20250305,002424,QA_MANAGER_064,20260212,052929,STAT09,003264,00022848
200,900000003265,P,003266,B,PL06,UDSET0265,UDGRP0115,A001,003265,003265,A,0,REWORK,65,N,INSPECTOR_065,20250304,012525,QA_MANAGER_065,20260212,063030,STAT10,003265,00022855
300,900000003266,S,003267,A,PL07,UDSET0266,UDGRP0116,R001,003266,003266,A,0,ACCEPT,66,Y,INSPECTOR_066,20250303,022626,QA_MANAGER_066,20260212,073131,STAT11,003266,00022862
100,900000003267,I,003268,B,PL08,UDSET0267,UDGRP0117,R002,003267,003267,A,0,RETURN,67,N,INSPECTOR_067,20250302,032727,QA_MANAGER_067,20260212,083232,STAT12,003267,00022869
200,900000003268,L,003269,A,PL09,UDSET0268,UDGRP0118,A002,003268,003268,A,0,SCRAP,68,Y,INSPECTOR_068,20250301,042828,QA_MANAGER_068,20260212,093333,STAT13,003268,00022876
300,900000003269,P,003270,B,PL10,UDSET0269,UDGRP0119,A003,003269,003269,A,1,REWORK,69,N,INSPECTOR_069,20250228,052929,QA_MANAGER_069,20260212,103434,STAT14,003269,00022883
100,900000003270,S,003271,A,PL11,UDSET0270,UDGRP0120,A001,003270,003270,A,0,ACCEPT,70,Y,INSPECTOR_070,20250227,063030,QA_MANAGER_070,20260212,113535,STAT00,003270,00022890
200,900000003271,I,003272,B,PL12,UDSET0271,UDGRP0121,R001,003271,003271,A,0,RETURN,71,N,INSPECTOR_071,20250226,073131,QA_MANAGER_071,20260212,123636,STAT01,003271,00022897
300,900000003272,L,003273,A,PL13,UDSET0272,UDGRP0122,R002,003272,003272,A,0,SCRAP,72,Y,INSPECTOR_072,20250225,083232,QA_MANAGER_072,20260212,133737,STAT02,003272,00022904
100,900000003273,P,003274,B,PL14,UDSET0273,UDGRP0123,A002,003273,003273,A,0,REWORK,73,N,INSPECTOR_073,20250224,093333,QA_MANAGER_073,20260212,143838,STAT03,003273,00022911
200,900000003274,S,003275,A,PL15,UDSET0274,UDGRP0124,A003,003274,003274,A,0,ACCEPT,74,Y,INSPECTOR_074,20250223,103434,QA_MANAGER_074,20260212,153939,STAT04,003274,00022918
300,900000003275,I,003276,B,PL16,UDSET0275,UDGRP0125,A001,003275,003275,A,0,RETURN,75,N,INSPECTOR_075,20250222,113535,QA_MANAGER_075,20260212,164040,STAT05,003275,00022925
