AUSME,AUSSS,BESKZ,BSTMA,BSTMI,BWTTY,DISGR,DISMM,DISPO,DISPR,EISBE,EISLO,EKGRP,HERKL,KAUTB,KORDB,KZKRI,LAGPR,LFGJA,LFMON,LGPRO,LOSFX,LVORM,MAABC,MABST,MANDT,MATNR,MINBE,MMSTA,MMSTD,MTVER,PERKZ,PLIFZ,PRCTR,PSTAT,SERNP,STAWN,TARGET_STOCK,TRAME,VINT1,VINT2,VRMOD,WEBAZ,WERKS,XCHAR,XMCNG
EA,4.81,F,838.468,243.059,X,G09,PD,714,1157,83.244,116.822,029,DE,X,"","",2,2023,05,S034,48.37,"",C,838.468,100,408169025864126518,243.059,03,20220323,M002,D,39,3052282070,K,S892,22919019445074497,198.535,19.669,006,000,3,9,P010,X,""
L,4.68,F,795.483,198.004,X,G02,PD,716,1077,76.751,47.914,081,CN,X,"",X,1,2022,11,S023,134.0,"",B,795.483,100,710632166112111814,198.004,02,20221224,M004,D,31,2547198138,K,S182,16368226327269520,140.875,42.671,010,004,1,5,P041,"",""
KG,0.32,X,1679.444,352.729,X,G19,ND,231,3727,109.021,60.963,050,DE,"","",X,2,2024,09,S017,160.3,"",C,1679.444,100,920728002785773668,352.729,01,20220617,M005,W,20,1208194185,K,S310,59100136081718668,476.875,71.999,025,004,3,10,P015,X,X
EA,0.48,E,463.967,128.139,"",G12,VB,586,8255,51.395,102.327,031,DE,"","",X,3,2023,07,S030,112.51,"",A,463.967,100,169733709689088167,128.139,03,20250731,M019,W,8,4720331710,K,S753,54894605320123211,326.826,18.751,023,002,3,2,P021,X,X
KG,2.85,E,1089.91,230.684,"",G07,PD,542,1080,54.21,145.608,075,CN,"","","",3,2022,05,S028,134.44,"",A,1089.91,100,444297186932977312,230.684,02,20220314,M004,D,43,5126637070,K,S160,12354007140401477,87.074,72.398,009,023,1,5,P014,X,""
L,1.54,E,1373.086,277.792,"",G09,ND,425,9534,132.254,44.093,089,IN,"",X,"",2,2025,09,S007,122.29,"",B,1373.086,100,305548940124723858,277.792,01,20231111,M009,M,14,4246618710,K,S740,70210486538950435,238.955,92.969,004,028,2,2,P008,X,""
KG,0.72,F,118.854,55.49,X,G06,PD,811,4385,26.396,72.708,093,US,"","","",3,2024,05,S001,141.95,"",C,118.854,100,510293587726710643,55.49,01,20240202,M006,W,3,7637699911,K,S125,47230256027486961,152.364,88.424,022,021,3,4,P034,X,X
EA,0.68,E,1334.451,273.994,X,G09,PD,205,4265,104.932,188.64,097,CN,"","",X,2,2026,01,S006,104.22,"",A,1334.451,100,959662660378227657,273.994,02,20221023,M016,M,50,7358173136,K,S906,18769942749899266,321.784,19.605,008,009,2,7,P036,"",""
EA,1.16,X,1428.767,464.951,"",G05,ND,189,8602,122.375,6.601,057,US,"",X,X,3,2026,01,S020,109.09,"",B,1428.767,100,315378740846874467,464.951,01,20251219,M014,W,60,6147780542,K,S490,86274930815656410,493.689,7.137,020,000,2,2,P030,X,X
EA,3.95,F,1308.546,273.263,"",G18,ND,153,3404,68.802,101.92,003,CN,X,X,"",1,2024,05,S027,76.64,"",C,1308.546,100,485008293263503485,273.263,02,20230714,M015,M,48,8363269756,K,S973,93030967103170054,329.602,77.2,018,016,3,4,P018,X,""
KG,2.07,X,823.627,250.352,X,G10,PD,242,1605,114.738,93.788,048,DE,X,X,X,3,2022,04,S003,73.68,"",C,823.627,100,905437945287958083,250.352,01,20221004,M002,M,22,1791229249,K,S982,81382977862757831,249.638,4.991,017,028,3,7,P039,"",X
EA,2.1,E,905.418,195.529,X,G11,ND,935,7089,47.603,136.882,098,IN,"",X,"",3,2026,05,S018,158.05,"",B,905.418,100,725371812336251119,195.529,03,20250801,M014,M,25,9455331709,K,S745,36700364427482252,280.431,37.167,027,010,1,3,P021,X,X
L,0.12,E,858.634,292.326,X,G17,PD,755,7560,98.614,177.469,048,US,"","","",2,2025,06,S012,60.83,"",C,858.634,100,537366501538784531,292.326,02,20221127,M012,M,20,5687070735,K,S742,43724657989583878,173.611,98.073,023,026,3,9,P047,X,""
KG,1.8,E,1647.027,421.239,X,G20,ND,789,6175,149.981,182.654,038,DE,X,X,"",1,2026,09,S017,191.44,"",C,1647.027,100,422470375151956387,421.239,02,20221104,M017,D,31,3184117046,K,S254,32778307274211491,457.426,57.387,011,029,2,10,P032,X,X
EA,0.28,F,265.158,81.599,X,G13,PD,297,1874,29.498,99.35,081,CN,X,"",X,1,2025,06,S007,84.38,"",A,265.158,100,316469235850591843,81.599,01,20230215,M003,M,58,7753334842,K,S244,63624930813857044,249.111,73.744,002,006,2,10,P049,X,""
EA,0.57,F,1189.576,436.042,"",G20,VB,630,8782,115.072,194.917,081,US,"",X,"",1,2026,10,S012,91.68,"",C,1189.576,100,767809442886145477,436.042,02,20220130,M005,D,11,1247963640,K,S196,78672320585616768,367.967,33.101,007,030,2,1,P014,"",X
KG,4.18,X,1852.256,391.858,"",G09,PD,392,1972,155.51,9.604,008,DE,X,X,"",1,2026,10,S018,171.27,"",C,1852.256,100,458420396477778258,391.858,02,20220121,M016,M,22,3491935296,K,S636,58036607738645969,354.247,8.546,020,018,3,3,P012,X,""
L,1.22,F,178.598,45.051,X,G03,PD,790,1899,20.097,6.17,057,IN,X,X,"",1,2026,04,S003,25.19,"",C,178.598,100,338486037853908762,45.051,02,20230918,M013,W,19,4897396978,K,S552,19554243801996100,240.661,51.746,011,029,2,5,P047,"",""
L,1.6,F,398.658,122.338,"",G05,PD,618,7190,43.67,28.726,022,CN,X,X,"",2,2025,09,S023,63.99,"",B,398.658,100,857540145835355464,122.338,02,20230626,M003,M,27,1794712919,K,S211,20050298506483323,94.136,89.734,022,025,3,2,P043,"",X
M,1.65,E,195.614,53.733,"",G16,PD,327,1526,20.104,67.457,019,CN,"","",X,3,2025,04,S022,143.29,"",A,195.614,100,479550160296008149,53.733,03,20250602,M012,W,39,6801770783,K,S744,41663424304772683,466.691,76.859,021,027,2,8,P010,"",""
L,4.0,E,1483.33,311.27,X,G06,PD,225,5125,116.213,171.993,083,CN,X,"",X,1,2023,01,S017,171.39,"",B,1483.33,100,631813095956997658,311.27,02,20250714,M007,M,26,6023323962,K,S735,62004076637726182,198.338,29.903,024,021,3,7,P035,X,X
M,3.28,E,45.526,21.352,X,G05,PD,751,3680,6.219,21.786,090,CN,X,"","",1,2024,02,S022,181.71,"",B,45.526,100,762786427749860080,21.352,03,20240629,M010,W,60,2732570136,K,S772,38694519093286851,418.471,32.317,004,007,2,1,P022,"",X
EA,0.58,E,184.941,76.376,"",G09,VB,711,6088,24.805,139.21,028,DE,"",X,X,3,2023,05,S002,107.02,"",C,184.941,100,926027803156039380,76.376,01,20250421,M001,D,43,5426567099,K,S958,35778560611238773,333.981,88.454,010,020,3,1,P024,"",X
KG,3.22,F,1373.933,493.062,X,G09,PD,288,2197,209.767,136.739,002,CN,X,"","",1,2025,06,S021,39.94,"",B,1373.933,100,525338054697905236,493.062,01,20250218,M015,M,55,6152634107,K,S617,70149156005127917,334.189,11.007,022,014,1,1,P048,"",""
EA,2.82,X,1718.844,347.429,X,G09,PD,209,7978,97.051,72.306,051,CN,X,X,"",3,2026,08,S014,115.53,"",A,1718.844,100,539532900611057176,347.429,02,20240207,M017,D,1,9728420844,K,S165,73861062527333466,463.471,95.86,027,013,3,8,P036,"",""
KG,3.63,E,579.538,220.355,"",G13,ND,217,6556,98.134,158.898,085,CN,"","","",1,2023,02,S030,13.75,"",C,579.538,100,145942917453897979,220.355,03,20221207,M011,D,16,5610000939,K,S492,55736717173837257,467.609,80.805,006,024,1,3,P045,X,X
EA,3.21,E,1505.227,446.536,"",G17,ND,632,1631,174.333,182.994,099,IN,"",X,"",3,2025,04,S023,56.59,"",B,1505.227,100,471838880867229598,446.536,02,20251204,M010,W,55,1612165073,K,S353,82732455881919981,134.766,53.576,008,030,2,3,P039,"",""
M,4.29,E,2252.082,458.9,"",G14,PD,146,7116,151.751,135.101,056,DE,X,X,X,1,2026,05,S040,49.32,"",C,2252.082,100,265598778938245916,458.9,01,20221211,M010,D,34,8704339869,K,S601,97791190323793209,391.874,9.956,011,005,2,10,P019,"",""
EA,0.9,E,735.848,151.837,"",G11,PD,997,2063,36.733,10.885,035,IN,X,"",X,3,2024,01,S003,33.37,"",A,735.848,100,928316478870457680,151.837,01,20230513,M010,D,18,3096649132,K,S140,68636394049996208,229.131,96.161,004,018,3,2,P037,X,X
KG,1.05,E,1279.746,411.549,X,G04,ND,389,4088,202.439,176.768,098,US,"","","",2,2025,04,S037,134.43,"",A,1279.746,100,530465145817136870,411.549,01,20240128,M010,M,26,6301038603,K,S146,30852903873609741,281.145,97.834,012,027,1,6,P047,"",X
L,1.77,E,68.93,29.993,"",G04,PD,309,9508,9.365,194.461,086,DE,"","","",3,2022,10,S015,87.81,"",A,68.93,100,375796746390545331,29.993,02,20230804,M017,M,55,9526155271,K,S206,41851079773123989,421.283,84.72,018,004,3,6,P037,"",""
EA,3.66,E,1104.984,409.538,"",G16,ND,423,4940,144.202,66.11,038,DE,X,"",X,2,2022,03,S027,187.1,"",C,1104.984,100,223334665563803464,409.538,03,20250215,M005,W,37,3077970618,K,S819,77483845482257835,273.063,61.243,015,021,1,2,P038,X,""
EA,2.48,X,1078.243,386.005,X,G12,PD,692,6765,134.685,172.38,001,DE,"","",X,1,2022,04,S004,72.71,"",C,1078.243,100,811706885581639895,386.005,01,20240120,M018,W,22,8359627810,K,S634,36489055230081818,393.762,65.256,029,014,2,6,P040,X,""
L,0.16,E,1803.841,377.433,X,G04,PD,611,1573,137.892,161.767,061,CN,"","","",2,2024,05,S020,166.03,"",B,1803.841,100,116224031799188000,377.433,03,20260109,M007,W,41,2506584822,K,S638,39201585730987560,85.07,37.612,020,024,1,9,P030,X,""
KG,3.02,X,1127.963,292.707,"",G13,ND,792,4162,78.256,147.153,065,IN,X,"","",3,2024,12,S049,74.89,"",A,1127.963,100,991402028505793326,292.707,02,20231224,M006,D,3,5627857266,K,S300,68513879086004111,383.413,60.716,030,029,1,10,P044,"",""
L,2.73,F,710.101,152.316,X,G01,PD,706,3827,39.73,116.744,067,IN,"",X,X,2,2023,04,S005,101.12,"",A,710.101,100,237269029327844266,152.316,03,20251219,M005,M,32,9518248504,K,S274,57294644515344608,97.445,32.348,010,026,2,10,P023,X,X
KG,3.94,X,1414.649,351.09,"",G19,VB,750,6239,127.389,194.892,037,IN,X,X,"",3,2022,01,S026,22.76,"",A,1414.649,100,790954435922708401,351.09,03,20231012,M001,M,44,9972698300,K,S355,66301038338458868,266.012,88.008,012,018,2,10,P023,"",""
M,0.49,X,487.639,116.404,"",G10,VB,488,2582,56.699,6.291,023,CN,X,"","",2,2023,04,S032,98.54,"",A,487.639,100,665816107556644734,116.404,03,20221118,M008,D,41,5190018921,K,S973,27004792045217191,135.99,25.755,006,001,3,5,P050,"",""
L,3.89,F,471.54,129.799,"",G09,PD,507,9576,52.696,14.478,043,DE,X,"","",1,2023,03,S018,91.73,"",A,471.54,100,724976324553018860,129.799,01,20260129,M005,M,1,8472113538,K,S196,73748098387716133,482.926,84.696,008,026,1,8,P005,X,""
L,3.08,F,1246.15,347.94,"",G08,VB,626,1426,160.974,79.723,084,IN,"","",X,2,2022,07,S028,91.1,"",B,1246.15,100,448692812661008699,347.94,01,20220316,M015,M,53,5686032118,K,S756,57260634838194781,327.889,39.885,011,012,3,8,P002,"",""
EA,0.68,E,183.638,70.543,X,G10,ND,679,7235,19.774,153.96,058,US,"","",X,2,2026,06,S044,37.76,"",C,183.638,100,403108708249116060,70.543,01,20220217,M016,M,1,9908761668,K,S719,51038666080389619,115.068,11.597,026,026,1,10,P044,X,""
KG,0.12,X,844.94,271.796,"",G11,VB,674,7965,134.894,121.115,035,CN,"","","",1,2026,03,S007,142.73,"",B,844.94,100,813947204662957403,271.796,01,20220403,M001,W,23,7145543422,K,S916,41954613812367656,117.562,17.149,007,022,2,3,P002,X,""
EA,3.5,X,699.23,228.712,"",G20,VB,719,6865,98.743,103.634,004,IN,"","",X,2,2025,09,S024,93.27,"",C,699.23,100,808806212475551019,228.712,02,20250805,M016,D,58,2376718970,K,S532,92593698010036491,454.591,25.179,012,000,2,6,P036,X,X
EA,0.72,E,243.0,64.857,X,G20,VB,702,9383,21.26,160.745,009,IN,X,"",X,2,2023,04,S045,47.79,"",C,243.0,100,837752469432619970,64.857,02,20260111,M020,M,8,5265757965,K,S104,26336305244664368,173.257,66.65,013,019,2,6,P036,X,X
KG,0.76,X,239.27,49.652,"",G04,PD,641,2819,10.356,84.26,086,IN,"","",X,1,2023,11,S027,131.25,"",C,239.27,100,251309206511644675,49.652,01,20241019,M018,D,11,3936416990,K,S652,25664871200964580,324.225,66.383,002,028,2,8,P050,"",""
L,0.07,F,364.376,87.887,X,G01,PD,177,9969,25.571,152.652,075,IN,"","",X,1,2023,01,S050,99.39,"",B,364.376,100,808600874517313111,87.887,02,20240211,M008,W,54,3713902481,K,S709,48648941744345717,77.251,82.634,025,012,2,6,P013,X,""
KG,4.19,F,1090.187,317.081,X,G20,VB,187,1136,90.053,46.141,015,DE,X,X,"",1,2026,11,S044,157.85,"",C,1090.187,100,504905107174193390,317.081,01,20240209,M004,W,49,8931263824,K,S542,76319715864933348,239.412,52.987,023,014,2,2,P011,X,X
KG,3.89,F,314.24,132.416,"",G20,ND,952,3848,33.223,82.28,007,DE,X,X,"",2,2022,08,S014,23.43,"",A,314.24,100,848047516144473658,132.416,02,20240501,M002,W,9,5057362756,K,S103,44060020080736954,130.419,12.066,017,019,1,4,P047,X,""
EA,3.99,E,1912.309,397.768,"",G06,ND,904,4602,162.549,64.667,043,US,"","","",2,2025,08,S033,72.48,"",A,1912.309,100,315168135809678291,397.768,02,20220114,M008,M,5,2628508979,K,S500,81678040033867742,156.792,84.293,005,009,1,1,P050,"",X
EA,3.33,X,947.601,210.199,X,G01,ND,498,6440,66.648,75.021,035,DE,"","",X,1,2025,10,S049,13.25,"",A,947.601,100,722504447687762226,210.199,01,20230510,M002,W,55,7540088886,K,S228,55200124026325954,243.623,75.871,015,000,3,1,P021,X,X
L,4.8,E,2240.276,466.745,X,G02,PD,995,8995,164.591,53.52,007,CN,X,"",X,2,2024,04,S039,161.11,"",B,2240.276,100,637508394593547796,466.745,01,20230111,M007,M,12,1554055188,K,S894,57798009519375341,156.55,96.015,027,013,2,9,P009,"",X
M,1.47,E,251.575,81.104,X,G16,PD,804,7768,30.9,78.634,080,IN,X,X,"",1,2025,06,S044,71.62,"",B,251.575,100,209901529220094535,81.104,03,20220919,M017,W,53,1184562349,K,S461,23659480363496115,255.047,57.912,016,025,1,3,P022,"",X
L,1.62,X,909.615,225.191,"",G04,VB,287,6991,52.499,100.197,072,CN,"","",X,1,2022,10,S040,116.09,"",B,909.615,100,997277035281561905,225.191,02,20221013,M012,W,19,6034170743,K,S639,37945195627420125,431.584,56.717,011,010,1,4,P013,X,""
KG,4.17,F,83.929,30.371,"",G05,PD,632,2225,10.432,10.408,060,DE,"",X,"",2,2025,11,S020,133.76,"",B,83.929,100,343476434866360817,30.371,01,20220717,M014,D,19,2501643415,K,S848,51670288786427926,184.475,63.237,018,016,1,10,P027,"",X
L,0.14,F,968.437,261.556,"",G11,VB,834,2391,91.838,127.461,093,IN,X,"",X,2,2022,12,S036,35.65,"",C,968.437,100,771083799113015144,261.556,02,20220419,M017,D,43,1983971531,K,S709,80852564170735634,462.558,53.164,025,001,2,4,P013,"",X
L,1.94,F,644.325,288.562,X,G10,ND,555,1906,138.556,41.893,089,DE,"",X,X,3,2022,04,S004,58.58,"",A,644.325,100,974434336364067554,288.562,01,20240508,M017,M,6,5517104804,K,S947,72955940574332026,117.425,43.265,028,028,3,6,P007,X,X
L,1.36,E,884.975,260.109,"",G07,ND,233,9006,110.927,25.303,003,DE,X,X,"",3,2024,08,S018,172.86,"",C,884.975,100,859995843622708804,260.109,03,20250303,M014,W,34,5173279956,K,S367,91300884130710650,92.006,98.451,029,003,2,3,P044,"",X
EA,1.19,E,454.106,203.682,"",G13,PD,568,1554,88.766,183.863,081,DE,"",X,X,3,2023,08,S019,175.73,"",C,454.106,100,208201992628425013,203.682,03,20241118,M015,D,52,4368805420,K,S716,25403256442870855,353.584,43.037,021,008,3,8,P027,X,""
EA,2.48,F,570.948,201.035,X,G18,VB,361,1767,63.326,157.634,011,CN,"",X,X,2,2026,07,S010,131.75,"",B,570.948,100,535646658945936737,201.035,03,20250122,M006,W,32,1591269220,K,S194,48393664070345565,437.965,69.789,007,009,2,10,P014,"",""
EA,0.91,X,991.522,313.681,"",G14,ND,672,9436,119.696,68.965,058,US,"",X,X,2,2022,08,S047,77.69,"",A,991.522,100,232565346535061949,313.681,03,20220108,M011,D,43,1606016584,K,S474,13074593381253271,408.062,36.75,007,022,3,10,P021,X,X
M,1.97,X,2283.381,460.316,"",G17,ND,321,7794,147.134,139.008,029,CN,"","",X,2,2025,01,S013,112.44,"",C,2283.381,100,602147135943483552,460.316,03,20231124,M008,D,32,8119223182,K,S369,53516598649389869,183.666,7.816,020,017,1,7,P011,X,""
M,0.05,F,118.381,53.866,"",G15,ND,247,4644,18.486,15.248,088,IN,"",X,"",1,2024,07,S049,144.95,"",A,118.381,100,190806736565893056,53.866,02,20230417,M001,D,8,9534049637,K,S555,67456029198102439,52.369,10.367,008,006,2,6,P024,X,X
KG,4.93,X,232.829,100.975,"",G03,VB,428,3977,44.327,97.085,068,US,"",X,"",1,2025,04,S009,113.35,"",C,232.829,100,434101763993609770,100.975,03,20240223,M005,M,2,6078996804,K,S337,22648282648528013,107.096,84.639,015,020,2,7,P008,"",""
KG,2.64,X,784.907,165.735,X,G19,ND,677,9851,82.57,74.319,042,IN,"",X,"",2,2025,10,S004,32.66,"",C,784.907,100,353385956843967590,165.735,02,20231126,M002,D,22,3781577474,K,S424,90157564442834814,221.544,31.971,010,011,1,5,P041,"",""
M,2.61,E,1229.298,302.243,"",G08,VB,861,7693,67.565,122.23,050,US,"","",X,1,2024,08,S032,32.6,"",C,1229.298,100,969606483802057576,302.243,02,20260113,M005,W,59,8074384609,K,S131,57343410153430765,171.119,73.487,016,025,1,9,P018,"",X
L,3.94,F,140.77,40.422,X,G19,ND,888,2394,18.017,87.128,038,IN,"","",X,2,2024,07,S044,92.48,"",A,140.77,100,168283685053110768,40.422,02,20240217,M005,D,18,6007932312,K,S588,29313015218136575,180.248,17.189,017,012,2,4,P006,"",X
KG,0.18,E,1553.08,481.462,"",G02,PD,972,3892,100.38,9.38,062,US,X,"",X,3,2024,04,S040,101.74,"",B,1553.08,100,255751622005063931,481.462,01,20250202,M004,W,23,7565644609,K,S828,12696032013661604,73.426,82.057,010,022,3,2,P028,"",X
KG,3.95,E,759.698,325.677,X,G10,ND,235,8045,127.921,96.198,020,US,X,X,"",1,2022,09,S026,77.76,"",C,759.698,100,452940214998941390,325.677,03,20230102,M019,W,36,5748885417,K,S596,76509210893239998,314.785,54.339,017,008,3,9,P027,"",X
M,4.96,F,334.436,110.066,X,G20,PD,299,8511,30.266,150.594,053,CN,"",X,X,1,2022,03,S008,188.84,"",A,334.436,100,670629527290539084,110.066,03,20220704,M004,D,49,4518761147,K,S120,62183117538447552,240.239,56.71,027,021,2,6,P050,"",""
KG,4.95,E,1697.979,363.345,X,G02,PD,671,1512,87.797,163.724,075,IN,X,"",X,1,2026,11,S019,67.53,"",B,1697.979,100,298867979907157933,363.345,03,20220517,M010,W,28,5013692494,K,S992,47317975937291353,423.926,61.174,009,008,2,1,P037,X,X
L,1.3,E,693.007,305.911,"",G01,PD,391,9516,106.805,147.164,012,DE,X,"",X,1,2025,05,S009,12.24,"",A,693.007,100,219782816421865921,305.911,03,20231202,M020,M,43,1767922096,K,S927,90626684303502917,216.994,12.544,002,016,2,1,P026,"",""
M,0.46,X,31.885,10.394,"",G07,PD,290,6042,2.754,175.492,060,IN,"","","",2,2025,04,S014,42.31,"",C,31.885,100,817637971179666466,10.394,01,20220221,M020,M,12,5734879524,K,S420,31779246306064336,114.554,10.565,009,010,2,3,P045,"",""
KG,2.49,E,984.057,316.856,X,G14,PD,562,9919,69.37,113.883,024,CN,X,X,"",2,2023,07,S018,186.94,"",A,984.057,100,457860400384192290,316.856,01,20220127,M009,D,1,8239354967,K,S301,70300441466646390,188.462,66.848,026,020,3,2,P038,"",X
M,4.54,F,163.691,57.082,"",G02,ND,945,1977,22.216,128.475,046,DE,"","",X,3,2024,06,S003,24.09,"",A,163.691,100,982948480081832000,57.082,02,20220410,M013,D,44,3645963346,K,S249,70361828884315246,127.756,80.309,026,002,3,10,P015,X,""
L,1.58,X,709.603,168.564,X,G03,VB,905,4215,84.076,51.793,098,US,"","","",1,2026,01,S048,124.08,"",A,709.603,100,943440563243564786,168.564,03,20250429,M001,D,14,8033211504,K,S861,28872449881590223,181.639,61.266,029,025,1,1,P015,"",X
EA,0.36,F,593.031,160.023,"",G13,ND,111,8831,63.451,89.429,036,CN,X,X,"",2,2022,01,S021,60.51,"",A,593.031,100,688233000342390488,160.023,01,20250102,M010,M,12,7128890944,K,S103,32834710567457107,60.139,43.116,022,013,3,8,P018,X,""
EA,4.45,E,891.23,222.194,"",G01,PD,636,4489,85.828,128.938,070,CN,X,X,X,2,2024,08,S004,151.23,"",C,891.23,100,460951620626303915,222.194,01,20230510,M011,M,34,4768661642,K,S941,89504655228585533,410.541,62.733,004,011,3,10,P043,X,X
M,1.29,E,1819.935,485.877,"",G05,PD,682,4880,109.479,150.278,092,DE,X,X,"",1,2022,08,S021,173.21,"",C,1819.935,100,845086897734028419,485.877,01,20240630,M007,M,60,4556315421,K,S115,66482532100838486,51.359,34.609,023,019,1,1,P040,"",X
EA,0.73,E,820.98,215.822,X,G14,ND,245,4938,73.033,79.659,063,CN,X,"",X,3,2023,10,S050,123.51,"",B,820.98,100,244967209824961561,215.822,01,20220518,M005,D,35,1694746845,K,S317,23924319126894622,490.55,89.038,026,023,3,9,P002,X,""
L,1.79,X,1386.165,335.587,X,G07,PD,798,4758,132.107,41.919,077,US,X,"","",3,2026,03,S029,132.2,"",A,1386.165,100,578724492753865926,335.587,03,20230720,M014,D,24,8471579734,K,S713,91170778277194514,228.882,84.054,003,006,1,7,P036,"",X
M,4.77,F,66.175,13.677,"",G14,PD,835,1697,2.924,175.688,035,DE,X,X,"",3,2022,03,S041,54.43,"",A,66.175,100,768426361469091504,13.677,03,20240716,M008,D,9,6426456453,K,S732,88108480093080506,479.307,65.743,021,024,2,1,P027,"",X
M,2.99,E,756.255,200.136,"",G13,ND,545,1131,59.903,98.79,026,CN,"",X,"",3,2026,10,S020,167.16,"",C,756.255,100,928669490311495002,200.136,01,20240320,M014,W,10,7285002317,K,S902,56380838125248753,191.892,59.696,013,022,2,10,P014,X,X
KG,4.95,F,289.883,82.364,X,G13,PD,397,1387,17.187,109.333,011,CN,"",X,X,1,2023,12,S032,51.74,"",A,289.883,100,911745140320914241,82.364,03,20240805,M004,M,32,5316344970,K,S157,62503125283260131,244.876,49.399,012,003,1,8,P021,"",""
KG,0.44,X,1706.06,355.042,X,G02,ND,767,6844,163.304,57.038,095,US,X,X,X,2,2022,08,S013,122.13,"",A,1706.06,100,245769593827514754,355.042,01,20221109,M005,M,42,9229632378,K,S311,23658596035038027,254.437,44.737,023,018,1,5,P038,"",X
KG,3.93,F,391.191,106.345,X,G05,VB,582,7113,31.856,146.96,048,CN,X,X,X,2,2026,08,S023,48.06,"",C,391.191,100,795978171213367162,106.345,03,20250326,M019,W,52,1903498508,K,S100,24737993701792723,403.692,35.693,022,028,2,2,P047,X,X
KG,4.71,F,1223.74,307.405,X,G14,VB,703,3949,78.836,140.63,027,DE,"","","",1,2022,01,S021,64.7,"",C,1223.74,100,237498302012121889,307.405,02,20250902,M002,W,25,7867272062,K,S269,94886716146094732,184.306,91.711,023,004,2,5,P042,X,X
L,0.87,F,527.952,165.61,"",G09,PD,210,1682,77.315,196.905,006,DE,"",X,"",2,2022,04,S039,56.04,"",B,527.952,100,724178596729918819,165.61,01,20250430,M006,D,47,1549556547,K,S979,28853361758628193,215.057,29.343,029,020,3,3,P046,X,X
M,0.0,X,680.064,265.544,"",G08,PD,873,4187,79.858,115.901,027,IN,X,X,"",2,2024,01,S049,54.37,"",C,680.064,100,595102343224406274,265.544,03,20220616,M016,D,56,6896834955,K,S408,95622438635708784,189.664,6.98,004,028,2,7,P013,X,X
EA,2.58,X,741.571,367.388,X,G02,VB,792,6808,118.867,9.677,076,US,X,X,X,2,2022,06,S010,164.54,"",A,741.571,100,616308383047976178,367.388,02,20250605,M005,M,32,8259500176,K,S557,46957858196472346,253.229,93.164,006,026,1,6,P021,X,""
M,0.31,X,868.364,357.3,"",G11,ND,147,6511,113.251,162.284,027,IN,X,"",X,2,2024,06,S001,123.26,"",A,868.364,100,861972111193366120,357.3,01,20241031,M009,D,3,4180783051,K,S306,86893424548855078,98.219,56.566,023,002,1,7,P019,X,""
EA,1.17,E,715.257,317.502,"",G17,PD,351,2370,151.752,125.147,057,DE,X,"",X,2,2026,03,S020,49.34,"",C,715.257,100,450237522504220903,317.502,02,20250903,M010,W,45,8094864581,K,S216,25451399953755357,215.761,93.432,018,015,1,5,P024,X,X
KG,4.21,X,690.184,307.851,"",G13,ND,232,5921,76.505,40.151,067,CN,X,"",X,2,2022,09,S010,175.11,"",C,690.184,100,526941410344561819,307.851,01,20251005,M013,M,19,2288790225,K,S167,20770550711659758,373.61,3.361,015,029,2,4,P016,"",X
KG,0.12,X,1272.098,426.298,"",G08,PD,243,3366,136.289,52.183,015,CN,X,X,X,1,2026,01,S030,161.33,"",A,1272.098,100,472316059641958289,426.298,01,20220627,M012,W,11,1101820255,K,S279,83066602106285821,353.792,83.331,026,000,3,7,P025,"",""
EA,0.35,F,2401.688,481.146,"",G13,VB,697,2006,96.601,53.421,037,IN,X,X,"",2,2025,07,S012,153.25,"",C,2401.688,100,205449954786548334,481.146,03,20241122,M018,W,10,6530350314,K,S450,42299353715822245,73.842,32.834,017,030,2,9,P002,"",""
