BDIFP,BUKRS,BWKEY,BWMOD,EFREJ,ERKLAERKOM,FMP_PRFRGR,FMP_PRSFR,MANDT,MLAST,MLASV,MLBWA,MLBWV,MLCCS,PRSFR,UPROF,WBPRO,X2FDO,XBKNG,XEFRE,XEWRX,XLBPD,XVKBW
3.96,6121,V382,0004,2019,"",GR33,X,100,"",X,"","","","",UP03,WB03,X,X,X,X,"",""
2.0,8680,V383,0003,2020,X,GR65,"",100,3,X,X,X,X,X,UP01,WB03,"","",X,X,X,""
0.77,4874,V384,0003,2017,"",GR30,"",100,"",X,"",X,"",X,UP03,WB01,X,"","",X,X,""
2.65,10594,V385,0004,2020,"",GR65,"",100,3,"","","",X,X,UP03,WB03,"",X,"","","",""
2.34,3317,V386,0003,2019,"",GR23,X,100,3,X,"","","","",UP01,WB03,"","","",X,X,X
4.33,9709,V387,0003,2021,X,GR35,"",100,3,"",X,X,X,"",UP01,WB02,X,"",X,"",X,X
0.65,1016,V388,0001,2021,X,GR93,X,100,2,X,X,X,"",X,UP01,WB01,"",X,"","","",""
2.33,6409,V389,0001,2018,"",GR25,"",100,3,X,X,"","",X,UP03,WB01,X,"",X,"",X,X
1.84,4954,V390,0001,2015,X,GR15,X,100,3,"","",X,"",X,UP02,WB01,X,X,"",X,X,X
3.35,1887,V391,0002,2020,X,GR93,"",100,"",X,X,X,X,"",UP02,WB02,"","","","",X,""
2.04,7272,V392,0002,2015,X,GR89,X,100,"","",X,X,X,X,UP03,WB02,"","","",X,"",X
0.62,4442,V393,0003,2017,"",GR78,"",100,2,"","",X,"",X,UP01,WB03,"","",X,"",X,""
2.02,7672,V394,0002,2019,"",GR68,X,100,3,"","",X,"","",UP01,WB02,"",X,"","",X,""
2.85,3379,V395,0003,2024,X,GR91,X,100,"",X,"",X,X,X,UP02,WB02,"","",X,X,X,""
3.45,10081,V396,0001,2021,"",GR47,X,100,3,X,"","","",X,UP03,WB02,"","",X,X,X,X
0.55,4447,V397,0004,2016,X,GR28,"",100,"",X,"","",X,"",UP01,WB02,X,"",X,"","",X
4.38,8309,V398,0004,2024,"",GR86,"",100,3,X,X,"","","",UP01,WB01,X,X,"","",X,""
4.37,6794,V399,0004,2017,X,GR32,"",100,2,"","",X,X,"",UP02,WB03,X,X,"","","",""
4.98,1725,V400,0002,2021,"",GR63,"",100,"",X,X,"","",X,UP03,WB01,X,X,X,"","",""
1.42,3992,V401,0003,2023,X,GR22,X,100,2,"",X,"",X,"",UP03,WB03,"","",X,X,"",""
1.63,7603,V402,0004,2018,X,GR64,"",100,2,X,X,"","","",UP01,WB02,X,X,"",X,"",""
3.38,4118,V403,0003,2015,X,GR80,"",100,3,"",X,"",X,X,UP02,WB02,"",X,"",X,"",X
4.06,2163,V404,0001,2015,X,GR79,"",100,3,"",X,"","",X,UP02,WB02,"","",X,"","",X
2.21,1705,V405,0001,2021,X,GR95,X,100,"",X,X,"",X,X,UP03,WB02,"",X,"","","",""
1.45,6922,V406,0003,2025,X,GR20,"",100,"",X,"",X,X,"",UP03,WB01,"",X,X,X,X,""
1.53,7498,V407,0002,2024,"",GR74,"",100,2,"","","",X,"",UP01,WB03,"",X,"",X,X,X
0.42,4148,V408,0002,2022,"",GR68,"",100,"",X,"",X,X,X,UP02,WB03,"","",X,X,"",""
0.71,4600,V409,0002,2015,"",GR29,"",100,2,"",X,"","",X,UP01,WB02,"",X,"",X,"",X
3.39,8628,V410,0002,2017,X,GR90,"",100,"",X,X,X,"","",UP01,WB03,"","",X,"","",X
1.21,8932,V411,0004,2019,"",GR30,X,100,2,X,"","","","",UP01,WB03,X,X,"","",X,""
3.71,8991,V412,0003,2026,X,GR14,X,100,2,"",X,"","","",UP01,WB03,"",X,"",X,X,X
0.83,2320,V413,0003,2021,X,GR19,X,100,"",X,"",X,X,"",UP02,WB01,X,X,"",X,X,""
4.14,1937,V414,0002,2020,"",GR36,"",100,2,X,"",X,"",X,UP03,WB02,"","",X,X,X,X
0.64,5014,V415,0004,2023,"",GR80,X,100,3,X,"",X,"","",UP03,WB03,X,X,X,"","",X
2.85,10848,V416,0002,2016,X,GR74,"",100,"","",X,"","",X,UP02,WB01,X,X,X,X,"",""
3.17,3573,V417,0001,2025,X,GR90,"",100,3,"","",X,X,X,UP02,WB03,X,X,"",X,X,X
2.38,5196,V418,0001,2023,X,GR70,X,100,2,X,"","","",X,UP02,WB03,"","",X,X,"",X
4.03,5447,V419,0004,2019,X,GR10,"",100,2,"",X,X,"","",UP02,WB03,"","",X,"","",X
1.09,2415,V420,0001,2016,X,GR59,X,100,2,X,X,X,"",X,UP03,WB02,X,"",X,X,"",""
1.94,3171,V421,0002,2026,"",GR44,X,100,3,X,X,X,"","",UP02,WB03,X,"",X,X,"",X
1.34,9355,V422,0002,2021,"",GR76,"",100,3,"","","","","",UP02,WB01,"",X,"","",X,""
2.47,9987,V423,0001,2020,X,GR89,"",100,2,"","",X,X,"",UP02,WB03,"","","",X,X,""
3.82,5191,V424,0004,2023,X,GR94,"",100,"","","",X,"",X,UP02,WB01,"",X,X,X,X,X
0.93,2248,V425,0003,2024,"",GR19,"",100,3,X,X,"",X,"",UP01,WB03,"","","",X,"",""
0.31,8279,V426,0003,2017,X,GR63,X,100,"",X,"","","","",UP01,WB02,"",X,X,"","",X
3.16,6389,V427,0003,2019,"",GR82,"",100,3,X,"",X,X,"",UP01,WB03,"","","","","",X
3.83,5771,V428,0002,2021,X,GR98,X,100,"",X,"","",X,"",UP02,WB01,X,X,"",X,"",X
3.49,10019,V429,0001,2017,"",GR19,"",100,2,"",X,X,"",X,UP03,WB01,X,"",X,X,X,""
2.05,9636,V430,0001,2017,X,GR23,X,100,3,X,"","",X,X,UP01,WB01,X,X,"",X,X,X
2.85,5705,V431,0002,2018,"",GR20,"",100,3,X,"","",X,"",UP02,WB01,X,"",X,"",X,""
4.17,1005,V432,0004,2021,X,GR47,"",100,"",X,X,"",X,X,UP01,WB03,X,"",X,"",X,X
4.05,9199,V433,0002,2016,"",GR83,X,100,3,X,"","","",X,UP01,WB03,"","",X,"",X,X
3.54,8126,V434,0002,2019,"",GR70,X,100,3,"",X,X,X,X,UP01,WB02,X,X,"",X,X,""
4.74,7253,V435,0004,2018,X,GR18,"",100,2,"","","",X,"",UP03,WB03,X,"","","","",""
2.5,8154,V436,0003,2017,X,GR56,X,100,2,X,"","",X,"",UP02,WB01,X,"","",X,X,""
2.56,1079,V437,0004,2016,"",GR61,"",100,2,X,X,"","","",UP02,WB01,"",X,X,X,X,""
2.44,1096,V438,0004,2019,"",GR78,"",100,"","",X,"",X,"",UP02,WB01,X,X,"","",X,""
0.89,4637,V439,0002,2023,"",GR36,X,100,3,"",X,X,X,X,UP01,WB02,"",X,X,X,"",""
1.72,4266,V440,0001,2022,X,GR14,X,100,"","","","","",X,UP03,WB03,X,X,X,X,"",X
1.04,9649,V441,0004,2016,"",GR99,"",100,3,"","","","","",UP02,WB01,"","",X,"",X,X
2.76,10232,V442,0004,2021,X,GR71,X,100,2,X,"","",X,"",UP02,WB01,X,"",X,X,"",X
2.97,4241,V443,0003,2021,"",GR99,"",100,3,X,"",X,X,"",UP01,WB02,"","",X,X,X,X
2.76,5855,V444,0001,2023,X,GR56,"",100,3,X,"",X,X,"",UP02,WB03,"","","",X,X,X
0.54,7378,V445,0002,2015,"",GR25,X,100,"","",X,X,"","",UP02,WB02,X,X,"",X,"",""
1.44,6196,V446,0004,2015,"",GR12,"",100,"","","",X,X,"",UP03,WB01,X,X,X,"","",""
2.43,4930,V447,0003,2019,"",GR32,"",100,2,"","",X,X,X,UP03,WB02,X,"","","",X,""
4.52,1519,V448,0001,2017,"",GR46,X,100,"","",X,X,X,X,UP03,WB01,X,X,"","",X,X
2.36,5283,V449,0004,2015,X,GR43,X,100,3,X,X,"",X,"",UP03,WB01,X,"","",X,X,""
3.43,6322,V450,0002,2020,X,GR13,X,100,"","",X,"",X,X,UP03,WB03,"",X,X,X,"",X
0.8,1352,V451,0003,2023,X,GR75,"",100,3,X,X,X,"","",UP03,WB03,"","","",X,X,""
1.02,9719,V452,0004,2022,"",GR34,X,100,2,"",X,"",X,"",UP02,WB02,"",X,"",X,"",X
2.0,8733,V453,0002,2024,X,GR80,"",100,"",X,X,X,"","",UP02,WB01,"","","","",X,X
3.99,5755,V454,0004,2022,X,GR80,X,100,"","","",X,X,"",UP02,WB01,"",X,"","",X,X
2.52,9143,V455,0004,2020,X,GR15,"",100,2,"","",X,X,X,UP01,WB01,"",X,X,"",X,""
4.23,7694,V456,0002,2016,X,GR42,"",100,3,X,X,"","","",UP03,WB03,"",X,X,"","",X
3.31,1519,V457,0001,2026,X,GR72,X,100,"","","",X,X,"",UP01,WB01,X,X,X,"",X,""
0.68,9802,V458,0003,2025,"",GR53,"",100,2,X,X,X,X,X,UP03,WB03,"","",X,"","",""
0.78,10724,V459,0002,2017,"",GR62,X,100,"",X,"",X,X,"",UP02,WB02,"","","",X,"",""
1.64,3745,V460,0003,2018,X,GR12,X,100,2,X,"","","",X,UP02,WB03,X,"","",X,"",""
4.15,7464,V461,0001,2022,"",GR60,X,100,"","",X,X,"",X,UP01,WB01,"",X,X,X,"",X
0.31,5739,V462,0004,2022,X,GR21,"",100,3,X,"",X,X,X,UP02,WB02,X,"",X,"",X,""
1.45,5104,V463,0004,2020,X,GR64,"",100,2,X,X,X,X,"",UP02,WB02,X,X,"",X,"",X
2.24,9648,V464,0002,2016,X,GR67,X,100,2,"",X,"","","",UP03,WB03,X,"",X,X,"",""
4.38,8985,V465,0002,2024,"",GR51,X,100,3,"",X,X,"",X,UP01,WB03,"","",X,"",X,""
0.69,6723,V466,0001,2020,X,GR78,X,100,3,X,X,X,"","",UP01,WB02,X,"","",X,X,""
4.03,6241,V467,0001,2021,X,GR19,"",100,3,X,X,X,X,X,UP03,WB02,"",X,"",X,"",""
0.61,2808,V468,0001,2025,"",GR36,X,100,"","",X,X,"",X,UP01,WB01,"","",X,"","",""
2.85,7923,V469,0001,2017,"",GR51,X,100,3,"",X,X,X,"",UP02,WB02,X,"","","",X,X
3.18,8181,V470,0002,2024,"",GR72,X,100,3,"","","",X,"",UP03,WB02,"",X,"","",X,""
2.69,6826,V471,0004,2022,"",GR62,X,100,2,"",X,"",X,"",UP01,WB02,"",X,X,X,X,""
2.6,9516,V472,0004,2023,X,GR33,"",100,2,X,"",X,X,"",UP02,WB02,X,X,"",X,"",X
2.05,8525,V473,0004,2022,"",GR45,X,100,3,"","","","","",UP01,WB01,"",X,"","",X,X
2.34,9063,V474,0002,2025,"",GR83,X,100,"","",X,"","",X,UP03,WB03,"",X,"","","",X
3.58,8378,V475,0003,2015,"",GR22,"",100,"","",X,X,X,"",UP01,WB02,X,X,X,"",X,""
3.45,8337,V476,0001,2023,X,GR15,X,100,3,"",X,X,X,X,UP01,WB03,"",X,X,"","",X
3.53,9626,V477,0004,2022,"",GR87,"",100,"","",X,"","","",UP01,WB02,X,"","",X,"",X
0.48,6174,V478,0003,2024,"",GR74,X,100,3,X,"","","",X,UP01,WB02,X,"",X,X,X,X
1.78,10108,V479,0002,2020,X,GR89,X,100,2,"",X,"",X,X,UP01,WB03,"",X,"",X,"",X
0.68,2795,V480,0001,2018,"",GR39,"",100,"","","",X,X,X,UP01,WB02,"",X,X,X,"",X
2.01,6260,V481,0002,2018,X,GR23,"",100,2,X,"",X,X,"",UP01,WB02,X,"","",X,X,""
1.77,1962,V482,0003,2019,"",GR26,X,100,2,X,X,X,X,"",UP03,WB01,X,"",X,X,X,X
1.66,6553,V483,0003,2018,"",GR63,"",100,"","","",X,"",X,UP01,WB02,X,X,X,"",X,""
0.74,3130,V484,0001,2021,X,GR90,"",100,2,"","","",X,X,UP02,WB03,"","",X,X,"",X
4.22,8405,V485,0001,2026,"",GR26,"",100,2,X,X,X,"","",UP03,WB01,X,"",X,"","",X
2.52,8125,V486,0002,2024,X,GR85,"",100,2,X,"","",X,"",UP03,WB01,X,"",X,"","",X
4.22,5332,V487,0002,2021,X,GR57,"",100,"",X,X,X,X,"",UP01,WB02,"",X,X,X,X,""
0.23,4361,V488,0003,2017,"",GR70,X,100,2,X,"",X,"","",UP03,WB03,"","","","","",""
2.82,6869,V489,0002,2016,X,GR30,X,100,3,X,"",X,"",X,UP01,WB03,"","","",X,"",""
0.56,8439,V490,0001,2022,"",GR52,"",100,3,"","",X,X,"",UP02,WB03,"","","","",X,X
1.66,1188,V491,0003,2025,X,GR22,X,100,2,X,X,"","",X,UP01,WB02,X,"","","",X,""
1.05,1000,V492,0004,2025,X,GR98,"",100,3,"","","",X,X,UP02,WB01,X,"","",X,X,X
2.97,2631,V493,0004,2020,X,GR20,X,100,3,X,X,X,X,X,UP01,WB03,"","","","","",X
0.82,7158,V494,0003,2023,X,GR16,X,100,3,X,X,X,X,"",UP03,WB01,X,"","",X,"",""
2.2,5108,V495,0004,2024,"",GR53,"",100,"","",X,"",X,X,UP03,WB03,"",X,X,X,X,""
0.49,2572,V496,0002,2022,"",GR43,"",100,"",X,X,"","","",UP01,WB01,"",X,X,"",X,""
0.38,2835,V497,0001,2024,"",GR41,"",100,3,X,X,X,"","",UP03,WB03,X,"",X,X,X,""
0.59,8713,V498,0003,2022,"",GR78,"",100,3,"","",X,X,"",UP01,WB03,"",X,"",X,"",X
1.59,4213,V499,0003,2022,X,GR61,"",100,3,X,X,"","",X,UP02,WB02,X,X,X,X,"",""
3.97,4633,V500,0002,2018,X,GR65,X,100,2,"","","","","",UP03,WB03,X,X,X,X,X,""
2.12,4529,V001,0002,2022,"",GR77,X,100,3,X,X,"",X,"",UP01,WB03,X,"",X,X,X,""
2.67,8680,V002,0002,2018,X,GR79,X,100,2,X,"",X,X,X,UP01,WB01,X,"","","","",""
1.35,7661,V003,0001,2024,X,GR48,X,100,"","","","",X,X,UP02,WB03,"","","",X,"",""
2.5,10532,V004,0004,2019,"",GR86,X,100,2,"","","",X,X,UP02,WB01,X,X,"",X,"",""
0.85,6455,V005,0001,2019,"",GR48,X,100,3,"",X,"",X,"",UP03,WB03,"","","",X,"",""
3.32,9411,V006,0003,2016,X,GR58,X,100,3,X,"",X,X,"",UP03,WB01,X,X,X,"","",X
2.59,5794,V007,0003,2020,"",GR84,"",100,3,"","",X,"","",UP01,WB01,"","","",X,"",""
0.52,8582,V008,0001,2025,X,GR15,X,100,2,X,X,"",X,"",UP01,WB03,"",X,X,X,"",""
4.3,1259,V009,0004,2017,"",GR36,X,100,2,X,X,"","","",UP01,WB03,"",X,X,X,"",""
4.9,4906,V010,0003,2015,X,GR77,"",100,3,X,"",X,"","",UP01,WB01,X,X,"","","",X
2.42,6300,V011,0003,2025,X,GR66,"",100,2,"","","",X,"",UP03,WB03,X,X,"","",X,""
1.18,1760,V012,0002,2025,X,GR18,"",100,2,"","",X,"",X,UP03,WB02,"","","","","",X
2.63,5777,V013,0002,2020,"",GR11,X,100,"","",X,"",X,"",UP02,WB03,X,X,"","",X,X
2.43,10191,V014,0002,2026,X,GR59,"",100,3,"","","",X,X,UP03,WB03,X,"","",X,"",X
2.63,4061,V015,0003,2017,"",GR55,"",100,2,X,X,X,"",X,UP02,WB03,X,X,X,X,"",X
4.67,1076,V016,0001,2022,X,GR70,X,100,2,"","",X,X,X,UP01,WB02,"",X,X,"",X,X
0.75,4738,V017,0004,2020,X,GR95,X,100,"","",X,"","","",UP02,WB01,X,X,X,X,X,""
2.64,9841,V018,0004,2025,X,GR30,X,100,2,X,"","",X,"",UP02,WB02,X,"",X,"",X,""
1.33,6329,V019,0003,2019,"",GR71,"",100,2,X,"","",X,X,UP01,WB03,X,X,"",X,"",""
1.58,5890,V020,0004,2025,"",GR19,X,100,3,X,"","","","",UP02,WB03,X,"","",X,X,X
2.49,2286,V021,0002,2024,X,GR24,"",100,2,"",X,"","","",UP03,WB02,"",X,X,X,"",""
4.61,8669,V022,0001,2020,X,GR93,X,100,"","",X,X,"","",UP02,WB02,X,X,X,"",X,X
0.7,7115,V023,0004,2020,X,GR73,X,100,3,X,"","","","",UP03,WB01,X,X,X,X,"",X
4.06,1411,V024,0001,2020,X,GR47,X,100,3,X,X,"","","",UP02,WB02,"","","","",X,""
0.14,1357,V025,0001,2021,"",GR89,"",100,3,"","",X,X,"",UP01,WB01,"","","",X,X,""
4.63,8127,V026,0002,2019,X,GR31,"",100,3,X,"",X,X,"",UP01,WB02,"",X,"","",X,X
3.82,3743,V027,0003,2026,"",GR12,X,100,3,"",X,X,X,"",UP03,WB01,"","","","",X,X
0.62,6874,V028,0004,2016,"",GR91,"",100,2,"",X,X,X,"",UP03,WB03,"",X,"","","",X
2.21,5997,V029,0004,2021,"",GR91,X,100,3,"","","","",X,UP01,WB01,"","",X,X,"",X
1.83,5586,V030,0001,2019,"",GR93,"",100,"","","","",X,"",UP01,WB02,"",X,"",X,"",X
0.78,6656,V031,0004,2025,"",GR25,X,100,2,X,X,X,"","",UP02,WB01,X,"",X,X,"",X
3.63,1932,V032,0004,2021,"",GR43,"",100,2,X,X,X,"",X,UP01,WB03,X,X,"",X,X,X
0.42,1405,V033,0001,2017,"",GR88,"",100,3,X,X,X,X,X,UP01,WB01,X,X,X,X,"",""
2.9,10440,V034,0001,2015,"",GR68,"",100,3,"","","",X,X,UP01,WB02,X,"","",X,"",X
3.38,6987,V035,0002,2020,X,GR55,"",100,2,"",X,X,X,"",UP03,WB02,"",X,"",X,"",X
3.1,10703,V036,0004,2018,"",GR93,X,100,3,"",X,"","","",UP02,WB01,"",X,X,X,"",""
1.11,7392,V037,0003,2017,"",GR31,X,100,2,"","","","",X,UP02,WB03,X,X,X,"","",""
4.86,1638,V038,0002,2017,"",GR41,"",100,"",X,"","",X,"",UP03,WB02,X,X,"",X,"",X
0.44,10554,V039,0003,2020,X,GR74,"",100,2,"","",X,"","",UP02,WB01,X,X,X,X,X,X
0.24,4714,V040,0001,2024,"",GR57,X,100,"",X,X,"","",X,UP01,WB01,X,X,"",X,"",X
1.08,4424,V041,0001,2024,X,GR97,X,100,"",X,"",X,"",X,UP03,WB03,"","",X,X,X,X
4.9,5271,V042,0001,2015,"",GR81,"",100,3,"",X,"",X,X,UP02,WB03,X,"",X,X,X,X
1.88,8902,V043,0004,2025,"",GR98,"",100,"","",X,"",X,"",UP01,WB03,"",X,X,"","",""
3.31,9796,V044,0001,2021,X,GR19,"",100,3,X,X,X,X,X,UP03,WB01,"",X,"",X,"",""
4.78,6070,V045,0003,2023,"",GR68,X,100,"","","","",X,"",UP01,WB02,X,X,"",X,X,""
1.41,1216,V046,0002,2021,"",GR35,"",100,2,"",X,"","","",UP03,WB01,X,"",X,"","",""
3.49,10996,V047,0003,2019,"",GR96,"",100,2,X,X,"","","",UP02,WB01,"","","",X,X,""
4.07,1300,V048,0004,2018,X,GR14,"",100,2,"","",X,"",X,UP03,WB03,"",X,X,X,X,X
1.8,4205,V049,0002,2018,"",GR84,X,100,"","",X,"","",X,UP03,WB01,"",X,"",X,X,X
1.85,4347,V050,0002,2019,"",GR61,X,100,2,"",X,"",X,X,UP02,WB03,"","","",X,"",X
4.03,5769,V051,0002,2017,X,GR62,X,100,3,X,"",X,"",X,UP02,WB03,"",X,X,X,"",X
0.5,9089,V052,0003,2026,X,GR69,X,100,2,"",X,X,"",X,UP02,WB01,"",X,"",X,"",""
0.73,7709,V053,0003,2019,"",GR92,X,100,3,"",X,"","",X,UP02,WB02,"","",X,X,X,X
1.68,6454,V054,0003,2024,X,GR95,"",100,2,"","","","","",UP02,WB01,"",X,"",X,X,""
0.56,10257,V055,0001,2019,"",GR63,"",100,"",X,X,"",X,"",UP02,WB01,"",X,"","","",""
4.72,5296,V056,0001,2015,X,GR53,"",100,2,X,X,"",X,X,UP01,WB03,X,X,X,X,"",X
2.09,3373,V057,0001,2016,"",GR43,X,100,3,"","",X,"",X,UP01,WB01,"",X,X,X,"",X
1.67,4052,V058,0003,2015,"",GR73,X,100,"",X,"","","","",UP02,WB02,X,X,X,"",X,""
2.92,5516,V059,0002,2026,"",GR31,"",100,2,"","",X,X,X,UP01,WB02,"",X,X,"","",X
2.05,2393,V060,0001,2021,X,GR39,"",100,3,X,X,X,"",X,UP01,WB02,X,X,"","","",X
3.44,8509,V061,0003,2016,"",GR38,X,100,3,X,X,X,X,"",UP02,WB03,X,X,X,"","",""
3.42,8090,V062,0001,2018,X,GR34,X,100,"","",X,"","",X,UP03,WB02,X,X,"","",X,X
3.0,6596,V063,0001,2022,"",GR97,"",100,3,"",X,"",X,"",UP01,WB02,X,"",X,"",X,""
0.23,4203,V064,0004,2017,"",GR31,X,100,3,"",X,"","","",UP02,WB01,X,X,"","",X,X
0.6,9656,V065,0002,2017,X,GR68,X,100,3,X,"",X,X,"",UP01,WB02,"","","","",X,""
4.94,3229,V066,0004,2026,X,GR62,X,100,2,"","","","",X,UP02,WB01,"","","",X,X,X
0.82,8326,V067,0002,2016,X,GR25,X,100,3,X,X,X,X,"",UP01,WB02,"",X,"",X,"",""
2.24,1065,V068,0001,2023,X,GR29,X,100,2,"","",X,"","",UP03,WB03,X,"","","","",""
2.18,8677,V069,0001,2025,X,GR13,X,100,3,X,"",X,X,X,UP01,WB02,"",X,X,X,"",""
1.07,9917,V070,0002,2017,X,GR71,"",100,2,X,"","","",X,UP02,WB02,X,X,"",X,"",X
3.59,6202,V071,0003,2026,X,GR38,"",100,"","",X,X,"","",UP03,WB03,X,X,X,"",X,""
0.76,1264,V072,0004,2019,X,GR91,X,100,3,"",X,"","",X,UP01,WB03,X,X,"",X,X,""
2.69,2046,V073,0004,2021,X,GR24,"",100,2,X,X,"","","",UP02,WB02,X,"",X,X,"",""
0.21,3169,V074,0004,2020,X,GR10,X,100,"","","",X,X,"",UP02,WB03,X,"","",X,X,""
4.15,7028,V075,0003,2021,"",GR86,"",100,"",X,"","","","",UP03,WB02,"","",X,"",X,""
2.5,6500,V076,0004,2017,"",GR31,"",100,2,X,"",X,X,X,UP03,WB02,"","","","",X,X
3.61,5727,V077,0001,2016,X,GR48,"",100,3,"",X,"","",X,UP01,WB03,"",X,"",X,"",""
4.21,4813,V078,0003,2018,"",GR74,X,100,3,X,X,X,"",X,UP02,WB03,X,"","",X,"",X
4.51,1429,V079,0003,2018,"",GR37,X,100,"",X,"","",X,X,UP02,WB01,"",X,X,X,"",""
1.32,3238,V080,0001,2024,X,GR84,X,100,3,X,"",X,X,"",UP02,WB02,X,"",X,"",X,""
2.76,10777,V081,0003,2022,"",GR60,"",100,3,X,X,"","",X,UP02,WB03,"",X,"",X,"",""
0.38,7949,V082,0004,2016,"",GR67,"",100,3,X,"","",X,X,UP01,WB01,X,X,"","","",X
4.62,3623,V083,0003,2025,"",GR31,"",100,"",X,"",X,"","",UP03,WB02,X,X,"","",X,X
2.21,2879,V084,0001,2024,X,GR51,X,100,2,"","","",X,X,UP01,WB03,"","",X,X,"",""
3.7,10447,V085,0004,2022,X,GR30,X,100,"",X,"","",X,"",UP02,WB01,X,X,X,X,X,X
3.56,5041,V086,0001,2022,X,GR49,X,100,3,"","","",X,"",UP02,WB01,X,"","","",X,X
4.16,2657,V087,0001,2015,X,GR46,X,100,3,"","",X,X,"",UP01,WB02,X,"",X,X,"",""
2.66,5618,V088,0004,2019,"",GR28,"",100,2,"",X,X,X,X,UP01,WB03,"","",X,"","",X
1.85,9480,V089,0001,2016,X,GR74,"",100,3,"","","","",X,UP01,WB01,X,X,X,"",X,""
4.74,9818,V090,0001,2022,X,GR72,X,100,3,X,X,"",X,"",UP03,WB03,"",X,X,"",X,""
0.86,2753,V091,0004,2026,X,GR66,X,100,2,"",X,X,"","",UP01,WB02,X,X,X,X,X,""
1.62,7980,V092,0001,2016,"",GR26,"",100,"","","",X,"",X,UP01,WB02,X,"",X,X,X,X
3.41,7323,V093,0004,2021,X,GR34,"",100,"","",X,"","","",UP01,WB03,X,X,"","","",X
1.65,2219,V094,0002,2021,X,GR17,"",100,2,"",X,X,"",X,UP03,WB02,"",X,X,X,X,X
3.53,5296,V095,0004,2025,"",GR66,"",100,3,"",X,X,X,X,UP02,WB03,X,X,X,X,"",X
2.13,4951,V096,0001,2021,"",GR33,X,100,3,"","","",X,"",UP01,WB03,X,X,"","","",""
3.82,2278,V097,0001,2020,X,GR42,"",100,"",X,X,"","",X,UP01,WB03,"",X,X,X,X,""
4.95,5968,V098,0004,2015,"",GR34,"",100,3,"","","",X,"",UP02,WB01,X,"","",X,"",""
3.46,6693,V099,0002,2021,"",GR29,"",100,3,"",X,"","","",UP01,WB03,"",X,"","","",""
1.94,10299,V100,0002,2026,"",GR53,"",100,3,"",X,"",X,"",UP03,WB01,X,"","",X,"",X
1.75,8650,V101,0004,2023,"",GR33,"",100,2,"","","","","",UP02,WB03,X,X,"",X,"",""
3.53,4236,V102,0001,2024,X,GR78,"",100,2,"","",X,X,"",UP02,WB02,X,X,X,X,"",X
3.88,4980,V103,0003,2016,X,GR12,X,100,3,"","",X,X,"",UP03,WB03,X,X,"","",X,""
1.2,4933,V104,0003,2022,"",GR70,"",100,"",X,"",X,X,X,UP03,WB03,X,X,"",X,X,X
1.36,1689,V105,0001,2020,X,GR40,"",100,2,X,"",X,X,X,UP01,WB01,X,"",X,X,X,""
2.0,9514,V106,0002,2018,X,GR67,X,100,"","","","","",X,UP02,WB03,X,X,X,"",X,X
1.96,3323,V107,0004,2015,X,GR77,"",100,3,"","","",X,"",UP02,WB01,"","","","","",""
3.79,5497,V108,0003,2017,X,GR30,"",100,3,"",X,X,"","",UP03,WB01,X,"","",X,"",""
0.78,6748,V109,0004,2015,X,GR44,X,100,"","","",X,"","",UP02,WB01,"","",X,"","",""
2.01,2421,V110,0001,2020,X,GR25,"",100,3,X,"","","","",UP01,WB03,"","","",X,"",""
3.48,5027,V111,0002,2015,"",GR78,"",100,"","","","","",X,UP03,WB01,"",X,X,X,X,""
3.04,9626,V112,0003,2018,"",GR76,"",100,2,"",X,"","","",UP02,WB03,X,X,X,"",X,""
2.58,10377,V113,0002,2026,X,GR53,X,100,"",X,X,X,X,X,UP01,WB02,"","","","",X,""
3.95,9133,V114,0001,2022,X,GR32,"",100,2,X,"",X,X,X,UP03,WB02,X,"","",X,X,X
2.01,1793,V115,0001,2026,X,GR72,X,100,2,X,X,"",X,X,UP01,WB02,"",X,X,X,"",X
4.37,6324,V116,0001,2025,"",GR48,X,100,3,X,X,X,"",X,UP01,WB02,X,X,"",X,X,""
1.4,9049,V117,0004,2025,"",GR33,"",100,"","",X,X,"",X,UP01,WB02,"",X,X,X,X,""
0.29,10517,V118,0003,2025,"",GR41,"",100,3,"",X,X,X,X,UP03,WB01,X,"",X,"",X,X
2.29,3703,V119,0002,2022,"",GR18,X,100,2,X,X,X,X,"",UP03,WB01,X,"",X,"","",""
0.52,7796,V120,0003,2016,X,GR99,X,100,2,X,X,X,X,X,UP02,WB01,X,"","","","",X
1.18,3961,V121,0002,2019,X,GR63,"",100,"",X,X,X,"",X,UP03,WB03,"","",X,X,X,X
0.53,2379,V122,0004,2018,X,GR60,"",100,3,"","",X,X,"",UP01,WB01,X,"",X,"","",""
3.27,7238,V123,0001,2020,X,GR86,"",100,"",X,X,"",X,X,UP02,WB03,X,"",X,"","",""
3.97,3318,V124,0001,2020,"",GR48,"",100,"","","","","","",UP02,WB03,"","","",X,X,X
2.49,1467,V125,0002,2022,X,GR22,"",100,"","",X,X,X,"",UP02,WB01,"",X,"",X,X,""
3.47,6424,V126,0004,2016,"",GR50,"",100,2,X,X,X,X,X,UP01,WB02,"","","","","",""
1.93,5987,V127,0003,2018,"",GR15,"",100,3,X,X,X,"","",UP03,WB02,X,"",X,"",X,X
0.7,5221,V128,0003,2015,"",GR59,"",100,3,"","",X,X,"",UP01,WB03,"","","","","",X
