MANDT,EKORG,EKOTX,BUKRS,TXADR,TXKOP,TXFUS,TXGRU,KALSE,MKALS,BPEFF,BUKRS_NTR
400,HO4Q,"Martinez, Bond and G",4000,"Martinez, Bond and Gutierrez, North Rebecca","Official Purchase Order - Martinez, Bond and Gutierrez",For inquiries contact: lorijohnson@example.com,With Thanks,Z002,ZPB002,,4000
100,59I3,Wu-Hernandez,3000,"Wu-Hernandez, Jacquelinechester",Official Purchase Order - Wu-Hernandez,For inquiries contact: npowell@example.com,Sincerely,Z001,MK0002,X,1100
200,4TKB,"Jones, Daniels and F",4000,"Jones, Daniels and Ford, East Ebonymouth","Official Purchase Order - Jones, Daniels and Ford",For inquiries contact: stacy16@example.com,Best Regards,RM02,PB0002,,3000
300,YX9T,Benson-Ray,2000,"Benson-Ray, Jamesberg",Official Purchase Order - Benson-Ray,For inquiries contact: castroanthony@example.org,Best Regards,Z002,MK0002,,2000
400,87H9,Lee PLC,3100,"Lee PLC, Nicoleborough",Official Purchase Order - Lee PLC,For inquiries contact: howardmaria@example.net,Sincerely,PR02,ZPB001,,2100
100,Q4VH,Eaton and Sons,2000,"Eaton and Sons, Isaacview",Official Purchase Order - Eaton and Sons,For inquiries contact: acostadylan@example.net,Kind Regards,Z002,PB0001,X,1100
200,5DKO,"Morse, Foster and Be",1000,"Morse, Foster and Bender, Bassbury","Official Purchase Order - Morse, Foster and Bender",For inquiries contact: alejandrotaylor@example.org,Sincerely,Z001,MK0001,X,3000
300,3X2K,Moore-Herrera,1000,"Moore-Herrera, Marshmouth",Official Purchase Order - Moore-Herrera,For inquiries contact: tcruz@example.org,Best Regards,PR01,MK0001,X,3100
400,XZB6,"Sellers, Gonzalez an",4000,"Sellers, Gonzalez and Haney, Bowmanchester","Official Purchase Order - Sellers, Gonzalez and Haney",For inquiries contact: tkent@example.org,Best Regards,Z001,ZPB002,X,3100
100,HT1U,"Haynes, Huang and Po",3100,"Haynes, Huang and Porter, North Bernard","Official Purchase Order - Haynes, Huang and Porter",For inquiries contact: gregory40@example.org,Sincerely,Z002,ZPB002,,1100
200,8QPD,Wall Ltd,2100,"Wall Ltd, Port Mitchellland",Official Purchase Order - Wall Ltd,For inquiries contact: wattslisa@example.net,Best Regards,RM01,ZPB001,,4100
300,874F,"Roy, Levy and Thomas",2100,"Roy, Levy and Thomas, Brockberg","Official Purchase Order - Roy, Levy and Thomas",For inquiries contact: joshua65@example.com,Best Regards,RM01,MK0001,X,3000
400,MHP9,Kim Ltd,4100,"Kim Ltd, New Gregory",Official Purchase Order - Kim Ltd,For inquiries contact: wgoodwin@example.net,Best Regards,PR01,ZPB001,X,3100
100,V5NL,"Young, Pierce and Ly",2100,"Young, Pierce and Lyons, New Diane","Official Purchase Order - Young, Pierce and Lyons",For inquiries contact: lauradixon@example.org,Kind Regards,Z001,PB0001,X,3100
200,VE4I,Wong-Cordova,4000,"Wong-Cordova, Port Mary",Official Purchase Order - Wong-Cordova,For inquiries contact: eblack@example.net,Best Regards,RM02,MK0002,,3000
300,G2PU,Hill Ltd,2000,"Hill Ltd, West Rebecca",Official Purchase Order - Hill Ltd,For inquiries contact: omejia@example.org,Best Regards,PR02,MK0002,,2000
400,5Q2E,"Mendez, Richardson a",3100,"Mendez, Richardson and Young, Lake Ronaldshire","Official Purchase Order - Mendez, Richardson and Young",For inquiries contact: emilycurtis@example.com,Sincerely,RM01,PB0002,X,1000
100,QUO2,Edwards Group,3100,"Edwards Group, West Adamfort",Official Purchase Order - Edwards Group,For inquiries contact: simpsonnicholas@example.net,Kind Regards,PR01,MK0001,,3100
200,3FKE,"Arnold, Schroeder an",2000,"Arnold, Schroeder and Evans, Donnafurt","Official Purchase Order - Arnold, Schroeder and Evans",For inquiries contact: kimberlybryant@example.net,Best Regards,PR01,MK0002,,3000
300,HIE9,Bush-Perry,1100,"Bush-Perry, East Amytown",Official Purchase Order - Bush-Perry,For inquiries contact: rhonda51@example.net,With Thanks,Z001,ZPB001,X,4000
400,0E1E,Tran-Singh,4000,"Tran-Singh, Kaitlinburgh",Official Purchase Order - Tran-Singh,For inquiries contact: brandi51@example.org,Best Regards,PR01,PB0001,X,1000
100,NZ9J,Zimmerman Ltd,4100,"Zimmerman Ltd, Cherylstad",Official Purchase Order - Zimmerman Ltd,For inquiries contact: cole63@example.net,Sincerely,RM02,MK0001,X,1000
200,WCUD,"Gomez, Mccall and Pa",2100,"Gomez, Mccall and Padilla, North Candicefort","Official Purchase Order - Gomez, Mccall and Padilla",For inquiries contact: matthew36@example.org,Kind Regards,RM02,MK0001,X,2000
300,QAFQ,Avila-Gross,4000,"Avila-Gross, Port Matthewtown",Official Purchase Order - Avila-Gross,For inquiries contact: calvin37@example.org,Kind Regards,Z001,MK0002,X,1100
400,Z83Y,Young and Sons,4100,"Young and Sons, Clinefort",Official Purchase Order - Young and Sons,For inquiries contact: coneill@example.net,Best Regards,PR02,ZPB002,,2000
100,MMWI,Stephenson Ltd,1100,"Stephenson Ltd, East Cynthia",Official Purchase Order - Stephenson Ltd,For inquiries contact: taylorchristopher@example.org,Best Regards,RM01,PB0001,,3000
200,MV2X,"Cabrera, Valdez and ",4000,"Cabrera, Valdez and Hudson, West Shirley","Official Purchase Order - Cabrera, Valdez and Hudson",For inquiries contact: emily52@example.org,Sincerely,Z002,PB0001,X,4100
300,BLBZ,Leach Group,4100,"Leach Group, Stacychester",Official Purchase Order - Leach Group,For inquiries contact: katherinejimenez@example.org,With Thanks,RM01,PB0002,X,2100
400,GM2T,Miller PLC,3100,"Miller PLC, East Vicki",Official Purchase Order - Miller PLC,For inquiries contact: hurstwendy@example.net,Kind Regards,Z001,PB0001,X,2100
100,O7PN,Martin-Allen,3100,"Martin-Allen, Dennismouth",Official Purchase Order - Martin-Allen,For inquiries contact: emily00@example.org,With Thanks,Z002,PB0002,X,3100
200,DXUB,"Davis, Owen and Sanc",2100,"Davis, Owen and Sanchez, Evansstad","Official Purchase Order - Davis, Owen and Sanchez",For inquiries contact: byrdsamantha@example.org,Sincerely,RM01,PB0002,X,1100
300,BL7A,Mason LLC,2000,"Mason LLC, Lake Johnnyside",Official Purchase Order - Mason LLC,For inquiries contact: westdennis@example.com,Sincerely,Z001,MK0002,,3000
400,SMV4,Brown-Walters,4000,"Brown-Walters, Patelborough",Official Purchase Order - Brown-Walters,For inquiries contact: katherinecampbell@example.net,Sincerely,PR01,PB0001,X,4000
100,7C8D,"Mendoza, Melendez an",4000,"Mendoza, Melendez and Smith, North Joshua","Official Purchase Order - Mendoza, Melendez and Smith",For inquiries contact: elizabeth43@example.net,Best Regards,Z001,PB0002,,2000
200,52F7,Parker and Sons,3000,"Parker and Sons, North Robertland",Official Purchase Order - Parker and Sons,For inquiries contact: ballardkelly@example.com,With Thanks,RM01,PB0001,,1000
300,BI30,Jones Ltd,4000,"Jones Ltd, Danielville",Official Purchase Order - Jones Ltd,For inquiries contact: matthewcook@example.net,Sincerely,RM01,ZPB001,,1100
400,HYCX,Duncan-Anderson,3000,"Duncan-Anderson, Wolfberg",Official Purchase Order - Duncan-Anderson,For inquiries contact: erikacarlson@example.com,With Thanks,Z001,PB0002,X,3000
100,8NA1,Fischer-Cowan,4000,"Fischer-Cowan, Andersonland",Official Purchase Order - Fischer-Cowan,For inquiries contact: xgray@example.org,Best Regards,Z002,ZPB001,X,1000
200,CV1L,"Mills, Duran and Van",2100,"Mills, Duran and Vance, Espinozamouth","Official Purchase Order - Mills, Duran and Vance",For inquiries contact: vhenderson@example.com,Kind Regards,RM02,PB0002,X,2100
300,PKLJ,Hancock-Robinson,4000,"Hancock-Robinson, Marshallland",Official Purchase Order - Hancock-Robinson,For inquiries contact: kristineobrien@example.org,Best Regards,Z002,ZPB001,X,3000
400,S4ZN,"Maddox, Walker and B",1000,"Maddox, Walker and Bryant, North Joshua","Official Purchase Order - Maddox, Walker and Bryant",For inquiries contact: rwalker@example.com,With Thanks,PR02,ZPB001,,1000
100,3QE6,Matthews LLC,3100,"Matthews LLC, Jocelynchester",Official Purchase Order - Matthews LLC,For inquiries contact: brewerkristy@example.net,Kind Regards,Z001,ZPB001,X,2000
200,MM1Z,Ramirez PLC,4000,"Ramirez PLC, South Suzanneshire",Official Purchase Order - Ramirez PLC,For inquiries contact: umaxwell@example.net,Best Regards,RM02,PB0002,,4000
300,UTFE,Wright Ltd,4100,"Wright Ltd, West Nancymouth",Official Purchase Order - Wright Ltd,For inquiries contact: christine91@example.net,Kind Regards,RM01,ZPB002,X,1000
400,0I18,"Nguyen, Stanley and ",1000,"Nguyen, Stanley and Cortez, West Rachelport","Official Purchase Order - Nguyen, Stanley and Cortez",For inquiries contact: katiesilva@example.com,With Thanks,RM02,MK0001,,1000
100,P47L,Craig LLC,3100,"Craig LLC, Anthonychester",Official Purchase Order - Craig LLC,For inquiries contact: zacharyabbott@example.com,Sincerely,Z002,ZPB002,,4000
200,E8NF,Taylor Inc,4100,"Taylor Inc, Stuartland",Official Purchase Order - Taylor Inc,For inquiries contact: james84@example.org,Best Regards,RM02,MK0001,,2100
300,4GC4,Mcdaniel LLC,2000,"Mcdaniel LLC, Faithstad",Official Purchase Order - Mcdaniel LLC,For inquiries contact: katelyn54@example.com,Sincerely,RM02,MK0001,,4000
400,BHKV,Cole PLC,3100,"Cole PLC, Bryanthaven",Official Purchase Order - Cole PLC,For inquiries contact: dawnmerritt@example.org,With Thanks,RM01,PB0001,X,3000
100,D1N1,Farmer Inc,2000,"Farmer Inc, South Kimberlytown",Official Purchase Order - Farmer Inc,For inquiries contact: andrew94@example.com,Kind Regards,RM02,MK0002,,1100
200,JTWV,Benitez and Sons,2100,"Benitez and Sons, Richardmouth",Official Purchase Order - Benitez and Sons,For inquiries contact: elizabeth80@example.com,Kind Regards,RM02,ZPB002,X,2100
300,CMZX,Bender Inc,2000,"Bender Inc, Andreachester",Official Purchase Order - Bender Inc,For inquiries contact: amiller@example.com,Kind Regards,Z002,ZPB001,,1100
400,DKV5,Hernandez-Hamilton,1000,"Hernandez-Hamilton, Kevinfort",Official Purchase Order - Hernandez-Hamilton,For inquiries contact: dominguezanna@example.com,Best Regards,RM02,MK0001,,3000
100,68Q0,Miller-Trujillo,3000,"Miller-Trujillo, New Steventown",Official Purchase Order - Miller-Trujillo,For inquiries contact: johnnguyen@example.org,With Thanks,Z002,PB0001,,3000
200,JOD5,"Mitchell, Carter and",3000,"Mitchell, Carter and Floyd, South Johnport","Official Purchase Order - Mitchell, Carter and Floyd",For inquiries contact: xhopkins@example.net,Sincerely,RM02,ZPB001,,1100
300,Y9V8,"Braun, Golden and Sa",2000,"Braun, Golden and Sandoval, Carolineton","Official Purchase Order - Braun, Golden and Sandoval",For inquiries contact: daniellebrown@example.org,Kind Regards,PR02,ZPB001,X,2000
400,KHD1,"Mcgrath, Lang and Ra",2100,"Mcgrath, Lang and Ramos, West Richard","Official Purchase Order - Mcgrath, Lang and Ramos",For inquiries contact: justinjohnson@example.net,Best Regards,Z002,MK0001,,3100
100,XIYY,Garcia Ltd,2100,"Garcia Ltd, North Christopher",Official Purchase Order - Garcia Ltd,For inquiries contact: ssaunders@example.org,Sincerely,PR02,MK0001,,2100
200,T229,Wright LLC,1000,"Wright LLC, Hannahstad",Official Purchase Order - Wright LLC,For inquiries contact: hicksdavid@example.com,Sincerely,Z002,PB0002,X,4000
300,APCQ,Wheeler-Merritt,2100,"Wheeler-Merritt, Brownbury",Official Purchase Order - Wheeler-Merritt,For inquiries contact: john74@example.org,Sincerely,PR01,ZPB001,,1100
400,C8FB,"Cameron, Gomez and J",4100,"Cameron, Gomez and James, Phillipsmouth","Official Purchase Order - Cameron, Gomez and James",For inquiries contact: normanedwards@example.net,Kind Regards,Z001,ZPB001,,3000
100,LAB0,"Moore, Martinez and ",1000,"Moore, Martinez and Underwood, Danielland","Official Purchase Order - Moore, Martinez and Underwood",For inquiries contact: vargassamantha@example.org,Best Regards,PR02,MK0002,,2100
200,4944,"Taylor, Gray and Bur",4000,"Taylor, Gray and Burns, Lake Richard","Official Purchase Order - Taylor, Gray and Burns",For inquiries contact: brianjohnson@example.org,Sincerely,Z002,MK0001,,3100
300,LGDV,Jones Ltd,1100,"Jones Ltd, Josephchester",Official Purchase Order - Jones Ltd,For inquiries contact: pvaldez@example.net,With Thanks,Z001,ZPB001,,2000
400,GGXR,Velasquez-Castro,2000,"Velasquez-Castro, West Kimberly",Official Purchase Order - Velasquez-Castro,For inquiries contact: martinezrobert@example.net,With Thanks,RM01,MK0001,,4100
100,KKU7,Barnett-Howell,1100,"Barnett-Howell, Josephberg",Official Purchase Order - Barnett-Howell,For inquiries contact: fconner@example.net,Kind Regards,RM01,MK0002,X,1100
200,O5XK,Rosales-Rivera,4000,"Rosales-Rivera, South Kathryn",Official Purchase Order - Rosales-Rivera,For inquiries contact: amanda26@example.net,Kind Regards,PR02,ZPB002,,3000
300,1CLM,Cortez PLC,2000,"Cortez PLC, Brianville",Official Purchase Order - Cortez PLC,For inquiries contact: melissa94@example.org,Best Regards,PR01,MK0001,,1100
400,IO00,Lloyd and Sons,3000,"Lloyd and Sons, West Angela",Official Purchase Order - Lloyd and Sons,For inquiries contact: margaretdixon@example.net,Best Regards,Z001,ZPB002,X,1000
100,QIV9,Rush Ltd,2000,"Rush Ltd, Nancyburgh",Official Purchase Order - Rush Ltd,For inquiries contact: rogerssara@example.com,Best Regards,PR02,MK0001,,2100
200,DF7P,Williams-Crawford,1100,"Williams-Crawford, New Ginamouth",Official Purchase Order - Williams-Crawford,For inquiries contact: michaelkramer@example.com,Sincerely,Z001,MK0001,X,4100
300,ASAJ,Howard LLC,3000,"Howard LLC, Vasquezfort",Official Purchase Order - Howard LLC,For inquiries contact: justin49@example.com,Sincerely,Z002,PB0001,X,3000
400,D8GB,Bauer-Sanchez,3000,"Bauer-Sanchez, Ronaldton",Official Purchase Order - Bauer-Sanchez,For inquiries contact: grahampaul@example.net,Kind Regards,PR01,PB0001,X,3100
100,67XK,"Bradshaw, Price and ",3100,"Bradshaw, Price and Payne, Lake Emily","Official Purchase Order - Bradshaw, Price and Payne",For inquiries contact: linda37@example.com,Sincerely,RM01,MK0002,,1100
200,5E0L,"Perez, Blackwell and",3000,"Perez, Blackwell and Bright, Rebeccaport","Official Purchase Order - Perez, Blackwell and Bright",For inquiries contact: gsmith@example.org,With Thanks,Z001,ZPB002,X,3000
300,EFJ3,Johnson LLC,4000,"Johnson LLC, South Ericstad",Official Purchase Order - Johnson LLC,For inquiries contact: lisa53@example.net,Best Regards,PR01,PB0002,,3100
400,YGC9,Williams-Campos,1000,"Williams-Campos, New Marybury",Official Purchase Order - Williams-Campos,For inquiries contact: meganpaul@example.com,With Thanks,RM01,MK0002,X,3000
100,PHVP,Alexander and Sons,2100,"Alexander and Sons, Farleystad",Official Purchase Order - Alexander and Sons,For inquiries contact: mannkenneth@example.org,Best Regards,PR02,MK0002,X,4100
200,BTLD,"Long, Brown and Ande",3100,"Long, Brown and Anderson, Lake Marciashire","Official Purchase Order - Long, Brown and Anderson",For inquiries contact: john98@example.net,With Thanks,PR01,PB0002,X,1000
300,ALBN,Gould-Pace,2000,"Gould-Pace, Hawkinsstad",Official Purchase Order - Gould-Pace,For inquiries contact: ginasanchez@example.org,Sincerely,Z001,MK0001,X,1000
400,TH1P,Vargas-Baker,2100,"Vargas-Baker, Swansonmouth",Official Purchase Order - Vargas-Baker,For inquiries contact: cassandra59@example.com,Kind Regards,RM01,MK0001,,4100
100,MU62,Quinn-Liu,2000,"Quinn-Liu, South Jessica",Official Purchase Order - Quinn-Liu,For inquiries contact: snydermorgan@example.net,Kind Regards,RM02,ZPB001,X,3000
200,4UOX,"Roy, Owen and Gonzal",3100,"Roy, Owen and Gonzales, New Jeremyberg","Official Purchase Order - Roy, Owen and Gonzales",For inquiries contact: rachel23@example.net,With Thanks,RM02,PB0002,,3100
300,IVH6,Long Ltd,1100,"Long Ltd, South Paul",Official Purchase Order - Long Ltd,For inquiries contact: rortiz@example.net,Kind Regards,RM02,PB0002,X,3100
400,D7YX,Miranda LLC,4100,"Miranda LLC, West Jessicafurt",Official Purchase Order - Miranda LLC,For inquiries contact: elizabeth11@example.org,Best Regards,RM02,ZPB001,,4100
100,VA3T,"Gray, Wagner and Kru",3100,"Gray, Wagner and Krueger, West Adamberg","Official Purchase Order - Gray, Wagner and Krueger",For inquiries contact: amandamorrison@example.org,Kind Regards,Z001,PB0002,X,3100
200,7SCR,Hampton-Carter,1000,"Hampton-Carter, Brianaburgh",Official Purchase Order - Hampton-Carter,For inquiries contact: scottvelazquez@example.com,Kind Regards,PR02,MK0001,,3100
300,7SWV,Olson-Nelson,2000,"Olson-Nelson, New Jason",Official Purchase Order - Olson-Nelson,For inquiries contact: jay37@example.org,Sincerely,PR01,MK0001,,1100
400,RUR3,"Cobb, Baldwin and Me",4100,"Cobb, Baldwin and Meyer, New Robert","Official Purchase Order - Cobb, Baldwin and Meyer",For inquiries contact: christophermullen@example.org,Sincerely,PR02,ZPB001,X,2100
100,EH1V,Smith Group,4100,"Smith Group, South Scottburgh",Official Purchase Order - Smith Group,For inquiries contact: scottpatricia@example.net,With Thanks,PR02,PB0002,X,1000
200,8QFD,Mckay-Terry,2100,"Mckay-Terry, Hubershire",Official Purchase Order - Mckay-Terry,For inquiries contact: vmata@example.org,Best Regards,PR02,PB0001,,1000
300,D922,Jones-Orr,1100,"Jones-Orr, Wrighttown",Official Purchase Order - Jones-Orr,For inquiries contact: hunter89@example.net,Kind Regards,Z002,ZPB002,X,3100
400,1J6F,Jones Group,2000,"Jones Group, North Elizabeth",Official Purchase Order - Jones Group,For inquiries contact: brett93@example.org,Best Regards,Z002,ZPB002,X,3100
100,LYZJ,Cole-Gallegos,1100,"Cole-Gallegos, North Toni",Official Purchase Order - Cole-Gallegos,For inquiries contact: rzhang@example.org,With Thanks,PR02,ZPB002,,3100
200,OXBE,"Collins, Morgan and ",4000,"Collins, Morgan and English, Lake Hannah","Official Purchase Order - Collins, Morgan and English",For inquiries contact: catherine08@example.org,With Thanks,Z001,ZPB002,X,2100
300,8HYE,Stephens-Smith,2100,"Stephens-Smith, South Edwardtown",Official Purchase Order - Stephens-Smith,For inquiries contact: kmiller@example.org,Sincerely,Z002,ZPB002,X,1000
400,GFLI,"Silva, Goodwin and R",4000,"Silva, Goodwin and Ramirez, East Caitlyn","Official Purchase Order - Silva, Goodwin and Ramirez",For inquiries contact: ashley02@example.org,Sincerely,Z002,MK0002,,1000
100,BMAE,Jones LLC,1100,"Jones LLC, Shahville",Official Purchase Order - Jones LLC,For inquiries contact: yward@example.net,Kind Regards,PR01,ZPB001,X,4100
200,4HQF,Gonzalez and Sons,3100,"Gonzalez and Sons, Port Sharonhaven",Official Purchase Order - Gonzalez and Sons,For inquiries contact: bauermichelle@example.net,Best Regards,PR01,MK0002,,2100
300,31EI,Mcmillan-Marshall,3100,"Mcmillan-Marshall, East Stephanieview",Official Purchase Order - Mcmillan-Marshall,For inquiries contact: arroyosarah@example.org,Sincerely,RM02,MK0001,,3100
