BKLAS,BWKEY,BWTAR,LBKUM,LFGJA,LFMON,MANDT,MATNR,PEINH,SALK3,SALKV,STPRS,VERPR,VKSAL,VPRSV
3002,V365,VAL657,9676.788,2023,03,100,916977242693997338,5,1594347.59,1411940.14,145.91,164.76,2059526.26,V
3001,V456,VAL626,1495.091,2022,03,100,244245592333865546,8,523969.59,290825.1,194.52,350.46,721255.1,V
3002,V367,VAL160,9031.586,2025,01,100,548770312881987392,7,492582.7,3395424.76,375.95,54.54,672714.95,S
3001,V356,VAL218,3975.851,2023,07,100,768275992598548217,1,1023662.36,1413415.03,355.5,257.47,1411878.38,S
7900,V037,VAL249,7562.517,2025,11,100,695823922502326163,1,1815760.33,2164014.24,286.15,240.1,2563259.36,S
3002,V091,VAL062,338.382,2026,04,100,660114201479252213,3,61978.05,91979.0,271.82,183.16,63567.31,S
3001,V214,VAL312,6432.728,2025,11,100,988718355446407683,10,1375381.57,631565.24,98.18,213.81,1790347.63,V
7900,V237,VAL676,7841.337,2022,06,100,574232531866636812,9,2678679.13,3524053.67,449.42,341.61,3662609.39,V
3002,V362,VAL045,5392.835,2025,09,100,268915157687338819,7,1782709.47,908045.56,168.38,330.57,2616954.55,V
3000,V460,VAL632,3021.614,2026,02,100,245377320823737589,9,1444210.63,604473.88,200.05,477.96,1835760.35,V
7900,V085,VAL420,5334.075,2023,09,100,450237522504220903,8,2224149.25,2654875.81,497.72,416.97,2957598.16,S
3001,V184,VAL345,3901.881,2021,07,100,681382270814053522,8,1841726.85,975158.1,249.92,472.01,2438141.44,S
7900,V453,VAL585,604.705,2026,12,100,262669680314995045,4,190191.82,258396.49,427.31,314.52,224104.55,V
3002,V453,VAL949,9948.271,2026,07,100,576305274180969691,4,3372364.39,2157581.01,216.88,338.99,4726044.39,S
3001,V333,VAL481,3178.555,2022,07,100,449757755903336091,9,583169.49,1136333.41,357.5,183.47,873944.05,S
3000,V121,VAL782,5148.287,2021,09,100,442180066360792622,9,897243.46,999848.82,194.21,174.28,1249245.37,S
3002,V357,VAL260,9360.908,2023,01,100,813681981524022523,1,3078240.99,773866.26,82.67,328.84,3400282.7,S
7900,V146,VAL076,1165.978,2022,06,100,315303576159777448,7,335661.75,360776.91,309.42,287.88,433804.58,S
3002,V348,VAL124,5639.45,2022,12,100,588888235991086369,9,828829.97,686264.67,121.69,146.97,1079658.95,S
3002,V077,VAL680,164.402,2025,06,100,629606896022100627,2,61767.48,69155.7,420.65,375.71,62420.47,S
7900,V090,VAL145,7757.834,2024,03,100,188640295819010592,1,1790042.62,2117345.63,272.93,230.74,2535334.32,V
3001,V463,VAL517,3906.261,2021,01,100,238869679180379006,2,1941450.78,512501.44,131.2,497.01,2117149.43,S
3000,V056,VAL805,3194.157,2024,04,100,281372455368945653,1,1573697.27,1243708.91,389.37,492.68,1813386.25,S
3002,V024,VAL634,1148.742,2021,11,100,213373928223764161,8,16748.66,311217.18,270.92,14.58,19094.79,V
3002,V199,VAL765,2134.856,2026,12,100,938508070872660429,1,269290.74,533329.73,249.82,126.14,330307.53,V
3002,V124,VAL860,5808.897,2024,05,100,744984070062260715,3,1061285.48,125123.64,21.54,182.7,1587978.6,V
3001,V361,VAL890,2577.137,2024,09,100,144095543002151061,8,172565.09,1189580.67,461.59,66.96,229301.95,S
3002,V096,VAL066,6482.219,2020,02,100,521641297506776936,7,97816.68,952432.44,146.93,15.09,106822.79,V
3000,V456,VAL815,3714.932,2022,05,100,300538098240852163,9,946861.87,962724.63,259.15,254.88,1106778.69,S
3002,V406,VAL298,5913.514,2021,12,100,677968406170991129,7,894241.59,1451235.47,245.41,151.22,1213327.04,V
7900,V136,VAL682,3768.153,2024,12,100,332578386970870761,10,491894.69,1393236.89,369.74,130.54,502309.41,S
3000,V437,VAL385,5703.521,2026,09,100,870272404592297623,9,540978.97,310898.93,54.51,94.85,761562.17,S
3002,V291,VAL992,5208.636,2024,03,100,168283685053110768,10,719833.5,1798646.18,345.32,138.2,928758.63,V
7900,V371,VAL172,9349.689,2022,07,100,906473977818990509,2,349304.38,4043460.0,432.47,37.36,447945.58,S
3001,V361,VAL880,3616.977,2023,09,100,663336626350785306,3,278290.21,905293.17,250.29,76.94,285961.72,V
7900,V268,VAL082,6681.818,2026,09,100,290034296044925903,6,2238275.39,1850997.22,277.02,334.98,2588167.83,S
3000,V200,VAL904,6844.405,2023,09,100,119578306028922115,6,630506.59,286301.46,41.83,92.12,652297.53,V
7900,V461,VAL709,5622.568,2025,01,100,642173218498796042,7,1612777.41,1931914.36,343.6,286.84,1746158.41,V
7900,V463,VAL311,1854.462,2024,08,100,535003207387756596,4,311623.79,343520.54,185.24,168.04,341690.48,V
7900,V026,VAL221,3501.035,2021,04,100,565406046189598930,8,494136.08,425585.81,121.56,141.14,676977.54,V
3002,V366,VAL965,4472.076,2024,02,100,148504343178494748,3,479138.22,485399.13,108.54,107.14,520505.09,S
3002,V094,VAL293,3777.918,2026,09,100,761439214332061937,4,1241763.87,380965.25,100.84,328.69,1628856.46,S
3001,V169,VAL888,4575.903,2020,01,100,980861153865333499,8,961305.7,1454954.12,317.96,210.08,1346711.13,S
7900,V414,VAL791,2527.389,2025,06,100,496859888578657582,6,167136.23,262722.09,103.95,66.13,177522.65,V
7900,V370,VAL422,8732.55,2021,07,100,320020433747580148,5,1214173.75,511640.1,58.59,139.04,1645230.3,V
7900,V483,VAL773,2699.547,2026,08,100,497494359188288828,9,1340972.98,191883.8,71.08,496.74,2006794.6,V
3001,V147,VAL573,648.2,2025,07,100,171680301115613715,1,194466.48,140160.29,216.23,300.01,279562.31,V
3002,V292,VAL181,849.66,2024,03,100,949172387607030869,5,274176.79,106802.26,125.7,322.69,383294.65,S
7900,V322,VAL925,2475.425,2026,09,100,129326993901203275,2,1058244.19,956504.22,386.4,427.5,1096632.49,S
3001,V024,VAL941,7234.222,2022,04,100,705057311661918565,8,2537114.0,1813402.43,250.67,350.71,2735073.68,V
3002,V050,VAL336,3536.47,2024,07,100,909116284567791797,4,1052135.19,1287947.01,364.19,297.51,1075214.82,V
7900,V009,VAL884,6816.42,2025,03,100,646460464429667602,7,2882459.53,423504.17,62.13,422.87,3015959.17,S
3000,V467,VAL631,2087.833,2026,06,100,785509837541318800,3,820393.1,389610.52,186.61,392.94,936588.39,S
3002,V342,VAL192,7260.07,2025,07,100,690067439811715556,9,2226518.27,463773.27,63.88,306.68,2656588.54,S
3000,V066,VAL026,1866.04,2022,05,100,604840415095843270,8,603738.58,751622.25,402.79,323.54,688171.04,V
3000,V016,VAL541,7013.731,2025,09,100,365075794962234190,10,1919167.21,868159.62,123.78,273.63,2049714.48,V
3000,V267,VAL859,5256.829,2026,11,100,397734663328151196,8,423490.14,1210647.72,230.3,80.56,435255.12,V
3001,V316,VAL521,9697.451,2026,06,100,404098177939006779,10,3111330.18,3237106.12,333.81,320.84,3330739.08,V
3000,V381,VAL979,8138.4,2026,10,100,340268156856300666,2,2926894.18,1438136.66,176.71,359.64,4040403.56,S
3000,V236,VAL546,7508.932,2023,05,100,886550600155991806,7,3508473.39,2059099.33,274.22,467.24,5211420.58,V
3000,V217,VAL450,3627.98,2023,06,100,416742475686817520,10,1655483.55,1280350.42,352.91,456.31,2266680.77,S
7900,V318,VAL081,4463.169,2021,11,100,541867740330553903,2,1421162.27,566331.51,126.89,318.42,1687811.8,S
3000,V097,VAL544,597.865,2022,05,100,765603890872877863,9,59822.37,121797.06,203.72,100.06,80715.39,V
3002,V445,VAL483,5721.638,2022,04,100,506314111007952608,8,537948.4,1308366.96,228.67,94.02,778911.07,S
3000,V457,VAL073,951.979,2021,03,100,959450747291682730,3,119701.84,372499.86,391.29,125.74,166468.96,V
3002,V083,VAL352,1986.003,2026,05,100,379389317462106444,5,879223.39,820060.36,412.92,442.71,1253012.96,V
3000,V123,VAL096,1500.157,2023,05,100,397084017501153637,2,461643.31,640507.03,426.96,307.73,570085.59,V
3001,V316,VAL681,1239.865,2021,06,100,350721474816533437,5,507885.9,98308.9,79.29,409.63,613207.73,S
7900,V493,VAL431,2024.82,2024,07,100,559024884620751506,2,572760.83,576527.0,284.73,282.87,793509.22,S
3002,V489,VAL487,8655.246,2024,12,100,257739805707144051,2,1806782.6,2730210.8,315.44,208.75,2097344.48,V
7900,V349,VAL428,9393.558,2020,09,100,137552949654024347,8,118452.77,3689883.52,392.81,12.61,143095.9,S
3002,V268,VAL064,6872.402,2022,11,100,433363110683032022,8,2710337.9,1875066.16,272.84,394.38,3859378.04,S
3000,V164,VAL252,5033.761,2025,01,100,842360715810561564,9,156348.62,1137327.96,225.94,31.06,174735.35,S
3001,V004,VAL809,131.698,2023,01,100,237829387867018704,9,62715.9,39303.95,298.44,476.21,77985.84,V
3002,V381,VAL789,9352.344,2020,10,100,297359068795579113,1,1879260.0,3446151.72,368.48,200.94,2376269.03,S
3002,V255,VAL347,861.508,2021,05,100,503044164568731141,2,106137.79,312908.32,363.21,123.2,119670.1,S
7900,V118,VAL187,1716.574,2026,02,100,334810293093894802,9,233248.08,193818.37,112.91,135.88,344973.65,V
7900,V144,VAL589,2436.563,2024,07,100,487749967419449363,4,607581.35,548689.62,225.19,249.36,829154.37,S
3000,V048,VAL022,8043.97,2026,05,100,282728670420953063,5,2142833.17,2453893.49,305.06,266.39,2642841.2,V
3001,V257,VAL384,2315.674,2025,05,100,561847284380029546,10,931641.96,1086444.77,469.17,402.32,1257414.45,S
7900,V219,VAL348,6966.056,2026,01,100,909116284567791797,9,3421378.4,544466.94,78.16,491.15,3481793.23,S
7900,V163,VAL071,7600.904,2021,12,100,246336918100130199,7,1284780.8,587625.89,77.31,169.03,1767379.87,V
3000,V110,VAL601,4644.1,2022,12,100,628825338231133678,9,247669.85,93067.76,20.04,53.33,259374.62,S
3002,V397,VAL569,2134.062,2023,02,100,883376749052020113,2,513220.57,1019697.5,477.82,240.49,664628.45,S
3001,V047,VAL259,6290.611,2024,06,100,554357197648923568,6,641831.04,168399.66,26.77,102.03,777011.67,S
7900,V339,VAL564,8574.033,2024,04,100,415697881431619580,5,800986.16,2217845.12,258.67,93.42,1001348.1,S
3001,V179,VAL738,5709.944,2024,12,100,276756822844186213,3,2040505.59,131956.81,23.11,357.36,2718213.93,S
3002,V439,VAL534,137.895,2025,04,100,960146407514918756,10,27347.34,28456.01,206.36,198.32,33793.44,V
3002,V327,VAL560,133.91,2020,09,100,446716285303885799,7,36977.91,59802.87,446.59,276.14,54205.28,V
3002,V086,VAL160,6075.569,2023,02,100,251232769921636838,9,469519.97,473894.38,78.0,77.28,490881.73,S
7900,V394,VAL088,5908.449,2021,08,100,518239639435681198,5,2326747.22,397993.12,67.36,393.8,2892113.43,V
3002,V303,VAL034,9409.494,2026,09,100,414614564165242009,5,2938773.17,2944136.58,312.89,312.32,3774101.7,V
7900,V408,VAL235,2220.101,2023,01,100,817312202081899260,9,83187.18,869258.35,391.54,37.47,116225.34,S
3001,V425,VAL719,1237.956,2025,09,100,848047516144473658,2,218635.41,154769.26,125.02,176.61,274716.37,V
3000,V191,VAL410,3528.859,2021,05,100,298867979907157933,7,998349.5,831222.74,235.55,282.91,1134431.65,S
3000,V277,VAL798,1205.157,2024,05,100,510063267761277442,10,197995.24,568243.58,471.51,164.29,224755.82,V
3000,V238,VAL488,6947.715,2026,08,100,569649203109193475,9,3258547.81,2307961.45,332.19,469.01,4618164.26,S
7900,V218,VAL208,3449.275,2020,08,100,923499022877628842,2,1718428.8,672263.7,194.9,498.2,2212618.85,V
7900,V433,VAL679,3799.281,2025,12,100,692286208662691507,4,1109693.99,1333205.7,350.91,292.08,1335186.22,S
3000,V483,VAL318,8607.318,2025,02,100,890187701851285100,2,2478993.66,2547077.54,295.92,288.01,3516857.79,S
3001,V102,VAL580,3490.824,2023,10,100,304255701403701923,5,624892.4,1661527.5,475.97,179.01,692239.86,S
3001,V132,VAL055,3203.405,2020,09,100,221817218801250371,4,1565375.89,1267331.09,395.62,488.66,2344261.33,V
3002,V005,VAL412,337.674,2024,03,100,804633488838187151,3,120650.92,11224.28,33.24,357.3,144011.75,S
3002,V200,VAL804,2253.288,2020,10,100,526755781469837902,8,938674.72,597211.45,265.04,416.58,1349553.81,V
3000,V023,VAL167,6445.96,2024,12,100,449100779969102371,6,313338.12,965282.51,149.75,48.61,386315.53,S
3002,V482,VAL190,6338.237,2021,08,100,108962777001425465,2,344609.95,2790218.69,440.22,54.37,456855.55,S
3002,V252,VAL588,5173.784,2026,08,100,652291106055053939,2,1754585.37,948871.99,183.4,339.13,2484322.07,V
3002,V179,VAL133,3670.376,2022,09,100,674627209684194228,9,1672480.23,1508157.5,410.9,455.67,2115456.77,S
3001,V380,VAL701,8278.192,2023,02,100,440845456372334591,5,2482878.13,3997207.79,482.86,299.93,3723662.67,V
7900,V048,VAL464,5782.969,2021,03,100,297740243492024139,6,2166936.31,1178684.74,203.82,374.71,2525068.21,V
3002,V033,VAL774,5320.175,2025,08,100,145372756937608818,4,504458.99,2562196.28,481.6,94.82,680949.79,V
3001,V027,VAL075,6602.217,2022,07,100,144748814572296071,1,566470.22,1720999.91,260.67,85.8,746862.35,S
3002,V342,VAL344,1454.871,2023,02,100,810581827093183631,4,391040.23,284383.63,195.47,268.78,574608.05,S
3001,V215,VAL227,4565.128,2022,02,100,836964478530398915,10,1441804.38,939229.43,205.74,315.83,2052733.47,V
3001,V287,VAL045,2734.954,2026,06,100,379228398090858997,1,82431.51,590968.86,216.08,30.14,92714.25,V
3000,V417,VAL772,4426.943,2026,02,100,835306624717405032,6,547789.93,391120.41,88.35,123.74,642155.31,V
3002,V177,VAL841,9895.684,2026,12,100,847839952490382442,1,3139009.92,1448530.22,146.38,317.21,3304591.61,S
7900,V013,VAL873,7228.477,2024,07,100,133475307461337227,5,2317738.87,3100149.22,428.88,320.64,2996303.56,S
3000,V237,VAL990,5795.53,2020,07,100,543776314244371342,7,818850.43,2355824.99,406.49,141.29,1194841.62,S
3000,V080,VAL936,1937.407,2025,03,100,443025342288740838,10,900545.52,315913.59,163.06,464.82,1274308.9,V
7900,V067,VAL760,2475.483,2021,09,100,816476908307422826,8,55426.06,401523.34,162.2,22.39,79064.32,V
3001,V063,VAL041,567.436,2022,10,100,843812357482591974,2,92094.86,270156.28,476.1,162.3,108243.64,S
7900,V138,VAL707,7255.965,2022,10,100,591174918308557077,10,538102.36,727047.69,100.2,74.16,773404.17,S
3002,V497,VAL039,1169.315,2025,09,100,950722667227565368,6,428542.25,381757.96,326.48,366.49,446518.52,S
3002,V151,VAL216,8943.785,2020,02,100,127092298780818985,7,2254102.13,4140525.27,462.95,252.03,3169358.05,V
7900,V241,VAL409,5153.23,2023,11,100,422361646054915075,10,704704.2,459152.79,89.1,136.75,760422.82,S
3001,V048,VAL749,4599.296,2026,07,100,271784664631090751,10,1769947.08,1587722.97,345.21,384.83,2392255.04,V
3002,V236,VAL766,2592.971,2026,08,100,504177536647393345,6,142768.98,910858.85,351.28,55.06,184453.59,V
7900,V085,VAL430,9942.242,2024,03,100,268837634764014047,4,1938936.03,1480399.83,148.9,195.02,2372749.4,S
3001,V098,VAL093,9193.397,2024,08,100,891988295773800899,4,3701445.5,1062297.02,115.55,402.62,5288501.09,V
3000,V189,VAL532,8309.988,2023,09,100,753580402371843477,4,219217.48,2761492.11,332.31,26.38,251466.5,V
3002,V496,VAL565,9974.277,2023,01,100,567713181270870884,3,3140700.34,411239.44,41.23,314.88,3549785.91,V
3001,V277,VAL825,9457.065,2025,12,100,504905107174193390,10,3865953.6,2330788.24,246.46,408.79,4128048.43,V
7900,V476,VAL349,2049.318,2023,07,100,742632066675906504,6,837781.69,912971.17,445.5,408.81,1058329.2,S
3000,V186,VAL072,9966.902,2020,09,100,313159433388846124,8,2322487.5,3289476.34,330.04,233.02,3316566.58,S
3000,V112,VAL076,9805.61,2025,11,100,180553270776597064,6,2609566.99,3760549.49,383.51,266.13,2724663.07,S
3001,V041,VAL915,2993.222,2025,05,100,875796525846774761,8,1046071.22,504238.18,168.46,349.48,1187976.63,V
3002,V297,VAL863,1535.077,2023,12,100,319146835136018750,3,191531.56,481384.8,313.59,124.77,276597.52,S
3001,V200,VAL694,5279.628,2024,04,100,214340539858306570,2,878424.51,191808.89,36.33,166.38,1234998.5,S
3002,V142,VAL759,9011.354,2021,06,100,559609918846350662,10,2898682.24,3114774.51,345.65,321.67,3183134.06,S
3001,V199,VAL871,1769.813,2026,10,100,472136184356792846,1,18140.58,425091.38,240.19,10.25,26804.38,V
3001,V291,VAL593,2991.445,2023,10,100,431931106544877263,1,838920.84,366870.81,122.64,280.44,1178402.32,V
7900,V261,VAL510,9609.436,2021,08,100,736988484259173764,8,2600121.19,4664996.8,485.46,270.58,2750536.17,S
3002,V355,VAL250,3806.316,2023,01,100,629003666851858510,2,99040.34,1449559.32,380.83,26.02,107533.89,S
3002,V057,VAL552,906.307,2021,11,100,307338929150992844,10,392539.69,287752.47,317.5,433.12,482876.67,V
3002,V341,VAL875,6572.193,2020,11,100,277989151136111838,6,1371616.68,2468910.02,375.66,208.7,1934016.42,V
3001,V006,VAL001,8905.361,2023,08,100,483580307944872631,3,3224631.22,1253696.72,140.78,362.1,4466686.99,V
3000,V433,VAL678,8064.18,2024,06,100,948422566878652837,2,553847.88,2608762.23,323.5,68.68,776072.18,S
3001,V038,VAL888,5733.676,2024,04,100,795997482688720387,2,1567759.03,2525626.94,440.49,273.43,1938589.35,V
3000,V191,VAL408,2938.123,2025,06,100,442309401477975757,1,155955.57,221857.67,75.51,53.08,165566.06,S
3000,V386,VAL474,4448.256,2021,01,100,689264304307412104,6,1484205.1,2181335.78,490.38,333.66,1636257.17,V
3002,V146,VAL596,5899.889,2021,05,100,797598321239744199,8,1028468.65,533290.97,90.39,174.32,1129263.34,S
3001,V272,VAL423,2857.746,2022,02,100,791713612436296116,5,1374690.14,727067.74,254.42,481.04,1529615.78,V
3001,V335,VAL716,643.201,2021,01,100,176923762151942684,7,260605.75,116181.4,180.63,405.17,264991.51,S
3000,V156,VAL989,16.121,2021,03,100,759858615297886664,3,277.44,5497.26,341.0,17.21,325.99,S
7900,V123,VAL164,2474.286,2025,02,100,489913325966719949,8,588038.81,1092001.38,441.34,237.66,681572.3,V
3001,V187,VAL890,4412.81,2024,08,100,452943731458559665,7,171702.44,2130945.95,482.9,38.91,217385.22,V
3001,V355,VAL012,4918.476,2023,07,100,186566761890266790,2,1284460.01,334505.55,68.01,261.15,1796679.45,S
7900,V412,VAL253,6309.109,2023,10,100,802125287689120013,10,2612475.85,923148.83,146.32,414.08,3319934.4,V
3002,V012,VAL405,5004.618,2024,01,100,659659146881401628,5,1887591.77,2030573.71,405.74,377.17,2032360.02,S
3002,V470,VAL024,6975.689,2023,11,100,193584143748991110,6,2566286.23,2924697.13,419.27,367.89,2772803.44,S
3002,V441,VAL848,185.087,2022,07,100,166958837662168641,2,90796.28,72754.0,393.08,490.56,122275.33,S
3000,V177,VAL242,92.674,2024,07,100,697320313565072581,4,43458.55,29013.45,313.07,468.94,56974.36,S
7900,V019,VAL084,2793.806,2024,11,100,656811505867123454,5,104516.28,1296381.86,464.02,37.41,138290.23,S
3001,V151,VAL368,4488.785,2021,05,100,514254361945092955,10,344648.91,233596.37,52.04,76.78,363032.3,S
7900,V336,VAL035,8485.275,2023,08,100,116370165259492943,6,478145.25,3028479.5,356.91,56.35,525285.87,V
7900,V234,VAL780,1883.782,2020,11,100,440002787515585878,6,315476.97,760633.5,403.78,167.47,353210.31,S
7900,V436,VAL276,5013.858,2020,06,100,851536003182250786,5,2219835.49,2503519.58,499.32,442.74,2264159.5,V
7900,V152,VAL558,5683.837,2025,11,100,747036314109618186,3,1962913.11,2676234.65,470.85,345.35,2906279.81,V
7900,V485,VAL297,8618.451,2026,09,100,192353432039592071,3,1841590.61,1681804.53,195.14,213.68,2614337.07,S
3002,V390,VAL675,9442.284,2021,01,100,315303576159777448,3,2721549.52,4392644.94,465.21,288.23,3008072.46,S
3002,V262,VAL851,26.79,2021,04,100,893926518546903483,4,7623.9,9786.39,365.3,284.58,9403.5,V
3001,V341,VAL483,7205.473,2020,04,100,905216210696103915,1,2145789.86,2874911.67,398.99,297.8,2803047.61,V
3002,V171,VAL852,3371.238,2021,05,100,216270251269724731,7,608609.6,143345.04,42.52,180.53,891867.64,V
3002,V393,VAL336,9071.318,2026,07,100,919599575770104987,10,2693727.88,3277920.76,361.35,296.95,3098935.33,S
7900,V480,VAL409,1729.812,2025,09,100,829164901554994538,6,555702.1,856966.16,495.41,321.25,767565.84,V
3001,V005,VAL656,9652.233,2026,01,100,266660172703338311,4,629808.2,4156444.57,430.62,65.25,900515.98,V
7900,V103,VAL637,6445.607,2021,10,100,962662645356124545,10,1281128.85,3021829.47,468.82,198.76,1764986.07,S
3000,V290,VAL733,3735.523,2020,05,100,932786119088141953,7,1249906.0,792790.05,212.23,334.6,1711390.25,S
3002,V148,VAL681,9683.944,2021,11,100,607683080539327224,5,1275665.94,209270.03,21.61,131.73,1897081.61,S
3002,V179,VAL423,897.895,2024,07,100,897006713637785930,9,219490.43,231252.86,257.55,244.45,308582.25,S
3001,V374,VAL499,1585.071,2022,03,100,454792202796863736,4,680280.77,782850.72,493.89,429.18,882230.82,S
3001,V094,VAL633,745.154,2020,06,100,913652341703949357,2,75849.23,233099.07,312.82,101.79,101760.94,S
3001,V127,VAL633,5717.083,2020,09,100,594680693125352141,3,1304695.51,2569657.3,449.47,228.21,1875518.52,S
3000,V490,VAL154,5651.484,2024,07,100,409596858495397360,10,2683946.27,1037499.43,183.58,474.91,3190838.92,V
3001,V308,VAL343,1718.759,2021,11,100,612848692902662938,3,309221.93,615882.91,358.33,179.91,318777.34,V
3002,V399,VAL969,6868.246,2026,09,100,713237560291358514,5,1501879.35,1330447.93,193.71,218.67,1828922.4,V
3000,V399,VAL848,8041.579,2026,05,100,732092231620923921,7,1753787.96,434727.76,54.06,218.09,1791143.32,S
3001,V477,VAL865,1738.451,2025,12,100,409014992434914223,2,768795.19,752905.74,433.09,442.23,1093163.41,V
3002,V391,VAL618,8231.451,2021,07,100,746076588927577950,4,3775931.2,2186273.39,265.6,458.72,5029014.4,V
3001,V032,VAL753,568.254,2021,02,100,236485154047654049,2,281615.32,82237.72,144.72,495.58,324218.8,S
