ADRNR,BAPOVAR,BUKRS,BUKRS_GLOB,BUTXT,BUVAR,DKWEG,DTAMTC,DTAXR,DTPROV,DTTAXC,DTTDSP,EBUKR,FDBUK,FIKRS,FMHRDATE,FM_DERIVE_ACC,FSTVA,FSTVARE,IMPDA,INFMT,KKBER,KOKFI,KOPIM,KTOP2,KTOPL,LAND1,MANDT,MREGL,MWSKA,MWSKV,OFFSACCT,OPVAR,ORT01,PERIV,PP_PDATE,PST_PER_VAR,RCOMP,SPRAS,STCEG,SURCCM,TXJCD,TXKRS,UMKRS,WAABW,WAERS,WFVAR,WT_NEWWT,XBBBA,XBBBE,XBBBF,XBBKO,XBBSC,XCESSION,XCOS,XCOVR,XEINK,XEXTB,XFDIS,XFDMM,XFDSD,XFMCA,XFMCB,XFMCO,XGJRV,XGSBE,XJVAA,XKDFT,XKKBI,XMWSN,XNEGP,XPROD,XSKFN,XSLTA,XSPLT,XSTDT,XVALV,XVATDATE,XVVWA
969391,01,3625,G3625,Hawkins-Murphy,1,"",BC,DT40,AB,CA,DC,3625,3625,FM39,20251020,X,FS55,FR54,X,INF1,CC65,"",X,FIN1,INT1,CN,100,RG15,C2,A0,3,PP61,Williamburgh,V3,2,"",CMP349,E,VAT2812587,2,TAX456,"",TAX50,04,GBP,WF48,X,X,"",X,"",X,"",X,"","","",X,X,X,"","","","",X,X,X,"","","",X,X,X,"","",X,"",X
966874,01,3626,G3626,Daniels Ltd,1,"",BC,DT86,AA,CB,DB,3626,3626,FM70,20201015,"",FS67,FR63,"",INF3,CC57,X,"",GRP1,CORP,GB,100,RG54,C2,A0,8,PP32,Phillipsstad,V3,1,X,CMP878,E,VAT8917545,3,TAX194,"",TAX80,00,JPY,WF62,X,X,"",X,X,X,"",X,"","",X,"","",X,X,X,X,X,"","","",X,"",X,X,X,"",X,"","",X,""
482361,03,3627,G3627,Gibson-Hernandez,1,X,BC,DT66,AB,CA,DC,3627,3627,FM36,20220125,X,FS42,FR60,X,INF4,CC62,"","",INT1,INT1,US,100,RG16,B1,B1,8,PP24,Davidview,K4,1,"",CMP287,D,VAT9509153,2,TAX671,"",TAX56,04,INR,WF91,X,"",X,"","","","",X,X,"",X,"",X,X,"",X,X,"",X,X,X,X,X,X,X,"","",X,X,X,X,""
676859,03,3628,G3628,Bowman-Rice,"",X,BB,DT88,AB,CB,DA,3628,3628,FM95,20241122,X,FS81,FR92,"",INF8,CC81,X,X,INT1,FIN1,GB,100,RG47,C2,B1,2,PP69,North Robinfort,FY,2,X,CMP756,E,VAT8724716,2,TAX835,X,TAX68,07,GBP,WF39,X,X,"","",X,X,X,"",X,X,"",X,"",X,"",X,"","",X,X,"","","","",X,X,"",X,"","",X,X
648081,01,3629,G3629,Morris and Sons,"","",BA,DT33,AC,CC,DA,3629,3629,FM58,20201118,"",FS86,FR85,X,INF2,CC98,X,X,GRP1,GRP1,GB,100,RG77,B1,B1,2,PP44,Wadestad,V3,1,X,CMP188,E,VAT2121950,3,TAX592,"",TAX95,03,JPY,WF78,X,"",X,"","","","",X,"",X,X,X,"",X,"",X,"","",X,X,"","",X,X,X,X,X,X,"","",X,""
756176,02,3630,G3630,"Molina, Flynn and Knapp",1,"",BB,DT90,AC,CB,DA,3630,3630,FM66,20240118,"",FS42,FR53,"",INF8,CC35,X,X,GRP1,FIN1,US,100,RG20,A0,C2,1,PP28,New Davidton,FY,1,"",CMP418,D,VAT4938424,3,TAX159,X,TAX18,02,GBP,WF45,X,X,"","","",X,X,"","","","","","","",X,X,"","","",X,X,X,X,"",X,"",X,"",X,X,"",X
792635,02,3631,G3631,Collier-Thompson,1,X,BC,DT10,AC,CB,DB,3631,3631,FM28,20231102,"",FS11,FR47,"",INF7,CC91,X,X,INT1,CORP,CN,100,RG16,C2,A0,5,PP51,Brandychester,FY,1,X,CMP509,F,VAT1646919,3,TAX364,"",TAX64,07,JPY,WF31,X,X,X,X,X,X,"","","",X,X,X,"","","",X,X,"",X,"","",X,X,"",X,"","",X,X,"","",X
985097,03,3632,G3632,"Luna, Mendoza and Hardin","",X,BC,DT59,AB,CA,DB,3632,3632,FM18,20230221,"",FS79,FR68,"",INF9,CC23,X,"",GRP1,INT1,IN,100,RG62,B1,B1,3,PP82,Johnsonton,CY,2,"",CMP532,F,VAT6568400,3,TAX455,X,TAX52,07,EUR,WF12,X,"","","",X,"",X,"","","","",X,X,"","",X,"",X,"","",X,X,X,"",X,X,X,X,"",X,X,""
152803,01,3633,G3633,Martinez Group,"",X,BC,DT86,AA,CC,DB,3633,3633,FM85,20230428,"",FS77,FR19,X,INF1,CC87,"",X,CORP,FIN1,JP,100,RG46,A0,A0,1,PP22,Tammytown,V3,2,X,CMP318,E,VAT8944735,1,TAX974,X,TAX51,03,EUR,WF56,X,X,"",X,X,"","","","",X,"","","","","","",X,X,X,"",X,"","",X,X,X,"","","",X,X,""
863288,02,3634,G3634,Reyes-Jennings,1,"",BC,DT48,AC,CB,DB,3634,3634,FM54,20231226,"",FS59,FR91,"",INF7,CC79,"","",CORP,CORP,DE,100,RG18,C2,B1,7,PP93,South Sabrinashire,FY,2,X,CMP808,E,VAT3237304,2,TAX743,"",TAX80,03,EUR,WF24,X,"","",X,X,"","",X,"",X,"",X,X,X,"","",X,"","","","","",X,X,X,"","",X,"","","",""
965460,03,3635,G3635,Wade LLC,1,"",BB,DT87,AA,CB,DC,3635,3635,FM41,20211211,"",FS65,FR54,X,INF2,CC33,"","",GRP1,INT1,FR,100,RG81,C2,B1,1,PP60,Wendyton,FY,1,X,CMP572,E,VAT7696129,1,TAX923,X,TAX49,06,JPY,WF93,"","","","","",X,X,"","",X,X,"",X,"",X,X,"","","",X,"","",X,"",X,X,X,X,X,X,X,""
435779,03,3636,G3636,Williams PLC,1,X,BA,DT48,AB,CA,DA,3636,3636,FM11,20240331,"",FS37,FR43,X,INF1,CC99,X,"",CORP,GRP1,JP,100,RG98,B1,A0,9,PP33,Susanbury,V3,2,"",CMP286,F,VAT8954821,3,TAX131,"",TAX16,01,EUR,WF79,"",X,"","","","",X,X,"",X,"","","","",X,"","",X,"",X,X,"",X,X,X,X,X,"",X,X,X,""
995946,02,3637,G3637,Wright Inc,1,X,BB,DT82,AB,CC,DA,3637,3637,FM48,20200831,"",FS59,FR64,"",INF3,CC98,X,"",CORP,INT1,CN,100,RG76,B1,C2,1,PP70,Lake Thomas,K4,1,"",CMP934,E,VAT1156759,3,TAX725,X,TAX52,02,GBP,WF79,"","","",X,"","",X,"","",X,X,X,X,X,"",X,X,X,X,"","",X,X,X,X,X,"","","",X,"",""
970363,01,3638,G3638,Anderson LLC,"",X,BB,DT67,AA,CB,DC,3638,3638,FM45,20240603,"",FS14,FR46,"",INF5,CC24,"",X,INT1,GRP1,DE,100,RG74,B1,A0,5,PP17,Lake Dorisberg,V3,1,X,CMP522,F,VAT9497431,3,TAX533,"",TAX36,03,JPY,WF75,X,"","","","","","","","",X,"","",X,X,"","",X,X,X,X,"",X,X,X,X,X,"",X,"",X,"",""
975498,03,3639,G3639,Hutchinson and Sons,"","",BA,DT86,AC,CB,DA,3639,3639,FM92,20210418,"",FS89,FR98,X,INF6,CC55,"",X,GRP1,FIN1,CN,100,RG83,A0,B1,4,PP34,Joshuamouth,FY,2,X,CMP864,E,VAT8261323,2,TAX858,X,TAX27,08,USD,WF80,X,X,"","","","",X,X,X,"",X,X,"",X,X,"",X,X,"","",X,"",X,X,X,"",X,X,X,"",X,""
867193,03,3640,G3640,"Newman, Ramos and Johnson",1,"",BC,DT39,AC,CC,DB,3640,3640,FM34,20221009,"",FS74,FR91,"",INF9,CC85,"",X,INT1,CORP,JP,100,RG21,A0,A0,7,PP32,Lake Tylermouth,CY,2,"",CMP598,F,VAT6086605,3,TAX438,"",TAX29,10,JPY,WF62,X,X,"","",X,"",X,X,"","","","","","","","",X,X,X,"",X,"",X,"",X,"","","","",X,"",X
125398,01,3641,G3641,Lee-Cunningham,"","",BC,DT72,AA,CB,DA,3641,3641,FM94,20220504,X,FS88,FR55,"",INF9,CC84,"","",INT1,INT1,US,100,RG31,B1,B1,8,PP97,Port Jasonland,V3,1,X,CMP838,E,VAT6008547,3,TAX647,X,TAX75,08,JPY,WF75,X,"","",X,"","","",X,X,X,X,X,"",X,"",X,"",X,X,"",X,X,"","",X,"",X,X,"","",X,X
976963,03,3642,G3642,"Smith, Austin and Jeffers",1,"",BC,DT45,AC,CB,DC,3642,3642,FM31,20240622,"",FS70,FR18,X,INF8,CC94,"",X,INT1,CORP,GB,100,RG69,B1,A0,5,PP18,North Michaelview,K4,1,X,CMP582,D,VAT9911590,2,TAX963,"",TAX88,10,EUR,WF14,"",X,X,X,"","",X,X,"",X,"","",X,"","",X,"","","","",X,"","",X,X,X,"","","",X,"",X
596445,03,3643,G3643,Singh-Zamora,"","",BA,DT49,AC,CB,DB,3643,3643,FM49,20240209,"",FS92,FR75,"",INF2,CC29,"","",INT1,INT1,US,100,RG66,B1,A0,5,PP92,Pattyshire,K4,1,"",CMP135,E,VAT7981941,3,TAX252,X,TAX24,06,INR,WF58,"","","",X,X,"",X,"",X,X,"","","","","",X,X,"",X,X,X,X,"",X,X,"",X,"",X,"","",""
520778,01,3644,G3644,Smith Group,"",X,BA,DT21,AA,CC,DB,3644,3644,FM65,20240623,"",FS40,FR51,X,INF8,CC16,X,"",INT1,CORP,CN,100,RG58,B1,C2,4,PP47,East Julia,CY,1,"",CMP497,E,VAT3769323,3,TAX710,"",TAX11,06,CNY,WF50,"","","","","","",X,X,"","","",X,X,"","",X,"",X,X,"",X,X,X,"",X,"","",X,"","","",X
797979,02,3645,G3645,Compton PLC,"",X,BC,DT12,AC,CC,DC,3645,3645,FM51,20230629,X,FS27,FR85,X,INF6,CC20,X,"",FIN1,GRP1,FR,100,RG70,B1,C2,2,PP81,Katherineview,K4,2,X,CMP314,E,VAT3725970,3,TAX341,X,TAX98,03,INR,WF94,"",X,"",X,X,X,X,"",X,"","",X,X,X,X,"",X,X,"",X,"","",X,"",X,"",X,"",X,X,X,X
633043,02,3646,G3646,"Braun, Rivera and Lane","","",BB,DT70,AA,CA,DC,3646,3646,FM62,20210316,X,FS15,FR78,X,INF9,CC45,"","",CORP,CORP,DE,100,RG56,C2,C2,9,PP54,Kaylaside,V3,2,"",CMP246,F,VAT2256391,3,TAX431,X,TAX12,08,USD,WF89,X,"",X,X,X,"",X,"",X,X,X,X,X,X,"",X,X,X,"",X,"",X,X,"",X,"","",X,X,X,X,X
238702,03,3647,G3647,Ortiz Group,"","",BA,DT47,AB,CA,DC,3647,3647,FM88,20210810,X,FS77,FR37,"",INF9,CC16,"","",INT1,CORP,GB,100,RG11,C2,A0,3,PP87,Port Doristown,V3,1,X,CMP638,D,VAT9883727,1,TAX943,X,TAX46,04,GBP,WF76,"",X,"",X,X,X,X,"","","","","","",X,"",X,"","","","",X,"",X,X,X,X,"",X,"",X,"",""
694435,02,3648,G3648,"Morgan, Riley and Ramos",1,"",BA,DT99,AB,CC,DC,3648,3648,FM89,20240821,X,FS30,FR58,X,INF2,CC98,"",X,GRP1,GRP1,FR,100,RG32,A0,C2,7,PP76,Michaelbury,FY,2,X,CMP236,F,VAT1221951,2,TAX447,X,TAX23,10,GBP,WF58,"","",X,X,X,X,X,X,"","","",X,X,X,"",X,"","",X,"",X,"","",X,X,"",X,"","","","",""
203966,02,3649,G3649,Singh-Lee,1,X,BA,DT22,AC,CC,DA,3649,3649,FM60,20251006,X,FS38,FR74,"",INF9,CC59,"",X,FIN1,INT1,IN,100,RG26,A0,B1,4,PP26,South Kathrynborough,CY,2,"",CMP305,D,VAT6312112,2,TAX886,X,TAX26,10,EUR,WF54,X,X,"",X,"",X,X,X,"","","",X,"",X,X,X,"","",X,X,"",X,"",X,X,X,X,"",X,X,"",""
601755,03,3650,G3650,Gibson-Hernandez,"","",BC,DT19,AA,CA,DB,3650,3650,FM36,20250904,"",FS88,FR95,"",INF4,CC67,"",X,INT1,CORP,DE,100,RG39,B1,B1,3,PP40,Lake Nicolechester,FY,2,"",CMP848,E,VAT2038043,2,TAX919,"",TAX87,03,CNY,WF72,X,X,"","",X,X,X,X,X,"",X,"","","",X,X,"","","","","",X,"","",X,X,X,X,"",X,X,X
335997,03,3651,G3651,"Campbell, Carson and Hens",1,"",BC,DT35,AB,CA,DA,3651,3651,FM84,20210226,X,FS41,FR53,"",INF7,CC28,"","",FIN1,FIN1,DE,100,RG13,B1,B1,4,PP14,Dawnfurt,K4,2,"",CMP182,E,VAT4184975,1,TAX373,"",TAX58,06,USD,WF33,"",X,X,X,X,X,"","",X,"",X,"",X,"",X,X,"",X,X,"","","",X,"",X,X,X,X,"",X,"",""
967027,03,3652,G3652,Barber-Phillips,1,X,BB,DT18,AA,CB,DB,3652,3652,FM89,20221024,X,FS71,FR25,"",INF5,CC95,"",X,CORP,GRP1,JP,100,RG38,B1,C2,5,PP99,Archerport,K4,2,"",CMP368,F,VAT8474742,2,TAX744,"",TAX39,09,CNY,WF89,"",X,"","","","",X,X,"","",X,"",X,"",X,X,"","",X,"",X,X,"",X,X,X,"",X,"","",X,X
166540,02,3653,G3653,"Anderson, Boyer and Lopez","",X,BC,DT79,AC,CC,DC,3653,3653,FM97,20210621,X,FS84,FR39,X,INF8,CC25,"",X,INT1,GRP1,IN,100,RG31,C2,C2,1,PP57,Perezborough,V3,2,"",CMP608,D,VAT1886160,3,TAX268,"",TAX35,01,INR,WF37,"",X,"",X,"",X,X,X,X,X,X,X,"","","","",X,"","",X,"","",X,"",X,"",X,"",X,"",X,X
113867,02,3654,G3654,Moore-Weaver,"","",BA,DT15,AA,CC,DC,3654,3654,FM79,20231109,"",FS72,FR23,X,INF4,CC68,X,X,GRP1,CORP,US,100,RG74,A0,A0,1,PP36,Allenland,K4,1,"",CMP498,F,VAT9701342,1,TAX249,"",TAX20,03,INR,WF95,"","","","",X,X,X,"","",X,"",X,"","","","","","","","",X,"","",X,X,"","",X,X,X,X,""
913497,02,3655,G3655,"Anderson, White and Hoffm","","",BB,DT88,AC,CA,DB,3655,3655,FM77,20231126,X,FS84,FR16,X,INF9,CC18,"","",CORP,INT1,FR,100,RG17,C2,A0,3,PP48,Lake Blake,K4,2,"",CMP854,D,VAT4134402,2,TAX527,"",TAX79,05,CNY,WF90,"","","","","",X,X,"","",X,"",X,"","","","","","","",X,X,"","","",X,X,"",X,X,X,X,""
802091,03,3656,G3656,Mcbride-Copeland,1,X,BC,DT65,AA,CC,DA,3656,3656,FM30,20241021,X,FS33,FR45,"",INF6,CC10,X,X,GRP1,CORP,GB,100,RG50,C2,C2,3,PP90,Christinatown,K4,1,"",CMP635,F,VAT3950314,2,TAX235,X,TAX95,01,CNY,WF25,"","","","","","",X,"","",X,"",X,X,X,X,X,"",X,"",X,X,"","",X,X,X,"",X,X,"","",""
781442,02,3657,G3657,Rogers-Erickson,1,X,BA,DT91,AA,CC,DA,3657,3657,FM28,20231016,X,FS90,FR64,X,INF3,CC52,X,X,CORP,GRP1,GB,100,RG24,C2,B1,8,PP87,Troyside,V3,1,X,CMP752,D,VAT4229771,3,TAX359,X,TAX55,04,EUR,WF93,X,X,X,X,X,X,"",X,"",X,X,X,X,X,X,X,"",X,X,X,"","","","",X,X,X,"","","","",X
909342,01,3658,G3658,Chang-Burton,1,X,BA,DT41,AC,CB,DC,3658,3658,FM16,20240421,X,FS14,FR61,"",INF8,CC16,X,"",CORP,INT1,DE,100,RG63,A0,B1,8,PP88,Lake Jeffrey,CY,2,X,CMP374,D,VAT5422991,2,TAX620,"",TAX85,07,USD,WF77,X,X,"",X,"","",X,X,"","","",X,"","","",X,X,X,X,X,"","","",X,X,X,X,X,"","","",""
308570,02,3659,G3659,Frey Inc,"","",BC,DT69,AA,CB,DB,3659,3659,FM61,20240116,"",FS85,FR68,"",INF8,CC31,X,"",INT1,INT1,IN,100,RG88,A0,A0,4,PP64,South Amymouth,CY,1,"",CMP150,F,VAT2100986,2,TAX198,"",TAX59,03,EUR,WF25,X,X,X,X,X,"","",X,"","",X,X,"",X,X,"",X,X,X,"","",X,"",X,X,X,X,X,X,X,X,""
171135,02,3660,G3660,"Yu, Luna and Cox",1,"",BA,DT62,AA,CA,DC,3660,3660,FM20,20240604,X,FS31,FR64,"",INF6,CC33,"",X,CORP,INT1,IN,100,RG78,B1,A0,4,PP67,Lake Markberg,CY,1,X,CMP858,F,VAT1210755,1,TAX441,X,TAX68,02,JPY,WF81,X,"","",X,"",X,"","",X,"",X,"",X,"",X,X,X,"","","","",X,X,X,X,X,"","","","","",""
970805,01,3661,G3661,Williamson-Rios,"",X,BA,DT73,AC,CB,DB,3661,3661,FM40,20240904,X,FS98,FR48,X,INF8,CC68,X,X,GRP1,INT1,JP,100,RG56,C2,B1,5,PP14,New Benjamin,CY,1,X,CMP912,D,VAT2786311,2,TAX578,"",TAX72,07,CNY,WF98,X,"",X,X,"",X,"","","","",X,"",X,X,"","",X,"","",X,"","",X,"",X,"",X,"",X,"",X,""
782725,02,3662,G3662,Carter PLC,"","",BA,DT55,AC,CC,DC,3662,3662,FM16,20210614,X,FS15,FR87,"",INF2,CC34,"",X,INT1,FIN1,JP,100,RG83,C2,A0,1,PP68,West Kelly,CY,2,X,CMP889,E,VAT1407567,2,TAX379,"",TAX58,04,EUR,WF75,"","","","","",X,"","","",X,"","","",X,X,"",X,"","","","",X,"",X,X,"","",X,X,"","",""
215925,01,3663,G3663,Davis-Goodman,"","",BB,DT22,AB,CA,DC,3663,3663,FM12,20220329,"",FS48,FR55,X,INF2,CC54,X,X,FIN1,GRP1,JP,100,RG12,B1,A0,2,PP19,Jeffreymouth,K4,2,"",CMP373,E,VAT2610070,3,TAX730,"",TAX20,01,EUR,WF94,"",X,"",X,X,"",X,"","",X,X,X,X,"","",X,X,"","","","",X,X,X,X,X,"","","",X,"",X
303163,01,3664,G3664,"Nichols, Kelley and Willi","",X,BA,DT93,AA,CC,DC,3664,3664,FM14,20201208,"",FS18,FR56,"",INF8,CC85,X,X,FIN1,CORP,GB,100,RG32,B1,B1,1,PP93,New Nathanborough,CY,2,X,CMP104,F,VAT9579965,3,TAX156,X,TAX12,01,GBP,WF89,X,X,X,X,X,X,X,X,"",X,"",X,"",X,"",X,"","","","","","",X,"",X,X,"","","","","",""
169329,02,3665,G3665,"Park, Smith and Lester","","",BA,DT99,AB,CC,DC,3665,3665,FM62,20220225,X,FS14,FR56,"",INF2,CC93,"",X,CORP,INT1,US,100,RG89,A0,C2,9,PP24,Port Keithberg,CY,2,"",CMP146,E,VAT9542718,2,TAX610,X,TAX63,05,USD,WF79,X,X,X,X,"",X,"","","","",X,"",X,X,X,"","",X,"","",X,"",X,X,X,X,"",X,X,X,X,""
611299,01,3666,G3666,Patterson LLC,"",X,BB,DT75,AC,CA,DA,3666,3666,FM99,20221227,X,FS48,FR29,X,INF4,CC36,X,X,CORP,GRP1,JP,100,RG94,B1,A0,9,PP54,South William,FY,1,"",CMP795,E,VAT7836318,1,TAX340,X,TAX11,01,EUR,WF17,"","","","",X,X,X,"","","","","","",X,X,"","","",X,X,X,X,X,"",X,X,"",X,X,"","",X
781223,01,3667,G3667,"Page, Martin and Ellis",1,"",BC,DT68,AA,CC,DA,3667,3667,FM72,20240916,"",FS19,FR95,"",INF2,CC37,"",X,INT1,CORP,DE,100,RG31,C2,B1,5,PP33,Berryview,V3,1,X,CMP368,F,VAT1158674,2,TAX247,"",TAX33,00,EUR,WF20,"",X,"",X,"","","",X,X,"","","",X,X,"","","",X,"",X,"","","","",X,"","","",X,X,"",""
309613,03,3668,G3668,"Mason, Oneal and Butler",1,"",BB,DT48,AB,CB,DA,3668,3668,FM21,20241125,X,FS52,FR19,"",INF8,CC27,X,"",INT1,INT1,US,100,RG84,B1,A0,9,PP76,Frankmouth,K4,1,"",CMP961,D,VAT4937354,1,TAX111,X,TAX61,09,JPY,WF24,"","",X,X,"",X,X,X,"","","",X,"","","",X,X,"","","","","","","",X,"",X,"","",X,X,X
150187,03,3669,G3669,Melendez Group,1,"",BC,DT94,AA,CC,DA,3669,3669,FM74,20240930,X,FS83,FR26,X,INF6,CC77,X,"",CORP,FIN1,US,100,RG65,B1,A0,2,PP23,West Jonathanstad,V3,1,"",CMP884,F,VAT7721123,1,TAX392,X,TAX51,06,CNY,WF73,"","",X,"","",X,X,X,X,"","","","",X,X,"","","","","","","","",X,X,X,X,X,X,X,X,""
472924,02,3670,G3670,Collins PLC,"","",BC,DT85,AC,CA,DC,3670,3670,FM46,20230815,"",FS77,FR38,X,INF7,CC44,"",X,INT1,GRP1,GB,100,RG50,B1,B1,3,PP18,Leonardside,CY,1,X,CMP202,D,VAT1137195,3,TAX419,"",TAX87,08,JPY,WF37,X,"",X,"",X,X,"",X,X,"",X,"",X,"","",X,X,"","","",X,X,X,X,X,"","",X,X,"","",""
332179,03,3671,G3671,Lopez Inc,"","",BA,DT72,AC,CB,DB,3671,3671,FM30,20240119,X,FS29,FR17,"",INF2,CC77,X,"",CORP,GRP1,FR,100,RG88,B1,C2,7,PP98,South Karen,CY,1,X,CMP616,F,VAT7703694,2,TAX147,X,TAX56,03,GBP,WF55,X,X,X,X,"","",X,"","",X,"",X,X,X,X,"",X,X,X,X,"",X,X,X,X,X,X,"",X,X,"",""
975509,03,3672,G3672,Dyer-Hunter,1,"",BB,DT97,AB,CC,DA,3672,3672,FM59,20241115,X,FS58,FR19,"",INF7,CC74,"","",FIN1,GRP1,GB,100,RG61,C2,B1,3,PP18,Patriciashire,V3,1,X,CMP355,E,VAT3111843,1,TAX191,"",TAX65,08,JPY,WF62,"",X,X,X,X,"",X,"",X,X,X,X,"","",X,"",X,X,X,"",X,X,"",X,X,"",X,"",X,"","",X
323907,01,3673,G3673,Atkins-Davis,"","",BB,DT96,AB,CC,DB,3673,3673,FM75,20240417,X,FS14,FR86,"",INF7,CC78,X,"",FIN1,FIN1,DE,100,RG56,C2,A0,6,PP83,West Sandraside,CY,1,X,CMP747,E,VAT8001973,3,TAX656,"",TAX61,10,GBP,WF46,"","","",X,"",X,X,"",X,"",X,"","",X,"","","","",X,X,X,X,X,X,X,X,X,"",X,"","",X
277307,01,3674,G3674,Hanson-Castro,"",X,BA,DT73,AA,CA,DA,3674,3674,FM15,20220909,"",FS84,FR81,X,INF3,CC97,"",X,GRP1,FIN1,US,100,RG33,C2,A0,2,PP27,Lloydville,V3,1,X,CMP224,E,VAT7021870,2,TAX382,"",TAX72,02,JPY,WF21,"","",X,X,X,X,X,X,"",X,"",X,"","","",X,X,X,X,"",X,X,X,"",X,X,"",X,"",X,"",X
732726,03,3675,G3675,"Clark, Ross and Johnson",1,"",BB,DT96,AB,CA,DB,3675,3675,FM81,20210227,X,FS72,FR56,"",INF1,CC92,"","",GRP1,CORP,IN,100,RG36,B1,A0,2,PP90,Port Alexandraburgh,V3,2,"",CMP609,D,VAT3714057,1,TAX105,X,TAX98,08,JPY,WF29,"","","","","","",X,X,"",X,"","",X,X,"","","",X,"","","",X,X,"",X,"","","","","",X,""
405307,01,3676,G3676,Rodriguez Group,"","",BB,DT28,AA,CA,DB,3676,3676,FM87,20240904,"",FS97,FR67,"",INF8,CC62,"","",FIN1,INT1,GB,100,RG77,C2,C2,3,PP38,West Aaronborough,K4,1,X,CMP254,E,VAT1486478,1,TAX231,X,TAX91,08,INR,WF68,"",X,"","",X,X,"","",X,X,X,X,X,"","",X,"","","","","","","","",X,"","",X,"",X,"",X
521409,02,3677,G3677,Thompson Inc,"",X,BA,DT63,AB,CB,DB,3677,3677,FM10,20230107,"",FS59,FR92,"",INF4,CC43,"",X,CORP,CORP,JP,100,RG46,C2,A0,1,PP90,Marychester,V3,1,"",CMP569,D,VAT5175376,2,TAX999,"",TAX88,10,INR,WF80,"","","","","",X,"","",X,X,"",X,"","","","",X,"","","",X,"",X,"",X,X,"",X,X,"",X,""
188220,03,3678,G3678,Munoz-Higgins,"","",BB,DT97,AB,CA,DB,3678,3678,FM22,20230817,"",FS80,FR16,"",INF2,CC77,X,X,CORP,FIN1,CN,100,RG11,B1,C2,9,PP28,Michellestad,FY,1,X,CMP259,F,VAT6168160,2,TAX414,"",TAX90,00,GBP,WF98,X,"",X,"","","","",X,X,X,X,X,X,"","","",X,"",X,"",X,"",X,"",X,"","","",X,X,X,""
627394,01,3679,G3679,"Peck, Howell and Henry","","",BA,DT95,AB,CA,DC,3679,3679,FM93,20231017,"",FS22,FR95,"",INF3,CC10,"",X,INT1,CORP,IN,100,RG74,A0,C2,2,PP22,West Joshua,FY,2,"",CMP528,F,VAT7182443,2,TAX384,"",TAX24,03,CNY,WF83,"","",X,X,"",X,X,X,X,"",X,X,"",X,"","",X,"",X,"",X,X,"","",X,X,"","",X,"","",X
247937,03,3680,G3680,"Diaz, Lowe and Jackson","","",BC,DT54,AA,CC,DA,3680,3680,FM61,20250501,X,FS83,FR58,"",INF1,CC66,X,X,GRP1,INT1,IN,100,RG34,B1,B1,1,PP77,Williamtown,FY,2,X,CMP778,F,VAT4981106,3,TAX287,"",TAX71,01,INR,WF69,"",X,X,"",X,X,X,X,X,"",X,"","",X,X,X,X,"","",X,X,X,X,X,X,"",X,X,"",X,X,X
469082,02,3681,G3681,"Smith, Walters and Chase","",X,BB,DT71,AA,CC,DB,3681,3681,FM62,20210131,X,FS49,FR12,"",INF8,CC51,X,"",GRP1,CORP,CN,100,RG43,B1,B1,8,PP81,Kellyville,V3,2,X,CMP533,D,VAT6731856,3,TAX103,X,TAX34,02,JPY,WF89,X,X,"",X,"","",X,X,X,"","",X,"","",X,X,"","","",X,X,X,X,"",X,X,"","",X,X,"",""
264459,02,3682,G3682,Gordon-Cline,1,"",BA,DT16,AC,CA,DA,3682,3682,FM22,20210709,X,FS47,FR88,X,INF9,CC35,X,X,FIN1,CORP,DE,100,RG92,B1,C2,3,PP59,Christineland,CY,2,X,CMP367,F,VAT3707631,2,TAX131,X,TAX55,02,JPY,WF44,"","","",X,"","","",X,"",X,"","",X,"",X,"","",X,"","","",X,"","",X,"",X,X,X,"","",X
254880,01,3683,G3683,"Jones, Pena and Mcbride",1,"",BA,DT24,AA,CB,DC,3683,3683,FM30,20240830,"",FS80,FR10,X,INF6,CC44,X,"",GRP1,FIN1,IN,100,RG66,B1,B1,3,PP91,Kimberlyport,FY,2,X,CMP264,E,VAT4853211,2,TAX853,X,TAX56,01,INR,WF39,"",X,"",X,X,"",X,X,X,"",X,"",X,"",X,"","",X,X,X,"",X,"",X,X,X,X,X,X,"","",X
558533,02,3684,G3684,"Dixon, Stewart and Shaffe","",X,BC,DT59,AB,CB,DC,3684,3684,FM32,20251203,X,FS92,FR60,"",INF2,CC96,"","",CORP,INT1,GB,100,RG74,C2,C2,7,PP29,North Rebeccamouth,V3,2,X,CMP994,D,VAT8415342,3,TAX703,"",TAX87,06,CNY,WF85,"","","","",X,"",X,X,X,X,"","",X,"",X,"","",X,X,"","","",X,X,X,X,"","",X,X,"",X
459200,02,3685,G3685,"Pierce, Andrews and Wise","","",BC,DT93,AC,CC,DA,3685,3685,FM40,20240214,X,FS73,FR78,X,INF1,CC79,"","",FIN1,INT1,FR,100,RG18,A0,C2,3,PP58,Diazbury,CY,1,X,CMP309,E,VAT5633984,2,TAX833,X,TAX46,10,CNY,WF91,X,"",X,"","",X,"","","",X,"","","","",X,X,X,"",X,"",X,X,"",X,X,X,X,"",X,"","",""
