Customer ID,Market,Customer Description,Market Description,Customer Region,Market Region,Customer Country/Region,Market Sub Region,Demand Type,Demand Sub Type,Latitude,Longttitude
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Cruz-Lewis - EMEA_REG,EMEA,AMER,INTL,Marcport,Clinical,Priority,-0.438238,-178.226737
IN,IN,Market Entity for IN,Planning Market - Martinez and Sons - IN,APAC,AMER,IN,North Rebecca,Free Goods,Standard,49.9181775,167.380051
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Phillips, Garcia and Miller - AMER_REG",APAC,APAC,INTL,West Nancybury,Clinical,Urgent,-74.9907695,117.25178
JP,JP,Market Entity for JP,"Planning Market - Meyer, Marquez and Johnson - JP",LATAM,LATAM,JP,Lake Sandra,Samples,Priority,-49.3218845,-158.749416
CA,CA,Market Entity for CA,Planning Market - Love LLC - CA,LATAM,LATAM,CA,Port Vincentchester,Commercial,Priority,68.946656,55.508047
IN,IN,Market Entity for IN,Planning Market - Wilkins Ltd - IN,EMEA,LATAM,IN,Harrellborough,Samples,Standard,56.9646485,-94.688783
FR,FR,Market Entity for FR,"Planning Market - Martin, Zimmerman and West - FR",LATAM,AMER,FR,Lake Sarahtown,Commercial,Priority,70.6147845,176.064297
IT,IT,Market Entity for IT,Planning Market - Freeman-Murphy - IT,LATAM,AMER,IT,Bettychester,Free Goods,GPSS_Early,-40.2622985,16.144338
AU,AU,Market Entity for AU,"Planning Market - Calderon, Bell and Smith - AU",APAC,AMER,AU,East Christopherstad,Samples,Standard,-0.767733,-78.583598
IT,IT,Market Entity for IT,Planning Market - Wilson LLC - IT,LATAM,LATAM,IT,West Gabrielle,Commercial,GPSS_Early,-36.705433,51.741164
ES,ES,Market Entity for ES,"Planning Market - Green, Jordan and Walker - ES",APAC,LATAM,ES,South Thomasmouth,Clinical,Standard,26.682787,-19.77498
AU,AU,Market Entity for AU,Planning Market - Johnson-Soto - AU,EMEA,APAC,AU,Zacharyburgh,Free Goods,GPSS_Early,-57.916295,-140.24929
CA,CA,Market Entity for CA,"Planning Market - Acosta, Browning and Rivera - CA",EMEA,LATAM,CA,Whitestad,Free Goods,GPSS_Early,10.6576275,-8.057837
JP,JP,Market Entity for JP,Planning Market - Martin Group - JP,LATAM,EMEA,JP,Natashastad,Free Goods,Standard,-4.8493615,-179.571581
BR,BR,Market Entity for BR,Planning Market - Hughes PLC - BR,APAC,APAC,BR,Laurentown,Free Goods,GPSS_Early,4.6615175,100.706461
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Acosta Inc - LATAM_REG,APAC,EMEA,INTL,Mooreside,Samples,Standard,44.994385,-28.641734
CA,CA,Market Entity for CA,"Planning Market - Ray, Yu and Carpenter - CA",EMEA,AMER,CA,Walterhaven,Free Goods,Urgent,65.288989,103.694138
FR,FR,Market Entity for FR,Planning Market - Garcia Group - FR,EMEA,EMEA,FR,Sheliaburgh,Clinical,Priority,52.3340265,4.943356
ES,ES,Market Entity for ES,Planning Market - Friedman-Navarro - ES,APAC,EMEA,ES,West Greggborough,Commercial,GPSS_Early,24.151456,-124.585046
CN,CN,Market Entity for CN,Planning Market - Parrish-Cannon - CN,LATAM,LATAM,CN,Calderonbury,Commercial,GPSS_Early,85.183269,58.997464
CN,CN,Market Entity for CN,Planning Market - Stevens and Sons - CN,EMEA,LATAM,CN,Barrberg,Free Goods,Urgent,-82.1430505,-155.79684
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Tanner, Walsh and Bailey - LATAM_REG",EMEA,LATAM,INTL,Lake Christine,Samples,Urgent,-88.749276,57.590999
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Austin, Perez and Browning - APAC_REG",APAC,LATAM,INTL,Grosshaven,Clinical,Priority,-67.635818,-154.686688
GB,GB,Market Entity for GB,Planning Market - Romero-Willis - GB,EMEA,APAC,GB,Kelseytown,Clinical,GPSS_Early,6.309265,-37.601683
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Macias LLC - AMER_REG,EMEA,APAC,INTL,Millston,Clinical,Priority,-7.2375755,-123.762974
CH,CH,Market Entity for CH,Planning Market - Porter-Garcia - CH,LATAM,LATAM,CH,Lake Williamhaven,Samples,Urgent,34.271835,81.972274
JP,JP,Market Entity for JP,"Planning Market - Malone, Boone and Jones - JP",EMEA,LATAM,JP,Bishopburgh,Commercial,Priority,-54.083098,137.577565
US,US,Market Entity for US,Planning Market - Donovan and Sons - US,APAC,EMEA,US,Welchshire,Samples,Standard,-80.9079105,157.451907
SG,SG,Market Entity for SG,Planning Market - Sanders PLC - SG,AMER,LATAM,SG,Emilyport,Free Goods,GPSS_Early,38.228442,36.784591
DE,DE,Market Entity for DE,"Planning Market - Young, Smith and Dean - DE",LATAM,AMER,DE,Thomasville,Clinical,GPSS_Early,-8.1894705,-124.98416
NL,NL,Market Entity for NL,Planning Market - Pena-Patrick - NL,AMER,LATAM,NL,Port Stephanie,Samples,Priority,44.5621805,-17.876386
FR,FR,Market Entity for FR,Planning Market - Mcdonald Group - FR,APAC,LATAM,FR,Underwoodmouth,Clinical,Standard,-15.33108,-124.989724
ES,ES,Market Entity for ES,Planning Market - Rogers-Osborne - ES,EMEA,AMER,ES,Samanthafurt,Commercial,GPSS_Early,28.3157605,118.398819
GB,GB,Market Entity for GB,Planning Market - Wilcox-Harris - GB,APAC,EMEA,GB,Garciaport,Free Goods,Standard,-26.5007255,33.174963
CN,CN,Market Entity for CN,Planning Market - Delgado Ltd - CN,AMER,AMER,CN,North Susanhaven,Samples,Urgent,9.0671685,135.494653
IN,IN,Market Entity for IN,Planning Market - Ewing-Taylor - IN,APAC,APAC,IN,South Davidhaven,Free Goods,Standard,42.5873935,-18.507364
ES,ES,Market Entity for ES,Planning Market - Kelley-Edwards - ES,LATAM,APAC,ES,West Jessica,Samples,Standard,-35.2338165,-86.966726
DE,DE,Market Entity for DE,Planning Market - Miller-Martinez - DE,AMER,APAC,DE,North Gabrielside,Free Goods,Priority,50.5086905,-70.954575
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Wilson, Adams and Estrada - LATAM_REG",AMER,LATAM,INTL,West Chaseland,Commercial,GPSS_Early,-65.909355,-110.615048
JP,JP,Market Entity for JP,Planning Market - Drake Ltd - JP,AMER,EMEA,JP,Burnettmouth,Free Goods,Urgent,-20.688313,120.700483
CN,CN,Market Entity for CN,Planning Market - Carney Ltd - CN,EMEA,LATAM,CN,Carrollville,Samples,Priority,67.851243,-32.848177
CA,CA,Market Entity for CA,Planning Market - Lopez PLC - CA,LATAM,AMER,CA,East Joanneburgh,Free Goods,GPSS_Early,-20.8636675,-7.066745
AU,AU,Market Entity for AU,"Planning Market - Ryan, Baker and Chan - AU",APAC,AMER,AU,New Tanyafort,Commercial,Urgent,-78.403614,133.889324
SG,SG,Market Entity for SG,Planning Market - Murray Ltd - SG,LATAM,EMEA,SG,Shaneborough,Samples,Urgent,19.9838025,-25.326214
US,US,Market Entity for US,Planning Market - Rivera and Sons - US,AMER,EMEA,US,Erikaton,Clinical,Priority,-43.765478,27.323996
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Humphrey, Soto and Colon - EMEA_REG",AMER,EMEA,INTL,Raymondchester,Clinical,Urgent,72.8209205,156.003058
AU,AU,Market Entity for AU,Planning Market - Weeks Inc - AU,AMER,EMEA,AU,Hamptonburgh,Samples,Urgent,63.4676125,66.484216
CN,CN,Market Entity for CN,Planning Market - Anderson and Sons - CN,APAC,LATAM,CN,Lake Sarahmouth,Samples,Urgent,-83.1642935,93.145602
IN,IN,Market Entity for IN,Planning Market - Mcmahon-Allen - IN,APAC,APAC,IN,Kariview,Commercial,GPSS_Early,4.061249,-56.207796
CH,CH,Market Entity for CH,"Planning Market - Gonzales, Ward and Preston - CH",EMEA,AMER,CH,New Patricia,Commercial,Priority,-84.534342,-72.019227
ES,ES,Market Entity for ES,"Planning Market - Ball, Morris and Graves - ES",APAC,LATAM,ES,East Angelaview,Commercial,Urgent,-89.4829025,-97.51756
CA,CA,Market Entity for CA,Planning Market - Holmes-Barnes - CA,EMEA,APAC,CA,Lake Nicholas,Free Goods,GPSS_Early,-15.9321625,151.758687
NL,NL,Market Entity for NL,Planning Market - Rodriguez-Hutchinson - NL,AMER,AMER,NL,Lindseymouth,Samples,GPSS_Early,70.918063,-150.348293
GB,GB,Market Entity for GB,Planning Market - Mitchell-Nguyen - GB,LATAM,LATAM,GB,Jimmyfort,Samples,GPSS_Early,79.9145745,145.125413
CH,CH,Market Entity for CH,Planning Market - Morales Ltd - CH,EMEA,EMEA,CH,Port Katherinetown,Free Goods,Standard,54.9193055,-110.653785
JP,JP,Market Entity for JP,Planning Market - Vega and Sons - JP,AMER,LATAM,JP,Lake Allenburgh,Samples,GPSS_Early,69.4706295,73.718721
JP,JP,Market Entity for JP,"Planning Market - Smith, Little and Cross - JP",AMER,APAC,JP,Lake Joseph,Commercial,GPSS_Early,-5.6945,159.048494
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Harris-Lynch - AMER_REG,LATAM,AMER,INTL,East Stephanie,Free Goods,Urgent,-57.5345905,-111.396823
IN,IN,Market Entity for IN,"Planning Market - Kelley, Ross and Smith - IN",AMER,EMEA,IN,Loriborough,Commercial,Priority,-43.1514545,-99.749121
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Jackson and Sons - APAC_REG,AMER,LATAM,INTL,West Jonathon,Clinical,Urgent,-18.0800575,-141.6653
CH,CH,Market Entity for CH,Planning Market - Atkinson-Black - CH,EMEA,AMER,CH,West Katherineshire,Samples,Urgent,83.997349,139.367168
IN,IN,Market Entity for IN,Planning Market - Weaver-Caldwell - IN,EMEA,LATAM,IN,East Gina,Free Goods,Priority,-38.5801095,-111.868944
JP,JP,Market Entity for JP,Planning Market - Shaw Ltd - JP,APAC,APAC,JP,Rogerfurt,Free Goods,Urgent,-57.932297,143.045187
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Bradley, Miller and Romero - AMER_REG",LATAM,EMEA,INTL,Port Williamborough,Commercial,Standard,-50.61867,-120.446642
BR,BR,Market Entity for BR,Planning Market - Day Group - BR,EMEA,EMEA,BR,Jenniferburgh,Clinical,Priority,-68.340758,-40.4332
DE,DE,Market Entity for DE,Planning Market - Stanley-Bryan - DE,APAC,EMEA,DE,Seanberg,Free Goods,Priority,38.3326105,-165.028249
AU,AU,Market Entity for AU,"Planning Market - Williams, Baker and Black - AU",AMER,APAC,AU,Phamview,Free Goods,Priority,-45.627653,-85.990811
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Cooper, Vega and Chavez - APAC_REG",APAC,AMER,INTL,East Travishaven,Commercial,Priority,7.909373,167.758963
NL,NL,Market Entity for NL,Planning Market - Warren Group - NL,APAC,EMEA,NL,Melanieberg,Commercial,Standard,-76.472663,-151.968416
CA,CA,Market Entity for CA,Planning Market - Hopkins-Rivas - CA,EMEA,EMEA,CA,North Danielle,Commercial,Priority,32.036486,81.730751
AU,AU,Market Entity for AU,Planning Market - Friedman Ltd - AU,LATAM,AMER,AU,Webbstad,Clinical,Priority,46.2983895,10.98053
IT,IT,Market Entity for IT,"Planning Market - Stone, Conway and Friedman - IT",AMER,APAC,IT,Taylorbury,Commercial,Urgent,-29.2569755,-55.117132
DE,DE,Market Entity for DE,Planning Market - Forbes-Mason - DE,AMER,AMER,DE,Cannonshire,Clinical,Priority,-79.99431,-81.029271
SG,SG,Market Entity for SG,Planning Market - Ferguson Ltd - SG,AMER,EMEA,SG,Kimberlyton,Samples,Urgent,-2.3499455,54.515353
AU,AU,Market Entity for AU,"Planning Market - Simon, Shelton and Ellis - AU",AMER,LATAM,AU,New Garyhaven,Commercial,Priority,-57.841708,-97.649903
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Rhodes, Williams and Jacobs - AMER_REG",AMER,AMER,INTL,Mooreside,Commercial,Standard,-80.342047,128.394696
BR,BR,Market Entity for BR,"Planning Market - Gomez, Moore and Sandoval - BR",LATAM,AMER,BR,Murphyville,Free Goods,Urgent,30.761787,-48.22597
GB,GB,Market Entity for GB,Planning Market - Hernandez-Miller - GB,LATAM,APAC,GB,North Danielmouth,Clinical,Standard,81.2783245,-2.77374
CH,CH,Market Entity for CH,Planning Market - Steele-Gibson - CH,AMER,LATAM,CH,Timothystad,Commercial,Urgent,-59.9671135,-156.841655
IN,IN,Market Entity for IN,Planning Market - Chavez-Torres - IN,LATAM,LATAM,IN,Jorgehaven,Free Goods,Standard,61.304727,-157.206394
ES,ES,Market Entity for ES,"Planning Market - Henry, Martinez and Ross - ES",LATAM,AMER,ES,Stonehaven,Clinical,GPSS_Early,-75.957189,-53.8127
ES,ES,Market Entity for ES,Planning Market - Patrick LLC - ES,APAC,APAC,ES,East Emily,Clinical,Standard,-89.4799985,-174.788457
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Lewis, Turner and Villanueva - LATAM_REG",APAC,LATAM,INTL,Trujilloville,Clinical,GPSS_Early,-4.0614915,-11.969718
AU,AU,Market Entity for AU,"Planning Market - Smith, Lamb and Jensen - AU",EMEA,AMER,AU,North Kimberly,Commercial,Standard,-28.311108,93.563931
BR,BR,Market Entity for BR,Planning Market - Lee LLC - BR,EMEA,APAC,BR,Jamiebury,Clinical,GPSS_Early,28.3860735,-61.863616
GB,GB,Market Entity for GB,Planning Market - Hernandez Ltd - GB,APAC,EMEA,GB,Lauratown,Commercial,Priority,-17.370799,115.724866
DE,DE,Market Entity for DE,"Planning Market - Sims, Mccann and Oconnor - DE",APAC,APAC,DE,Port Christinafort,Clinical,Priority,7.973586,123.413468
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Ford, Taylor and Thompson - AMER_REG",LATAM,APAC,INTL,Port Martha,Commercial,Priority,50.977712,-159.065235
AU,AU,Market Entity for AU,"Planning Market - Garza, Meadows and Young - AU",AMER,AMER,AU,Clarkshire,Clinical,Standard,-64.728696,157.731739
CH,CH,Market Entity for CH,Planning Market - Barnes Inc - CH,APAC,APAC,CH,Stephaniemouth,Free Goods,GPSS_Early,60.8054425,42.662994
IN,IN,Market Entity for IN,Planning Market - Velez and Sons - IN,AMER,EMEA,IN,Port Paulland,Free Goods,Standard,63.3911345,-41.790127
SG,SG,Market Entity for SG,"Planning Market - Long, Williams and Banks - SG",LATAM,AMER,SG,Bradfordview,Clinical,Priority,-16.833697,-32.852576
JP,JP,Market Entity for JP,"Planning Market - Brown, Gardner and Miller - JP",EMEA,EMEA,JP,West Joseburgh,Free Goods,Standard,28.205939,-85.893916
US,US,Market Entity for US,Planning Market - Cook-Stevens - US,APAC,EMEA,US,Lake Curtishaven,Commercial,Standard,-77.527533,102.087394
SG,SG,Market Entity for SG,Planning Market - Taylor-Gordon - SG,APAC,EMEA,SG,Port Jeffrey,Free Goods,GPSS_Early,-54.774533,-93.369319
IT,IT,Market Entity for IT,"Planning Market - Dennis, Pennington and Middleton - IT",LATAM,EMEA,IT,South Hayley,Samples,Priority,9.9470815,-95.049983
CH,CH,Market Entity for CH,Planning Market - Mcdaniel and Sons - CH,LATAM,EMEA,CH,Osborneberg,Samples,Standard,-25.2041895,-142.933997
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Haynes and Sons - GLOBAL_CORP,EMEA,APAC,INTL,Carlosfurt,Free Goods,Standard,13.0006995,-54.448432
CH,CH,Market Entity for CH,"Planning Market - Moore, Murray and Sherman - CH",AMER,AMER,CH,Andersonmouth,Clinical,GPSS_Early,35.13349,-121.159224
SG,SG,Market Entity for SG,"Planning Market - Armstrong, Graves and Russell - SG",EMEA,LATAM,SG,Jacobport,Free Goods,Urgent,15.782925,-2.101552
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Escobar, Mitchell and Malone - APAC_REG",LATAM,LATAM,INTL,New Parkerside,Samples,Priority,-27.6512695,-40.647916
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Lucas, Best and Harrington - APAC_REG",EMEA,AMER,INTL,Davisport,Commercial,Priority,17.5218545,-95.019917
SG,SG,Market Entity for SG,"Planning Market - Martinez, Davis and Jimenez - SG",AMER,EMEA,SG,South Kayla,Commercial,GPSS_Early,-2.5873295,-50.38156
NL,NL,Market Entity for NL,"Planning Market - Smith, Gillespie and Stephens - NL",APAC,APAC,NL,North Kimberlytown,Free Goods,GPSS_Early,-81.421159,78.843634
IT,IT,Market Entity for IT,"Planning Market - Ruiz, Young and Wiley - IT",AMER,EMEA,IT,Lake Ricky,Samples,Urgent,37.9361135,163.258536
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Jones-Fernandez - EMEA_REG,APAC,APAC,INTL,East Rhondaburgh,Clinical,Urgent,-4.7136,-149.639842
IN,IN,Market Entity for IN,"Planning Market - Robertson, Weber and Hall - IN",LATAM,LATAM,IN,East Thomas,Samples,Standard,-20.691294,168.140883
CA,CA,Market Entity for CA,Planning Market - Russo-Baker - CA,APAC,LATAM,CA,Jessicaport,Samples,Standard,-13.979714,78.886542
CN,CN,Market Entity for CN,Planning Market - Wallace Group - CN,AMER,LATAM,CN,West Justin,Free Goods,Urgent,27.568443,66.806385
CA,CA,Market Entity for CA,Planning Market - Bryant Inc - CA,LATAM,AMER,CA,Schaeferside,Commercial,GPSS_Early,14.0149035,61.246061
AU,AU,Market Entity for AU,"Planning Market - Townsend, Reese and Martinez - AU",APAC,LATAM,AU,Lake Kelseyville,Samples,GPSS_Early,-31.293274,73.609458
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Lynch-Patel - GLOBAL_CORP,APAC,APAC,INTL,East Shawn,Clinical,GPSS_Early,-67.075243,121.076942
DE,DE,Market Entity for DE,Planning Market - Stewart Ltd - DE,AMER,EMEA,DE,North Amy,Commercial,Standard,48.9931365,85.079414
ES,ES,Market Entity for ES,"Planning Market - Johnson, Jones and Mason - ES",AMER,APAC,ES,East Staceyburgh,Commercial,GPSS_Early,18.9428965,-63.359962
BR,BR,Market Entity for BR,Planning Market - Yates-Maynard - BR,LATAM,AMER,BR,West Ryanland,Samples,GPSS_Early,-80.979898,-87.129881
BR,BR,Market Entity for BR,Planning Market - Jackson-Fletcher - BR,APAC,EMEA,BR,New Jamesmouth,Commercial,Priority,22.5525845,-109.92072
CH,CH,Market Entity for CH,"Planning Market - Grimes, Roberts and Freeman - CH",APAC,APAC,CH,Port Amber,Commercial,Standard,44.230112,-43.558901
IT,IT,Market Entity for IT,Planning Market - Ramsey Inc - IT,LATAM,LATAM,IT,West Nina,Commercial,Priority,-54.393227,-148.662749
BR,BR,Market Entity for BR,Planning Market - Baker and Sons - BR,AMER,LATAM,BR,New Tinaside,Commercial,Urgent,-47.9505845,88.613502
CH,CH,Market Entity for CH,"Planning Market - Wilson, Carter and Rocha - CH",LATAM,AMER,CH,Barrettchester,Commercial,Urgent,87.431012,70.444602
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Harris, Lee and Davis - EMEA_REG",LATAM,AMER,INTL,New Julie,Clinical,GPSS_Early,-76.5236975,150.192805
BR,BR,Market Entity for BR,"Planning Market - Robinson, Braun and Bell - BR",LATAM,AMER,BR,South Robert,Clinical,GPSS_Early,53.623052,-41.557401
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Rodriguez, Doyle and Garcia - APAC_REG",EMEA,APAC,INTL,Simpsonville,Clinical,Priority,59.4147215,-24.00182
US,US,Market Entity for US,Planning Market - Jones-Hernandez - US,APAC,AMER,US,Victoriachester,Samples,Priority,4.026147,-45.922809
US,US,Market Entity for US,"Planning Market - Rogers, Knox and Baker - US",EMEA,EMEA,US,Sharonside,Samples,Standard,-12.145651,6.286234
DE,DE,Market Entity for DE,"Planning Market - Drake, Perkins and Lewis - DE",APAC,LATAM,DE,Brianville,Commercial,GPSS_Early,-77.3811135,67.926327
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Lin-Dunn - APAC_REG,LATAM,AMER,INTL,Martinmouth,Samples,Priority,36.86166,173.534149
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Flores, Anderson and Thompson - LATAM_REG",EMEA,LATAM,INTL,Lake Lisa,Samples,Priority,87.7282425,-95.97623
NL,NL,Market Entity for NL,Planning Market - Benjamin and Sons - NL,AMER,EMEA,NL,Josephport,Free Goods,GPSS_Early,63.0349725,16.348504
JP,JP,Market Entity for JP,Planning Market - Garrett-Wright - JP,AMER,EMEA,JP,South Barbaraside,Commercial,Priority,-54.4290505,-2.67666
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Harrington-Harrison - EMEA_REG,APAC,AMER,INTL,Hernandezfurt,Clinical,Urgent,28.576173,178.075581
NL,NL,Market Entity for NL,Planning Market - Meyer-Elliott - NL,LATAM,LATAM,NL,Floresland,Free Goods,Priority,19.2834725,-71.787589
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Smith, Simmons and Sullivan - AMER_REG",LATAM,AMER,INTL,Howellport,Clinical,GPSS_Early,-86.5040755,146.891656
BR,BR,Market Entity for BR,"Planning Market - Lane, Gates and Johnson - BR",AMER,AMER,BR,South Jennifer,Free Goods,Priority,-44.412125,151.397624
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Rodriguez, Price and Patel - EMEA_REG",AMER,EMEA,INTL,South Casey,Free Goods,Urgent,80.3003515,178.54306
SG,SG,Market Entity for SG,Planning Market - Torres-Johnson - SG,EMEA,AMER,SG,New Christopher,Commercial,Urgent,74.134265,14.383092
FR,FR,Market Entity for FR,Planning Market - Cook-Ortega - FR,EMEA,LATAM,FR,Julieview,Commercial,GPSS_Early,60.432423,-18.534774
US,US,Market Entity for US,Planning Market - Pollard LLC - US,APAC,EMEA,US,Port David,Free Goods,Standard,-29.8916965,-3.897005
ES,ES,Market Entity for ES,"Planning Market - Morales, Fletcher and Taylor - ES",AMER,LATAM,ES,West Raven,Clinical,Priority,-67.986172,176.038494
CA,CA,Market Entity for CA,Planning Market - Mejia-Humphrey - CA,LATAM,APAC,CA,Lopezbury,Clinical,Priority,55.042006,-155.20324
AU,AU,Market Entity for AU,Planning Market - Ryan-Myers - AU,LATAM,LATAM,AU,South Adamview,Free Goods,Urgent,-28.565931,1.076898
ES,ES,Market Entity for ES,"Planning Market - Wolfe, Tucker and Obrien - ES",LATAM,AMER,ES,South Ethanland,Samples,Standard,-81.0432645,110.510713
CH,CH,Market Entity for CH,"Planning Market - Holloway, Nguyen and Harris - CH",EMEA,EMEA,CH,Port Nicolemouth,Clinical,Urgent,68.8237205,33.17493
CA,CA,Market Entity for CA,Planning Market - Miranda Group - CA,APAC,EMEA,CA,Brendanside,Samples,Standard,73.3927425,145.025813
