Location ID,Plant,Product ID,Material,Material Description,Plant Exclusion (X),Market DC (X)
PL19544,PL19544,MAT308720,MAT308720,Finished Good - Floor Different,,X
PL16801,PL16801,MAT894915,MAT894915,Finished Good - Half Lay,X,X
PL24384,PL24384,MAT375358,MAT375358,Finished Good - South For,,
PL71977,PL71977,MAT708908,MAT708908,Finished Good - Thought Politics,,
PL89522,PL89522,MAT796544,MAT796544,Finished Good - Coach Red,X,
PL16357,PL16357,MAT548099,MAT548099,Finished Good - Official Class,,X
PL65659,PL65659,MAT986683,MAT986683,Finished Good - Fall Leg,,X
PL76056,PL76056,MAT646450,MAT646450,Finished Good - Final Play,,
PL89075,PL89075,MAT144921,MAT144921,Finished Good - Manage Character,X,
PL38030,PL38030,MAT115865,MAT115865,Finished Good - Draw Rather,,
PL92567,PL92567,MAT889538,MAT889538,Finished Good - Describe Difficult,,X
PL18379,PL18379,MAT717145,MAT717145,Finished Good - Left Service,,
PL82734,PL82734,MAT289538,MAT289538,Finished Good - Plan Follow,,
PL44104,PL44104,MAT386193,MAT386193,Finished Good - Public Position,,
PL41747,PL41747,MAT785556,MAT785556,Finished Good - Try Wear,X,X
PL46945,PL46945,MAT133613,MAT133613,Finished Good - Majority Ready,X,
PL97619,PL97619,MAT241260,MAT241260,Finished Good - Strong Picture,,X
PL72903,PL72903,MAT674312,MAT674312,Finished Good - Matter Mean,X,
PL32676,PL32676,MAT685065,MAT685065,Finished Good - Wall Speak,X,
PL72466,PL72466,MAT188831,MAT188831,Finished Good - Successful Traditional,,
PL54858,PL54858,MAT569140,MAT569140,Finished Good - Federal Set,X,X
PL47639,PL47639,MAT330793,MAT330793,Finished Good - Purpose Explain,,
PL69195,PL69195,MAT414037,MAT414037,Finished Good - Shake Seem,,
PL84280,PL84280,MAT165475,MAT165475,Finished Good - Myself Manager,,
PL71885,PL71885,MAT164214,MAT164214,Finished Good - Challenge You,X,
PL38070,PL38070,MAT184766,MAT184766,Finished Good - Federal Think,,X
PL80657,PL80657,MAT818859,MAT818859,Finished Good - Require Year,,X
PL24087,PL24087,MAT492592,MAT492592,Finished Good - Recent Five,,X
PL93748,PL93748,MAT590156,MAT590156,Finished Good - Rather Agreement,,
PL42054,PL42054,MAT762159,MAT762159,Finished Good - Campaign Protect,,X
PL48112,PL48112,MAT611490,MAT611490,Finished Good - Three Minute,X,X
PL44232,PL44232,MAT847238,MAT847238,Finished Good - Color Summer,,
PL96653,PL96653,MAT115246,MAT115246,Finished Good - Market Unit,X,X
PL37032,PL37032,MAT297378,MAT297378,Finished Good - You Field,,
PL27724,PL27724,MAT537663,MAT537663,Finished Good - Plant Likely,X,X
PL95733,PL95733,MAT705565,MAT705565,Finished Good - Democratic Bank,,
PL62930,PL62930,MAT291431,MAT291431,Finished Good - Together Star,X,
PL78761,PL78761,MAT731843,MAT731843,Finished Good - Short Couple,,X
PL88074,PL88074,MAT903497,MAT903497,Finished Good - Those You,X,X
PL25169,PL25169,MAT797458,MAT797458,Finished Good - Defense Important,X,
PL91248,PL91248,MAT551188,MAT551188,Finished Good - Station On,,X
PL43984,PL43984,MAT193643,MAT193643,Finished Good - Side Opportunity,,X
PL84111,PL84111,MAT848877,MAT848877,Finished Good - Section World,,X
PL62104,PL62104,MAT949756,MAT949756,Finished Good - Size Sport,X,
PL21686,PL21686,MAT393240,MAT393240,Finished Good - She Evening,X,X
PL41987,PL41987,MAT637491,MAT637491,Finished Good - In Administration,,X
PL39114,PL39114,MAT316675,MAT316675,Finished Good - Result Foot,,
PL34361,PL34361,MAT867619,MAT867619,Finished Good - Question Cultural,,X
PL48154,PL48154,MAT612998,MAT612998,Finished Good - Consumer Provide,X,X
PL87319,PL87319,MAT398242,MAT398242,Finished Good - Be Thus,,
PL64606,PL64606,MAT623027,MAT623027,Finished Good - Try Party,X,X
PL92646,PL92646,MAT875782,MAT875782,Finished Good - Friend Green,,X
PL97519,PL97519,MAT460397,MAT460397,Finished Good - Occur Evening,X,X
PL58829,PL58829,MAT305027,MAT305027,Finished Good - Focus Others,,
PL93438,PL93438,MAT420358,MAT420358,Finished Good - Pay One,,X
PL11694,PL11694,MAT817621,MAT817621,Finished Good - Knowledge Old,,X
PL87116,PL87116,MAT709541,MAT709541,Finished Good - Science Imagine,X,X
PL47601,PL47601,MAT244994,MAT244994,Finished Good - Shake Agreement,,X
PL78983,PL78983,MAT767951,MAT767951,Finished Good - Majority Safe,X,
PL52416,PL52416,MAT975412,MAT975412,Finished Good - Some Everything,,X
PL28323,PL28323,MAT181355,MAT181355,Finished Good - Visit Style,X,
PL94700,PL94700,MAT150135,MAT150135,Finished Good - House Section,X,X
PL64793,PL64793,MAT904883,MAT904883,Finished Good - Sure So,,
PL38502,PL38502,MAT820056,MAT820056,Finished Good - Interest No,X,
PL64031,PL64031,MAT554386,MAT554386,Finished Good - Challenge Federal,,
PL70211,PL70211,MAT681265,MAT681265,Finished Good - Month Continue,,X
PL61825,PL61825,MAT749006,MAT749006,Finished Good - Me Live,,X
PL21758,PL21758,MAT361687,MAT361687,Finished Good - Discussion Beautiful,,X
PL53576,PL53576,MAT502148,MAT502148,Finished Good - Development Difficult,,
PL62437,PL62437,MAT259580,MAT259580,Finished Good - Majority About,,X
PL58094,PL58094,MAT871465,MAT871465,Finished Good - Mission Side,,X
PL68916,PL68916,MAT595787,MAT595787,Finished Good - Billion Seek,,
PL70981,PL70981,MAT427544,MAT427544,Finished Good - Fine Information,X,X
PL50782,PL50782,MAT771195,MAT771195,Finished Good - Both Safe,X,X
PL31014,PL31014,MAT256512,MAT256512,Finished Good - Happy Century,,X
PL47035,PL47035,MAT319035,MAT319035,Finished Good - Put Floor,X,
PL26436,PL26436,MAT440956,MAT440956,Finished Good - Exactly You,,X
PL62490,PL62490,MAT473115,MAT473115,Finished Good - In Technology,X,
PL83763,PL83763,MAT475614,MAT475614,Finished Good - Window Late,,
PL23619,PL23619,MAT439148,MAT439148,Finished Good - However Voice,,X
PL65132,PL65132,MAT694813,MAT694813,Finished Good - Require Apply,X,
PL58291,PL58291,MAT411454,MAT411454,Finished Good - Check Share,X,X
PL28173,PL28173,MAT550678,MAT550678,Finished Good - Material Book,,
PL19903,PL19903,MAT759280,MAT759280,Finished Good - New Learn,X,X
PL84221,PL84221,MAT284847,MAT284847,Finished Good - Home Bring,,X
PL81789,PL81789,MAT430296,MAT430296,Finished Good - Left Growth,X,X
PL55055,PL55055,MAT843245,MAT843245,Finished Good - Public Result,X,X
PL85580,PL85580,MAT415600,MAT415600,Finished Good - Scene Administration,,X
PL68304,PL68304,MAT149668,MAT149668,Finished Good - Against Past,,X
PL98479,PL98479,MAT237777,MAT237777,Finished Good - Control Indicate,X,
PL13185,PL13185,MAT633543,MAT633543,Finished Good - Blood There,X,X
PL86429,PL86429,MAT255342,MAT255342,Finished Good - Partner Ten,,X
PL63439,PL63439,MAT622077,MAT622077,Finished Good - Number He,X,
PL60600,PL60600,MAT142916,MAT142916,Finished Good - Teach Break,,X
PL51322,PL51322,MAT161765,MAT161765,Finished Good - Which Red,X,
PL92194,PL92194,MAT171140,MAT171140,Finished Good - Tell Probably,,
PL52266,PL52266,MAT107476,MAT107476,Finished Good - Real Official,X,X
PL37316,PL37316,MAT550206,MAT550206,Finished Good - Teacher Book,,X
PL33072,PL33072,MAT972688,MAT972688,Finished Good - Left President,X,
PL97970,PL97970,MAT981572,MAT981572,Finished Good - On Public,,
PL64703,PL64703,MAT543563,MAT543563,Finished Good - Science Let,X,X
PL22184,PL22184,MAT402144,MAT402144,Finished Good - Floor Arm,X,
PL34978,PL34978,MAT657209,MAT657209,Finished Good - Mission Rest,,X
PL81110,PL81110,MAT714455,MAT714455,Finished Good - Positive Only,,
PL60413,PL60413,MAT757837,MAT757837,Finished Good - Agent Mrs,,
PL66960,PL66960,MAT645560,MAT645560,Finished Good - Mean Early,X,
PL34957,PL34957,MAT380801,MAT380801,Finished Good - Treat Brother,X,X
PL59418,PL59418,MAT241202,MAT241202,Finished Good - Enter Media,,
PL96453,PL96453,MAT850018,MAT850018,Finished Good - Worry Affect,,X
PL72333,PL72333,MAT443354,MAT443354,Finished Good - Happy Source,,
PL39466,PL39466,MAT390309,MAT390309,Finished Good - Sure Thank,,
PL50612,PL50612,MAT475314,MAT475314,Finished Good - Point Animal,X,X
PL12568,PL12568,MAT123712,MAT123712,Finished Good - Trouble Ask,,
PL18252,PL18252,MAT679192,MAT679192,Finished Good - Me Trade,X,X
PL62920,PL62920,MAT115779,MAT115779,Finished Good - Tell Whole,X,X
PL69404,PL69404,MAT440473,MAT440473,Finished Good - Big Senior,X,X
PL84409,PL84409,MAT706334,MAT706334,Finished Good - Total Should,,X
PL30530,PL30530,MAT936922,MAT936922,Finished Good - Public News,X,X
PL37810,PL37810,MAT568766,MAT568766,Finished Good - Amount Only,,X
PL15319,PL15319,MAT239777,MAT239777,Finished Good - Condition Focus,,
PL19981,PL19981,MAT296893,MAT296893,Finished Good - Second These,X,
PL23980,PL23980,MAT358081,MAT358081,Finished Good - Others Out,,
PL39767,PL39767,MAT971949,MAT971949,Finished Good - Eight Minute,,
PL25402,PL25402,MAT370587,MAT370587,Finished Good - Often Despite,,
PL95182,PL95182,MAT146930,MAT146930,Finished Good - Establish Star,,
PL51472,PL51472,MAT762111,MAT762111,Finished Good - Force Loss,,
PL79772,PL79772,MAT273789,MAT273789,Finished Good - Color Old,,
PL65006,PL65006,MAT913592,MAT913592,Finished Good - Billion Report,,
PL87507,PL87507,MAT121303,MAT121303,Finished Good - Apply Country,X,X
PL62080,PL62080,MAT179197,MAT179197,Finished Good - Season Fast,,X
PL20581,PL20581,MAT406064,MAT406064,Finished Good - Remain Dog,,X
PL84548,PL84548,MAT102834,MAT102834,Finished Good - By Yourself,,X
PL78153,PL78153,MAT177813,MAT177813,Finished Good - Small Team,X,X
PL91595,PL91595,MAT323088,MAT323088,Finished Good - Admit Number,,
PL90838,PL90838,MAT155264,MAT155264,Finished Good - Than Woman,,
PL14369,PL14369,MAT735813,MAT735813,Finished Good - Join Much,,
PL47675,PL47675,MAT609404,MAT609404,Finished Good - Fight Benefit,,X
PL23356,PL23356,MAT942388,MAT942388,Finished Good - Thank Field,,X
PL10108,PL10108,MAT901734,MAT901734,Finished Good - Girl Player,X,
PL10756,PL10756,MAT678980,MAT678980,Finished Good - Bag Leave,X,
PL20320,PL20320,MAT596434,MAT596434,Finished Good - During He,,
PL89596,PL89596,MAT912521,MAT912521,Finished Good - Draw Stand,,
PL83597,PL83597,MAT827142,MAT827142,Finished Good - Bring Current,X,
PL94726,PL94726,MAT753003,MAT753003,Finished Good - From Way,X,X
PL86254,PL86254,MAT999038,MAT999038,Finished Good - Name Administration,X,
PL74233,PL74233,MAT710495,MAT710495,Finished Good - Window Although,,X
PL94718,PL94718,MAT177875,MAT177875,Finished Good - Think Relate,X,
PL55860,PL55860,MAT327374,MAT327374,Finished Good - Explain Discussion,X,X
PL13813,PL13813,MAT330516,MAT330516,Finished Good - Know Once,X,
PL82259,PL82259,MAT907962,MAT907962,Finished Good - Tend We,X,
PL20878,PL20878,MAT948141,MAT948141,Finished Good - See Per,,X
PL90727,PL90727,MAT919948,MAT919948,Finished Good - Admit Challenge,,X
PL41097,PL41097,MAT520649,MAT520649,Finished Good - Research Cost,,X
PL71719,PL71719,MAT353608,MAT353608,Finished Good - Require One,X,
PL45583,PL45583,MAT813193,MAT813193,Finished Good - Focus General,,
PL30816,PL30816,MAT964219,MAT964219,Finished Good - Hour Watch,,
PL19552,PL19552,MAT775923,MAT775923,Finished Good - Particular Fund,X,
PL34241,PL34241,MAT951622,MAT951622,Finished Good - Choose Window,X,X
PL63315,PL63315,MAT587530,MAT587530,Finished Good - Add Strategy,X,X
PL78950,PL78950,MAT486776,MAT486776,Finished Good - Draw Life,X,
PL56089,PL56089,MAT231171,MAT231171,Finished Good - And Pattern,,
PL65769,PL65769,MAT323720,MAT323720,Finished Good - Product Turn,,
PL61074,PL61074,MAT545273,MAT545273,Finished Good - Congress Son,X,
PL54885,PL54885,MAT926289,MAT926289,Finished Good - Weight Give,X,
PL96416,PL96416,MAT752194,MAT752194,Finished Good - Wish These,X,
PL97838,PL97838,MAT480822,MAT480822,Finished Good - Accept Million,,X
PL94637,PL94637,MAT557140,MAT557140,Finished Good - These Happen,,X
PL44901,PL44901,MAT488859,MAT488859,Finished Good - Radio Eight,X,X
PL24421,PL24421,MAT367998,MAT367998,Finished Good - Late He,X,
PL82546,PL82546,MAT875308,MAT875308,Finished Good - Whatever Five,,X
PL58060,PL58060,MAT977367,MAT977367,Finished Good - Bring International,,X
PL65267,PL65267,MAT331331,MAT331331,Finished Good - Turn Suddenly,X,
PL50343,PL50343,MAT404870,MAT404870,Finished Good - Within On,,X
PL94690,PL94690,MAT924576,MAT924576,Finished Good - Marriage Test,,X
PL82327,PL82327,MAT456682,MAT456682,Finished Good - Month Industry,,
PL85606,PL85606,MAT765369,MAT765369,Finished Good - Practice When,,X
PL39064,PL39064,MAT949439,MAT949439,Finished Good - Mean Husband,X,X
PL80901,PL80901,MAT664244,MAT664244,Finished Good - Voice Animal,,X
PL95948,PL95948,MAT124334,MAT124334,Finished Good - Score Contain,X,
PL38435,PL38435,MAT242262,MAT242262,Finished Good - Indeed See,,
PL63906,PL63906,MAT257939,MAT257939,Finished Good - Style In,X,
PL53694,PL53694,MAT501392,MAT501392,Finished Good - Word Several,,
PL91908,PL91908,MAT802877,MAT802877,Finished Good - Each Hotel,,
PL46856,PL46856,MAT566808,MAT566808,Finished Good - Chance Movement,X,
PL80345,PL80345,MAT524541,MAT524541,Finished Good - Common Truth,,X
PL42443,PL42443,MAT359757,MAT359757,Finished Good - Table Position,,X
PL48653,PL48653,MAT180516,MAT180516,Finished Good - Spend Tend,,X
PL22764,PL22764,MAT143941,MAT143941,Finished Good - Part Event,,X
PL28660,PL28660,MAT479986,MAT479986,Finished Good - A Eat,X,
PL66742,PL66742,MAT812054,MAT812054,Finished Good - Would Probably,X,X
PL95752,PL95752,MAT586493,MAT586493,Finished Good - Fund Future,X,
PL16603,PL16603,MAT962259,MAT962259,Finished Good - Message Alone,,X
PL68507,PL68507,MAT607422,MAT607422,Finished Good - Real Letter,,
PL22725,PL22725,MAT763269,MAT763269,Finished Good - Successful Although,X,
PL66921,PL66921,MAT615460,MAT615460,Finished Good - When Social,,
PL87184,PL87184,MAT492073,MAT492073,Finished Good - Event American,,
PL99122,PL99122,MAT630932,MAT630932,Finished Good - Dinner Take,,X
PL92338,PL92338,MAT110002,MAT110002,Finished Good - Old Wall,X,X
PL71317,PL71317,MAT174238,MAT174238,Finished Good - Lot Mrs,,X
PL24563,PL24563,MAT669194,MAT669194,Finished Good - Realize Through,,X
PL14731,PL14731,MAT689209,MAT689209,Finished Good - Worry Reveal,X,
PL58594,PL58594,MAT759242,MAT759242,Finished Good - Must Someone,,
PL83799,PL83799,MAT686612,MAT686612,Finished Good - Reveal Material,,X
PL79790,PL79790,MAT215838,MAT215838,Finished Good - Down Seek,X,
PL63089,PL63089,MAT394251,MAT394251,Finished Good - Industry Concern,X,
PL12319,PL12319,MAT395395,MAT395395,Finished Good - Popular Capital,,X
PL75119,PL75119,MAT112786,MAT112786,Finished Good - Create Second,,X
PL19096,PL19096,MAT427127,MAT427127,Finished Good - Forward Event,X,
PL51847,PL51847,MAT644059,MAT644059,Finished Good - Course Yourself,,X
PL65253,PL65253,MAT714347,MAT714347,Finished Good - Recognize Same,X,X
PL38554,PL38554,MAT300007,MAT300007,Finished Good - Guess Book,X,X
PL78913,PL78913,MAT675927,MAT675927,Finished Good - Young Piece,,X
PL66684,PL66684,MAT500599,MAT500599,Finished Good - Manage Lead,X,
PL95150,PL95150,MAT295227,MAT295227,Finished Good - Method Benefit,X,X
PL37880,PL37880,MAT947563,MAT947563,Finished Good - Reduce Production,,X
PL89995,PL89995,MAT646855,MAT646855,Finished Good - Understand Plan,,X
PL41551,PL41551,MAT467572,MAT467572,Finished Good - Fly Effect,,
PL19844,PL19844,MAT351837,MAT351837,Finished Good - Style Research,,
PL68249,PL68249,MAT500760,MAT500760,Finished Good - Page Level,X,X
PL58212,PL58212,MAT922480,MAT922480,Finished Good - Maybe Effort,X,X
PL41354,PL41354,MAT777099,MAT777099,Finished Good - Establish Apply,,X
PL23124,PL23124,MAT550087,MAT550087,Finished Good - Contain Animal,,X
PL79278,PL79278,MAT806782,MAT806782,Finished Good - Speak Everybody,X,X
PL14325,PL14325,MAT482094,MAT482094,Finished Good - Record And,,X
PL92304,PL92304,MAT992742,MAT992742,Finished Good - Social Voice,X,X
PL62803,PL62803,MAT846056,MAT846056,Finished Good - However Fire,,
PL27425,PL27425,MAT929754,MAT929754,Finished Good - Material Daughter,,X
PL26839,PL26839,MAT659025,MAT659025,Finished Good - Most Experience,,
PL87191,PL87191,MAT527043,MAT527043,Finished Good - Still Question,X,X
PL34502,PL34502,MAT404885,MAT404885,Finished Good - Wrong Back,,X
PL86355,PL86355,MAT301335,MAT301335,Finished Good - Fish Why,X,
PL41914,PL41914,MAT629732,MAT629732,Finished Good - Attention Unit,,X
PL47220,PL47220,MAT659736,MAT659736,Finished Good - Level Security,X,
PL20266,PL20266,MAT876978,MAT876978,Finished Good - Sound Focus,,X
PL76621,PL76621,MAT378616,MAT378616,Finished Good - Subject Weight,,
PL18684,PL18684,MAT575169,MAT575169,Finished Good - Large Range,X,
PL78117,PL78117,MAT350217,MAT350217,Finished Good - Executive Painting,X,X
PL98368,PL98368,MAT867096,MAT867096,Finished Good - Represent Finish,X,
PL93227,PL93227,MAT776072,MAT776072,Finished Good - Theory Turn,X,X
PL84626,PL84626,MAT499111,MAT499111,Finished Good - Mean Number,X,X
PL65558,PL65558,MAT710809,MAT710809,Finished Good - Beyond Manager,,
PL11994,PL11994,MAT794365,MAT794365,Finished Good - More Again,X,X
PL52135,PL52135,MAT427416,MAT427416,Finished Good - Debate Event,X,
PL69320,PL69320,MAT502520,MAT502520,Finished Good - Democratic College,,
PL56033,PL56033,MAT368683,MAT368683,Finished Good - Difference Reveal,,X
PL30365,PL30365,MAT970117,MAT970117,Finished Good - After Second,X,
PL16085,PL16085,MAT352938,MAT352938,Finished Good - Join Rich,,X
PL26155,PL26155,MAT664869,MAT664869,Finished Good - Town Reflect,X,
PL99044,PL99044,MAT352040,MAT352040,Finished Good - Particularly Few,X,X
PL84283,PL84283,MAT728390,MAT728390,Finished Good - Opportunity Short,,X
PL34185,PL34185,MAT555335,MAT555335,Finished Good - Impact Fire,,
PL52267,PL52267,MAT643201,MAT643201,Finished Good - Sort Sing,,X
PL23225,PL23225,MAT787289,MAT787289,Finished Good - May Particular,,X
PL84138,PL84138,MAT186346,MAT186346,Finished Good - Marriage Not,,
PL13497,PL13497,MAT561420,MAT561420,Finished Good - Eat Dream,,
PL33811,PL33811,MAT245015,MAT245015,Finished Good - Offer Apply,,X
PL50299,PL50299,MAT110586,MAT110586,Finished Good - Country Include,,X
PL23150,PL23150,MAT758631,MAT758631,Finished Good - Across Away,X,X
PL82014,PL82014,MAT323006,MAT323006,Finished Good - Rather Despite,X,X
PL53824,PL53824,MAT763131,MAT763131,Finished Good - So Four,X,
PL93724,PL93724,MAT176390,MAT176390,Finished Good - Serve School,X,X
PL91528,PL91528,MAT289731,MAT289731,Finished Good - Bank Cover,,X
PL51183,PL51183,MAT408189,MAT408189,Finished Good - Society Home,X,
PL89008,PL89008,MAT160778,MAT160778,Finished Good - Picture Minute,,
PL59016,PL59016,MAT900097,MAT900097,Finished Good - Community Under,,
PL94546,PL94546,MAT203014,MAT203014,Finished Good - Bed Well,X,
PL68853,PL68853,MAT691441,MAT691441,Finished Good - Executive Animal,X,X
PL60539,PL60539,MAT780748,MAT780748,Finished Good - Consumer Letter,X,
PL62615,PL62615,MAT994498,MAT994498,Finished Good - Art That,X,X
PL12582,PL12582,MAT398705,MAT398705,Finished Good - Represent Site,X,X
PL83887,PL83887,MAT566380,MAT566380,Finished Good - Effort Debate,X,X
PL40793,PL40793,MAT870245,MAT870245,Finished Good - Suggest Without,,X
PL95711,PL95711,MAT327715,MAT327715,Finished Good - Hope Also,X,
PL67603,PL67603,MAT244907,MAT244907,Finished Good - Personal Soldier,X,
PL95466,PL95466,MAT727286,MAT727286,Finished Good - Maybe Among,,X
PL67004,PL67004,MAT494934,MAT494934,Finished Good - Matter Article,,X
PL31089,PL31089,MAT331545,MAT331545,Finished Good - Career Opportunity,,X
PL66302,PL66302,MAT441758,MAT441758,Finished Good - Control Artist,,
PL41476,PL41476,MAT177013,MAT177013,Finished Good - Writer Hit,X,X
PL63841,PL63841,MAT732483,MAT732483,Finished Good - Fall But,,X
PL59281,PL59281,MAT588718,MAT588718,Finished Good - Read Congress,X,X
PL29574,PL29574,MAT691264,MAT691264,Finished Good - Thank Late,X,
PL59956,PL59956,MAT699615,MAT699615,Finished Good - Thank Kitchen,,X
PL39367,PL39367,MAT951818,MAT951818,Finished Good - Final Stock,X,X
PL48204,PL48204,MAT405477,MAT405477,Finished Good - Mention Job,,
